scale,quad_id,selection_note,raster_file,summary_csv,source_n_pixels,source_method,source_entropy,sample_rule,rule_type,rule_value,rule_label,rule_axis_label,applicable_scales,sample_size,sample_fraction,sample_label,plot_sample_label
20m,100,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/100,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,30808,bootstrap_mean,2.78188656943148,fixed_2000,fixed,2000,"Fixed 2,000","2,000","10m,20m",2000,0.06491820306413919,"Fixed 2,000 (6.5%)","2,000
6.5%"
20m,100,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/100,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,30808,bootstrap_mean,2.78188656943148,fixed_3000,fixed,3000,"Fixed 3,000","3,000","10m,20m",3000,0.09737730459620876,"Fixed 3,000 (9.7%)","3,000
9.7%"
20m,100,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/100,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,30808,bootstrap_mean,2.78188656943148,fixed_4000,fixed,4000,"Fixed 4,000","4,000",all,4000,0.12983640612827838,"Fixed 4,000 (13.0%)","4,000
13.0%"
20m,1201,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1201,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,24803,bootstrap_mean,2.77916136239919,pct_1,percent,0.01,1% of pixels,1%,all,248,0.00999879046889489,1% of pixels = 248 pixels (1.0%),"1%
248 px"
20m,1201,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1201,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,24803,bootstrap_mean,2.77916136239919,pct_2,percent,0.02,2% of pixels,2%,all,496,0.01999758093778978,2% of pixels = 496 pixels (2.0%),"2%
496 px"
20m,1201,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1201,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,24803,bootstrap_mean,2.77916136239919,pct_3,percent,0.03,3% of pixels,3%,all,744,0.02999637140668467,3% of pixels = 744 pixels (3.0%),"3%
744 px"
20m,1201,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1201,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,24803,bootstrap_mean,2.77916136239919,fixed_1250,fixed,1250,"Fixed 1,250","1,250",all,1250,0.05039712937951054,"Fixed 1,250 (5.0%)","1,250
5.0%"
20m,1201,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1201,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,24803,bootstrap_mean,2.77916136239919,fixed_2000,fixed,2000,"Fixed 2,000","2,000","10m,20m",2000,0.08063540700721687,"Fixed 2,000 (8.1%)","2,000
8.1%"
20m,1201,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1201,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,24803,bootstrap_mean,2.77916136239919,fixed_3000,fixed,3000,"Fixed 3,000","3,000","10m,20m",3000,0.1209531105108253,"Fixed 3,000 (12.1%)","3,000
12.1%"
20m,1201,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1201,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,24803,bootstrap_mean,2.77916136239919,fixed_4000,fixed,4000,"Fixed 4,000","4,000",all,4000,0.16127081401443374,"Fixed 4,000 (16.1%)","4,000
16.1%"
20m,1402,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1402,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,27061,bootstrap_mean,2.89891302547439,pct_1,percent,0.01,1% of pixels,1%,all,271,0.01001441188426148,1% of pixels = 271 pixels (1.0%),"1%
271 px"
20m,1402,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1402,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,27061,bootstrap_mean,2.89891302547439,pct_2,percent,0.02,2% of pixels,2%,all,541,0.01999187021913455,2% of pixels = 541 pixels (2.0%),"2%
541 px"
20m,1402,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1402,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,27061,bootstrap_mean,2.89891302547439,pct_3,percent,0.03,3% of pixels,3%,all,812,0.03000628210339603,3% of pixels = 812 pixels (3.0%),"3%
812 px"
20m,1402,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1402,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,27061,bootstrap_mean,2.89891302547439,fixed_1250,fixed,1250,"Fixed 1,250","1,250",all,1250,0.04619193673552344,"Fixed 1,250 (4.6%)","1,250
4.6%"
20m,1402,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1402,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,27061,bootstrap_mean,2.89891302547439,fixed_2000,fixed,2000,"Fixed 2,000","2,000","10m,20m",2000,0.07390709877683752,"Fixed 2,000 (7.4%)","2,000
7.4%"
20m,1402,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1402,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,27061,bootstrap_mean,2.89891302547439,fixed_3000,fixed,3000,"Fixed 3,000","3,000","10m,20m",3000,0.11086064816525627,"Fixed 3,000 (11.1%)","3,000
11.1%"
20m,1402,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1402,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,27061,bootstrap_mean,2.89891302547439,fixed_4000,fixed,4000,"Fixed 4,000","4,000",all,4000,0.14781419755367503,"Fixed 4,000 (14.8%)","4,000
14.8%"
20m,1512,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1512,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,30984,bootstrap_mean,2.76327276047858,pct_1,percent,0.01,1% of pixels,1%,all,310,0.01000516395558998,1% of pixels = 310 pixels (1.0%),"1%
310 px"
20m,1512,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1512,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,30984,bootstrap_mean,2.76327276047858,pct_2,percent,0.02,2% of pixels,2%,all,620,0.02001032791117996,2% of pixels = 620 pixels (2.0%),"2%
620 px"
20m,1512,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1512,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,30984,bootstrap_mean,2.76327276047858,pct_3,percent,0.03,3% of pixels,3%,all,930,0.03001549186676994,3% of pixels = 930 pixels (3.0%),"3%
930 px"
20m,1512,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1512,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,30984,bootstrap_mean,2.76327276047858,fixed_1250,fixed,1250,"Fixed 1,250","1,250",all,1250,0.0403434030467338,"Fixed 1,250 (4.0%)","1,250
4.0%"
20m,1512,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1512,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,30984,bootstrap_mean,2.76327276047858,fixed_2000,fixed,2000,"Fixed 2,000","2,000","10m,20m",2000,0.06454944487477407,"Fixed 2,000 (6.5%)","2,000
6.5%"
20m,1512,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1512,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,30984,bootstrap_mean,2.76327276047858,fixed_3000,fixed,3000,"Fixed 3,000","3,000","10m,20m",3000,0.09682416731216112,"Fixed 3,000 (9.7%)","3,000
9.7%"
20m,1512,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1512,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,30984,bootstrap_mean,2.76327276047858,fixed_4000,fixed,4000,"Fixed 4,000","4,000",all,4000,0.12909888974954814,"Fixed 4,000 (12.9%)","4,000
12.9%"
20m,1518,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1518,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,35713,bootstrap_mean,2.9318486657167,pct_1,percent,0.01,1% of pixels,1%,all,357,0.00999635986895528,1% of pixels = 357 pixels (1.0%),"1%
357 px"
20m,1518,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1518,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,35713,bootstrap_mean,2.9318486657167,pct_2,percent,0.02,2% of pixels,2%,all,714,0.01999271973791056,2% of pixels = 714 pixels (2.0%),"2%
714 px"
20m,1518,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1518,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,35713,bootstrap_mean,2.9318486657167,pct_3,percent,0.03,3% of pixels,3%,all,1071,0.02998907960686584,"3% of pixels = 1,071 pixels (3.0%)","3%
1,071 px"
20m,1518,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1518,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,35713,bootstrap_mean,2.9318486657167,fixed_1250,fixed,1250,"Fixed 1,250","1,250",all,1250,0.03500126004536163,"Fixed 1,250 (3.5%)","1,250
3.5%"
20m,1518,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1518,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,35713,bootstrap_mean,2.9318486657167,fixed_2000,fixed,2000,"Fixed 2,000","2,000","10m,20m",2000,0.05600201607257861,"Fixed 2,000 (5.6%)","2,000
5.6%"
20m,1518,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1518,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,35713,bootstrap_mean,2.9318486657167,fixed_3000,fixed,3000,"Fixed 3,000","3,000","10m,20m",3000,0.08400302410886792,"Fixed 3,000 (8.4%)","3,000
8.4%"
20m,1518,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1518,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,35713,bootstrap_mean,2.9318486657167,fixed_4000,fixed,4000,"Fixed 4,000","4,000",all,4000,0.11200403214515722,"Fixed 4,000 (11.2%)","4,000
11.2%"
20m,1800,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1800,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,29990,bootstrap_mean,2.77191289044029,pct_1,percent,0.01,1% of pixels,1%,all,300,0.01000333444481493,1% of pixels = 300 pixels (1.0%),"1%
300 px"
20m,1800,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1800,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,29990,bootstrap_mean,2.77191289044029,pct_2,percent,0.02,2% of pixels,2%,all,600,0.02000666888962987,2% of pixels = 600 pixels (2.0%),"2%
600 px"
20m,1800,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1800,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,29990,bootstrap_mean,2.77191289044029,pct_3,percent,0.03,3% of pixels,3%,all,900,0.03001000333444481,3% of pixels = 900 pixels (3.0%),"3%
900 px"
20m,1800,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1800,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,29990,bootstrap_mean,2.77191289044029,fixed_1250,fixed,1250,"Fixed 1,250","1,250",all,1250,0.04168056018672891,"Fixed 1,250 (4.2%)","1,250
4.2%"
20m,1800,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1800,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,29990,bootstrap_mean,2.77191289044029,fixed_2000,fixed,2000,"Fixed 2,000","2,000","10m,20m",2000,0.06668889629876626,"Fixed 2,000 (6.7%)","2,000
6.7%"
20m,1800,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1800,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,29990,bootstrap_mean,2.77191289044029,fixed_3000,fixed,3000,"Fixed 3,000","3,000","10m,20m",3000,0.1000333444481494,"Fixed 3,000 (10.0%)","3,000
10.0%"
20m,1800,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1800,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,29990,bootstrap_mean,2.77191289044029,fixed_4000,fixed,4000,"Fixed 4,000","4,000",all,4000,0.13337779259753252,"Fixed 4,000 (13.3%)","4,000
13.3%"
20m,1805,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1805,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,25420,bootstrap_mean,2.84709684644686,pct_1,percent,0.01,1% of pixels,1%,all,254,0.00999213217938631,1% of pixels = 254 pixels (1.0%),"1%
254 px"
20m,1805,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1805,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,25420,bootstrap_mean,2.84709684644686,pct_2,percent,0.02,2% of pixels,2%,all,508,0.01998426435877262,2% of pixels = 508 pixels (2.0%),"2%
508 px"
20m,1805,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1805,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,25420,bootstrap_mean,2.84709684644686,pct_3,percent,0.03,3% of pixels,3%,all,763,0.03001573564122738,3% of pixels = 763 pixels (3.0%),"3%
763 px"
20m,1805,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1805,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,25420,bootstrap_mean,2.84709684644686,fixed_1250,fixed,1250,"Fixed 1,250","1,250",all,1250,0.04917387883556255,"Fixed 1,250 (4.9%)","1,250
4.9%"
20m,1805,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1805,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,25420,bootstrap_mean,2.84709684644686,fixed_2000,fixed,2000,"Fixed 2,000","2,000","10m,20m",2000,0.07867820613690008,"Fixed 2,000 (7.9%)","2,000
7.9%"
20m,1805,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1805,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,25420,bootstrap_mean,2.84709684644686,fixed_3000,fixed,3000,"Fixed 3,000","3,000","10m,20m",3000,0.11801730920535013,"Fixed 3,000 (11.8%)","3,000
11.8%"
20m,1805,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1805,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,25420,bootstrap_mean,2.84709684644686,fixed_4000,fixed,4000,"Fixed 4,000","4,000",all,4000,0.15735641227380015,"Fixed 4,000 (15.7%)","4,000
15.7%"
20m,1910,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1910,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,25613,bootstrap_mean,2.79976085257441,pct_1,percent,0.01,1% of pixels,1%,all,256,0.0099949244524265,1% of pixels = 256 pixels (1.0%),"1%
256 px"
20m,1910,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1910,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,25613,bootstrap_mean,2.79976085257441,pct_2,percent,0.02,2% of pixels,2%,all,512,0.019989848904853,2% of pixels = 512 pixels (2.0%),"2%
512 px"
20m,1910,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1910,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,25613,bootstrap_mean,2.79976085257441,pct_3,percent,0.03,3% of pixels,3%,all,768,0.0299847733572795,3% of pixels = 768 pixels (3.0%),"3%
768 px"
20m,1910,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1910,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,25613,bootstrap_mean,2.79976085257441,fixed_1250,fixed,1250,"Fixed 1,250","1,250",all,1250,0.04880334205286378,"Fixed 1,250 (4.9%)","1,250
4.9%"
20m,1910,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1910,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,25613,bootstrap_mean,2.79976085257441,fixed_2000,fixed,2000,"Fixed 2,000","2,000","10m,20m",2000,0.07808534728458205,"Fixed 2,000 (7.8%)","2,000
7.8%"
20m,1910,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1910,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,25613,bootstrap_mean,2.79976085257441,fixed_3000,fixed,3000,"Fixed 3,000","3,000","10m,20m",3000,0.11712802092687308,"Fixed 3,000 (11.7%)","3,000
11.7%"
20m,1910,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/1910,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,25613,bootstrap_mean,2.79976085257441,fixed_4000,fixed,4000,"Fixed 4,000","4,000",all,4000,0.1561706945691641,"Fixed 4,000 (15.6%)","4,000
15.6%"
20m,206,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/206,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,23348,bootstrap_mean,2.95886241130822,pct_1,percent,0.01,1% of pixels,1%,all,233,0.0099794414939181,1% of pixels = 233 pixels (1.0%),"1%
233 px"
20m,206,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/206,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,23348,bootstrap_mean,2.95886241130822,pct_2,percent,0.02,2% of pixels,2%,all,467,0.02000171320884015,2% of pixels = 467 pixels (2.0%),"2%
467 px"
20m,206,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/206,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,23348,bootstrap_mean,2.95886241130822,pct_3,percent,0.03,3% of pixels,3%,all,700,0.02998115470275826,3% of pixels = 700 pixels (3.0%),"3%
700 px"
20m,206,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/206,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,23348,bootstrap_mean,2.95886241130822,fixed_1250,fixed,1250,"Fixed 1,250","1,250",all,1250,0.05353777625492548,"Fixed 1,250 (5.4%)","1,250
5.4%"
20m,206,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/206,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,23348,bootstrap_mean,2.95886241130822,fixed_2000,fixed,2000,"Fixed 2,000","2,000","10m,20m",2000,0.08566044200788075,"Fixed 2,000 (8.6%)","2,000
8.6%"
20m,206,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/206,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,23348,bootstrap_mean,2.95886241130822,fixed_3000,fixed,3000,"Fixed 3,000","3,000","10m,20m",3000,0.12849066301182113,"Fixed 3,000 (12.8%)","3,000
12.8%"
20m,206,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/206,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,23348,bootstrap_mean,2.95886241130822,fixed_4000,fixed,4000,"Fixed 4,000","4,000",all,4000,0.1713208840157615,"Fixed 4,000 (17.1%)","4,000
17.1%"
20m,219,Original random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/219,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,29380,bootstrap_mean,2.8876492124115,pct_1,percent,0.01,1% of pixels,1%,all,294,0.01000680735194009,1% of pixels = 294 pixels (1.0%),"1%
294 px"
20m,219,Original random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/219,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,29380,bootstrap_mean,2.8876492124115,pct_2,percent,0.02,2% of pixels,2%,all,588,0.02001361470388019,2% of pixels = 588 pixels (2.0%),"2%
588 px"
20m,219,Original random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/219,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,29380,bootstrap_mean,2.8876492124115,pct_3,percent,0.03,3% of pixels,3%,all,881,0.02998638529611981,3% of pixels = 881 pixels (3.0%),"3%
881 px"
20m,219,Original random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/219,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,29380,bootstrap_mean,2.8876492124115,fixed_1250,fixed,1250,"Fixed 1,250","1,250",all,1250,0.04254594962559564,"Fixed 1,250 (4.3%)","1,250
4.3%"
20m,219,Original random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/219,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,29380,bootstrap_mean,2.8876492124115,fixed_2000,fixed,2000,"Fixed 2,000","2,000","10m,20m",2000,0.06807351940095303,"Fixed 2,000 (6.8%)","2,000
6.8%"
20m,219,Original random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/219,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,29380,bootstrap_mean,2.8876492124115,fixed_3000,fixed,3000,"Fixed 3,000","3,000","10m,20m",3000,0.10211027910142954,"Fixed 3,000 (10.2%)","3,000
10.2%"
20m,219,Original random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/219,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,29380,bootstrap_mean,2.8876492124115,fixed_4000,fixed,4000,"Fixed 4,000","4,000",all,4000,0.13614703880190607,"Fixed 4,000 (13.6%)","4,000
13.6%"
20m,302,Original random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/302,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,26326,bootstrap_mean,2.84573939709323,pct_1,percent,0.01,1% of pixels,1%,all,263,0.0099901238319532,1% of pixels = 263 pixels (1.0%),"1%
263 px"
20m,302,Original random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/302,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,26326,bootstrap_mean,2.84573939709323,pct_2,percent,0.02,2% of pixels,2%,all,527,0.02001823292562486,2% of pixels = 527 pixels (2.0%),"2%
527 px"
20m,302,Original random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/302,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,26326,bootstrap_mean,2.84573939709323,pct_3,percent,0.03,3% of pixels,3%,all,790,0.03000835675757806,3% of pixels = 790 pixels (3.0%),"3%
790 px"
20m,302,Original random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/302,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,26326,bootstrap_mean,2.84573939709323,fixed_1250,fixed,1250,"Fixed 1,250","1,250",all,1250,0.04748157714806655,"Fixed 1,250 (4.7%)","1,250
4.7%"
20m,302,Original random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/302,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,26326,bootstrap_mean,2.84573939709323,fixed_2000,fixed,2000,"Fixed 2,000","2,000","10m,20m",2000,0.07597052343690648,"Fixed 2,000 (7.6%)","2,000
7.6%"
20m,302,Original random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/302,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,26326,bootstrap_mean,2.84573939709323,fixed_3000,fixed,3000,"Fixed 3,000","3,000","10m,20m",3000,0.11395578515535972,"Fixed 3,000 (11.4%)","3,000
11.4%"
20m,302,Original random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/302,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,26326,bootstrap_mean,2.84573939709323,fixed_4000,fixed,4000,"Fixed 4,000","4,000",all,4000,0.15194104687381296,"Fixed 4,000 (15.2%)","4,000
15.2%"
20m,317,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/317,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,31152,bootstrap_mean,2.79553240293147,pct_1,percent,0.01,1% of pixels,1%,all,312,0.01001540832049306,1% of pixels = 312 pixels (1.0%),"1%
312 px"
20m,317,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/317,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,31152,bootstrap_mean,2.79553240293147,pct_2,percent,0.02,2% of pixels,2%,all,623,0.01999871597329224,2% of pixels = 623 pixels (2.0%),"2%
623 px"
20m,317,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/317,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,31152,bootstrap_mean,2.79553240293147,pct_3,percent,0.03,3% of pixels,3%,all,935,0.03001412429378531,3% of pixels = 935 pixels (3.0%),"3%
935 px"
20m,317,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/317,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,31152,bootstrap_mean,2.79553240293147,fixed_1250,fixed,1250,"Fixed 1,250","1,250",all,1250,0.04012583461736004,"Fixed 1,250 (4.0%)","1,250
4.0%"
20m,317,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/317,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,31152,bootstrap_mean,2.79553240293147,fixed_2000,fixed,2000,"Fixed 2,000","2,000","10m,20m",2000,0.06420133538777606,"Fixed 2,000 (6.4%)","2,000
6.4%"
20m,317,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/20m_smooth_5nm/317,Quad_Values/20m_SA_entropy_smooth_masked_5nm_summary.csv,31152,bootstrap_mean,2.79553240293147,fixed_3000,fixed,3000,"Fixed 3,000","3,000","10m,20m",3000,0.0963020030816641,"Fixed 3,000 (9.6%)","3,000
9.6%"
