scale,quad_id,selection_note,raster_file,summary_csv,source_n_pixels,source_method,source_entropy,sample_rule,rule_type,rule_value,rule_label,rule_axis_label,applicable_scales,sample_size,sample_fraction,sample_label,plot_sample_label
10m,1414_a,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1414_a,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,6227,bootstrap_mean,2.70719015152057,fixed_2000,fixed,2000,"Fixed 2,000","2,000","10m,20m",2000,0.3211819495744339,"Fixed 2,000 (32.1%)","2,000
32.1%"
10m,1414_a,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1414_a,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,6227,bootstrap_mean,2.70719015152057,fixed_3000,fixed,3000,"Fixed 3,000","3,000","10m,20m",3000,0.48177292436165087,"Fixed 3,000 (48.2%)","3,000
48.2%"
10m,1414_a,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1414_a,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,6227,bootstrap_mean,2.70719015152057,fixed_4000,fixed,4000,"Fixed 4,000","4,000",all,4000,0.6423638991488678,"Fixed 4,000 (64.2%)","4,000
64.2%"
10m,1417_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1417_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,7513,bootstrap_mean,2.98858242895204,pct_1,percent,0.01,1% of pixels,1%,all,75,0.00998269665912418,1% of pixels = 75 pixels (1.0%),"1%
75 px"
10m,1417_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1417_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,7513,bootstrap_mean,2.98858242895204,pct_2,percent,0.02,2% of pixels,2%,all,150,0.01996539331824837,2% of pixels = 150 pixels (2.0%),"2%
150 px"
10m,1417_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1417_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,7513,bootstrap_mean,2.98858242895204,pct_3,percent,0.03,3% of pixels,3%,all,225,0.02994808997737255,3% of pixels = 225 pixels (3.0%),"3%
225 px"
10m,1417_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1417_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,7513,bootstrap_mean,2.98858242895204,fixed_1250,fixed,1250,"Fixed 1,250","1,250",all,1250,0.16637827765206975,"Fixed 1,250 (16.6%)","1,250
16.6%"
10m,1417_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1417_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,7513,bootstrap_mean,2.98858242895204,fixed_2000,fixed,2000,"Fixed 2,000","2,000","10m,20m",2000,0.2662052442433116,"Fixed 2,000 (26.6%)","2,000
26.6%"
10m,1417_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1417_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,7513,bootstrap_mean,2.98858242895204,fixed_3000,fixed,3000,"Fixed 3,000","3,000","10m,20m",3000,0.3993078663649674,"Fixed 3,000 (39.9%)","3,000
39.9%"
10m,1417_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1417_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,7513,bootstrap_mean,2.98858242895204,fixed_4000,fixed,4000,"Fixed 4,000","4,000",all,4000,0.5324104884866232,"Fixed 4,000 (53.2%)","4,000
53.2%"
10m,1514_a,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1514_a,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,7027,bootstrap_mean,2.91293669744591,pct_1,percent,0.01,1% of pixels,1%,all,70,0.00996157677529529,1% of pixels = 70 pixels (1.0%),"1%
70 px"
10m,1514_a,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1514_a,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,7027,bootstrap_mean,2.91293669744591,pct_2,percent,0.02,2% of pixels,2%,all,141,0.02006546179023765,2% of pixels = 141 pixels (2.0%),"2%
141 px"
10m,1514_a,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1514_a,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,7027,bootstrap_mean,2.91293669744591,pct_3,percent,0.03,3% of pixels,3%,all,211,0.03002703856553294,3% of pixels = 211 pixels (3.0%),"3%
211 px"
10m,1514_a,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1514_a,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,7027,bootstrap_mean,2.91293669744591,fixed_1250,fixed,1250,"Fixed 1,250","1,250",all,1250,0.17788529955884447,"Fixed 1,250 (17.8%)","1,250
17.8%"
10m,1514_a,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1514_a,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,7027,bootstrap_mean,2.91293669744591,fixed_2000,fixed,2000,"Fixed 2,000","2,000","10m,20m",2000,0.2846164792941511,"Fixed 2,000 (28.5%)","2,000
28.5%"
10m,1514_a,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1514_a,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,7027,bootstrap_mean,2.91293669744591,fixed_3000,fixed,3000,"Fixed 3,000","3,000","10m,20m",3000,0.4269247189412267,"Fixed 3,000 (42.7%)","3,000
42.7%"
10m,1514_a,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1514_a,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,7027,bootstrap_mean,2.91293669744591,fixed_4000,fixed,4000,"Fixed 4,000","4,000",all,4000,0.5692329585883023,"Fixed 4,000 (56.9%)","4,000
56.9%"
10m,1516_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1516_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,8358,bootstrap_mean,2.799259467132,pct_1,percent,0.01,1% of pixels,1%,all,84,0.0100502512562814,1% of pixels = 84 pixels (1.0%),"1%
84 px"
10m,1516_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1516_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,8358,bootstrap_mean,2.799259467132,pct_2,percent,0.02,2% of pixels,2%,all,167,0.01998085666427375,2% of pixels = 167 pixels (2.0%),"2%
167 px"
10m,1516_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1516_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,8358,bootstrap_mean,2.799259467132,pct_3,percent,0.03,3% of pixels,3%,all,251,0.03003110792055515,3% of pixels = 251 pixels (3.0%),"3%
251 px"
10m,1516_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1516_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,8358,bootstrap_mean,2.799259467132,fixed_1250,fixed,1250,"Fixed 1,250","1,250",all,1250,0.14955731036133046,"Fixed 1,250 (15.0%)","1,250
15.0%"
10m,1516_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1516_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,8358,bootstrap_mean,2.799259467132,fixed_2000,fixed,2000,"Fixed 2,000","2,000","10m,20m",2000,0.2392916965781287,"Fixed 2,000 (23.9%)","2,000
23.9%"
10m,1516_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1516_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,8358,bootstrap_mean,2.799259467132,fixed_3000,fixed,3000,"Fixed 3,000","3,000","10m,20m",3000,0.3589375448671931,"Fixed 3,000 (35.9%)","3,000
35.9%"
10m,1516_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1516_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,8358,bootstrap_mean,2.799259467132,fixed_4000,fixed,4000,"Fixed 4,000","4,000",all,4000,0.4785833931562575,"Fixed 4,000 (47.9%)","4,000
47.9%"
10m,1604_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1604_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,7229,bootstrap_mean,2.89583751805474,pct_1,percent,0.01,1% of pixels,1%,all,72,0.00995988380135565,1% of pixels = 72 pixels (1.0%),"1%
72 px"
10m,1604_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1604_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,7229,bootstrap_mean,2.89583751805474,pct_2,percent,0.02,2% of pixels,2%,all,145,0.02005809932217457,2% of pixels = 145 pixels (2.0%),"2%
145 px"
10m,1604_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1604_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,7229,bootstrap_mean,2.89583751805474,pct_3,percent,0.03,3% of pixels,3%,all,217,0.03001798312353022,3% of pixels = 217 pixels (3.0%),"3%
217 px"
10m,1604_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1604_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,7229,bootstrap_mean,2.89583751805474,fixed_1250,fixed,1250,"Fixed 1,250","1,250",all,1250,0.17291464932909115,"Fixed 1,250 (17.3%)","1,250
17.3%"
10m,1604_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1604_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,7229,bootstrap_mean,2.89583751805474,fixed_2000,fixed,2000,"Fixed 2,000","2,000","10m,20m",2000,0.2766634389265459,"Fixed 2,000 (27.7%)","2,000
27.7%"
10m,1604_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1604_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,7229,bootstrap_mean,2.89583751805474,fixed_3000,fixed,3000,"Fixed 3,000","3,000","10m,20m",3000,0.4149951583898187,"Fixed 3,000 (41.5%)","3,000
41.5%"
10m,1604_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1604_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,7229,bootstrap_mean,2.89583751805474,fixed_4000,fixed,4000,"Fixed 4,000","4,000",all,4000,0.5533268778530918,"Fixed 4,000 (55.3%)","4,000
55.3%"
10m,1606_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1606_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,7594,bootstrap_mean,2.91632961041051,pct_1,percent,0.01,1% of pixels,1%,all,76,0.01000790097445351,1% of pixels = 76 pixels (1.0%),"1%
76 px"
10m,1606_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1606_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,7594,bootstrap_mean,2.91632961041051,pct_2,percent,0.02,2% of pixels,2%,all,152,0.02001580194890703,2% of pixels = 152 pixels (2.0%),"2%
152 px"
10m,1606_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1606_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,7594,bootstrap_mean,2.91632961041051,pct_3,percent,0.03,3% of pixels,3%,all,228,0.03002370292336054,3% of pixels = 228 pixels (3.0%),"3%
228 px"
10m,1606_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1606_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,7594,bootstrap_mean,2.91632961041051,fixed_1250,fixed,1250,"Fixed 1,250","1,250",all,1250,0.1646036344482486,"Fixed 1,250 (16.5%)","1,250
16.5%"
10m,1606_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1606_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,7594,bootstrap_mean,2.91632961041051,fixed_2000,fixed,2000,"Fixed 2,000","2,000","10m,20m",2000,0.2633658151171978,"Fixed 2,000 (26.3%)","2,000
26.3%"
10m,1606_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1606_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,7594,bootstrap_mean,2.91632961041051,fixed_3000,fixed,3000,"Fixed 3,000","3,000","10m,20m",3000,0.39504872267579666,"Fixed 3,000 (39.5%)","3,000
39.5%"
10m,1606_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1606_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,7594,bootstrap_mean,2.91632961041051,fixed_4000,fixed,4000,"Fixed 4,000","4,000",all,4000,0.5267316302343956,"Fixed 4,000 (52.7%)","4,000
52.7%"
10m,1701_b,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1701_b,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,9299,bootstrap_mean,2.75084828514822,pct_1,percent,0.01,1% of pixels,1%,all,93,0.01000107538444994,1% of pixels = 93 pixels (1.0%),"1%
93 px"
10m,1701_b,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1701_b,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,9299,bootstrap_mean,2.75084828514822,pct_2,percent,0.02,2% of pixels,2%,all,186,0.02000215076889988,2% of pixels = 186 pixels (2.0%),"2%
186 px"
10m,1701_b,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1701_b,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,9299,bootstrap_mean,2.75084828514822,pct_3,percent,0.03,3% of pixels,3%,all,279,0.03000322615334982,3% of pixels = 279 pixels (3.0%),"3%
279 px"
10m,1701_b,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1701_b,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,9299,bootstrap_mean,2.75084828514822,fixed_1250,fixed,1250,"Fixed 1,250","1,250",all,1250,0.13442305624260673,"Fixed 1,250 (13.4%)","1,250
13.4%"
10m,1701_b,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1701_b,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,9299,bootstrap_mean,2.75084828514822,fixed_2000,fixed,2000,"Fixed 2,000","2,000","10m,20m",2000,0.21507688998817076,"Fixed 2,000 (21.5%)","2,000
21.5%"
10m,1701_b,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1701_b,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,9299,bootstrap_mean,2.75084828514822,fixed_3000,fixed,3000,"Fixed 3,000","3,000","10m,20m",3000,0.32261533498225614,"Fixed 3,000 (32.3%)","3,000
32.3%"
10m,1701_b,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1701_b,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,9299,bootstrap_mean,2.75084828514822,fixed_4000,fixed,4000,"Fixed 4,000","4,000",all,4000,0.4301537799763415,"Fixed 4,000 (43.0%)","4,000
43.0%"
10m,1803_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1803_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,5295,bootstrap_mean,2.85596855893488,pct_1,percent,0.01,1% of pixels,1%,all,53,0.01000944287063267,1% of pixels = 53 pixels (1.0%),"1%
53 px"
10m,1803_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1803_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,5295,bootstrap_mean,2.85596855893488,pct_2,percent,0.02,2% of pixels,2%,all,106,0.02001888574126534,2% of pixels = 106 pixels (2.0%),"2%
106 px"
10m,1803_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1803_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,5295,bootstrap_mean,2.85596855893488,pct_3,percent,0.03,3% of pixels,3%,all,159,0.03002832861189802,3% of pixels = 159 pixels (3.0%),"3%
159 px"
10m,1803_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1803_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,5295,bootstrap_mean,2.85596855893488,fixed_1250,fixed,1250,"Fixed 1,250","1,250",all,1250,0.2360717658168083,"Fixed 1,250 (23.6%)","1,250
23.6%"
10m,1803_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1803_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,5295,bootstrap_mean,2.85596855893488,fixed_2000,fixed,2000,"Fixed 2,000","2,000","10m,20m",2000,0.3777148253068933,"Fixed 2,000 (37.8%)","2,000
37.8%"
10m,1803_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1803_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,5295,bootstrap_mean,2.85596855893488,fixed_3000,fixed,3000,"Fixed 3,000","3,000","10m,20m",3000,0.56657223796034,"Fixed 3,000 (56.7%)","3,000
56.7%"
10m,1803_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1803_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,5295,bootstrap_mean,2.85596855893488,fixed_4000,fixed,4000,"Fixed 4,000","4,000",all,4000,0.7554296506137866,"Fixed 4,000 (75.5%)","4,000
75.5%"
10m,1816_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1816_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,5193,bootstrap_mean,2.86819799829553,pct_1,percent,0.01,1% of pixels,1%,all,52,0.01001347968419025,1% of pixels = 52 pixels (1.0%),"1%
52 px"
10m,1816_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1816_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,5193,bootstrap_mean,2.86819799829553,pct_2,percent,0.02,2% of pixels,2%,all,104,0.02002695936838051,2% of pixels = 104 pixels (2.0%),"2%
104 px"
10m,1816_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1816_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,5193,bootstrap_mean,2.86819799829553,pct_3,percent,0.03,3% of pixels,3%,all,156,0.03004043905257077,3% of pixels = 156 pixels (3.0%),"3%
156 px"
10m,1816_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1816_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,5193,bootstrap_mean,2.86819799829553,fixed_1250,fixed,1250,"Fixed 1,250","1,250",all,1250,0.24070864625457347,"Fixed 1,250 (24.1%)","1,250
24.1%"
10m,1816_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1816_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,5193,bootstrap_mean,2.86819799829553,fixed_2000,fixed,2000,"Fixed 2,000","2,000","10m,20m",2000,0.38513383400731754,"Fixed 2,000 (38.5%)","2,000
38.5%"
10m,1816_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1816_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,5193,bootstrap_mean,2.86819799829553,fixed_3000,fixed,3000,"Fixed 3,000","3,000","10m,20m",3000,0.5777007510109763,"Fixed 3,000 (57.8%)","3,000
57.8%"
10m,1816_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1816_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,5193,bootstrap_mean,2.86819799829553,fixed_4000,fixed,4000,"Fixed 4,000","4,000",all,4000,0.7702676680146351,"Fixed 4,000 (77.0%)","4,000
77.0%"
10m,1912_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1912_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,5467,bootstrap_mean,2.88702615259382,pct_1,percent,0.01,1% of pixels,1%,all,55,0.01006036217303823,1% of pixels = 55 pixels (1.0%),"1%
55 px"
10m,1912_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1912_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,5467,bootstrap_mean,2.88702615259382,pct_2,percent,0.02,2% of pixels,2%,all,109,0.01993780867020303,2% of pixels = 109 pixels (2.0%),"2%
109 px"
10m,1912_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1912_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,5467,bootstrap_mean,2.88702615259382,pct_3,percent,0.03,3% of pixels,3%,all,164,0.02999817084324126,3% of pixels = 164 pixels (3.0%),"3%
164 px"
10m,1912_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1912_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,5467,bootstrap_mean,2.88702615259382,fixed_1250,fixed,1250,"Fixed 1,250","1,250",all,1250,0.22864459484177793,"Fixed 1,250 (22.9%)","1,250
22.9%"
10m,1912_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1912_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,5467,bootstrap_mean,2.88702615259382,fixed_2000,fixed,2000,"Fixed 2,000","2,000","10m,20m",2000,0.3658313517468447,"Fixed 2,000 (36.6%)","2,000
36.6%"
10m,1912_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1912_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,5467,bootstrap_mean,2.88702615259382,fixed_3000,fixed,3000,"Fixed 3,000","3,000","10m,20m",3000,0.5487470276202671,"Fixed 3,000 (54.9%)","3,000
54.9%"
10m,1912_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1912_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,5467,bootstrap_mean,2.88702615259382,fixed_4000,fixed,4000,"Fixed 4,000","4,000",all,4000,0.7316627034936894,"Fixed 4,000 (73.2%)","4,000
73.2%"
10m,1917_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1917_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,5452,bootstrap_mean,2.9549743453192,pct_1,percent,0.01,1% of pixels,1%,all,55,0.01008804108584005,1% of pixels = 55 pixels (1.0%),"1%
55 px"
10m,1917_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1917_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,5452,bootstrap_mean,2.9549743453192,pct_2,percent,0.02,2% of pixels,2%,all,109,0.01999266324284666,2% of pixels = 109 pixels (2.0%),"2%
109 px"
10m,1917_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1917_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,5452,bootstrap_mean,2.9549743453192,pct_3,percent,0.03,3% of pixels,3%,all,164,0.03008070432868672,3% of pixels = 164 pixels (3.0%),"3%
164 px"
10m,1917_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1917_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,5452,bootstrap_mean,2.9549743453192,fixed_1250,fixed,1250,"Fixed 1,250","1,250",all,1250,0.2292736610418195,"Fixed 1,250 (22.9%)","1,250
22.9%"
10m,1917_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1917_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,5452,bootstrap_mean,2.9549743453192,fixed_2000,fixed,2000,"Fixed 2,000","2,000","10m,20m",2000,0.3668378576669112,"Fixed 2,000 (36.7%)","2,000
36.7%"
10m,1917_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1917_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,5452,bootstrap_mean,2.9549743453192,fixed_3000,fixed,3000,"Fixed 3,000","3,000","10m,20m",3000,0.5502567865003668,"Fixed 3,000 (55.0%)","3,000
55.0%"
10m,1917_c,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/1917_c,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,5452,bootstrap_mean,2.9549743453192,fixed_4000,fixed,4000,"Fixed 4,000","4,000",all,4000,0.7336757153338225,"Fixed 4,000 (73.4%)","4,000
73.4%"
10m,204_d,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/204_d,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,7147,bootstrap_mean,2.78939340179548,pct_1,percent,0.01,1% of pixels,1%,all,71,0.00993423814187771,1% of pixels = 71 pixels (1.0%),"1%
71 px"
10m,204_d,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/204_d,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,7147,bootstrap_mean,2.78939340179548,pct_2,percent,0.02,2% of pixels,2%,all,143,0.02000839513082412,2% of pixels = 143 pixels (2.0%),"2%
143 px"
10m,204_d,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/204_d,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,7147,bootstrap_mean,2.78939340179548,pct_3,percent,0.03,3% of pixels,3%,all,214,0.02994263327270183,3% of pixels = 214 pixels (3.0%),"3%
214 px"
10m,204_d,Additional random bootstrap-mean quadrat selected with seed 20260703,Quad_Spectra/10m_smooth_5nm/204_d,Quad_Values/10m_SA_entropy_smooth_masked_5nm_summary.csv,7147,bootstrap_mean,2.78939340179548,fixed_1250,fixed,1250,"Fixed 1,250","1,250",all,1250,0.17489855883587518,"Fixed 1,250 (17.5%)","1,250
17.5%"
