quad_id,scale,manual_excluded_50m,n_available_pixels,sample_index,mean_reflectance,pc1
sub50_1,50m,FALSE,175140,129083,0.2990444561020156,15.957529530890021
sub50_1,50m,FALSE,175140,166538,0.22917908571722093,0.0817830047009864
sub50_1,50m,FALSE,175140,128105,0.30496917515685246,16.13970907293323
sub50_1,50m,FALSE,175140,110787,0.2367519702462187,-4.787018970638438
sub50_1,50m,FALSE,175140,163646,0.20950105561574628,-8.040256658340013
sub50_1,50m,FALSE,175140,137388,0.23733578709315908,6.966610739902465
sub50_1,50m,FALSE,175140,136009,0.2012522701358746,-4.929135692960868
sub50_1,50m,FALSE,175140,97190,0.2050574218531039,-6.79924434647571
sub50_1,50m,FALSE,175140,25822,0.19948294826529242,-1.1464124039003316
sub50_1,50m,FALSE,175140,140284,0.2896370457346774,9.27536763081325
sub50_1,50m,FALSE,175140,116939,0.27292291139645025,11.14175950689686
sub50_1,50m,FALSE,175140,150594,0.2498098429261653,4.17336695990231
sub50_1,50m,FALSE,175140,167972,0.212827067560524,-6.2456680103803786
sub50_10,50m,FALSE,190670,78285,0.19884402063205714,-6.052040785589693
sub50_10,50m,FALSE,190670,183033,0.26754099277640914,2.7769416184721654
sub50_10,50m,FALSE,190670,167624,0.14399508530782026,-17.859591813251296
sub50_10,50m,FALSE,190670,138355,0.2806387958001376,9.680692181153297
sub50_10,50m,FALSE,190670,132514,0.28368791673055366,8.422279452704414
sub50_10,50m,FALSE,190670,104955,0.32067988999187946,14.970206553957583
sub50_10,50m,FALSE,190670,116083,0.22293293092800073,9.649718611573794
sub50_10,50m,FALSE,190670,31103,0.23654902216108623,4.359757144580246
sub50_10,50m,FALSE,190670,136254,0.2088134590274662,0.19069647748864837
sub50_10,50m,FALSE,190670,19303,0.3676385222818733,26.91986201971317
sub50_10,50m,FALSE,190670,188493,0.1549369221522419,-15.917310941411825
sub50_10,50m,FALSE,190670,101196,0.24328592749050826,4.8199423043898255
sub50_10,50m,FALSE,190670,65082,0.1714672534072325,-12.639613955131443
sub50_10,50m,FALSE,190670,145942,0.29791969675108915,10.18477010787022
sub50_10,50m,FALSE,190670,53754,0.30191373009973566,13.540463246336621
sub50_10,50m,FALSE,190670,162698,0.2615594503369706,8.505538696987864
sub50_10,50m,FALSE,190670,97123,0.3034826128874436,10.709310902484377
