"quad_id","pca_basis","pca_label","scale","manual_excluded_50m","n_available_pixels","mean_reflectance","pc1","pc2","pc3","sampled_pixels"
"sub50_52","regular_PCA","Regular PCA","50m",FALSE,148734,0.18359461720165,-8.11794681212067,2.02273351199915,-0.249155561954592,250
"sub50_53","regular_PCA","Regular PCA","50m",TRUE,73073,0.171177933198061,-10.697165473003,1.95453961072196,-0.516466126631239,250
"sub50_54","regular_PCA","Regular PCA","50m",FALSE,156070,0.23846119569337,3.79797051379867,1.82186789142721,-0.039129831345194,250
"sub50_55","regular_PCA","Regular PCA","50m",FALSE,175675,0.226820903871678,-1.25279887009019,-1.24780034598327,-0.625660281063454,250
"sub50_56","regular_PCA","Regular PCA","50m",FALSE,145500,0.221726308289296,-1.6964838525587,-0.673254032140217,-1.06477360865115,250
"sub50_57","regular_PCA","Regular PCA","50m",FALSE,194198,0.257999769928942,4.95878723380113,-1.65247969575116,1.75329386332472,250
"sub50_58","regular_PCA","Regular PCA","50m",FALSE,189724,0.251046225916055,4.39459177551721,-0.834019121046893,1.15129561631533,250
"sub50_59","regular_PCA","Regular PCA","50m",FALSE,182287,0.24266545525645,0.905235108458623,-2.60839396234341,0.425473955969472,250
"sub50_6","regular_PCA","Regular PCA","50m",FALSE,154062,0.205258945949941,-3.85808777682251,1.18951220136727,0.168336273856257,250
"sub50_60","regular_PCA","Regular PCA","50m",FALSE,164492,0.213011544167378,-2.66505184393246,0.929330277394374,0.247422895193132,250
"sub50_61","regular_PCA","Regular PCA","50m",FALSE,121379,0.190893867940677,-7.10686147501862,1.16847522710578,0.141597884694611,250
"sub50_62","regular_PCA","Regular PCA","50m",TRUE,48957,0.205558972251488,1.31551619454429,7.58362192629635,0.340441658179304,250
"sub50_63","regular_PCA","Regular PCA","50m",FALSE,184856,0.247969654273149,3.98389569668002,-0.3312712316559,0.032564699646533,250
"sub50_64","regular_PCA","Regular PCA","50m",FALSE,159846,0.208232516409606,-4.49113439859703,-0.09285566482283,-0.335811305797921,250
"sub50_65","regular_PCA","Regular PCA","50m",FALSE,190561,0.265349500128322,5.52336040803514,-3.0747523946673,1.05852692907344,250
"sub50_66","regular_PCA","Regular PCA","50m",FALSE,194951,0.257303648955974,4.77447283381192,-1.71065610365408,1.63462487572116,250
"sub50_67","regular_PCA","Regular PCA","50m",FALSE,194915,0.249374985088925,4.03484668493022,-0.866511461523667,1.06746060562888,250
"sub50_68","regular_PCA","Regular PCA","50m",FALSE,180561,0.240572227399504,1.05460464500739,-1.91502680129918,1.00929463261387,250
"sub50_69","regular_PCA","Regular PCA","50m",FALSE,150307,0.249135303963257,1.76795620501263,-3.14055218240981,1.6547953223638,250
"sub50_7","regular_PCA","Regular PCA","50m",FALSE,186194,0.238531322108051,3.09554657998079,1.17188963412602,0.768795285687555,250
"sub50_70","regular_PCA","Regular PCA","50m",TRUE,24627,0.244656844124648,1.50473076974574,-2.35935969450737,0.445872389764241,250
"sub50_71","regular_PCA","Regular PCA","50m",TRUE,61012,0.239043608936458,0.813561740010151,-1.80420845015642,-0.898198372935477,250
"sub50_72","regular_PCA","Regular PCA","50m",FALSE,185114,0.209532716236543,-1.66188299515159,3.17296863185239,0.216850532410085,250
"sub50_73","regular_PCA","Regular PCA","50m",FALSE,165703,0.248946964562917,2.53180493182645,-2.31654708723537,1.25455120793188,250
"sub50_74","regular_PCA","Regular PCA","50m",FALSE,185454,0.25345477637094,3.55393407339289,-2.20973962253404,0.867764418008594,250
"sub50_75","regular_PCA","Regular PCA","50m",FALSE,206301,0.256072411794192,5.52525355200279,-0.560632854562307,1.94829242250798,250
"sub50_76","regular_PCA","Regular PCA","50m",FALSE,196683,0.258701436916663,5.68110993907348,-1.34664323536309,1.93027643724188,250
"sub50_77","regular_PCA","Regular PCA","50m",FALSE,182980,0.246333422607746,2.18373504568386,-2.09032862600615,0.422540859787529,250
"sub50_78","regular_PCA","Regular PCA","50m",FALSE,128427,0.24364315989846,1.29313523634344,-2.27872549635632,1.44049115847076,250
"sub50_79","regular_PCA","Regular PCA","50m",TRUE,849,0.206570652555018,-1.42439178510391,3.80657662978451,-2.40128911864611,250
"sub50_8","regular_PCA","Regular PCA","50m",FALSE,187893,0.236979195315822,2.22758273953982,0.41013052922108,0.522209512401653,250
"sub50_80","regular_PCA","Regular PCA","50m",TRUE,19089,0.193129498753789,-4.93391863351393,3.35255196590661,-1.07460345037584,250
"sub50_9","regular_PCA","Regular PCA","50m",FALSE,167680,0.227526755903079,-0.195157595037216,-0.340927828280199,-1.25191909366072,250
"sub50_1","standardized_PCA","Standardized PCA","50m",FALSE,175140,0.240454441906365,0.164135265942588,0.469122179173761,1.05616739183616,250
"sub50_10","standardized_PCA","Standardized PCA","50m",FALSE,190670,0.243845475165527,0.482080588137197,0.0833052680205282,1.95540449934498,250
"sub50_11","standardized_PCA","Standardized PCA","50m",FALSE,176363,0.227489483324626,-1.47576682198163,-1.12821958309961,-0.198039059588564,250
"sub50_12","standardized_PCA","Standardized PCA","50m",FALSE,169495,0.221050820062684,2.8704679174973,-1.10312780961748,0.544606763359812,250
"sub50_13","standardized_PCA","Standardized PCA","50m",FALSE,203330,0.228232698003354,3.83749542101662,1.87714516357445,0.525217730499973,250
"sub50_14","standardized_PCA","Standardized PCA","50m",FALSE,178478,0.21157939117351,-0.427567191809484,-0.57580697566832,-0.0254120751316221,250
"sub50_15","standardized_PCA","Standardized PCA","50m",FALSE,172782,0.21721405863947,-0.955357323359332,-0.166857035561145,-0.431357990849325,250
"sub50_16","standardized_PCA","Standardized PCA","50m",FALSE,157562,0.221719168337832,-1.23582060478812,1.40317243056494,-0.0221059759587816,250
"sub50_17","standardized_PCA","Standardized PCA","50m",FALSE,170415,0.21188359108872,2.5336395978155,-0.773305467784955,-0.582271522382713,250
"sub50_18","standardized_PCA","Standardized PCA","50m",FALSE,175121,0.21605380926639,2.46335371573715,1.16078580315888,0.294894534222521,250
"sub50_19","standardized_PCA","Standardized PCA","50m",FALSE,200918,0.232066292596415,7.53176724452987,1.60003750913478,0.836194009776522,250
"sub50_2","standardized_PCA","Standardized PCA","50m",FALSE,164543,0.221876266291461,-1.32385301542487,-1.36578885993129,0.271012955420702,250
"sub50_20","standardized_PCA","Standardized PCA","50m",FALSE,181089,0.221571364775239,1.16411124986324,-1.01229186486179,0.446192896442757,250
"sub50_21","standardized_PCA","Standardized PCA","50m",FALSE,185088,0.228160060575151,1.10111211692514,0.393295489198081,0.756512406640765,250
"sub50_22","standardized_PCA","Standardized PCA","50m",FALSE,159220,0.209535102896154,-0.0300372092235965,1.31875447874107,0.596586889446473,250
"sub50_23","standardized_PCA","Standardized PCA","50m",FALSE,173628,0.22239927379846,-0.617511931835285,-0.211096784957215,-0.169195397578866,250
"sub50_24","standardized_PCA","Standardized PCA","50m",FALSE,166816,0.216901510101295,-0.589340111865086,-0.0991914315653303,-0.408308754095944,250
"sub50_25","standardized_PCA","Standardized PCA","50m",FALSE,200712,0.240198117005804,-0.0442855336402321,0.776203716885875,0.113251610502622,250
"sub50_26","standardized_PCA","Standardized PCA","50m",FALSE,168753,0.225991601210957,-1.50063929647765,-0.910747049891332,-0.899329340532891,250
"sub50_27","standardized_PCA","Standardized PCA","50m",FALSE,167394,0.224677063943941,-0.1073754949916,0.240744480125981,-0.0366179472246494,250
"sub50_28","standardized_PCA","Standardized PCA","50m",FALSE,178528,0.22675906826869,-1.23404398031204,1.09010539510473,0.436075565875692,250
"sub50_29","standardized_PCA","Standardized PCA","50m",FALSE,172241,0.216236084072704,3.13166932698709,-1.36318904246602,0.321413556670093,250
"sub50_3","standardized_PCA","Standardized PCA","50m",FALSE,170209,0.230596534264874,-1.6970513468561,-0.942937625795924,0.415052059321947,250
"sub50_30","standardized_PCA","Standardized PCA","50m",FALSE,160607,0.223198820129376,-0.0675294110689524,-0.283387830212215,-0.360328363742972,250
"sub50_31","standardized_PCA","Standardized PCA","50m",FALSE,187329,0.236470124631335,2.12496804154465,1.26199122254268,0.374893162592984,250
"sub50_32","standardized_PCA","Standardized PCA","50m",FALSE,162092,0.215656383423296,-0.409666267355569,-1.5037875097818,-0.465803416030675,250
"sub50_33","standardized_PCA","Standardized PCA","50m",FALSE,178883,0.233786346380206,0.623969629338819,1.95143162024267,-0.0884258668597178,250
"sub50_34","standardized_PCA","Standardized PCA","50m",FALSE,182142,0.243104953162703,-1.37699885932165,0.1642848517234,-0.775585833427284,250
"sub50_35","standardized_PCA","Standardized PCA","50m",FALSE,193953,0.244465293573231,-0.838261469399048,-0.630176783956903,-0.17410378064328,250
"sub50_36","standardized_PCA","Standardized PCA","50m",FALSE,174203,0.218361640385525,-0.125452575015778,0.720892982118442,0.602929145103911,250
"sub50_37","standardized_PCA","Standardized PCA","50m",FALSE,188112,0.223729096065183,-0.208784863309279,0.789466037050318,0.297402165279172,250
"sub50_38","standardized_PCA","Standardized PCA","50m",FALSE,172053,0.216066285539873,-0.588828594499884,-1.87422059615233,0.116144055941547,250
"sub50_39","standardized_PCA","Standardized PCA","50m",FALSE,201042,0.238809674675068,3.18358791301563,0.36502236949636,1.03861079910117,250
"sub50_4","standardized_PCA","Standardized PCA","50m",FALSE,144375,0.219374717551355,2.15120372748528,1.15810628191291,0.820694952414802,250
"sub50_40","standardized_PCA","Standardized PCA","50m",FALSE,171408,0.221372538363708,1.11734155321147,1.19163925434756,0.392296874634902,250
"sub50_41","standardized_PCA","Standardized PCA","50m",FALSE,183905,0.238359707874015,-0.580587631666908,-0.855936995557717,-0.19829041992229,250
"sub50_42","standardized_PCA","Standardized PCA","50m",FALSE,177583,0.241330709382311,-2.03168010119532,1.98582837178849,-0.194714711961075,250
"sub50_43","standardized_PCA","Standardized PCA","50m",FALSE,180378,0.22839279729801,0.365268851598707,0.510106024737904,-0.508261802350933,250
"sub50_44","standardized_PCA","Standardized PCA","50m",FALSE,152090,0.197384856726682,2.94270918912225,0.230087024984532,-0.0303882061446063,250
"sub50_45","standardized_PCA","Standardized PCA","50m",FALSE,196375,0.231142074450319,5.58781233785441,0.687279421520585,0.489431899633647,250
"sub50_46","standardized_PCA","Standardized PCA","50m",FALSE,178822,0.22879570850633,0.0462488242507523,-1.32345106962168,0.0792619247907704,250
"sub50_47","standardized_PCA","Standardized PCA","50m",FALSE,180256,0.220200783946485,0.0426884902177308,-1.21157504360141,0.404948366866912,250
"sub50_48","standardized_PCA","Standardized PCA","50m",FALSE,141246,0.221614192504805,-1.26913925768927,-0.819717505084025,0.254111243209589,250
"sub50_49","standardized_PCA","Standardized PCA","50m",FALSE,206958,0.237928351000475,0.810567745513669,0.086460306287644,-0.0972433485673624,250
"sub50_5","standardized_PCA","Standardized PCA","50m",FALSE,176981,0.225689909557073,-0.120559331268694,0.0436106780250569,-0.224447627366935,250
"sub50_50","standardized_PCA","Standardized PCA","50m",FALSE,192715,0.237751613955498,-0.95863857528521,0.408635763481982,0.0127333458800251,250
"sub50_51","standardized_PCA","Standardized PCA","50m",FALSE,200631,0.248851162686882,-0.172875966530036,1.95372029355828,0.304623676361083,250
"sub50_52","standardized_PCA","Standardized PCA","50m",FALSE,148734,0.18359461720165,0.243387325548554,-0.152967242793613,-0.0898873689725842,250
"sub50_53","standardized_PCA","Standardized PCA","50m",TRUE,73073,0.171177933198061,-0.510230224702306,-1.63508978688819,0.705482428470176,250
"sub50_54","standardized_PCA","Standardized PCA","50m",FALSE,156070,0.23846119569337,3.04280983956503,0.196361451305259,0.155010722205281,250
"sub50_55","standardized_PCA","Standardized PCA","50m",FALSE,175675,0.226820903871678,-1.90381678716591,-1.37318584957681,-0.0502509800748846,250
"sub50_56","standardized_PCA","Standardized PCA","50m",FALSE,145500,0.221726308289296,-1.17140622238097,-2.42204103585947,-0.348069804956392,250
"sub50_57","standardized_PCA","Standardized PCA","50m",FALSE,194198,0.257999769928942,-0.974419395605764,1.18276997663478,-0.100105659923131,250
"sub50_58","standardized_PCA","Standardized PCA","50m",FALSE,189724,0.251046225916055,-0.0508003094440634,-0.854192152162431,-0.823103604948598,250
"sub50_59","standardized_PCA","Standardized PCA","50m",FALSE,182287,0.24266545525645,-3.09414915970821,-0.0120840982148421,-0.50371797584351,250
"sub50_6","standardized_PCA","Standardized PCA","50m",FALSE,154062,0.205258945949941,0.26517140711831,-0.890488624162944,-0.85641469125363,250
"sub50_60","standardized_PCA","Standardized PCA","50m",FALSE,164492,0.213011544167378,1.22328038561193,1.77927576369172,0.0622399153674546,250
"sub50_61","standardized_PCA","Standardized PCA","50m",FALSE,121379,0.190893867940677,-0.0300860901093877,-0.911515928933023,0.399666492959463,250
"sub50_62","standardized_PCA","Standardized PCA","50m",TRUE,48957,0.205558972251488,10.808916808132,2.03316978996691,-0.419420476206365,250
"sub50_63","standardized_PCA","Standardized PCA","50m",FALSE,184856,0.247969654273149,0.806260988405414,0.425961033561907,0.117858770623787,250
"sub50_64","standardized_PCA","Standardized PCA","50m",FALSE,159846,0.208232516409606,-1.69881058008563,0.151624212293407,-0.464696541066379,250
"sub50_65","standardized_PCA","Standardized PCA","50m",FALSE,190561,0.265349500128322,-2.38775468930215,-0.520052513806295,0.0561631305779773,250
"sub50_66","standardized_PCA","Standardized PCA","50m",FALSE,194951,0.257303648955974,-1.22800655844206,1.13308905617563,-0.267888952792268,250
"sub50_67","standardized_PCA","Standardized PCA","50m",FALSE,194915,0.249374985088925,-0.331168761846017,-1.50782267767697,-1.12741718934619,250
"sub50_68","standardized_PCA","Standardized PCA","50m",FALSE,180561,0.240572227399504,-2.4785785112749,-0.349363032242195,-0.978358481647216,250
"sub50_69","standardized_PCA","Standardized PCA","50m",FALSE,150307,0.249135303963257,-3.62628999100079,0.266952064666453,-0.703551531092983,250
"sub50_7","standardized_PCA","Standardized PCA","50m",FALSE,186194,0.238531322108051,1.70455218150858,1.86284469423718,-0.2047164314541,250
"sub50_70","standardized_PCA","Standardized PCA","50m",TRUE,24627,0.244656844124648,-2.57548030779406,1.15656004097653,0.476538367375466,250
"sub50_71","standardized_PCA","Standardized PCA","50m",TRUE,61012,0.239043608936458,-1.54610362089963,0.34217091734847,0.542603254872708,250
"sub50_72","standardized_PCA","Standardized PCA","50m",FALSE,185114,0.209532716236543,3.70605309293599,2.75458987824336,-0.235988745891747,250
"sub50_73","standardized_PCA","Standardized PCA","50m",FALSE,165703,0.248946964562917,-2.32337775030396,-0.699466725139962,-0.700092628091335,250
"sub50_74","standardized_PCA","Standardized PCA","50m",FALSE,185454,0.25345477637094,-2.03970226448014,0.34175276020958,0.000994577861994111,250
"sub50_75","standardized_PCA","Standardized PCA","50m",FALSE,206301,0.256072411794192,0.10132671373346,0.561957443030206,-0.829644504247542,250
"sub50_76","standardized_PCA","Standardized PCA","50m",FALSE,196683,0.258701436916663,-0.720503944310523,-1.41907675623919,-1.67981360607325,250
"sub50_77","standardized_PCA","Standardized PCA","50m",FALSE,182980,0.246333422607746,-1.99712835303314,0.0269447808522298,-0.345280041714944,250
"sub50_78","standardized_PCA","Standardized PCA","50m",FALSE,128427,0.24364315989846,-2.71577727892044,0.901072612799924,-0.677699999370892,250
"sub50_79","standardized_PCA","Standardized PCA","50m",TRUE,849,0.206570652555018,5.44511102032532,1.90139314456678,2.21797337860943,250
"sub50_8","standardized_PCA","Standardized PCA","50m",FALSE,187893,0.236979195315822,0.442882505923263,0.460371863599938,-0.853745012289235,250
"sub50_80","standardized_PCA","Standardized PCA","50m",TRUE,19089,0.193129498753789,3.54631281537736,2.34410126401576,0.796645688966775,250
"sub50_9","standardized_PCA","Standardized PCA","50m",FALSE,167680,0.227526755903079,-0.643474601822351,-1.84244012579216,0.173196434151116,250
