"scale","x_metric","x_label","y_metric","y_label","composition_cluster","composition_type","n","mean_spectral_scatterplot_silhouette_width","overall_spectral_scatterplot_silhouette_width"
"20m","spec_spca_alpha","Std PCA alpha hull","spec_spca_mean","Std PCA mean distance","20m_C6","ACNE2+JUNI+CELA",24,-0.109873769575827,-0.138772354549936
"20m","spec_spca_alpha","Std PCA alpha hull","spec_spca_mean","Std PCA mean distance","20m_C1","CACA38+CAOV2+ACSA3C",92,-0.268327299531226,-0.138772354549936
"20m","spec_spca_alpha","Std PCA alpha hull","spec_spca_mean","Std PCA mean distance","20m_C3","CAOV2+FAGR+LIST2",65,-0.246433668837948,-0.138772354549936
"20m","spec_spca_alpha","Std PCA alpha hull","spec_spca_mean","Std PCA mean distance","20m_C5","LIST2+FAGR+LITU",88,-0.22849859337033,-0.138772354549936
"20m","spec_spca_alpha","Std PCA alpha hull","spec_spca_mean","Std PCA mean distance","20m_C2","MAAC+AEFL+CELA",53,-0.339514625341036,-0.138772354549936
"20m","spec_spca_alpha","Std PCA alpha hull","spec_spca_mean","Std PCA mean distance","20m_C4","QUAL+CACA38+CAGL8",114,0.183672590149572,-0.138772354549936
"20m","spec_spca_rao","Std PCA Rao's Q","spec_spca_mean","Std PCA mean distance","20m_C6","ACNE2+JUNI+CELA",24,-0.0741847550092543,-0.165711700224026
"20m","spec_spca_rao","Std PCA Rao's Q","spec_spca_mean","Std PCA mean distance","20m_C1","CACA38+CAOV2+ACSA3C",92,-0.33161273755122,-0.165711700224026
"20m","spec_spca_rao","Std PCA Rao's Q","spec_spca_mean","Std PCA mean distance","20m_C3","CAOV2+FAGR+LIST2",65,-0.341595788369191,-0.165711700224026
"20m","spec_spca_rao","Std PCA Rao's Q","spec_spca_mean","Std PCA mean distance","20m_C5","LIST2+FAGR+LITU",88,-0.252374752159644,-0.165711700224026
"20m","spec_spca_rao","Std PCA Rao's Q","spec_spca_mean","Std PCA mean distance","20m_C2","MAAC+AEFL+CELA",53,-0.383260779578557,-0.165711700224026
"20m","spec_spca_rao","Std PCA Rao's Q","spec_spca_mean","Std PCA mean distance","20m_C4","QUAL+CACA38+CAGL8",114,0.217228337096217,-0.165711700224026
"50m","spec_sa","Spectral angle entropy","spec_alpha","Raw PCA alpha hull","50m_C3","CELA+MAAC+ACNE2",24,-0.180829216126542,-0.0246340763570137
"50m","spec_sa","Spectral angle entropy","spec_alpha","Raw PCA alpha hull","50m_C1","FAGR+CATO6+QUVE",26,-0.0625707379527896,-0.0246340763570137
"50m","spec_sa","Spectral angle entropy","spec_alpha","Raw PCA alpha hull","50m_C2","QURU+CAGL8+CACA38",24,0.172659113474605,-0.0246340763570137
"50m","spec_sa","Spectral angle entropy","spec_rao_q","Raw PCA Rao's Q","50m_C3","CELA+MAAC+ACNE2",24,-0.140588420550109,-0.0268377653408509
"50m","spec_sa","Spectral angle entropy","spec_rao_q","Raw PCA Rao's Q","50m_C1","FAGR+CATO6+QUVE",26,-0.0896886391015209,-0.0268377653408509
"50m","spec_sa","Spectral angle entropy","spec_rao_q","Raw PCA Rao's Q","50m_C2","QURU+CAGL8+CACA38",24,0.155001336442466,-0.0268377653408509
"50m","spec_sa","Spectral angle entropy","spec_pca_mean","Raw PCA mean distance","50m_C3","CELA+MAAC+ACNE2",24,-0.15498601241695,-0.0190806937213009
"50m","spec_sa","Spectral angle entropy","spec_pca_mean","Raw PCA mean distance","50m_C1","FAGR+CATO6+QUVE",26,-0.0547628233757765,-0.0190806937213009
"50m","spec_sa","Spectral angle entropy","spec_pca_mean","Raw PCA mean distance","50m_C2","QURU+CAGL8+CACA38",24,0.155480265433363,-0.0190806937213009
"50m","spec_sa","Spectral angle entropy","spec_spca_alpha","Std PCA alpha hull","50m_C3","CELA+MAAC+ACNE2",24,-0.199706341316496,-0.0108879572085036
"50m","spec_sa","Spectral angle entropy","spec_spca_alpha","Std PCA alpha hull","50m_C1","FAGR+CATO6+QUVE",26,-0.05731908182828,-0.0108879572085036
"50m","spec_sa","Spectral angle entropy","spec_spca_alpha","Std PCA alpha hull","50m_C2","QURU+CAGL8+CACA38",24,0.228230811904246,-0.0108879572085036
"50m","spec_sa","Spectral angle entropy","spec_spca_rao","Std PCA Rao's Q","50m_C3","CELA+MAAC+ACNE2",24,-0.19020851946948,-0.0329717568707405
"50m","spec_sa","Spectral angle entropy","spec_spca_rao","Std PCA Rao's Q","50m_C1","FAGR+CATO6+QUVE",26,-0.102589417253225,-0.0329717568707405
"50m","spec_sa","Spectral angle entropy","spec_spca_rao","Std PCA Rao's Q","50m_C2","QURU+CAGL8+CACA38",24,0.199684137809024,-0.0329717568707405
"50m","spec_sa","Spectral angle entropy","spec_spca_mean","Std PCA mean distance","50m_C3","CELA+MAAC+ACNE2",24,-0.217278242511814,-0.00561656159620136
"50m","spec_sa","Spectral angle entropy","spec_spca_mean","Std PCA mean distance","50m_C1","FAGR+CATO6+QUVE",26,-0.0228155991129684,-0.00561656159620136
"50m","spec_sa","Spectral angle entropy","spec_spca_mean","Std PCA mean distance","50m_C2","QURU+CAGL8+CACA38",24,0.224677409962575,-0.00561656159620136
"50m","spec_alpha","Raw PCA alpha hull","spec_rao_q","Raw PCA Rao's Q","50m_C3","CELA+MAAC+ACNE2",24,-0.232789373131353,-0.0618594048368583
"50m","spec_alpha","Raw PCA alpha hull","spec_rao_q","Raw PCA Rao's Q","50m_C1","FAGR+CATO6+QUVE",26,-0.184105586771706,-0.0618594048368583
"50m","spec_alpha","Raw PCA alpha hull","spec_rao_q","Raw PCA Rao's Q","50m_C2","QURU+CAGL8+CACA38",24,0.241503927220388,-0.0618594048368583
"50m","spec_alpha","Raw PCA alpha hull","spec_pca_mean","Raw PCA mean distance","50m_C3","CELA+MAAC+ACNE2",24,-0.237521569831667,-0.054311420113418
"50m","spec_alpha","Raw PCA alpha hull","spec_pca_mean","Raw PCA mean distance","50m_C1","FAGR+CATO6+QUVE",26,-0.143363231617693,-0.054311420113418
"50m","spec_alpha","Raw PCA alpha hull","spec_pca_mean","Raw PCA mean distance","50m_C2","QURU+CAGL8+CACA38",24,0.22537152540113,-0.054311420113418
"50m","spec_alpha","Raw PCA alpha hull","spec_spca_alpha","Std PCA alpha hull","50m_C3","CELA+MAAC+ACNE2",24,-0.261173253181163,-0.0341310019053655
"50m","spec_alpha","Raw PCA alpha hull","spec_spca_alpha","Std PCA alpha hull","50m_C1","FAGR+CATO6+QUVE",26,-0.143564010703782,-0.0341310019053655
"50m","spec_alpha","Raw PCA alpha hull","spec_spca_alpha","Std PCA alpha hull","50m_C2","QURU+CAGL8+CACA38",24,0.311463675568716,-0.0341310019053655
"50m","spec_alpha","Raw PCA alpha hull","spec_spca_rao","Std PCA Rao's Q","50m_C3","CELA+MAAC+ACNE2",24,-0.292359611542629,-0.0575687767379833
"50m","spec_alpha","Raw PCA alpha hull","spec_spca_rao","Std PCA Rao's Q","50m_C1","FAGR+CATO6+QUVE",26,-0.211322297847606,-0.0575687767379833
"50m","spec_alpha","Raw PCA alpha hull","spec_spca_rao","Std PCA Rao's Q","50m_C2","QURU+CAGL8+CACA38",24,0.343788372602087,-0.0575687767379833
"50m","spec_alpha","Raw PCA alpha hull","spec_spca_mean","Std PCA mean distance","50m_C3","CELA+MAAC+ACNE2",24,-0.287130520701325,-0.028465492416391
"50m","spec_alpha","Raw PCA alpha hull","spec_spca_mean","Std PCA mean distance","50m_C1","FAGR+CATO6+QUVE",26,-0.126855026278544,-0.028465492416391
"50m","spec_alpha","Raw PCA alpha hull","spec_spca_mean","Std PCA mean distance","50m_C2","QURU+CAGL8+CACA38",24,0.336788197552543,-0.028465492416391
"50m","spec_rao_q","Raw PCA Rao's Q","spec_pca_mean","Raw PCA mean distance","50m_C3","CELA+MAAC+ACNE2",24,-0.232317455001633,-0.0704225246637342
"50m","spec_rao_q","Raw PCA Rao's Q","spec_pca_mean","Raw PCA mean distance","50m_C1","FAGR+CATO6+QUVE",26,-0.173198134142512,-0.0704225246637342
"50m","spec_rao_q","Raw PCA Rao's Q","spec_pca_mean","Raw PCA mean distance","50m_C2","QURU+CAGL8+CACA38",24,0.202812649276174,-0.0704225246637342
"50m","spec_rao_q","Raw PCA Rao's Q","spec_spca_alpha","Std PCA alpha hull","50m_C3","CELA+MAAC+ACNE2",24,-0.239172550882506,-0.03901757966439
"50m","spec_rao_q","Raw PCA Rao's Q","spec_spca_alpha","Std PCA alpha hull","50m_C1","FAGR+CATO6+QUVE",26,-0.169247635724476,-0.03901757966439
"50m","spec_rao_q","Raw PCA Rao's Q","spec_spca_alpha","Std PCA alpha hull","50m_C2","QURU+CAGL8+CACA38",24,0.302219952285485,-0.03901757966439
"50m","spec_rao_q","Raw PCA Rao's Q","spec_spca_rao","Std PCA Rao's Q","50m_C3","CELA+MAAC+ACNE2",24,-0.272490216675405,-0.0703919608587437
"50m","spec_rao_q","Raw PCA Rao's Q","spec_spca_rao","Std PCA Rao's Q","50m_C1","FAGR+CATO6+QUVE",26,-0.227443211019263,-0.0703919608587437
"50m","spec_rao_q","Raw PCA Rao's Q","spec_spca_rao","Std PCA Rao's Q","50m_C2","QURU+CAGL8+CACA38",24,0.30184514929848,-0.0703919608587437
"50m","spec_rao_q","Raw PCA Rao's Q","spec_spca_mean","Std PCA mean distance","50m_C3","CELA+MAAC+ACNE2",24,-0.261223774158115,-0.0339344412944886
"50m","spec_rao_q","Raw PCA Rao's Q","spec_spca_mean","Std PCA mean distance","50m_C1","FAGR+CATO6+QUVE",26,-0.145630134264396,-0.0339344412944886
"50m","spec_rao_q","Raw PCA Rao's Q","spec_spca_mean","Std PCA mean distance","50m_C2","QURU+CAGL8+CACA38",24,0.314358558953204,-0.0339344412944886
"50m","spec_pca_mean","Raw PCA mean distance","spec_spca_alpha","Std PCA alpha hull","50m_C3","CELA+MAAC+ACNE2",24,-0.250471880418858,-0.0304970422423308
"50m","spec_pca_mean","Raw PCA mean distance","spec_spca_alpha","Std PCA alpha hull","50m_C1","FAGR+CATO6+QUVE",26,-0.128218610652773,-0.0304970422423308
"50m","spec_pca_mean","Raw PCA mean distance","spec_spca_alpha","Std PCA alpha hull","50m_C2","QURU+CAGL8+CACA38",24,0.295342828378842,-0.0304970422423308
"50m","spec_pca_mean","Raw PCA mean distance","spec_spca_rao","Std PCA Rao's Q","50m_C3","CELA+MAAC+ACNE2",24,-0.27288303049828,-0.0580632741604601
"50m","spec_pca_mean","Raw PCA mean distance","spec_spca_rao","Std PCA Rao's Q","50m_C1","FAGR+CATO6+QUVE",26,-0.185233468562331,-0.0580632741604601
"50m","spec_pca_mean","Raw PCA mean distance","spec_spca_rao","Std PCA Rao's Q","50m_C2","QURU+CAGL8+CACA38",24,0.294524192779386,-0.0580632741604601
"50m","spec_pca_mean","Raw PCA mean distance","spec_spca_mean","Std PCA mean distance","50m_C3","CELA+MAAC+ACNE2",24,-0.272634062836867,-0.0267804136494274
"50m","spec_pca_mean","Raw PCA mean distance","spec_spca_mean","Std PCA mean distance","50m_C1","FAGR+CATO6+QUVE",26,-0.10610935030261,-0.0267804136494274
"50m","spec_pca_mean","Raw PCA mean distance","spec_spca_mean","Std PCA mean distance","50m_C2","QURU+CAGL8+CACA38",24,0.305012916912294,-0.0267804136494274
"50m","spec_spca_alpha","Std PCA alpha hull","spec_spca_rao","Std PCA Rao's Q","50m_C3","CELA+MAAC+ACNE2",24,-0.291425573827612,-0.0472851805800909
"50m","spec_spca_alpha","Std PCA alpha hull","spec_spca_rao","Std PCA Rao's Q","50m_C1","FAGR+CATO6+QUVE",26,-0.211160946376656,-0.0472851805800909
"50m","spec_spca_alpha","Std PCA alpha hull","spec_spca_rao","Std PCA Rao's Q","50m_C2","QURU+CAGL8+CACA38",24,0.374387292280376,-0.0472851805800909
"50m","spec_spca_alpha","Std PCA alpha hull","spec_spca_mean","Std PCA mean distance","50m_C3","CELA+MAAC+ACNE2",24,-0.290988572313136,-0.0216176300539063
"50m","spec_spca_alpha","Std PCA alpha hull","spec_spca_mean","Std PCA mean distance","50m_C1","FAGR+CATO6+QUVE",26,-0.136219696888332,-0.0216176300539063
"50m","spec_spca_alpha","Std PCA alpha hull","spec_spca_mean","Std PCA mean distance","50m_C2","QURU+CAGL8+CACA38",24,0.371905551275952,-0.0216176300539063
"50m","spec_spca_rao","Std PCA Rao's Q","spec_spca_mean","Std PCA mean distance","50m_C3","CELA+MAAC+ACNE2",24,-0.313239007483376,-0.039531834765454
"50m","spec_spca_rao","Std PCA Rao's Q","spec_spca_mean","Std PCA mean distance","50m_C1","FAGR+CATO6+QUVE",26,-0.19133679395158,-0.039531834765454
"50m","spec_spca_rao","Std PCA Rao's Q","spec_spca_mean","Std PCA mean distance","50m_C2","QURU+CAGL8+CACA38",24,0.398630710404104,-0.039531834765454
