"quad_id","scale","brightness_n_pixels","mean_pixel_brightness","median_pixel_brightness","sd_pixel_brightness","blue_brightness_n_pixels","mean_blue_pixel_brightness","green_brightness_n_pixels","mean_green_pixel_brightness","red_brightness_n_pixels","mean_red_pixel_brightness","nir_brightness_n_pixels","mean_nir_pixel_brightness"
"212_a","10m",6721,0.0520774936227283,0.0528700575232506,0.0106584840683444,6721,0.0178607596593809,6721,0.0415069550121654,6721,0.10628947932715,6721,0.472427607404822
"212_b","10m",7618,0.0621516345705505,0.0599484480917454,0.0188074733011804,7618,0.0205400918532369,7618,0.0489398729032385,7618,0.121828483949442,7618,0.521682822495683
"212_c","10m",7347,0.0542515642957224,0.0548723451793194,0.0115185778158039,7347,0.0190760954987342,7347,0.0431598635959491,7347,0.111238317957073,7347,0.497965064506998
"212_d","10m",7159,0.0532442358490129,0.0532338060438633,0.0123461590555715,7159,0.0188147943700762,7159,0.0422285240075388,7159,0.107108678848378,7159,0.469924700137606
"213_a","10m",6741,0.0522350946715122,0.0528282597661018,0.0104581521772377,6741,0.0191920999009649,6741,0.0421624750486161,6741,0.108453128213277,6741,0.484578551138327
"213_b","10m",6455,0.05266107874789,0.0527838096022606,0.0116639327393757,6455,0.0189869308282642,6455,0.0421506209966981,6455,0.107093235199152,6455,0.473182905772321
"213_c","10m",8081,0.0530320744324868,0.0535579435527325,0.01050260643233,8081,0.0185191845750931,8081,0.042387691594746,8081,0.107688084506768,8081,0.473002511132709
"213_d","10m",6922,0.0503918837470144,0.0497742258012295,0.0107715584153955,6922,0.0188393146324662,6922,0.0408240479832833,6922,0.103259806111841,6922,0.459654315719185
"214_a","10m",7224,0.0512441944783184,0.051525816321373,0.0105788864660096,7224,0.0188976028191166,7224,0.0412797003124293,7224,0.107925400806513,7224,0.486415912553313
"214_b","10m",7796,0.0485910106222864,0.048659885302186,0.00910383224109069,7796,0.018439103718966,7796,0.039314409722969,7796,0.106834292594824,7796,0.492974876549273
"214_c","10m",8224,0.0592095742293394,0.0591762792319059,0.0129767938198923,8224,0.0202732209476942,8224,0.0467725826154324,8224,0.120471652027338,8224,0.516023278773748
"214_d","10m",7363,0.0534321681372331,0.0540203265845776,0.0115666490662718,7363,0.0188551286130271,7363,0.0427460169560282,7363,0.110000177466089,7363,0.480630046988406
"215_a","10m",7368,0.0508507975816007,0.0504160355776548,0.0108358949717212,7368,0.0168681157151512,7368,0.0410021834062865,7368,0.101813322389667,7368,0.457303648528084
"215_b","10m",8517,0.0526473744336839,0.0527936965227127,0.0107421454302799,8517,0.0189992311375335,8517,0.0422747914604788,8517,0.115139887054322,8517,0.528863744998067
"215_c","10m",7072,0.0557619585137819,0.0556389112025499,0.0135735030106001,7072,0.0188084178483439,7072,0.0442667998928475,7072,0.112606359305509,7072,0.493120317130025
"215_d","10m",6853,0.0514872165199211,0.0508724749088287,0.0118717927938384,6853,0.016897876773604,6853,0.0410509477579162,6853,0.100222549369337,6853,0.437559417817221
"216_a","10m",8583,0.0574083852270371,0.0587559230625629,0.0111418353574381,8583,0.0230561236305834,8583,0.0467848072786578,8583,0.117474295587951,8583,0.531159430902543
"216_b","10m",7773,0.0520860706464992,0.0532618090510368,0.0095726935277141,7773,0.0198984942533558,7773,0.0422368626927583,7773,0.108129195123802,7773,0.480358540594375
"216_c","10m",8001,0.0517537547432565,0.0525236688554287,0.009794992657846,8001,0.0203931163188055,8001,0.0424292250148934,8001,0.108137142107952,8001,0.482141054806996
"216_d","10m",7645,0.0550433727087267,0.0555975809693336,0.0114764287648995,7645,0.0225956018083271,7645,0.0451634432768774,7645,0.113096753240807,7645,0.504946745581569
"217_a","10m",8638,0.0568570206588698,0.0572342295199633,0.0117666185596766,8638,0.0216636137251173,8638,0.0464937755470781,8638,0.110118456887913,8638,0.464724785949889
"217_b","10m",7356,0.0550803784587405,0.054822999984026,0.0124927633602923,7356,0.0199537913298933,7356,0.0447784599750586,7356,0.106771267516691,7356,0.455623850138041
"217_c","10m",8733,0.0558056762546717,0.0545624792575836,0.0132839270035544,8733,0.020755468831786,8733,0.0452860860493907,8733,0.111368053654753,8733,0.487145431837325
"217_d","10m",7850,0.0557947478367455,0.0547832101583481,0.0134740311346906,7850,0.0211066428479532,7850,0.0450876122746308,7850,0.115122687093063,7850,0.514284728753785
"218_a","10m",8453,0.0571997970530818,0.0556552037596703,0.0138095236651701,8453,0.0229516415535369,8453,0.0466461837809484,8453,0.116746768330732,8453,0.524564542678948
"218_b","10m",8774,0.0563429520890653,0.0570627246052027,0.0106513854676374,8774,0.0207974996501769,8774,0.0455173412728515,8774,0.120055027720126,8774,0.543838981332596
"218_c","10m",9101,0.0636540196517538,0.0654844716191292,0.0112361881207722,9101,0.0265286367734372,9101,0.0524186328550033,9101,0.128258048457145,9101,0.572488773999133
"218_d","10m",8543,0.0631329101823985,0.060864869505167,0.0182645806769171,8543,0.0234763806232651,8543,0.0509793226794355,8543,0.126220277411568,8543,0.553804791609636
"219_a","10m",7355,0.0641115999078463,0.0636987090110779,0.018955271656636,7355,0.0225279689684301,7355,0.0514464588008254,7355,0.121778129440697,7355,0.514884365630294
"219_b","10m",7555,0.0557367105924535,0.0553976185619831,0.0143281712758961,7555,0.0214753388523008,7555,0.0452317509837618,7555,0.115100186858,7555,0.519040932580996
"219_c","10m",7462,0.0627249564900116,0.0641348697245121,0.0149560393472644,7462,0.0243006535744495,7462,0.0508044977558038,7462,0.128626565518413,7462,0.575465719931864
"219_d","10m",7468,0.051199653286419,0.0502931829541922,0.0123570004038905,7468,0.0205342193598294,7468,0.0417675927693149,7468,0.108829277687545,7468,0.523722733257365
"22_a","10m",8182,0.0622018340310759,0.0573108717799187,0.0214709387353534,8182,0.0220769968633381,8182,0.0492747037419675,8182,0.123418968327602,8182,0.533765781318022
"22_b","10m",8094,0.0570345682147011,0.0580272767692804,0.0125702321897052,8094,0.0207736474169452,8094,0.0451656235435712,8094,0.118808468983944,8094,0.526750231308369
"22_c","10m",7136,0.0579920573561502,0.0570824202150106,0.0166617446567435,7136,0.0207274265243551,7136,0.0460147909996977,7136,0.116038832785622,7136,0.506085944392843
"22_d","10m",7778,0.0528874946157066,0.0531788691878319,0.0120805431470813,7778,0.0195577165173777,7778,0.0424107407156743,7778,0.113296810318177,7778,0.525605774426152
"220_a","10m",7169,0.0526350436856626,0.0519638769328594,0.0124453306561608,7169,0.0217594722699788,7169,0.0431006578902914,7169,0.110221484683578,7169,0.520872385596529
"220_b","10m",8373,0.0643582912240919,0.0650024190545082,0.016733880764652,8373,0.0238392834241068,8373,0.0515124350033266,8373,0.125087209248108,8373,0.556320386412685
"220_c","10m",5907,0.0619967943689651,0.0633204504847527,0.0169423806918886,5907,0.0214054090830472,5907,0.0493667397484959,5907,0.124643695557642,5907,0.54393828394373
"220_d","10m",7562,0.0610988345305063,0.0597859546542168,0.0182518851538145,7562,0.0208027482458712,7562,0.0484921580596748,7562,0.123430894531482,7562,0.546139662435125
"221_a","10m",7711,0.0554599758931352,0.0559143871068954,0.0129133836285897,7711,0.0205521196611045,7711,0.0449496374994466,7711,0.11415287129131,7711,0.524639087995407
"221_b","10m",9009,0.0540534607203505,0.0511051155626774,0.0137334170991149,9009,0.019218222921663,9009,0.0433232056322354,9009,0.119729143177966,9009,0.544601771187797
"221_c","10m",7676,0.0550755961063362,0.0547862965613604,0.0135820310146471,7676,0.0219893275341016,7676,0.0450611475960998,7676,0.1126752405219,7676,0.510046232352077
"221_d","10m",7690,0.0574875769707991,0.0589529424905777,0.0130932818827262,7690,0.0236626912263774,7690,0.0469000693480705,7690,0.119953530606706,7690,0.560342909874799
"222_a","10m",7403,0.0532135983810028,0.0536274760961533,0.0116062740267342,7403,0.0207298301554422,7403,0.0432283318796831,7403,0.115054348378399,7403,0.543641033638422
"222_b","10m",8370,0.0546529737547076,0.0556861087679863,0.0109401145706324,8370,0.024513141635027,8370,0.0453315172584787,8370,0.118786891886821,8370,0.57582871963203
"222_c","10m",6127,0.0526158216710199,0.0534003153443336,0.012083096766788,6127,0.0221209647468184,6127,0.0433939331344999,6127,0.111899810985129,6127,0.525597784132621
"222_d","10m",7274,0.0564110349502198,0.0550724305212498,0.0135696758420009,7274,0.0213252721339769,7274,0.0457431330132522,7274,0.121663496368522,7274,0.562618150637394
"223_a","10m",7727,0.052430801342831,0.0530961230397224,0.0101537286042647,7727,0.0192652541532432,7727,0.0424366266350867,7727,0.114823721964143,7727,0.531466775431359
"223_b","10m",7821,0.0573824495096186,0.0579118058085442,0.0129179522076186,7821,0.0214553846257206,7821,0.0463933256317195,7821,0.120956360162741,7821,0.552627251739679
"223_c","10m",8182,0.0554907163402484,0.05603869818151,0.0116310752244311,8182,0.0217126434905947,8182,0.0448651919222065,8182,0.119530013664835,8182,0.544356918596378
"223_d","10m",7496,0.0477237615810375,0.0466190185397863,0.0103080663503973,7496,0.0191871622259469,7496,0.0390943812907222,7496,0.108894077393692,7496,0.512763878749097
"224_a","10m",6634,0.0511070214720701,0.0487450454384089,0.0140003337435235,6634,0.0196948711374373,6634,0.0416028195056197,6634,0.107815981565811,6634,0.498783109559621
"224_b","10m",7850,0.0583223005253703,0.0596027337014675,0.0132054137995787,7850,0.0237451962349041,7850,0.0475120337265251,7850,0.116527578839357,7850,0.507771212466507
"224_c","10m",7569,0.0573775996667542,0.0564244762063026,0.0154554051670928,7569,0.020958973306635,7569,0.0462022439098201,7569,0.112394906336723,7569,0.492882485646213
"224_d","10m",7825,0.0594898783410795,0.0581523664295673,0.0161522111457633,7825,0.0226467238066941,7825,0.0480267107668569,7825,0.117569552470954,7825,0.525342060230391
"23_a","10m",7339,0.0440665009270504,0.0424550212919712,0.00990597235686602,7339,0.0171940161040013,7339,0.0360504480744065,7339,0.0989283468946573,7339,0.478973164008312
"23_b","10m",6661,0.0533135393048604,0.0529346354305744,0.0139830289659433,6661,0.0187775328321386,6661,0.0423752883460922,6661,0.114320098301276,6661,0.520511744807874
"23_c","10m",6929,0.0507030085899631,0.0500953532755375,0.0113421994971115,6929,0.0184107378589471,6929,0.0408612217276127,6929,0.10894850750129,6929,0.501013361781767
"23_d","10m",6958,0.0476725707767565,0.0462986472994089,0.0111015854010484,6958,0.0182475439783351,6958,0.0386263091749084,6958,0.106209344265537,6958,0.504712887328267
"24_a","10m",6594,0.0503493821381741,0.0495188217610121,0.0120803085634253,6594,0.0185261503457781,6594,0.0402658262220228,6594,0.109817901621128,6594,0.511449152045641
"24_b","10m",5546,0.0539006714894159,0.053949486464262,0.0129076349378845,5546,0.0175708799074429,5546,0.0426181689886043,5546,0.113351697151834,5546,0.507138575469229
"24_c","10m",496,0.0573075876210726,0.0574954003095627,0.0119279040485862,496,0.0198100262814315,496,0.0458385783514815,496,0.122283220015843,496,0.549416972047259
"24_d","10m",3080,0.0478709508350433,0.0461002588272095,0.0112789453674576,3080,0.0162902717195346,3080,0.038476115666634,3080,0.103360965472881,3080,0.487680970789647
"3_a","10m",7974,0.0616645056608123,0.0606380701065063,0.0181655728310457,7974,0.0186368948187266,7974,0.0491565098661874,7974,0.11435110878504,7974,0.49090699626351
"3_b","10m",7302,0.0632946637281304,0.0638974383473396,0.017927068471528,7302,0.0189819039237894,7302,0.050411272701931,7302,0.112994542760637,7302,0.477996146389574
"3_c","10m",7704,0.0591994732118338,0.0582316350191832,0.0166055449672936,7704,0.018676020603005,7704,0.0475241357045263,7704,0.10595850488916,7704,0.454673406177888
"3_d","10m",7647,0.062013981131172,0.0594977848231792,0.0200086571263991,7647,0.0166800787091046,7647,0.0487715342146344,7647,0.111349822983346,7647,0.472961611267931
"300_a","10m",7170,0.0524166827270634,0.0513564553111792,0.0130157013372555,7170,0.0165760111004546,7170,0.0418459011767298,7170,0.0991239768846039,7170,0.433744289096211
"300_b","10m",5886,0.0529147548056098,0.0499556045979261,0.0155869469490814,5886,0.0148625016224612,5886,0.0418084552923867,5886,0.100858593663975,5886,0.439324488467605
"300_c","10m",6332,0.0469909354038913,0.046384746208787,0.0095854410983441,6332,0.015589999962916,6332,0.0376478587084977,6332,0.102564889226555,6332,0.472591813816039
"300_d","10m",4499,0.0478685500216593,0.0469515770673752,0.0104296015807761,4499,0.0166754063015575,4499,0.0385748917739418,4499,0.0992664644458315,4499,0.440486774296926
"301_a","10m",7436,0.0527827857984526,0.0531180705875158,0.0116297191641064,7436,0.0177200988912632,7436,0.0423010754713403,7436,0.106873607099235,7436,0.460873364029034
"301_b","10m",6917,0.0521937579652237,0.0516669861972332,0.0124553069142737,6917,0.0177233479759667,6917,0.0420644331947766,6917,0.106132306045824,6917,0.460783473982754
"301_c","10m",6137,0.0562120661827243,0.0562046840786934,0.0138396146584432,6137,0.0182792565301013,6137,0.045090813276213,6137,0.108948317818042,6137,0.471360205477931
"301_d","10m",7573,0.0562368221635093,0.0562848821282387,0.0137909298745172,7573,0.0180719988442195,7573,0.0451837960359293,7573,0.1040656837393,7573,0.434007859282224
"302_a","10m",7477,0.0561919717211065,0.0568570122122765,0.0112329626792759,7477,0.018304312670068,7477,0.044857134480719,7477,0.109560571585297,7477,0.47411464580068
"302_b","10m",6039,0.0517993574895089,0.051012571901083,0.0129565577632309,6039,0.0165429867186099,6039,0.0413680235123781,6039,0.103497249332595,6039,0.461748117740447
"302_c","10m",5963,0.0565115863214613,0.0567116029560566,0.0137629305730437,5963,0.0179840291359575,5963,0.0447474122731453,5963,0.11209592327678,5963,0.479427681321195
"302_d","10m",7293,0.0531911130575189,0.0542783252894878,0.0106115912368728,7293,0.0183409684848295,7293,0.0427381995796039,7293,0.105250935418786,7293,0.448502685932237
"303_a","10m",7684,0.057759303224352,0.0586111694574356,0.012135505624995,7684,0.0199485648785776,7684,0.046779373885991,7684,0.117638556827742,7684,0.506228182380258
"303_b","10m",7494,0.0568007340827226,0.0543220564723015,0.0167629293354967,7494,0.0150566129982004,7494,0.0445492004490486,7494,0.104860924134665,7494,0.446785028935093
"303_c","10m",8471,0.0720936383613588,0.0704786777496338,0.0219278880887777,8471,0.0196672431636543,8471,0.0557739947831385,8471,0.127277880615314,8471,0.512737664973517
"303_d","10m",8604,0.0609425265733404,0.0611714776605368,0.014260060302176,8604,0.0210980256745714,8604,0.0494221045786006,8604,0.125071268937184,8604,0.540058570517888
"304_a","10m",8972,0.0689208534889993,0.0684647485613823,0.016406080836024,8972,0.021311643685711,8972,0.0557872010920249,8972,0.127150717453968,8972,0.522955867689447
"304_b","10m",6874,0.0594713222495572,0.0586633291095495,0.0172278866257746,6874,0.0176678556976961,6874,0.0474096993247932,6874,0.112180812129619,6874,0.48756091416669
"304_c","10m",7082,0.0586981423853023,0.0584364645183086,0.0161614787482185,7082,0.01754565154383,7082,0.046848392166204,7082,0.112053149159237,7082,0.494619568995974
"304_d","10m",9130,0.0655910770485314,0.0658557675778866,0.0132398412478491,9130,0.0227403415201133,9130,0.0537415051442255,9130,0.125421901345886,9130,0.515743554294991
"305_a","10m",9147,0.0707594361353751,0.0694888904690742,0.0167863672802946,9147,0.023070035881137,9147,0.0571737245277833,9147,0.130206876543426,9147,0.544180957515591
"305_b","10m",5875,0.0516691062276034,0.0505555383861065,0.0132856562104463,5875,0.0180394580907257,5875,0.0423063659265547,5875,0.0971943041676665,5875,0.432483809611087
"305_c","10m",7361,0.0496762802412172,0.0501814559102058,0.00935375309697806,7361,0.0168639674327656,7361,0.0401163074763299,7361,0.096783565958948,7361,0.441236245470751
"305_d","10m",7028,0.0552731839789944,0.0549045298248529,0.0144530896665138,7028,0.0182357363875469,7028,0.0449209776849448,7028,0.100334418517827,7028,0.425873761651502
"306_a","10m",6047,0.0494149511448062,0.0470956638455391,0.01313018303253,6047,0.0174640478368757,6047,0.0409377341257543,6047,0.0908213691051777,6047,0.390798398230428
"306_b","10m",6447,0.0515073087362263,0.0497348979115486,0.0137795800284826,6447,0.0172279656180227,6447,0.0422380319649362,6447,0.0951390947324953,6447,0.409559517704893
"306_c","10m",5092,0.0454735887754132,0.043273052200675,0.0108510796179767,5092,0.0158275940639899,5092,0.0370896568105709,5092,0.0894493966212823,5092,0.396720602419922
"306_d","10m",5957,0.0513761709845239,0.0492893531918526,0.0141571218822131,5957,0.0180329148414041,5957,0.0418783816468948,5957,0.0954248986492307,5957,0.406610050940871
"307_a","10m",7496,0.0499305625614117,0.0493046715855598,0.0107079963822437,7496,0.0175362999310271,7496,0.0409497624167643,7496,0.0906357240636918,7496,0.378925219869426
"307_b","10m",7655,0.0495741197976857,0.0492597185075283,0.0102067847475315,7655,0.0173924071543279,7655,0.0403402694383058,7655,0.0948982970708521,7655,0.41300474322249
"307_c","10m",6905,0.0483526830711846,0.0479153618216515,0.010391164509634,6905,0.016852683202781,6905,0.0392436050673695,6905,0.0914513498582977,6905,0.401902415787986
"307_d","10m",7256,0.0517433147893884,0.0517827700823545,0.0107724807365902,7256,0.0175502384645804,7256,0.0418841802198023,7256,0.100875631464203,7256,0.442448871773283
"308_a","10m",7465,0.0501933764381869,0.0489190071821213,0.0123867610971751,7465,0.018398518142424,7465,0.0408178347009984,7465,0.103797071547612,7465,0.481601045578439
"308_b","10m",6254,0.0453258672592727,0.0439121257513762,0.00993586047992025,6254,0.0154477909062945,6254,0.0364643252580469,6254,0.0941004139343415,6254,0.439777139173454
"308_c","10m",6086,0.0475424392570595,0.044294698163867,0.0141070216165865,6086,0.0190560732504208,6086,0.0392915831032892,6086,0.0934316009753883,6086,0.428175084503099
"308_d","10m",8384,0.0546249474737818,0.0553555693477392,0.011409624085256,8384,0.0208123870679034,8384,0.0446206240254864,8384,0.108367525500104,8384,0.499003749974463
"309_a","10m",6915,0.0537214170131275,0.0528422519564629,0.0133680695892596,6915,0.019256413179643,6915,0.043410436184641,6915,0.108963207599889,6915,0.489708500189781
"309_b","10m",6642,0.0584647603222505,0.0588809438049793,0.0152924544096577,6642,0.0184377097350475,6642,0.0463680291716972,6642,0.115431947196572,6642,0.499756567849901
"309_c","10m",7545,0.0589455273157915,0.0601415932178497,0.0141315114263794,7545,0.0165517618366869,7545,0.0455062277482641,7545,0.116947052900006,7545,0.501165134284199
"309_d","10m",7590,0.0605784463488812,0.0617294069379568,0.0129130257801697,7590,0.0208287189074505,7590,0.0483429818130267,7590,0.120279972372089,7590,0.529437198642901
"310_a","10m",8084,0.0579654214388052,0.0581543203443289,0.0136905999975984,8084,0.0251774995122873,8084,0.048992775043388,8084,0.111659494516449,8084,0.505938106721349
"310_b","10m",7709,0.05240552838351,0.0508357509970665,0.0130817797956942,7709,0.0191647281035692,7709,0.0426399821826625,7709,0.110601862659322,7709,0.498322341127635
"310_c","10m",7993,0.0599644762702379,0.0584094189107418,0.0173737658746374,7993,0.0250412702271799,7993,0.0505218211573276,7993,0.11151935608482,7993,0.488491179300301
"310_d","10m",7386,0.0584185539560446,0.0589886717498302,0.0143166878815246,7386,0.0254854018471054,7386,0.049285088537763,7386,0.110025294400705,7386,0.489512948449787
"311_a","10m",6088,0.049180847782343,0.0483224336057901,0.0110905199640202,6088,0.0178306534567863,6088,0.0399154735268223,6088,0.101747845675888,6088,0.456758164451084
"311_b","10m",7673,0.0614012458927179,0.0612852945923805,0.0149454326910806,7673,0.0212699495205603,7673,0.0495111694235657,7673,0.117477677161262,7673,0.503990560155753
"311_c","10m",6066,0.0519806090705502,0.0513434484601021,0.0124045615202475,6066,0.0181044405027031,6066,0.0416937063132273,6066,0.105144725741346,6066,0.472687192987767
"311_d","10m",7521,0.0584226591816439,0.0561536774039268,0.0163768237959558,7521,0.0196261712197352,7521,0.0466062971146043,7521,0.112551978553675,7521,0.484802752647025
"312_a","10m",8408,0.0717937480700384,0.0734043568372726,0.0202870192103022,8408,0.021909728913022,8408,0.0559373361743733,8408,0.134006492671014,8408,0.557270976832388
"312_b","10m",7387,0.0566036785015121,0.0510871969163418,0.0207990103105228,7387,0.0189191727982253,7387,0.0448665018787511,7387,0.113741002049354,7387,0.514812432681244
"312_c","10m",6941,0.0528346121801202,0.0531818941235542,0.011799374219884,6941,0.0176435306220101,6941,0.0420127316365943,6941,0.110691852913771,6941,0.503528501750769
"312_d","10m",6762,0.0595231838907228,0.0592378340661526,0.0157279809423167,6762,0.0199717785418438,6762,0.0473154049953083,6762,0.11464063609479,6762,0.503053338817042
"313_a","10m",8388,0.0585509750900571,0.0587113574147224,0.0140718597275704,8388,0.0218416915237727,8388,0.0475125384475267,8388,0.112244476661959,8388,0.514284043157145
"313_b","10m",7872,0.0563435397272725,0.0559079814702272,0.0138749142940937,7872,0.0199878845964953,7872,0.0453655951199292,7872,0.112330836663369,7872,0.508700431640756
"313_c","10m",7725,0.0539231085355324,0.0538701862096786,0.0122579961933745,7725,0.0182743606458799,7725,0.0433705322478196,7725,0.11064557867203,7725,0.515757700774469
"313_d","10m",5920,0.0549259465408033,0.0547109171748161,0.0135474310704856,5920,0.0210024013473476,5920,0.0447307602599156,5920,0.108180705625784,5920,0.491064363351142
"314_a","10m",7824,0.055438608514166,0.0560199413448572,0.0117728563081679,7824,0.0207911327521503,7824,0.0448521779144729,7824,0.116171040285757,7824,0.523396793786467
"314_b","10m",7805,0.0530491856133839,0.0532102026045322,0.0113048600507652,7805,0.0184725090090356,7805,0.0424335099702084,7805,0.111554844151056,7805,0.508686272276395
"314_c","10m",7065,0.0517914797947264,0.0513955876231194,0.0115836320294253,7065,0.0192532414498242,7065,0.0417298723198078,7065,0.109073537059959,7065,0.496658330992697
"314_d","10m",7156,0.0468837226243339,0.0463564712554216,0.00916019304836786,7156,0.018336647109926,7156,0.0383262958293172,7156,0.102577096292251,7156,0.474651709288055
"315_a","10m",7610,0.0557424426585455,0.0571104474365711,0.0115394155328395,7610,0.0219688503395297,7610,0.0454667709270338,7610,0.112052640492026,7610,0.485634114239235
"315_b","10m",8338,0.054875812581728,0.055486012250185,0.0112133077410426,8338,0.0197242635130432,8338,0.04427905537497,8338,0.109192147014807,8338,0.472829130125217
"315_c","10m",8556,0.0577398255232734,0.0580551493912935,0.0130869388445632,8556,0.0196195251341786,8556,0.0455421106345282,8556,0.11827951164647,8556,0.51126245103038
"315_d","10m",7218,0.0545597453068774,0.0546441935002804,0.0114364580694012,7218,0.0216732987647764,7218,0.0445819803502085,7218,0.112492533011854,7218,0.506434476871945
"316_a","10m",8078,0.0633894121219012,0.0623780712485313,0.0170730538171676,8078,0.0222648202020897,8078,0.0503929879598665,8078,0.125408728712845,8078,0.528744850245925
"316_b","10m",8599,0.0586430476240858,0.0590126290917397,0.013687010674904,8599,0.0227442458273304,8599,0.047450503812535,8599,0.121308865192801,8599,0.545176439605084
"316_c","10m",7837,0.0556630721194291,0.0558064430952072,0.0128844504187555,7837,0.0204615063361221,7837,0.0449065558621972,7837,0.115707986467511,7837,0.514312405800633
"316_d","10m",8731,0.0588929454344062,0.0582067146897316,0.0149519702652762,8731,0.020565958721061,8731,0.0473875912992369,8731,0.112187373374675,8731,0.475829221404233
"317_a","10m",7500,0.0547618778181573,0.0524106621742249,0.0149958502238987,7500,0.0186474947164042,7500,0.0442074767929103,7500,0.108084563273664,7500,0.468801072335502
"317_b","10m",7828,0.0516815176433524,0.0517454408109188,0.010504394179926,7828,0.0180018406750596,7828,0.041264722533197,7828,0.113519035498595,7828,0.522397756258013
"317_c","10m",7471,0.0550836579303971,0.0553274862468243,0.012823230436397,7471,0.0200727148559302,7471,0.044693887669798,7471,0.108101757121585,7471,0.469985932385909
"317_d","10m",9098,0.06303043683115,0.0630424842238426,0.0152920636627179,9098,0.0183895084344499,9098,0.0501395328846065,9098,0.114342756966669,9098,0.476625064321896
"318_a","10m",8447,0.0619278124046157,0.0631076097488403,0.0143072587154578,8447,0.0244882599389554,8447,0.0505674339305716,8447,0.114917721643864,8447,0.490522862948884
"318_b","10m",8226,0.0621279676764327,0.0642847344279289,0.0134278882663352,8226,0.0249329774314901,8226,0.0503920859990636,8226,0.124583967903332,8226,0.551431006902923
"318_c","10m",7832,0.0580464884585513,0.0569137968122959,0.0154289540010464,7832,0.0221675648826341,7832,0.0469994484507333,7832,0.116877736046012,7832,0.514430631784317
"318_d","10m",7793,0.049778122270362,0.0471695065498352,0.0123811646301857,7793,0.0189950702000763,7793,0.0407331922383979,7793,0.100623611721931,7793,0.463562875555107
"319_a","10m",8342,0.0585489626636707,0.0571751371026039,0.0162275579926305,8342,0.021506199208292,8342,0.047314729348239,8342,0.1168484121238,8342,0.511624130113785
"319_b","10m",8709,0.0652611050549465,0.0674189478158951,0.0151904386799914,8709,0.0241132316825443,8709,0.0526766418693412,8709,0.124732888624659,8709,0.529116790106659
"319_c","10m",8983,0.0676010369206973,0.0709327012300491,0.0157048749336833,8983,0.0262001260063752,8983,0.0550235095491653,8983,0.128531512695501,8983,0.561992869627684
"319_d","10m",8602,0.0661503690981558,0.0678658410906792,0.0129989722887319,8602,0.0267348997082577,8602,0.0541951484606313,8602,0.1285581367285,8602,0.564056049513158
"320_a","10m",8631,0.0613551658473874,0.0617464408278465,0.0135684247940053,8631,0.023268907926886,8631,0.0497011600841953,8631,0.120736063948436,8631,0.529105054756372
"320_b","10m",6500,0.0498361236819854,0.0487581212073565,0.0118700481443369,6500,0.0195645467140035,6500,0.0406298813164582,6500,0.102319358494598,6500,0.48355640707925
"320_c","10m",8434,0.0543908145098037,0.0552044454962015,0.0112238944606,8434,0.0203721250968945,8434,0.0441294845396711,8434,0.112432876063613,8434,0.51837097968923
"320_d","10m",8435,0.0570817182773518,0.057448998093605,0.0133954922780817,8435,0.0212720846226213,8435,0.0460638164581733,8435,0.115575448442831,8435,0.530978807974017
"321_a","10m",7518,0.0624517402315602,0.0607096739113331,0.018380204582939,7518,0.0226861647670919,7518,0.0501540537281669,7518,0.118771042727388,7518,0.522177670836036
"321_b","10m",7405,0.0546481705316613,0.0548861175775528,0.0123751175650503,7405,0.0192961171573779,7405,0.0440930750315251,7405,0.108310152324514,7405,0.485666590137368
"321_c","10m",6568,0.0544551773341066,0.0538628008216619,0.0136101957647432,6568,0.0208094013076049,6568,0.0441965465891292,6568,0.112143003527455,6568,0.517222089530147
"321_d","10m",7915,0.060025324282517,0.060220044106245,0.015752943554369,7915,0.020477494925931,7915,0.0479931798598757,7915,0.117825193181991,7915,0.516350665084199
"322_a","10m",8933,0.0558404937619213,0.0563140735030174,0.0117881888532673,8933,0.0189182774969349,8933,0.0448850215284754,8933,0.119526919292726,8933,0.553231440290423
"322_b","10m",6299,0.0539931027855352,0.0532314814627171,0.0126520490957165,6299,0.0192817658735165,6299,0.0434164546822321,6299,0.117215298769104,6299,0.533458827449029
"322_c","10m",8287,0.0635541065557721,0.0650860890746117,0.0145431716823938,8287,0.025376677903618,8287,0.0521170922837465,8287,0.128616239367067,8287,0.587126872846354
"322_d","10m",8176,0.0545289557795778,0.0553681682795286,0.0111459006139678,8176,0.0183699116604586,8176,0.0437441843345384,8176,0.115452502160485,8176,0.528503409109266
"323_a","10m",7442,0.0536503360264586,0.0538483429700136,0.0119046672448437,7442,0.0199802149160859,7442,0.0434683920815069,7442,0.113827787849527,7442,0.524238940623429
"323_b","10m",7536,0.0543923230358299,0.0542859546840191,0.0128166586935719,7536,0.0188861178653386,7536,0.0439953715772717,7536,0.111243244215247,7536,0.503733956118978
"323_c","10m",8617,0.0607521238456774,0.0597673356533051,0.0159049677683871,8617,0.0191709364607569,8617,0.0480406494642511,8617,0.115934098777495,8617,0.505950810979376
"323_d","10m",8053,0.056874757996908,0.0546745248138905,0.0162004122051715,8053,0.018424426785713,8053,0.0451488110166327,8053,0.116071415717553,8053,0.521673423484353
"324_a","10m",7168,0.0526135736217839,0.0507732648402452,0.0136756642255553,7168,0.0195119499436144,7168,0.0429958301249696,7168,0.112473666612899,7168,0.525803347171002
