quad_id,scale,elev_mean,tri5_mean,tri11_mean,tri21_mean,Name
0,20m,218.65974357594794,1.517930621324982,7.417677889073725,27.69558377899224,0
1,20m,214.80833843082965,1.4146030171501187,6.752338469315727,23.88926958934933,1
100,20m,219.53218067584095,1.8261781264731922,8.949396497264104,33.15451105628735,100
2,20m,212.1592387184996,1.0394258394746885,4.1963860956259875,13.089841006323994,2
101,20m,215.10033145104254,1.928278254758016,8.875458344985605,30.621015095812602,101
200,20m,220.44052507272303,2.0327251269415285,9.891239709511924,35.9068912485886,200
3,20m,212.04762144955407,1.030945747201326,4.306866215360718,13.70334332084757,3
102,20m,211.57494533135272,1.046201992864996,4.391516374722905,15.754231168229177,102
201,20m,217.3647144500132,1.7075889950863559,8.434744651757146,31.983909650266366,201
300,20m,223.98744401698926,1.8227123008637691,8.976868435217845,33.318581024975636,300
4,20m,214.4322841363225,1.3614803650285634,5.9461951590898074,20.379232937825552,4
103,20m,211.45981126060533,1.3314882780170976,4.97440947969917,14.076329717476776,103
202,20m,211.96559630673457,2.3489340013298143,10.83390116872442,37.27019451000632,202
301,20m,219.9959391070881,1.8016793136122418,8.645045664723364,31.050939616782305,301
400,20m,225.82642523391368,1.6452864266739788,7.998938045413549,29.501709464182518,400
5,20m,217.71734936108086,1.466523056698559,6.656046299306703,23.90102094529938,5
104,20m,213.96970383189787,1.3537977172803808,6.198094661092845,21.72329109850052,104
203,20m,211.75826690647725,1.116500724676704,5.0718114038216635,17.87205964212727,203
302,20m,215.39835912063245,2.5094118964023733,11.93312157303239,42.255457629322684,302
401,20m,221.34156830218012,1.5921167732220367,7.699400564204861,28.22620986850306,401
500,20m,223.30039582684378,1.7223758024176175,8.360795269255583,30.013005010500258,500
6,20m,221.64211828624096,2.230294483156709,10.358027977537644,35.67146358597883,6
105,20m,217.58060152065087,1.3336600055743801,6.183572375480212,21.786083054555935,105
204,20m,214.41471675115076,1.3073393271317095,6.089116065697151,21.581443015192,204
303,20m,210.9943999620221,2.8353262932602026,12.256351355657957,38.32004657802911,303
402,20m,217.31258876521784,1.6848446233211238,8.101132332400628,30.10216740818848,402
501,20m,219.84810551995403,1.5261246864701399,7.574381561573097,28.618224389357213,501
600,20m,219.28981779852847,1.8146485472762703,8.782743467291692,31.612080919313193,600
7,20m,226.62471196840917,1.950709832814059,9.329607965349826,35.075818797510955,7
106,20m,220.8145258434658,1.4118537265026707,6.879250082996167,25.43307162435617,106
205,20m,217.46074151930193,1.0905662838828916,5.041464881222431,18.255438582019583,205
304,20m,214.11708267370113,1.9723571915123341,9.584376234333888,33.53430797268233,304
403,20m,211.98279384408033,2.5445793127741303,11.847967271246988,39.4961745261536,403
502,20m,215.658343014565,2.156767919314924,10.252205442607892,36.02413055420911,502
601,20m,216.61749676213248,2.23603059877448,10.63840715848721,37.38832942453048,601
700,20m,214.93100373505837,1.7847629494830637,8.41732307095339,30.88955390684617,700
8,20m,232.23879726996498,2.6918564665648845,11.990554024338795,40.243594126483266,8
107,20m,225.42965429730376,1.7980673202953845,8.586551063086267,30.570931197571863,107
206,20m,220.2312938198301,1.101681029610249,5.3146082383693205,19.847406892242194,206
305,20m,217.3254324286847,0.969550524223749,4.459191489905555,16.56261898791073,305
404,20m,211.26070377822782,2.6175689558857496,11.938474497023158,39.516672773322775,404
503,20m,210.67498832522003,2.0914462257411173,9.983370088245486,34.42201829209861,503
602,20m,212.21770540225427,2.2538859947619407,10.690542564163861,38.09246290529191,602
701,20m,211.87509420137522,2.4520196073750653,11.541777632313849,39.56309775494028,701
800,20m,210.38353699852635,2.1715212732085547,10.545936177356147,38.59782223211244,800
9,20m,236.20911226908945,1.580825560585736,7.323356566687627,26.717809914143885,9
108,20m,229.44197094011992,1.875217911070285,8.856864338188768,31.846982596706045,108
207,20m,223.92810153564707,1.7510464092471716,8.300818495375978,29.193625820534542,207
306,20m,219.42194399580254,0.9374151191387119,4.4582897615151165,16.45039128848588,306
405,20m,215.69784698379726,1.524033598498616,7.305035531023685,26.985820302008175,405
504,20m,208.97656314813827,1.7236853935440712,7.950600151074648,26.87759477304846,504
603,20m,208.38884037651846,1.9352003493542258,8.658893890832818,27.495280991844595,603
702,20m,207.95102780795898,2.0080860592840475,9.737003823991284,33.03827557573316,702
801,20m,207.92270310372427,2.3232775245468678,10.582626972182164,33.55118065572298,801
900,20m,205.28581310858092,3.8859985248397915,16.304626879844307,46.71620016140292,900
10,20m,239.47092339671843,1.8046862905544454,8.292595683783238,29.550120384781128,10
109,20m,233.6767779375641,1.9222187594984526,8.937146899643228,31.999556531693724,109
208,20m,227.5918793394818,1.2860404089184245,6.199972261269118,23.50352778580281,208
307,20m,221.90302169683932,1.3600753222953004,6.386949560229616,22.68660780584163,307
406,20m,217.73221373839945,1.2014981471090824,5.614663347266015,20.350178396361407,406
505,20m,212.0801502221336,1.885157203589034,8.315531879526093,28.637671236881015,505
604,20m,208.13736860002734,0.9061327970366377,3.838017817433043,12.179568401707485,604
703,20m,206.9222817387311,0.9564569972046963,3.7259755881465226,12.482332259499437,703
802,20m,206.98896952109834,2.2894004354065247,9.379115069654643,25.83925109273614,802
901,20m,207.24693977143022,2.2483358411170355,10.10277256973546,33.4150016243366,901
1000,20m,208.15703502384162,1.4605456695730403,6.924200414357576,26.126195889570308,1000
11,20m,242.7658896122479,1.9493072848001602,9.276356316870112,34.0660433742147,11
110,20m,236.3746247608691,1.4329723014047075,6.58585085923592,24.95147192160241,110
209,20m,230.05177142323026,1.5794806513396351,7.42050084757403,27.41046207960357,209
308,20m,224.56188174596582,1.6746664239947038,7.618136056144755,26.646792823838005,308
407,20m,219.8257285151911,1.4140842492745154,5.969443358571666,20.036975117185445,407
506,20m,214.79730964158284,2.080411576770955,8.213173663676764,26.38302584098464,506
605,20m,209.67198847481424,1.0923410616597484,4.9657828242331385,17.618248445121207,605
