"pc_axis","variance","pct_variance","cumulative_pct_variance"
112,0.000312653090440274,2.58390983834938e-06,0.999988053931209
113,0.000293363598666378,2.42449255096181e-06,0.99999047842376
114,0.000258734741129697,2.13830364569998e-06,0.999992616727406
115,0.000210771783310073,1.74191556454606e-06,0.99999435864297
116,0.000176738247950998,1.46064667728098e-06,0.999995819289648
117,0.000169347450399719,1.39956570578281e-06,0.999997218855353
118,0.000138491221469152,1.14455554933184e-06,0.999998363410903
119,7.26262502880978e-05,6.00216944529736e-07,0.999998963627847
120,6.85539652774707e-05,5.66561696508024e-07,0.999999530189544
121,5.68470652162016e-05,4.69810456332247e-07,1
