"pc_axis","variance","pct_variance","cumulative_pct_variance"
1,55.0010840717803,0.454554413816367,0.454554413816367
2,27.2791923637007,0.225447870774386,0.680002284590754
3,8.23177956700722,0.068031236090969,0.748033520681723
4,4.06587999746665,0.0336023140286501,0.781635834710373
5,3.20000542491554,0.0264463258257483,0.808082160536121
6,2.54248984612435,0.0210123127778873,0.829094473314009
7,2.23288659914431,0.018453608257391,0.8475480815714
8,1.95130093893419,0.0161264540407785,0.863674535612178
9,1.73210010662948,0.0143148769142933,0.877989412526472
10,1.49713183612541,0.0123729903812018,0.890362402907673
11,1.35246086867602,0.0111773625510415,0.901539765458715
12,1.27915872672955,0.0105715597250377,0.912111325183752
13,1.2120858932805,0.0100172387874422,0.922128563971195
14,0.948191596726853,0.00783629418782526,0.92996485815902
15,0.836844496190372,0.00691607021644938,0.936880928375469
16,0.779002244845694,0.00643803508136939,0.943318963456839
17,0.70850217888701,0.00585538990815713,0.949174353364996
18,0.602262997219556,0.0049773801423104,0.954151733507306
19,0.543212477480512,0.00448935931802078,0.958641092825327
20,0.497478822433901,0.00411139522672647,0.962752488052053
21,0.439207000665653,0.00362980992285665,0.96638229797491
22,0.378342299747722,0.00312679586568366,0.969509093840594
23,0.337842983759743,0.00279209077487392,0.972301184615468
24,0.307025910186382,0.00253740421641639,0.974838588831884
25,0.291556873270784,0.00240956093612219,0.977248149768006
26,0.242023109281948,0.00200019098580123,0.979248340753808
27,0.179626723624374,0.00148451837706095,0.980732859130868
28,0.17596091816531,0.00145422246417612,0.982187081595045
29,0.163659777810105,0.00135256014719095,0.983539641742236
30,0.146337847457276,0.00120940369799402,0.98474904544023
31,0.126829318815468,0.00104817618855759,0.985797221628787
32,0.113656588330856,0.000939310647362454,0.98673653227615
33,0.109279752266428,0.000903138448482878,0.987639670724632
34,0.107067125537791,0.000884852277171826,0.988524523001804
35,0.0950225147413847,0.000785310039185,0.989309833040989
36,0.0875105715653041,0.000723227864176069,0.990033060905165
37,0.0846736566692525,0.00069978228652275,0.990732843191688
38,0.0812125814743963,0.000671178359292534,0.991404021550981
39,0.0743730096076726,0.000614652971964238,0.992018674522945
40,0.0720701307010565,0.000595620914884767,0.99261429543783
41,0.0654484972395215,0.000540896671401006,0.993155192109231
42,0.0603111414648422,0.000498439185659855,0.99365363129489
43,0.0570401171821289,0.000471405927125034,0.994125037222016
44,0.0560257483474835,0.000463022713615568,0.994588059935631
45,0.0471929984264584,0.000390024780383955,0.994978084716015
46,0.0447660451790519,0.000369967315529356,0.995348052031545
47,0.0359409451695748,0.000297032604707231,0.995645084636252
48,0.0321843849507124,0.000265986652485227,0.995911071288737
49,0.0308773617568768,0.000255184807908073,0.996166256096645
50,0.0274950330356584,0.000227231677980649,0.996393487774626
51,0.0258920068471645,0.000213983527662517,0.996607471302288
52,0.0241372785974,0.000199481641300827,0.996806952943589
53,0.0234747224990984,0.00019400597106693,0.997000958914656
54,0.0211327892608785,0.000174651150916352,0.997175610065572
55,0.0197320542341257,0.000163074828381205,0.997338684893953
56,0.018413087604864,0.000152174277726149,0.99749085917168
57,0.0180365735911535,0.000149062591662426,0.997639921763342
58,0.0174117644504706,0.000143898879755956,0.997783820643098
59,0.0164218914659434,0.000135718111288789,0.997919538754387
60,0.0160935367315235,0.000133004435797715,0.998052543190184
61,0.014933097937441,0.000123414032540835,0.998175957222725
62,0.0141054983136273,0.000116574366228325,0.998292531588954
63,0.01370581435229,0.000113271192994133,0.998405802781948
64,0.0128200059903902,0.000105950462730498,0.998511753244678
65,0.0120785728987327,9.98229165184522e-05,0.998611576161197
66,0.0117002794888802,9.66965247014896e-05,0.998708272685898
67,0.0108633056417534,8.97793854690369e-05,0.998798052071367
68,0.0101830132031577,8.41571339103943e-05,0.998882209205278
69,0.00950695050606334,7.85698388930857e-05,0.998960779044171
70,0.00913797666529134,7.55204683081932e-05,0.999036299512479
71,0.00864497953341648,7.14461118464175e-05,0.999107745624325
72,0.00821299298465653,6.78759750798063e-05,0.999175621599405
73,0.00752526541689128,6.21922761726554e-05,0.999237813875578
74,0.00686429551216798,5.67297149765951e-05,0.999294543590554
75,0.00660165544258298,5.45591358891158e-05,0.999349102726444
76,0.00613506358512593,5.07030048357517e-05,0.999399805731279
77,0.00612917301482004,5.06543224365294e-05,0.999450460053716
78,0.00575964951929246,4.76004092503511e-05,0.999498060462966
79,0.00516198792076934,4.2661057196441e-05,0.999540721520163
80,0.00468582925324919,3.87258615971009e-05,0.99957944738176
81,0.0044769652789155,3.69997130488885e-05,0.999616447094809
82,0.00410454358688705,3.39218478255129e-05,0.999650368942634
83,0.00379177725491241,3.13370021067142e-05,0.999681705944741
84,0.00340993192422203,2.8181255572083e-05,0.999709887200313
85,0.00303316136498324,2.50674492973822e-05,0.99973495464961
86,0.00278140995355936,2.29868591203254e-05,0.999757941508731
87,0.00256547342794351,2.12022597350704e-05,0.999779143768466
88,0.00224403768300262,1.85457659752283e-05,0.999797689534441
89,0.00190840338054872,1.57719287648655e-05,0.999813461463206
90,0.00180462885944407,1.49142880945792e-05,0.9998283757513
91,0.0017289706024985,1.42890132437893e-05,0.999842664764544
92,0.00169179228704936,1.39817544384245e-05,0.999856646518983
93,0.00152138015871165,1.25733897414187e-05,0.999869219908724
94,0.001403136294172,1.15961677204298e-05,0.999880816076444
95,0.0012377653366102,1.02294655918199e-05,0.999891045542036
96,0.00114226517621432,9.44020806788696e-06,0.999900485750104
97,0.00110174862298272,9.10536052051836e-06,0.999909591110625
98,0.00106139470430326,8.77185706035756e-06,0.999918362967685
99,0.000950127373893049,7.85229234622358e-06,0.999926215260031
100,0.000916037365014844,7.57055673565989e-06,0.999933785816767
101,0.000844639128337009,6.98048866394225e-06,0.999940766305431
102,0.000780623230301917,6.45143165538777e-06,0.999947217737086
103,0.000715886614629975,5.91641830272709e-06,0.999953134155389
104,0.000673283096656701,5.56432311286532e-06,0.999958698478502
105,0.000595240490348996,4.91934289544626e-06,0.999963617821397
106,0.000550247303377553,4.54749837502111e-06,0.999968165319772
107,0.000525938583735691,4.34659986558424e-06,0.999972511919638
108,0.000461194823554039,3.81152746738877e-06,0.999976323447105
109,0.00039048122757143,3.22711758323497e-06,0.999979550564688
110,0.000362610573081447,2.99678159571445e-06,0.999982547346284
111,0.000353643685469393,2.92267508652392e-06,0.999985470021371
