scale,quad_id,n_pixels,sample_rule,rule_type,rule_value,sample_size,sample_fraction,bootstrap_iter,spectral_entropy,pair_method,pair_count_used,rule_label,rule_axis_label,sample_label,plot_sample_label,selection_note,source_method,source_entropy,scale_quad
10m,1514_a,7027,pct_3,percent,0.03,211,0.030027038565532946,34,2.945207487313231,all_pairs_within_sample,22155,3% of pixels,3%,3% of pixels = 211 pixels (3.0%),"3%
211 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,pct_3,percent,0.03,211,0.030027038565532946,35,2.2624518323959752,all_pairs_within_sample,22155,3% of pixels,3%,3% of pixels = 211 pixels (3.0%),"3%
211 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,pct_3,percent,0.03,211,0.030027038565532946,36,2.879910980118826,all_pairs_within_sample,22155,3% of pixels,3%,3% of pixels = 211 pixels (3.0%),"3%
211 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,pct_3,percent,0.03,211,0.030027038565532946,37,2.927552536777601,all_pairs_within_sample,22155,3% of pixels,3%,3% of pixels = 211 pixels (3.0%),"3%
211 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,pct_3,percent,0.03,211,0.030027038565532946,38,2.9444269594888826,all_pairs_within_sample,22155,3% of pixels,3%,3% of pixels = 211 pixels (3.0%),"3%
211 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,pct_3,percent,0.03,211,0.030027038565532946,39,2.9125191906735277,all_pairs_within_sample,22155,3% of pixels,3%,3% of pixels = 211 pixels (3.0%),"3%
211 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,pct_3,percent,0.03,211,0.030027038565532946,40,2.856929101379077,all_pairs_within_sample,22155,3% of pixels,3%,3% of pixels = 211 pixels (3.0%),"3%
211 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,pct_3,percent,0.03,211,0.030027038565532946,41,2.925863440571194,all_pairs_within_sample,22155,3% of pixels,3%,3% of pixels = 211 pixels (3.0%),"3%
211 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,pct_3,percent,0.03,211,0.030027038565532946,42,2.954972670424447,all_pairs_within_sample,22155,3% of pixels,3%,3% of pixels = 211 pixels (3.0%),"3%
211 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,pct_3,percent,0.03,211,0.030027038565532946,43,2.921669147541848,all_pairs_within_sample,22155,3% of pixels,3%,3% of pixels = 211 pixels (3.0%),"3%
211 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,pct_3,percent,0.03,211,0.030027038565532946,44,2.9648549512079008,all_pairs_within_sample,22155,3% of pixels,3%,3% of pixels = 211 pixels (3.0%),"3%
211 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,pct_3,percent,0.03,211,0.030027038565532946,45,2.864112626137131,all_pairs_within_sample,22155,3% of pixels,3%,3% of pixels = 211 pixels (3.0%),"3%
211 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,pct_3,percent,0.03,211,0.030027038565532946,46,2.918043654236913,all_pairs_within_sample,22155,3% of pixels,3%,3% of pixels = 211 pixels (3.0%),"3%
211 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,pct_3,percent,0.03,211,0.030027038565532946,47,2.8634698023962484,all_pairs_within_sample,22155,3% of pixels,3%,3% of pixels = 211 pixels (3.0%),"3%
211 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,pct_3,percent,0.03,211,0.030027038565532946,48,2.9572603107618693,all_pairs_within_sample,22155,3% of pixels,3%,3% of pixels = 211 pixels (3.0%),"3%
211 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,pct_3,percent,0.03,211,0.030027038565532946,49,2.784393744349127,all_pairs_within_sample,22155,3% of pixels,3%,3% of pixels = 211 pixels (3.0%),"3%
211 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,pct_3,percent,0.03,211,0.030027038565532946,50,2.9629072672149697,all_pairs_within_sample,22155,3% of pixels,3%,3% of pixels = 211 pixels (3.0%),"3%
211 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,1,2.9175247273273333,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,2,2.9020356237127665,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,3,2.9288393038647067,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,4,2.9255915884705472,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,5,2.8906155626688084,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,6,2.9259493309980535,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,7,2.9293425736474927,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,8,2.893587490878249,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,9,2.936452361823942,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,10,2.9255262018736232,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,11,2.9159647146117256,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,12,2.881577987861789,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,13,2.880500126148188,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,14,2.9313588402615927,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,15,2.868141725764404,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,16,2.9197933250394477,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,17,2.932840303927647,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,18,2.8873075044119876,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,19,2.9068433294760485,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,20,2.8989527350524247,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,21,2.9064603417252153,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,22,2.912182421780264,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,23,2.924633324474913,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,24,2.8908329904467225,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,25,2.903969561931087,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,26,2.943770766628902,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,27,2.890464543048051,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,28,2.8865764711305735,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,29,2.957438884918507,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,30,2.9110299606005836,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,31,2.9185464717227982,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,32,2.8914260826201796,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,33,2.943178599659917,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,34,2.930054883570166,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,35,2.8822411825042744,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,36,2.909191606803062,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,37,2.912860398372705,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,38,2.900526737868474,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,39,2.9032154008877873,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,40,2.9049774696741646,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,41,2.9214802307477257,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,42,2.890743421805244,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,43,2.9201870655898063,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,44,2.903764962727214,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,45,2.890685517289686,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,46,2.9148930190395284,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,47,2.9183748415918878,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,48,2.9101555122405007,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,49,2.9246326118179637,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_1250,fixed,1250,1250,0.17788529955884447,50,2.917487054759354,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.8%)","1,250
17.8%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_2000,fixed,2000,2000,0.2846164792941511,1,2.9238313464414705,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.5%)","2,000
28.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_2000,fixed,2000,2000,0.2846164792941511,2,2.914483713002385,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.5%)","2,000
28.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_2000,fixed,2000,2000,0.2846164792941511,3,2.917979464027057,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.5%)","2,000
28.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_2000,fixed,2000,2000,0.2846164792941511,4,2.9121614913613,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.5%)","2,000
28.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_2000,fixed,2000,2000,0.2846164792941511,5,2.9378350822293418,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.5%)","2,000
28.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_2000,fixed,2000,2000,0.2846164792941511,6,2.9256945289093688,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.5%)","2,000
28.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_2000,fixed,2000,2000,0.2846164792941511,7,2.9334312217476732,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.5%)","2,000
28.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_2000,fixed,2000,2000,0.2846164792941511,8,2.9357481578073736,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.5%)","2,000
28.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_2000,fixed,2000,2000,0.2846164792941511,9,2.912250995675011,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.5%)","2,000
28.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_2000,fixed,2000,2000,0.2846164792941511,10,2.925934328904649,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.5%)","2,000
28.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_2000,fixed,2000,2000,0.2846164792941511,11,2.9075701343933726,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.5%)","2,000
28.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_2000,fixed,2000,2000,0.2846164792941511,12,2.91537300912281,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.5%)","2,000
28.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_2000,fixed,2000,2000,0.2846164792941511,13,2.909605874903481,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.5%)","2,000
28.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_2000,fixed,2000,2000,0.2846164792941511,14,2.913488448505936,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.5%)","2,000
28.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_2000,fixed,2000,2000,0.2846164792941511,15,2.9580949245278205,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.5%)","2,000
28.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_2000,fixed,2000,2000,0.2846164792941511,16,2.9261623605600584,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.5%)","2,000
28.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
10m,1514_a,7027,fixed_2000,fixed,2000,2000,0.2846164792941511,17,2.9251345465928615,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.5%)","2,000
28.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91293669744591,"10m / 1514_a
n = 7,027 px"
