scale,quad_id,n_pixels,sample_rule,rule_type,rule_value,sample_size,sample_fraction,bootstrap_iter,spectral_entropy,pair_method,pair_count_used,rule_label,rule_axis_label,sample_label,plot_sample_label,selection_note,source_method,source_entropy,scale_quad
10m,22_c,7136,pct_3,percent,0.03,214,0.02998878923766816,39,2.9728579943381637,all_pairs_within_sample,22791,3% of pixels,3%,3% of pixels = 214 pixels (3.0%),"3%
214 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,pct_3,percent,0.03,214,0.02998878923766816,40,2.8883649635384394,all_pairs_within_sample,22791,3% of pixels,3%,3% of pixels = 214 pixels (3.0%),"3%
214 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,pct_3,percent,0.03,214,0.02998878923766816,41,2.9382606121472623,all_pairs_within_sample,22791,3% of pixels,3%,3% of pixels = 214 pixels (3.0%),"3%
214 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,pct_3,percent,0.03,214,0.02998878923766816,42,2.878304087777031,all_pairs_within_sample,22791,3% of pixels,3%,3% of pixels = 214 pixels (3.0%),"3%
214 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,pct_3,percent,0.03,214,0.02998878923766816,43,2.900894325676209,all_pairs_within_sample,22791,3% of pixels,3%,3% of pixels = 214 pixels (3.0%),"3%
214 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,pct_3,percent,0.03,214,0.02998878923766816,44,2.8266387447950834,all_pairs_within_sample,22791,3% of pixels,3%,3% of pixels = 214 pixels (3.0%),"3%
214 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,pct_3,percent,0.03,214,0.02998878923766816,45,2.8885804053936894,all_pairs_within_sample,22791,3% of pixels,3%,3% of pixels = 214 pixels (3.0%),"3%
214 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,pct_3,percent,0.03,214,0.02998878923766816,46,2.92330260957346,all_pairs_within_sample,22791,3% of pixels,3%,3% of pixels = 214 pixels (3.0%),"3%
214 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,pct_3,percent,0.03,214,0.02998878923766816,47,3.0089176614918696,all_pairs_within_sample,22791,3% of pixels,3%,3% of pixels = 214 pixels (3.0%),"3%
214 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,pct_3,percent,0.03,214,0.02998878923766816,48,2.9475251819688366,all_pairs_within_sample,22791,3% of pixels,3%,3% of pixels = 214 pixels (3.0%),"3%
214 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,pct_3,percent,0.03,214,0.02998878923766816,49,2.9366622204318595,all_pairs_within_sample,22791,3% of pixels,3%,3% of pixels = 214 pixels (3.0%),"3%
214 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,pct_3,percent,0.03,214,0.02998878923766816,50,2.797080145397247,all_pairs_within_sample,22791,3% of pixels,3%,3% of pixels = 214 pixels (3.0%),"3%
214 px",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,1,2.953086184745422,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,2,2.927497160997497,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,3,2.8909115531008243,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,4,2.8934279515829813,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,5,2.9491782379399964,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,6,2.8601089634854797,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,7,2.924838770950157,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,8,2.907435158158194,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,9,2.250347477966922,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,10,2.9424163371699006,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,11,2.9618466361569133,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,12,2.906354330898818,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,13,2.9101585858705152,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,14,2.8805260741480367,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,15,2.9369530791176595,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,16,2.94529976433949,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,17,2.8745794886120892,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,18,2.8669735992934795,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,19,2.92223570022349,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,20,2.9333947355812393,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,21,2.8928634729960265,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,22,2.9457521982051906,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,23,2.922331669564092,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,24,2.9057905875766354,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,25,2.923597740652342,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,26,2.874199393257827,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,27,2.939672386028753,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,28,2.8571173006263533,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,29,2.2515091071464113,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,30,2.9389083282173187,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,31,2.902886973428173,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,32,2.9208972168141014,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,33,2.8976567868092755,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,34,2.8792020449374984,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,35,2.911186366321644,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,36,2.8858773000713884,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,37,2.925181648056118,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,38,2.2249236763382925,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,39,2.939291960288763,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,40,2.8840010307226978,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,41,2.9001597134182524,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,42,2.9513468063342576,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,43,2.879384973580138,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,44,2.911179636855344,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,45,2.9123486623453756,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,46,2.9420990975439842,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,47,2.9551656799530086,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,48,2.9491675176789336,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,49,2.951788995866858,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_1250,fixed,1250,1250,0.17516816143497757,50,2.9165191069266694,sampled_pairs_within_sample,10000,"Fixed 1,250","1,250","Fixed 1,250 (17.5%)","1,250
17.5%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_2000,fixed,2000,2000,0.2802690582959641,1,2.9223103647958375,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.0%)","2,000
28.0%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_2000,fixed,2000,2000,0.2802690582959641,2,2.905227293450216,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.0%)","2,000
28.0%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_2000,fixed,2000,2000,0.2802690582959641,3,2.9794119205863803,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.0%)","2,000
28.0%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_2000,fixed,2000,2000,0.2802690582959641,4,2.922374373912871,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.0%)","2,000
28.0%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_2000,fixed,2000,2000,0.2802690582959641,5,2.8648441259067985,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.0%)","2,000
28.0%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_2000,fixed,2000,2000,0.2802690582959641,6,2.9301645907560387,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.0%)","2,000
28.0%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_2000,fixed,2000,2000,0.2802690582959641,7,2.9091604769004786,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.0%)","2,000
28.0%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_2000,fixed,2000,2000,0.2802690582959641,8,2.9033958829335793,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.0%)","2,000
28.0%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_2000,fixed,2000,2000,0.2802690582959641,9,2.9541919178428433,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.0%)","2,000
28.0%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_2000,fixed,2000,2000,0.2802690582959641,10,2.90816253273452,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.0%)","2,000
28.0%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_2000,fixed,2000,2000,0.2802690582959641,11,2.8858990687215713,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.0%)","2,000
28.0%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_2000,fixed,2000,2000,0.2802690582959641,12,2.897596789274649,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.0%)","2,000
28.0%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_2000,fixed,2000,2000,0.2802690582959641,13,2.906469284776999,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.0%)","2,000
28.0%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_2000,fixed,2000,2000,0.2802690582959641,14,2.904966059425567,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.0%)","2,000
28.0%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_2000,fixed,2000,2000,0.2802690582959641,15,2.2449365542951605,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.0%)","2,000
28.0%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_2000,fixed,2000,2000,0.2802690582959641,16,2.8885969368564006,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.0%)","2,000
28.0%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_2000,fixed,2000,2000,0.2802690582959641,17,2.897900511489984,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.0%)","2,000
28.0%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_2000,fixed,2000,2000,0.2802690582959641,18,2.206634749255803,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.0%)","2,000
28.0%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_2000,fixed,2000,2000,0.2802690582959641,19,2.911487503155566,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.0%)","2,000
28.0%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_2000,fixed,2000,2000,0.2802690582959641,20,2.881771105914667,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.0%)","2,000
28.0%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_2000,fixed,2000,2000,0.2802690582959641,21,2.8786157806977584,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.0%)","2,000
28.0%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_2000,fixed,2000,2000,0.2802690582959641,22,2.9105557642120843,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.0%)","2,000
28.0%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
10m,22_c,7136,fixed_2000,fixed,2000,2000,0.2802690582959641,23,2.8996860258726143,sampled_pairs_within_sample,10000,"Fixed 2,000","2,000","Fixed 2,000 (28.0%)","2,000
28.0%",Additional random bootstrap-mean quadrat selected with seed 20260703,bootstrap_mean,2.91478053742055,"10m / 22_c
n = 7,136 px"
