term,estimate,std.error,statistic,p.value,conf.low,conf.high,scale,response,model_type,predictor,n,r_squared,adj_r_squared,aic,bic,residual_sd
env_elev_z,0.015996934988986224,0.029264771904545687,0.5466277010859403,0.5847195164942542,-0.041409383174762025,0.07340325315273447,10m,spec_alpha,Biodiversity + environment,phy_afaith,1439,0.006004940323986426,0.003926901871702193,4047.3039890659447,4073.6625076003816,0.9853770656254244
env_tri11_z,-0.05836194013125448,0.025136412605763003,-2.321808646547833,0.020382646663664187,-0.10766999229200083,-0.009053887970508129,10m,spec_alpha,Biodiversity + environment,phy_afaith,1439,0.006004940323986426,0.003926901871702193,4047.3039890659447,4073.6625076003816,0.9853770656254244
(Intercept),-0.18938200615500317,0.027557048165975127,-6.872361836955905,9.380919621105764e-12,-0.24343835831934174,-0.1353256539906646,10m,spec_alpha,Biodiversity,sp_shannon,1439,0.00187943711637392,0.001184850781729696,4049.2640925210794,4065.0792036417415,0.9867324366773523
sp_shannon_z,-0.054371046543166324,0.03305345866571413,-1.6449427302917807,0.10020033103428186,-0.11920924659716788,0.010467153510835228,10m,spec_alpha,Biodiversity,sp_shannon,1439,0.00187943711637392,0.001184850781729696,4049.2640925210794,4065.0792036417415,0.9867324366773523
(Intercept),-0.18960676946801966,0.02757116870463892,-6.876994279757094,9.095321168453957e-12,-0.2436908842517413,-0.13552265468429803,10m,spec_alpha,Biodiversity + environment,sp_shannon,1439,0.005605103330509961,0.0035262289820721104,4047.882714018292,4074.241232552729,0.9855752308912407
sp_shannon_z,-0.04532795548273913,0.033289657915813536,-1.361622747742537,0.17353070512804442,-0.11062956453374602,0.01997365356826776,10m,spec_alpha,Biodiversity + environment,sp_shannon,1439,0.005605103330509961,0.0035262289820721104,4047.882714018292,4074.241232552729,0.9855752308912407
env_elev_z,0.013346075760867049,0.029182305051326556,0.4573345298595722,0.6474998423021361,-0.04389847389741319,0.07059062541914729,10m,spec_alpha,Biodiversity + environment,sp_shannon,1439,0.005605103330509961,0.0035262289820721104,4047.882714018292,4074.241232552729,0.9855752308912407
env_tri11_z,-0.05838583562665504,0.025180709363013944,-2.3186731868806527,0.020552676279138486,-0.10778078112621381,-0.008990890127096265,10m,spec_alpha,Biodiversity + environment,sp_shannon,1439,0.005605103330509961,0.0035262289820721104,4047.882714018292,4074.241232552729,0.9855752308912407
(Intercept),-0.03621116918781451,0.047940695403615285,-0.755332580867898,0.4504895810813815,-0.1304555422469311,0.058033203871302085,20m,spec_sa,Null,NA,405,0,0,1123.3028965273922,1131.3106706616054,0.9647878842998594
(Intercept),-0.05353172205905829,0.045950846443546224,-1.1649779319043816,0.24471874865787693,-0.1438656943720466,0.036802250253930024,20m,spec_sa,Environment,NA,405,0.08914047530227628,0.08460883587591939,1089.489426513602,1105.504974782028,0.9230711955970581
env_elev_z,-0.303676005652873,0.05214416301741183,-5.8237775444103,1.1790305069361789e-8,-0.40618531163673266,-0.20116669966901335,20m,spec_sa,Environment,NA,405,0.08914047530227628,0.08460883587591939,1089.489426513602,1105.504974782028,0.9230711955970581
env_tri11_z,-0.054152918269648055,0.051948067801397296,-1.0424433585610946,0.29783266480103904,-0.15627672406830592,0.04797088752900982,20m,spec_sa,Environment,NA,405,0.08914047530227628,0.08460883587591939,1089.489426513602,1105.504974782028,0.9230711955970581
(Intercept),-0.14564229978723528,0.06112876730533539,-2.3825492678391282,0.01765611249443997,-0.2658133831378921,-0.025471216436578445,20m,spec_sa,Biodiversity,phy_faith,405,0.019707128475816443,0.0172746399608682,1117.241815622135,1129.2534768234545,0.9564184002130741
phy_faith_z,0.14317430769076234,0.050301254578710104,2.846336714459614,0.0046485229169466276,0.04428868438958401,0.24205993099194067,20m,spec_sa,Biodiversity,phy_faith,405,0.019707128475816443,0.0172746399608682,1117.241815622135,1129.2534768234545,0.9564184002130741
(Intercept),-0.10556983318953168,0.05935491715898102,-1.7786198388040013,0.07605963529411507,-0.22225551438763136,0.011115848008568005,20m,spec_sa,Biodiversity + environment,phy_faith,405,0.09346289959306207,0.08668082652268594,1089.562950900764,1109.5823862362968,0.922025916553376
phy_faith_z,0.06941230749500193,0.05019880623060238,1.3827481708655962,0.1675116136583935,-0.029273398436658216,0.16809801342666209,20m,spec_sa,Biodiversity + environment,phy_faith,405,0.09346289959306207,0.08668082652268594,1089.562950900764,1109.5823862362968,0.922025916553376
env_elev_z,-0.28649456082366115,0.05354674800657753,-5.350363401872117,1.4791065760080842e-7,-0.39176197700680504,-0.18122714464051726,20m,spec_sa,Biodiversity + environment,phy_faith,405,0.09346289959306207,0.08668082652268594,1089.562950900764,1109.5823862362968,0.922025916553376
env_tri11_z,-0.04927687716892678,0.05200892744145673,-0.947469590185161,0.34397014868581577,-0.15152109580095732,0.05296734146310377,20m,spec_sa,Biodiversity + environment,phy_faith,405,0.09346289959306207,0.08668082652268594,1089.562950900764,1109.5823862362968,0.922025916553376
(Intercept),-0.10841436735296531,0.06003072197642442,-1.805981400582561,0.07167281474003748,-0.22642950465939427,0.009600769953463636,20m,spec_sa,Biodiversity x elevation,phy_faith,405,0.09371453545973597,0.08465168081433327,1091.4505157086742,1115.4738381113134,0.923049593142905
phy_faith_z,0.06519807957597502,0.05182109711125972,1.258137770336953,0.20907584571748347,-0.0366776548747431,0.16707381402669313,20m,spec_sa,Biodiversity x elevation,phy_faith,405,0.09371453545973597,0.08465168081433327,1091.4505157086742,1115.4738381113134,0.923049593142905
env_elev_z,-0.2814020400223498,0.055741640714674696,-5.04832718259524,6.782617684316381e-7,-0.3909852195351908,-0.17181886050950884,20m,spec_sa,Biodiversity x elevation,phy_faith,405,0.09371453545973597,0.08465168081433327,1091.4505157086742,1115.4738381113134,0.923049593142905
env_tri11_z,-0.05236167732197109,0.05288307427406743,-0.9901405703194525,0.322703977306643,-0.15632516578528072,0.05160181114133853,20m,spec_sa,Biodiversity x elevation,phy_faith,405,0.09371453545973597,0.08465168081433327,1091.4505157086742,1115.4738381113134,0.923049593142905
phy_faith_z:env_elev_z,-0.024759693367987418,0.07429532761473165,-0.3332604372697852,0.7391123136639866,-0.17081779497006513,0.1212984082340903,20m,spec_sa,Biodiversity x elevation,phy_faith,405,0.09371453545973597,0.08465168081433327,1091.4505157086742,1115.4738381113134,0.923049593142905
(Intercept),-0.1738713085181613,0.062490897518806716,-2.7823461563475624,0.0056504172568263185,-0.29672015997429774,-0.051022457062024865,20m,spec_sa,Biodiversity,phy_afaith,405,0.027475965361965105,0.025062754357900507,1114.0193982741523,1126.031059475472,0.9526210460672864
phy_afaith_z,0.2669420754982212,0.07911124172418593,3.374262237330191,8.118744275026754e-4,0.11141982235471085,0.42246432864173156,20m,spec_sa,Biodiversity,phy_afaith,405,0.027475965361965105,0.025062754357900507,1114.0193982741523,1126.031059475472,0.9526210460672864
(Intercept),-0.14692412429885085,0.061060990078843594,-2.406186406560694,0.016571657615732323,-0.26696376992578763,-0.026884478671914083,20m,spec_sa,Biodiversity + environment,phy_afaith,405,0.10106708797920515,0.0943419040987502,1086.1514132009281,1106.1708485364609,0.9181507173677187
phy_afaith_z,0.1836911966139138,0.07963816412706377,2.3065724659452473,0.021587694378315245,0.02713073161246568,0.3402516616153619,20m,spec_sa,Biodiversity + environment,phy_afaith,405,0.10106708797920515,0.0943419040987502,1086.1514132009281,1106.1708485364609,0.9181507173677187
env_elev_z,-0.28932486795772167,0.05223805773280682,-5.538583946547047,5.526913834357025e-8,-0.39201953324874916,-0.18663020266669414,20m,spec_sa,Biodiversity + environment,phy_afaith,405,0.10106708797920515,0.0943419040987502,1086.1514132009281,1106.1708485364609,0.9181507173677187
env_tri11_z,-0.02496719853878051,0.053197875810899624,-0.46932698266995504,0.63909100890299,-0.12954876775671484,0.0796143706791538,20m,spec_sa,Biodiversity + environment,phy_afaith,405,0.10106708797920515,0.0943419040987502,1086.1514132009281,1106.1708485364609,0.9181507173677187
(Intercept),-0.15055830658265434,0.061604826375003245,-2.4439368705654667,0.014959120757389454,-0.27166799515578116,-0.029448618009527514,20m,spec_sa,Biodiversity x elevation,phy_afaith,405,0.1015659614376807,0.09258162105205747,1087.92659126815,1111.9499136707893,0.9190425663872858
phy_afaith_z,0.20328789809316267,0.08990879392169038,2.2610457690070263,0.024292957853890837,0.026535090357637514,0.3800407058286878,20m,spec_sa,Biodiversity x elevation,phy_afaith,405,0.1015659614376807,0.09258162105205747,1087.92659126815,1111.9499136707893,0.9190425663872858
env_elev_z,-0.30813923524436876,0.06578639389935989,-4.683935643527756,3.861979947402813e-6,-0.4374695190276758,-0.17880895146106174,20m,spec_sa,Biodiversity x elevation,phy_afaith,405,0.1015659614376807,0.09258162105205747,1087.92659126815,1111.9499136707893,0.9190425663872858
env_tri11_z,-0.0256775489643971,0.05327087766491129,-0.48201850785932343,0.6300564299780514,-0.13040342490051288,0.0790483269717187,20m,spec_sa,Biodiversity x elevation,phy_afaith,405,0.1015659614376807,0.09258162105205747,1087.92659126815,1111.9499136707893,0.9190425663872858
phy_afaith_z:env_elev_z,0.06334715301605001,0.13441415463995415,0.47128334947858447,0.6376953360079872,-0.20089929269538961,0.3275935987274896,20m,spec_sa,Biodiversity x elevation,phy_afaith,405,0.1015659614376807,0.09258162105205747,1087.92659126815,1111.9499136707893,0.9190425663872858
(Intercept),0.03394741561839474,0.07220585330083365,0.4701476967103829,0.6385038178126267,-0.10799975586763061,0.17589458710442007,20m,spec_sa,Biodiversity,sp_shannon,405,0.004166475538246242,0.0016954246090608027,1123.6119488370289,1135.6236100383485,0.9639696747888221
sp_shannon_z,-0.08044272218444005,0.061950267892741114,-1.2985048317097876,0.19485646491627776,-0.20222876719576055,0.04134332282688043,20m,spec_sa,Biodiversity,sp_shannon,405,0.004166475538246242,0.0016954246090608027,1123.6119488370289,1135.6236100383485,0.9639696747888221
(Intercept),-0.009088692709998205,0.0700771573826815,-0.12969551062646753,0.8968723647708776,-0.1468531987865999,0.12867581336660347,20m,spec_sa,Biodiversity + environment,sp_shannon,405,0.0907412731876684,0.08393883882248887,1090.7770296017961,1110.796464937329,0.9234089429346041
sp_shannon_z,-0.05073564818710766,0.060383254256460225,-0.8402271260774191,0.4012817401771165,-0.16944293467865323,0.0679716383044379,20m,spec_sa,Biodiversity + environment,sp_shannon,405,0.0907412731876684,0.08393883882248887,1090.7770296017961,1110.796464937329,0.9234089429346041
env_elev_z,-0.30289841024549197,0.05217145122242746,-5.805826810416231,1.3038733204878456e-8,-0.4054621339665898,-0.20033468652439415,20m,spec_sa,Biodiversity + environment,sp_shannon,405,0.0907412731876684,0.08393883882248887,1090.7770296017961,1110.796464937329,0.9234089429346041
env_tri11_z,-0.04633017750336151,0.05279448866935232,-0.8775570835343008,0.3807095860659332,-0.15011872896217865,0.05745837395545563,20m,spec_sa,Biodiversity + environment,sp_shannon,405,0.0907412731876684,0.08393883882248887,1090.7770296017961,1110.796464937329,0.9234089429346041
(Intercept),-0.014044561025246647,0.07215997097922293,-0.19463091288230294,0.8457807137936548,-0.15590473866038085,0.12781561660988755,20m,spec_sa,Biodiversity x elevation,sp_shannon,405,0.09093710024274139,0.08184647124516875,1092.6897953562675,1116.7131177589067,0.9244629167265653
sp_shannon_z,-0.04572034236398996,0.06282022198789322,-0.7277965743706101,0.46716391668192103,-0.16921939217440415,0.07777870744642423,20m,spec_sa,Biodiversity x elevation,sp_shannon,405,0.09093710024274139,0.08184647124516875,1092.6897953562675,1116.7131177589067,0.9244629167265653
env_elev_z,-0.3176719074301878,0.07253299008676652,-4.379688567232338,1.5197242701447378e-5,-0.46026540793310233,-0.17507840692727328,20m,spec_sa,Biodiversity x elevation,sp_shannon,405,0.09093710024274139,0.08184647124516875,1092.6897953562675,1116.7131177589067,0.9244629167265653
env_tri11_z,-0.04400116923574177,0.05344694083417196,-0.8232682460210909,0.4108460176945252,-0.14907316992949524,0.06107083145801168,20m,spec_sa,Biodiversity x elevation,sp_shannon,405,0.09093710024274139,0.08184647124516875,1092.6897953562675,1116.7131177589067,0.9244629167265653
sp_shannon_z:env_elev_z,0.02123859997852823,0.07235299448953528,0.29354140942431983,0.7692605929089149,-0.12100104495806249,0.16347824491511895,20m,spec_sa,Biodiversity x elevation,sp_shannon,405,0.09093710024274139,0.08184647124516875,1092.6897953562675,1116.7131177589067,0.9244629167265653
(Intercept),0.20858011778286253,0.045558676083701254,4.578274342293337,6.471946330543622e-6,0.1189847015839092,0.29817553398181584,20m,spec_pca_mean,Null,NA,360,0,0,919.7287800744298,927.5009881373301,0.8644151016380154
(Intercept),0.20705415904838312,0.04542849308496257,4.557803814032316,7.109602113401592e-6,0.11771306698018275,0.2963952511165835,20m,spec_pca_mean,Environment,NA,360,0.015585964039309976,0.010071039468101728,918.0736472913266,933.6180634171271,0.860051307546905
env_elev_z,-0.049857596166675344,0.051479785357732365,-0.9684888120689616,0.33345596309614634,-0.15109934844524203,0.05138415611189136,20m,spec_pca_mean,Environment,NA,360,0.015585964039309976,0.010071039468101728,918.0736472913266,933.6180634171271,0.860051307546905
env_tri11_z,-0.09452442996153038,0.05051235405351004,-1.871313102164994,0.06211938052259176,-0.1938636016491332,0.0048147417260724495,20m,spec_pca_mean,Environment,NA,360,0.015585964039309976,0.010071039468101728,918.0736472913266,933.6180634171271,0.860051307546905
(Intercept),0.14630586458046374,0.0589288443903888,2.482754686503338,0.013494588162898172,0.030415661481225473,0.262196067679702,20m,spec_pca_mean,Biodiversity,phy_faith,360,0.00763963475979796,0.004867678432311395,918.9679522234026,930.626264317753,0.8623086878013215
phy_faith_z,0.08021984116375212,0.048321309103479815,1.6601338550650973,0.09776312748578214,-0.01480945024615532,0.17524913257365957,20m,spec_pca_mean,Biodiversity,phy_faith,360,0.00763963475979796,0.004867678432311395,918.9679522234026,930.626264317753,0.8623086878013215
(Intercept),0.16128744359661665,0.060585165594114476,2.662160646339553,0.008116235454606732,0.042137627971036234,0.2804372592221971,20m,spec_pca_mean,Biodiversity + environment,phy_faith,360,0.01917356818947587,0.010908176910173761,918.7592647005437,938.1897848577944,0.8596875776943087
phy_faith_z,0.05820922033743589,0.051010620329397675,1.14111963276576,0.2545871689793066,-0.042110815889132625,0.1585292565640044,20m,spec_pca_mean,Biodiversity + environment,phy_faith,360,0.01917356818947587,0.010908176910173761,918.7592647005437,938.1897848577944,0.8596875776943087
env_elev_z,-0.03127863491915302,0.05397230156519372,-0.579531241249203,0.5625973219953899,-0.13742326153391915,0.07486599169561312,20m,spec_pca_mean,Biodiversity + environment,phy_faith,360,0.01917356818947587,0.010908176910173761,918.7592647005437,938.1897848577944,0.8596875776943087
env_tri11_z,-0.0908286436811082,0.05059475905938781,-1.7952184251830137,0.07346696373952318,-0.19033082634300297,0.008673538980786585,20m,spec_pca_mean,Biodiversity + environment,phy_faith,360,0.01917356818947587,0.010908176910173761,918.7592647005437,938.1897848577944,0.8596875776943087
(Intercept),0.09047994117006586,0.05993019379513406,1.5097555245585113,0.13198788190520044,-0.027379528204282952,0.20833941054441468,20m,spec_pca_mean,Biodiversity,phy_afaith,360,0.024351734225517885,0.021626459740114234,912.8536493322345,924.5119614265849,0.8550168922063399
phy_afaith_z,0.22407063540643052,0.07495923112359552,2.989233374565631,0.0029900470164037703,0.07665487307573274,0.3714863977371283,20m,spec_pca_mean,Biodiversity,phy_afaith,360,0.024351734225517885,0.021626459740114234,912.8536493322345,924.5119614265849,0.8550168922063399
(Intercept),0.10818764606865618,0.06121190852452717,1.7674280818299624,0.07801320253134904,-0.012194753538019493,0.22857004567533185,20m,spec_pca_mean,Biodiversity + environment,phy_afaith,360,0.031141972498174065,0.022977438558551944,914.3393908566319,933.7699110138826,0.8544263668626746
phy_afaith_z,0.18781094876541282,0.07855555355615917,2.390804217694771,0.01733046906975208,0.0333196697403203,0.34230222779050534,20m,spec_pca_mean,Biodiversity + environment,phy_afaith,360,0.031141972498174065,0.022977438558551944,914.3393908566319,933.7699110138826,0.8544263668626746
env_elev_z,-0.028683581944748713,0.05190426500252969,-0.55262475912819,0.5808671913682384,-0.13076110446345351,0.07339394057395608,20m,spec_pca_mean,Biodiversity + environment,phy_afaith,360,0.031141972498174065,0.022977438558551944,914.3393908566319,933.7699110138826,0.8544263668626746
env_tri11_z,-0.06881963851540199,0.05132082942440262,-1.3409689454995213,0.18078548614177425,-0.1697497474571767,0.03211047042637272,20m,spec_pca_mean,Biodiversity + environment,phy_afaith,360,0.031141972498174065,0.022977438558551944,914.3393908566319,933.7699110138826,0.8544263668626746
(Intercept),0.32471691792682833,0.07396748321475383,4.389995492804047,1.4940362298524763e-5,0.1792515394491975,0.4701822964044592,20m,spec_pca_mean,Biodiversity,sp_shannon,360,0.01091973849923711,0.008156944472698657,917.7760533505148,929.4343654448652,0.8608823898609045
sp_shannon_z,-0.12645832182907119,0.06360855785096185,-1.9880708838796437,0.04756509647552671,-0.25155170800448234,-0.0013649356536600543,20m,spec_pca_mean,Biodiversity,sp_shannon,360,0.01091973849923711,0.008156944472698657,917.7760533505148,929.4343654448652,0.8608823898609045
(Intercept),0.3088905544591781,0.07515752740332236,4.109908416778537,4.9171457066851246e-5,0.1610820035512922,0.45669910536706404,20m,spec_pca_mean,Biodiversity + environment,sp_shannon,360,0.023497142779601833,0.015268186117632143,917.1688431064857,936.5993632637364,0.8577906933755771
sp_shannon_z,-0.10990704822696643,0.06471675098081733,-1.6982782133105527,0.0903290402416666,-0.23718224623352377,0.01736814977959092,20m,spec_pca_mean,Biodiversity + environment,sp_shannon,360,0.023497142779601833,0.015268186117632143,917.1688431064857,936.5993632637364,0.8577906933755771
env_elev_z,-0.0567223284078227,0.0515033398623822,-1.1013330117888611,0.2714958119540565,-0.1580113715015761,0.04456671468593069,20m,spec_pca_mean,Biodiversity + environment,sp_shannon,360,0.023497142779601833,0.015268186117632143,917.1688431064857,936.5993632637364,0.8577906933755771
env_tri11_z,-0.0770487842492017,0.05141975296659805,-1.4984277403909758,0.13490832318992385,-0.1781734411747614,0.024075872676357996,20m,spec_pca_mean,Biodiversity + environment,sp_shannon,360,0.023497142779601833,0.015268186117632143,917.1688431064857,936.5993632637364,0.8577906933755771
(Intercept),0.14271972380564033,0.043283320482455645,3.297337686083719,0.0010735708793362462,0.05759900813836358,0.22784043947291707,20m,spec_rao_q,Null,NA,360,0,0,882.8404967243089,890.6127047872092,0.8212432645174677
(Intercept),0.14311047314567726,0.043187872097322035,3.3136727093935976,0.0010150842380758848,0.05817585622892754,0.22804509006242699,20m,spec_rao_q,Environment,NA,360,0.014297636067588151,0.008775493972728698,881.656197173147,897.2006132989476,0.8176319165595521
env_elev_z,-0.07127816909593293,0.04894070295198234,-1.4564189886252095,0.14615573552906178,-0.16752648268489562,0.02497014449302974,20m,spec_rao_q,Environment,NA,360,0.014297636067588151,0.008775493972728698,881.656197173147,897.2006132989476,0.8176319165595521
env_tri11_z,-0.0644807417719308,0.04802098722750172,-1.342761685978054,0.18020226471015538,-0.15892031371798404,0.029958830174122444,20m,spec_rao_q,Environment,NA,360,0.014297636067588151,0.008775493972728698,881.656197173147,897.2006132989476,0.8176319165595521
(Intercept),0.08365675673457125,0.05598647285290328,1.4942315968781927,0.13599595848665286,-0.02644694166395324,0.19376045513309575,20m,spec_rao_q,Biodiversity,phy_faith,360,0.007613548349679466,0.004841519155125429,882.0891321534974,893.7474442478479,0.819252819902325
phy_faith_z,0.07608315786143505,0.04590858158385942,1.657275290077453,0.0983398531782637,-0.014201233403823815,0.1663675491266939,20m,spec_rao_q,Biodiversity,phy_faith,360,0.007613548349679466,0.004841519155125429,882.0891321534974,893.7474442478479,0.819252819902325
(Intercept),0.10330590835399386,0.05761416098001446,1.7930645278307398,0.07381136291394498,-0.010000981061492054,0.21661279776947978,20m,spec_rao_q,Biodiversity + environment,phy_faith,360,0.017304209644008927,0.009023065343256254,882.556452868997,901.9869730262477,0.817529803015182
phy_faith_z,0.05062615176823692,0.04850913689066186,1.0436415696767962,0.2973594125281904,-0.04477434206551902,0.14602664560199285,20m,spec_rao_q,Biodiversity + environment,phy_faith,360,0.017304209644008927,0.009023065343256254,882.556452868997,901.9869730262477,0.817529803015182
env_elev_z,-0.05511953810309796,0.05132558177147303,-1.073919402385296,0.28358617085026105,-0.15605899324821593,0.04581991704202001,20m,spec_rao_q,Biodiversity + environment,phy_faith,360,0.017304209644008927,0.009023065343256254,882.556452868997,901.9869730262477,0.817529803015182
env_tri11_z,-0.06126641531211899,0.04811366882647901,-1.2733681884263512,0.20371824019485765,-0.15588916187934326,0.03335633125510529,20m,spec_rao_q,Biodiversity + environment,phy_faith,360,0.017304209644008927,0.009023065343256254,882.556452868997,901.9869730262477,0.817529803015182
(Intercept),0.061953948690732154,0.057278437137080175,1.0816277780495727,0.28014599772745014,-0.05069054284295591,0.17459844022442023,20m,spec_rao_q,Biodiversity,phy_afaith,360,0.012617827377023721,0.009859776615507077,880.2691777763656,891.927489870716,0.8171845977804741
phy_afaith_z,0.1532363377272836,0.07164247828788664,2.13890336277204,0.03311962368422011,0.012343343045207317,0.2941293324093599,20m,spec_rao_q,Biodiversity,phy_afaith,360,0.012617827377023721,0.009859776615507077,880.2691777763656,891.927489870716,0.8171845977804741
(Intercept),0.08265468132738021,0.05846606972117134,1.4137205001390722,0.15831782513146916,-0.032327614409822916,0.19763697706458333,20m,spec_rao_q,Biodiversity + environment,phy_afaith,360,0.020741948891291467,0.012489774303296786,881.2948662104133,900.725386367664,0.8160985785402144
phy_afaith_z,0.11484434190661605,0.07503171493761375,1.5306106491382359,0.1267537304547527,-0.032716779916186406,0.26240546372941853,20m,spec_rao_q,Biodiversity + environment,phy_afaith,360,0.020741948891291467,0.012489774303296786,881.2948662104133,900.725386367664,0.8160985785402144
env_elev_z,-0.05833049088641677,0.04957594771363969,-1.176588518758028,0.24014590190912372,-0.15582902822007413,0.03916804644724059,20m,spec_rao_q,Biodiversity + environment,phy_afaith,360,0.020741948891291467,0.012489774303296786,881.2948662104133,900.725386367664,0.8160985785402144
env_tri11_z,-0.048762542823025556,0.04901868384112179,-0.9947746247343884,0.32052154922020487,-0.1451651371644638,0.04764005151841269,20m,spec_rao_q,Biodiversity + environment,phy_afaith,360,0.020741948891291467,0.012489774303296786,881.2948662104133,900.725386367664,0.8160985785402144
(Intercept),0.25330575321298476,0.07027153857616886,3.6046706582128,3.568396899368445e-4,0.11510886573055512,0.3915026406954144,20m,spec_rao_q,Biodiversity,sp_shannon,360,0.010969178556309044,0.00820652263048871,880.869774630262,892.5280867246124,0.8178665467502121
sp_shannon_z,-0.12041423286380852,0.060430219233236764,-1.9926161842811982,0.047062390911525524,-0.23925705852447132,-0.0015714072031457194,20m,spec_rao_q,Biodiversity,sp_shannon,360,0.010969178556309044,0.00820652263048871,880.869774630262,892.5280867246124,0.8178665467502121
(Intercept),0.24691817287481294,0.07140727098108178,3.4578855833915005,6.103646269453809e-4,0.10648506374177005,0.38735128200785585,20m,spec_rao_q,Biodiversity + environment,sp_shannon,360,0.023405055635248417,0.015175322958017379,880.3145072340228,899.7450273912735,0.8149881269805076
sp_shannon_z,-0.11203458070601688,0.06148747482741336,-1.822071584830603,0.06928301829834412,-0.23295892278094424,0.008889761368910482,20m,spec_rao_q,Biodiversity + environment,sp_shannon,360,0.023405055635248417,0.015175322958017379,880.3145072340228,899.7450273912735,0.8149881269805076
env_elev_z,-0.07827578581572509,0.04893339460527946,-1.5996393965130689,0.1105656603821086,-0.17451064608190237,0.017959074450452195,20m,spec_rao_q,Biodiversity + environment,sp_shannon,360,0.023405055635248417,0.015175322958017379,880.3145072340228,899.7450273912735,0.8149881269805076
env_tri11_z,-0.04666681016761283,0.048853978579713624,-0.9552304955361608,0.34010932918689596,-0.14274548690749134,0.049411866572265664,20m,spec_rao_q,Biodiversity + environment,sp_shannon,360,0.023405055635248417,0.015175322958017379,880.3145072340228,899.7450273912735,0.8149881269805076
(Intercept),0.5692248527176257,0.05064538611750048,11.239421719423527,2.568400525287917e-25,0.46962594340301794,0.6688237620322334,20m,spec_alpha,Null,NA,360,0,0,995.9386587352795,1003.7108667981798,0.9609286386598412
(Intercept),0.5684538721307659,0.05025936255216395,11.310407519410347,1.47795766792375e-25,0.46961224142414965,0.6672955028373821,20m,spec_alpha,Environment,NA,360,0.02497106340308254,0.01950871641934626,990.8349319843303,1006.3793481101309,0.9515092300909009
env_elev_z,-0.09116020782236926,0.05695414971310805,-1.6005893913185514,0.11035240443820565,-0.2031680158662853,0.02084760022154676,20m,spec_alpha,Environment,NA,360,0.02497106340308254,0.01950871641934626,990.8349319843303,1006.3793481101309,0.9515092300909009
env_tri11_z,-0.11737018551925577,0.0558838416891926,-2.1002526306625415,0.03640777020134967,-0.22727309240505666,-0.00746727863345488,20m,spec_alpha,Environment,NA,360,0.02497106340308254,0.01950871641934626,990.8349319843303,1006.3793481101309,0.9515092300909009
(Intercept),0.4789361408826214,0.06533134971478995,7.330877794098261,1.5358725876690436e-12,0.3504546906604407,0.6074175911048021,20m,spec_alpha,Biodiversity,phy_faith,360,0.012995256945442513,0.010238260456463366,993.2297024831114,1004.8880145774618,0.9559968641441413
phy_faith_z,0.11630723372536303,0.05357132617097084,2.171072512824733,0.03058213853873465,0.010953193026375097,0.22166127442435096,20m,spec_alpha,Biodiversity,phy_faith,360,0.012995256945442513,0.010238260456463366,993.2297024831114,1004.8880145774618,0.9559968641441413
(Intercept),0.5049471695569399,0.06695750379896893,7.541308156782204,3.909851039828062e-13,0.3732651950312935,0.6366291440825862,20m,spec_alpha,Biodiversity + environment,phy_faith,360,0.03056099600340326,0.022391566194443158,990.7650791080473,1010.195599265298,0.9501093821386694
phy_faith_z,0.08077214208041136,0.056375909366586076,1.4327421586264453,0.15280906255652418,-0.030099539805454448,0.19164382396627716,20m,spec_alpha,Biodiversity + environment,phy_faith,360,0.03056099600340326,0.022391566194443158,990.7650791080473,1010.195599265298,0.9501093821386694
env_elev_z,-0.06537971310190986,0.05964909976975653,-1.0960720841433198,0.27378814207167357,-0.18268861487849863,0.051929188674678925,20m,spec_alpha,Biodiversity + environment,phy_faith,360,0.03056099600340326,0.022391566194443158,990.7650791080473,1010.195599265298,0.9501093821386694
env_tri11_z,-0.11224184721115568,0.05591630787348997,-2.0073186424450915,0.04547117394578161,-0.22220965382282465,-0.002274040599486729,20m,spec_alpha,Biodiversity + environment,phy_faith,360,0.03056099600340326,0.022391566194443158,990.7650791080473,1010.195599265298,0.9501093821386694
(Intercept),0.39282260354533954,0.06594849760217002,5.956505725346711,6.161058264534536e-9,0.26312746256185815,0.5225177445288209,20m,spec_alpha,Biodiversity,phy_afaith,360,0.04396422833424459,0.041293737351937976,981.75307724995,993.4113893443005,0.9408793113240846
phy_afaith_z,0.3346867480880191,0.08248677938392254,4.057459275143584,6.0937770067970975e-5,0.17246721511234842,0.49690628106368984,20m,spec_alpha,Biodiversity,phy_afaith,360,0.04396422833424459,0.041293737351937976,981.75307724995,993.4113893443005,0.9408793113240846
(Intercept),0.418664238243997,0.06724359219694377,6.226083773421988,1.3469489899632666e-9,0.2864196279718433,0.5509088485161507,20m,spec_alpha,Biodiversity + environment,phy_afaith,360,0.05386626127116035,0.04589322414704089,982.0049737940419,1001.4354939512926,0.9386196176616234
phy_afaith_z,0.28454663169183003,0.08629624096786562,3.2973235971864345,0.0010744684440894658,0.1148321298055679,0.45426113357809217,20m,spec_alpha,Biodiversity + environment,phy_afaith,360,0.05386626127116035,0.04589322414704089,982.0049737940419,1001.4354939512926,0.9386196176616234
env_elev_z,-0.05908010564595309,0.05701879443464335,-1.0361514344831069,0.3008347935918352,-0.17121611744783555,0.05305590615592938,20m,spec_alpha,Biodiversity + environment,phy_afaith,360,0.05386626127116035,0.04589322414704089,982.0049737940419,1001.4354939512926,0.9386196176616234
