scale,quad_id,n_pixels,sample_rule,rule_type,rule_value,rule_label,rule_axis_label,sample_label,sample_size,sample_fraction,source_method,source_entropy,n_boot,entropy_mean,entropy_sd,entropy_cv,entropy_se,ci_t,ci_half_width,ci_low,ci_high,entropy_min,entropy_max,pair_method,fixed_4000_reference,delta_from_fixed_4000,scale_quad,quad_axis_label
20m,1910,25613,fixed_3000,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (11.7%)",3000,0.11712802092687308,bootstrap_mean,2.79976085257441,50,2.7999522608220673,0.015469642787852114,0.0055249666232917195,0.0021877378635647596,2.0095752371292397,0.004396423835949768,2.7955558369861175,2.804348684658017,2.7697672820928316,2.8283328894346154,sampled_pairs_within_sample,2.8029505301543085,-0.0029982693322412324,"20m / 1910
n = 25,613 px","1910
n = 25,613 px"
20m,1910,25613,fixed_4000,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (15.6%)",4000,0.1561706945691641,bootstrap_mean,2.79976085257441,50,2.8029505301543085,0.01286712667428042,0.004590565026337463,0.0018196865051539985,2.0095752371292397,0.003656796940095724,2.799293733214213,2.806607327094404,2.7767669229451317,2.831375627379981,sampled_pairs_within_sample,2.8029505301543085,0,"20m / 1910
n = 25,613 px","1910
n = 25,613 px"
20m,206,23348,pct_1,percent,0.01,1% of pixels,1%,1% of pixels = 233 pixels (1.0%),233,0.009979441493918108,bootstrap_mean,2.95886241130822,50,2.957741359643645,0.0465013467212432,0.015721911102749626,0.006576283520179579,2.0095752371292397,0.013215536514493987,2.944525823129151,2.970956896158139,2.8605126704979074,3.046992854562012,all_pairs_within_sample,2.9550642513768195,0.0026771082668255453,"20m / 206
n = 23,348 px","206
n = 23,348 px"
20m,206,23348,pct_2,percent,0.02,2% of pixels,2%,2% of pixels = 467 pixels (2.0%),467,0.020001713208840158,bootstrap_mean,2.95886241130822,50,2.950379672036831,0.03380937592575964,0.011459330555385408,0.004781367796957969,2.0095752371292397,0.009608518324373922,2.9407711537124572,2.9599881903612046,2.883994562703915,3.0216379830647666,all_pairs_within_sample,2.9550642513768195,-0.004684579339988559,"20m / 206
n = 23,348 px","206
n = 23,348 px"
20m,206,23348,pct_3,percent,0.03,3% of pixels,3%,3% of pixels = 700 pixels (3.0%),700,0.029981154702758268,bootstrap_mean,2.95886241130822,50,2.905358199065061,0.18200421689250237,0.06264432969093828,0.02573928319384712,2.0095752371292397,0.051725026127811984,2.853633172937249,2.957083225192873,2.259875321428268,3.0298865287283867,all_pairs_within_sample,2.9550642513768195,-0.04970605231175851,"20m / 206
n = 23,348 px","206
n = 23,348 px"
20m,206,23348,fixed_1250,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (5.4%)",1250,0.05353777625492548,bootstrap_mean,2.95886241130822,50,2.954145922824681,0.02017274470558964,0.006828621616057802,0.002852856915293492,2.0095752371292397,0.00573303061204671,2.9484128922126343,2.959878953436728,2.9126188701764235,2.995304879892265,sampled_pairs_within_sample,2.9550642513768195,-9.183285521383588e-4,"20m / 206
n = 23,348 px","206
n = 23,348 px"
20m,206,23348,fixed_2000,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (8.6%)",2000,0.08566044200788075,bootstrap_mean,2.95886241130822,50,2.9601792850634006,0.016085762933680435,0.00543405023298645,0.0022748704101929296,2.0095752371292397,0.004571523244001747,2.9556077618193988,2.9647508083074023,2.9153620465451473,2.9943481771403735,sampled_pairs_within_sample,2.9550642513768195,0.005115033686581061,"20m / 206
n = 23,348 px","206
n = 23,348 px"
20m,206,23348,fixed_3000,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (12.8%)",3000,0.12849066301182113,bootstrap_mean,2.95886241130822,50,2.953077990401608,0.011892762605693817,0.004027242979815933,0.0016818906171055786,2.0095752371292397,0.003379885735695386,2.9496981046659125,2.956457876137303,2.9263005698553672,2.980571669074697,sampled_pairs_within_sample,2.9550642513768195,-0.0019862609752117066,"20m / 206
n = 23,348 px","206
n = 23,348 px"
20m,206,23348,fixed_4000,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (17.1%)",4000,0.1713208840157615,bootstrap_mean,2.95886241130822,50,2.9550642513768195,0.01201258320966329,0.004065083594736191,0.0016988358094241149,2.0095752371292397,0.0034139383745671096,2.9516503130022524,2.9584781897513865,2.9325303234414957,2.9837889127003256,sampled_pairs_within_sample,2.9550642513768195,0,"20m / 206
n = 23,348 px","206
n = 23,348 px"
20m,219,29380,pct_1,percent,0.01,1% of pixels,1%,1% of pixels = 294 pixels (1.0%),294,0.010006807351940095,bootstrap_mean,2.8876492124115,50,2.8841074905100927,0.10444942266001091,0.03621550965201288,0.01477137901078271,2.0095752371292397,0.029684197478319536,2.8544232930317732,2.9137916879884123,2.286192751876264,3.004407666682674,all_pairs_within_sample,2.881699895815729,0.0024075946943638016,"20m / 219
n = 29,380 px","219
n = 29,380 px"
20m,219,29380,pct_2,percent,0.02,2% of pixels,2%,2% of pixels = 588 pixels (2.0%),588,0.02001361470388019,bootstrap_mean,2.8876492124115,50,2.7788573145761077,0.24541547233133057,0.08831524779773255,0.034706988938716675,2.0095752371292397,0.06974630552656345,2.7091110090495443,2.848603620102671,2.1584107876017593,2.955070839486915,all_pairs_within_sample,2.881699895815729,-0.1028425812396212,"20m / 219
n = 29,380 px","219
n = 29,380 px"
20m,219,29380,pct_3,percent,0.03,3% of pixels,3%,3% of pixels = 881 pixels (3.0%),881,0.02998638529611981,bootstrap_mean,2.8876492124115,50,2.8939154511457206,0.032985216663774256,0.011398127284857333,0.004664814076372457,2.0095752371292397,0.009374294853689995,2.8845411562920305,2.9032897459994107,2.8382410010369945,2.976578907300992,sampled_pairs_within_sample,2.881699895815729,0.012215555329991634,"20m / 219
n = 29,380 px","219
n = 29,380 px"
20m,219,29380,fixed_1250,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (4.3%)",1250,0.042545949625595644,bootstrap_mean,2.8876492124115,50,2.8852226851936806,0.02341421108988419,0.008115218007275729,0.003311269487558075,2.0095752371292397,0.006654245165658335,2.8785684400280225,2.891876930359339,2.8146924856784508,2.9282889481250356,sampled_pairs_within_sample,2.881699895815729,0.003522789377951696,"20m / 219
n = 29,380 px","219
n = 29,380 px"
20m,219,29380,fixed_2000,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (6.8%)",2000,0.06807351940095303,bootstrap_mean,2.8876492124115,50,2.8776654841662426,0.09851729207284157,0.03423514394390611,0.013932449057768395,2.0095752371292397,0.027998304619055975,2.8496671795471866,2.9056637887852985,2.2089713408821128,2.9344741023962393,sampled_pairs_within_sample,2.881699895815729,-0.004034411649486369,"20m / 219
n = 29,380 px","219
n = 29,380 px"
20m,219,29380,fixed_3000,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (10.2%)",3000,0.10211027910142954,bootstrap_mean,2.8876492124115,50,2.89174846434899,0.0165414466042361,0.005720223182675752,0.002339313812898107,2.0095752371292397,0.004701027110274419,2.887047437238716,2.8964494914592644,2.861088370769284,2.92975312777682,sampled_pairs_within_sample,2.881699895815729,0.010048568533261193,"20m / 219
n = 29,380 px","219
n = 29,380 px"
20m,219,29380,fixed_4000,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (13.6%)",4000,0.13614703880190607,bootstrap_mean,2.8876492124115,50,2.881699895815729,0.09991736885286304,0.03467306536601696,0.014130449814835395,2.0095752371292397,0.02839620203739066,2.8533036937783383,2.9100960978531196,2.197937622556215,2.924817138470332,sampled_pairs_within_sample,2.881699895815729,0,"20m / 219
n = 29,380 px","219
n = 29,380 px"
20m,302,26326,pct_1,percent,0.01,1% of pixels,1%,1% of pixels = 263 pixels (1.0%),263,0.009990123831953203,bootstrap_mean,2.84573939709323,50,2.838346784661186,0.03974559824558926,0.014003080405953178,0.005620876408354462,2.0095752371292397,0.011295574041193067,2.827051210619993,2.8496423587023787,2.7579120263450037,2.943671588362682,all_pairs_within_sample,2.8438695863845043,-0.005522801723318427,"20m / 302
n = 26,326 px","302
n = 26,326 px"
20m,302,26326,pct_2,percent,0.02,2% of pixels,2%,2% of pixels = 527 pixels (2.0%),527,0.02001823292562486,bootstrap_mean,2.84573939709323,50,2.8408140520292213,0.029965424889194528,0.010548182436576563,0.00423775102805712,2.0095752371292397,0.008516079527102566,2.832297972502119,2.8493301315563238,2.7762607732761637,2.9400964644500274,all_pairs_within_sample,2.8438695863845043,-0.0030555343552829406,"20m / 302
n = 26,326 px","302
n = 26,326 px"
20m,302,26326,pct_3,percent,0.03,3% of pixels,3%,3% of pixels = 790 pixels (3.0%),790,0.03000835675757806,bootstrap_mean,2.84573939709323,50,2.8489092285587203,0.024807952107468344,0.00870787733732704,0.0035083742325083935,2.0095752371292397,0.007050341980231169,2.841858886578489,2.8559595705389516,2.7889971519600967,2.8980351580310755,sampled_pairs_within_sample,2.8438695863845043,0.005039642174216041,"20m / 302
n = 26,326 px","302
n = 26,326 px"
20m,302,26326,fixed_1250,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (4.7%)",1250,0.04748157714806655,bootstrap_mean,2.84573939709323,50,2.84183317249723,0.02005874726000786,0.007058383107823833,0.0028367352419317276,2.0095752371292397,0.005700632896477822,2.836132539600752,2.847533805393708,2.7982405289007057,2.883263412630127,sampled_pairs_within_sample,2.8438695863845043,-0.0020364138872741577,"20m / 302
n = 26,326 px","302
n = 26,326 px"
20m,302,26326,fixed_2000,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (7.6%)",2000,0.07597052343690648,bootstrap_mean,2.84573939709323,50,2.8429092444791264,0.01613298833018794,0.005674816514638265,0.0022815490898158656,2.0095752371292397,0.004584944553188719,2.8383242999259375,2.8474941890323153,2.811665409533052,2.8800591703186535,sampled_pairs_within_sample,2.8438695863845043,-9.603419053778595e-4,"20m / 302
n = 26,326 px","302
n = 26,326 px"
20m,302,26326,fixed_3000,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (11.4%)",3000,0.11395578515535972,bootstrap_mean,2.84573939709323,50,2.847151475051406,0.012179157976765978,0.0042776642140355675,0.001722393038902691,2.0095752371292397,0.003461278399582627,2.8436901966518233,2.8506127534509886,2.8124504613405543,2.8767039884297128,sampled_pairs_within_sample,2.8438695863845043,0.003281888666901711,"20m / 302
n = 26,326 px","302
n = 26,326 px"
20m,302,26326,fixed_4000,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (15.2%)",4000,0.15194104687381296,bootstrap_mean,2.84573939709323,50,2.8438695863845043,0.014461877201562898,0.0050852814316104805,0.002045218287582451,2.0095752371292397,0.004110020025249562,2.8397595663592545,2.847979606409754,2.8121214514414037,2.8711418557736286,sampled_pairs_within_sample,2.8438695863845043,0,"20m / 302
n = 26,326 px","302
n = 26,326 px"
20m,317,31152,pct_1,percent,0.01,1% of pixels,1%,1% of pixels = 312 pixels (1.0%),312,0.010015408320493066,bootstrap_mean,2.79553240293147,50,2.8085292715767496,0.09642458311913163,0.03433276772116299,0.013636495319324773,2.0095752371292397,0.027403563314943848,2.781125708261806,2.8359328348916932,2.7284457168136798,3.39360419995311,all_pairs_within_sample,2.7915768545133877,0.016952417063361924,"20m / 317
n = 31,152 px","317
n = 31,152 px"
20m,317,31152,pct_2,percent,0.02,2% of pixels,2%,2% of pixels = 623 pixels (2.0%),623,0.019998715973292246,bootstrap_mean,2.79553240293147,50,2.7939810197308548,0.03260244671613856,0.011668814671933299,0.004610682231250932,2.0095752371292397,0.009265512838193664,2.784715506892661,2.8032465325690485,2.7232850226194536,2.8815061023698822,all_pairs_within_sample,2.7915768545133877,0.0024041652174671135,"20m / 317
n = 31,152 px","317
n = 31,152 px"
20m,317,31152,pct_3,percent,0.03,3% of pixels,3%,3% of pixels = 935 pixels (3.0%),935,0.03001412429378531,bootstrap_mean,2.79553240293147,50,2.8064779070711836,0.09933043708408217,0.03539327241230363,0.014047445128075643,2.0095752371292397,0.02822939787431259,2.778248509196871,2.8347073049454963,2.7290174673865426,3.4644400999797123,sampled_pairs_within_sample,2.7915768545133877,0.014901052557795946,"20m / 317
n = 31,152 px","317
n = 31,152 px"
20m,317,31152,fixed_1250,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (4.0%)",1250,0.040125834617360044,bootstrap_mean,2.79553240293147,50,2.7904279874137514,0.024851877343788274,0.008906116716103363,0.0035145861990018025,2.0095752371292397,0.007062825394270201,2.7833651620194813,2.7974908128080216,2.7203723335170724,2.846091646392469,sampled_pairs_within_sample,2.7915768545133877,-0.0011488670996362416,"20m / 317
n = 31,152 px","317
n = 31,152 px"
20m,317,31152,fixed_2000,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (6.4%)",2000,0.06420133538777606,bootstrap_mean,2.79553240293147,50,2.802385234760359,0.019174246715237746,0.006842116664548227,0.0027116479752976987,2.0095752371292397,0.005449260622969895,2.796935974137389,2.8078344953833287,2.736265341048879,2.8457145784477786,sampled_pairs_within_sample,2.7915768545133877,0.010808380246971172,"20m / 317
n = 31,152 px","317
n = 31,152 px"
20m,317,31152,fixed_3000,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (9.6%)",3000,0.0963020030816641,bootstrap_mean,2.79553240293147,50,2.798331312835682,0.015304406603145328,0.005469118875576119,0.0021643699382240473,2.0095752371292397,0.004349464231841987,2.79398184860384,2.8026807770675237,2.7627330370845478,2.8329869543915294,sampled_pairs_within_sample,2.7915768545133877,0.006754458322294266,"20m / 317
n = 31,152 px","317
n = 31,152 px"
20m,317,31152,fixed_4000,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (12.8%)",4000,0.12840267077555212,bootstrap_mean,2.79553240293147,50,2.7915768545133877,0.015012380233530567,0.005377742048999558,0.00212307117297607,2.0095752371292397,0.004266471255875638,2.787310383257512,2.795843325769263,2.7609960111972938,2.8223279177483285,sampled_pairs_within_sample,2.7915768545133877,0,"20m / 317
n = 31,152 px","317
n = 31,152 px"
20m,405,36367,pct_1,percent,0.01,1% of pixels,1%,1% of pixels = 364 pixels (1.0%),364,0.010009074160640142,bootstrap_mean,2.84324059212325,50,2.817749653723159,0.09836213208328305,0.03490804513215531,0.013910506121611262,2.0095752371292397,0.027954208637924693,2.7897954450852347,2.8457038623610837,2.2275593411217813,2.942400415190802,all_pairs_within_sample,2.8421158637646644,-0.024366210041505187,"20m / 405
n = 36,367 px","405
n = 36,367 px"
20m,405,36367,pct_2,percent,0.02,2% of pixels,2%,2% of pixels = 727 pixels (2.0%),727,0.019990650864795005,bootstrap_mean,2.84324059212325,50,2.8237829232045217,0.09593302494341216,0.03397322937081304,0.01356697849544499,2.0095752371292397,0.02726386402711116,2.7965190591774105,2.851046787231633,2.1959332292784404,2.895356279027514,sampled_pairs_within_sample,2.8421158637646644,-0.018332940560142674,"20m / 405
n = 36,367 px","405
n = 36,367 px"
20m,405,36367,pct_3,percent,0.03,3% of pixels,3%,"3% of pixels = 1,091 pixels (3.0%)",1091,0.02999972502543515,bootstrap_mean,2.84324059212325,50,2.8220354676542967,0.14291939236061152,0.05064408084119776,0.02021185430024985,2.0095752371292397,0.04061724189824624,2.7814182257560502,2.862652709552543,2.1271718667804187,2.907859614457844,sampled_pairs_within_sample,2.8421158637646644,-0.020080396110367715,"20m / 405
n = 36,367 px","405
n = 36,367 px"
20m,405,36367,fixed_1250,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (3.4%)",1250,0.03437182060659389,bootstrap_mean,2.84324059212325,50,2.8316195784762956,0.10491800383746795,0.037052294960442635,0.01483764639640596,2.0095752371292397,0.029817366775497314,2.801802211700798,2.861436945251793,2.121090505557482,2.8850332686973177,sampled_pairs_within_sample,2.8421158637646644,-0.010496285288368767,"20m / 405
n = 36,367 px","405
n = 36,367 px"
20m,405,36367,fixed_2000,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (5.5%)",2000,0.054994912970550223,bootstrap_mean,2.84324059212325,50,2.8247831845606743,0.09602162017249537,0.03399256293272971,0.013579507752898092,2.0095752371292397,0.027289042512628533,2.7974941420480457,2.852072227073303,2.170700713553788,2.878499008881046,sampled_pairs_within_sample,2.8421158637646644,-0.017332679203990065,"20m / 405
n = 36,367 px","405
n = 36,367 px"
20m,405,36367,fixed_3000,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (8.2%)",3000,0.08249236945582533,bootstrap_mean,2.84324059212325,50,2.83723326510368,0.014570318842314472,0.005135396874666925,0.0020605542514901378,2.0095752371292397,0.004140838798555957,2.833092426305124,2.8413741039022358,2.7965103699996567,2.8677876479466846,sampled_pairs_within_sample,2.8421158637646644,-0.004882598660984616,"20m / 405
n = 36,367 px","405
n = 36,367 px"
20m,405,36367,fixed_4000,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (11.0%)",4000,0.10998982594110045,bootstrap_mean,2.84324059212325,50,2.8421158637646644,0.013135445314069733,0.004621713520387777,0.0018576324910967534,2.0095752371292397,0.0037330522537947384,2.83838281151087,2.845848916018459,2.811234277690034,2.8735006468616966,sampled_pairs_within_sample,2.8421158637646644,0,"20m / 405
n = 36,367 px","405
n = 36,367 px"
20m,821,29194,pct_1,percent,0.01,1% of pixels,1%,1% of pixels = 292 pixels (1.0%),292,0.010002055216825375,bootstrap_mean,2.80160354060559,50,2.814202420068277,0.09883228492061426,0.03511911020182281,0.01397699577350546,2.0095752371292397,0.028087824595896614,2.7861145954723803,2.8422902446641736,2.6831994381401305,3.4181277296583326,all_pairs_within_sample,2.8018727137118185,0.01232970635645847,"20m / 821
n = 29,194 px","821
n = 29,194 px"
20m,821,29194,pct_2,percent,0.02,2% of pixels,2%,2% of pixels = 584 pixels (2.0%),584,0.02000411043365075,bootstrap_mean,2.80160354060559,50,2.7941412890613004,0.03190896839735822,0.011419955219257408,0.004512609586887847,2.0095752371292397,0.009068428480641827,2.7850728605806587,2.803209717541942,2.7285075917412267,2.891752738998867,all_pairs_within_sample,2.8018727137118185,-0.007731424650518015,"20m / 821
n = 29,194 px","821
n = 29,194 px"
20m,821,29194,pct_3,percent,0.03,3% of pixels,3%,3% of pixels = 876 pixels (3.0%),876,0.030006165650476126,bootstrap_mean,2.80160354060559,50,2.7940639786277406,0.0294380556549495,0.010535927552169913,0.004163169755712357,2.0095752371292397,0.008366202849044938,2.785697775778696,2.8024301814767854,2.723635526874718,2.853395074562157,sampled_pairs_within_sample,2.8018727137118185,-0.007808735084077867,"20m / 821
n = 29,194 px","821
n = 29,194 px"
20m,821,29194,fixed_1250,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (4.3%)",1250,0.042817017195314104,bootstrap_mean,2.80160354060559,50,2.7986058713878905,0.0220466389921985,0.0078777219820757,0.0031178655867510623,2.0095752371292397,0.006265585475832362,2.7923402859120583,2.8048714568637227,2.752961459372746,2.8514545500702555,sampled_pairs_within_sample,2.8018727137118185,-0.003266842323927932,"20m / 821
n = 29,194 px","821
n = 29,194 px"
20m,821,29194,fixed_2000,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (6.9%)",2000,0.06850722751250257,bootstrap_mean,2.80160354060559,50,2.799431580356547,0.01631192868164071,0.005826871710707484,0.002306855077003897,2.0095752371292397,0.004635798838392897,2.7947957815181543,2.8040673791949398,2.7560835566290223,2.8321193433191834,sampled_pairs_within_sample,2.8018727137118185,-0.0024411333552714076,"20m / 821
n = 29,194 px","821
n = 29,194 px"
20m,821,29194,fixed_3000,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (10.3%)",3000,0.10276084126875386,bootstrap_mean,2.80160354060559,50,2.7996642549545143,0.01689190156043962,0.006033545461941135,0.0023888756281044954,2.0095752371292397,0.004800625306820353,2.794863629647694,2.804464880261335,2.761256950481557,2.834029265771644,sampled_pairs_within_sample,2.8018727137118185,-0.0022084587573041325,"20m / 821
n = 29,194 px","821
n = 29,194 px"
20m,821,29194,fixed_4000,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (13.7%)",4000,0.13701445502500514,bootstrap_mean,2.80160354060559,50,2.8018727137118185,0.013830311877599788,0.0049360957083870866,0.0019559014629151323,2.0095752371292397,0.0039305311461391036,2.7979421825656794,2.8058032448579575,2.7737809371636653,2.8259560044653513,sampled_pairs_within_sample,2.8018727137118185,0,"20m / 821
n = 29,194 px","821
n = 29,194 px"
20m,905,27021,pct_1,percent,0.01,1% of pixels,1%,1% of pixels = 270 pixels (1.0%),270,0.009992228266903519,bootstrap_mean,3.01266142127711,50,3.0147320610867734,0.13652105551258298,0.04528463981086559,0.019306992825538504,2.0095752371292397,0.03879885468563407,2.9759332064011392,3.0535309157724075,2.3615567299938656,3.155201269473747,all_pairs_within_sample,3.02259285449653,-0.007860793409756539,"20m / 905
n = 27,021 px","905
n = 27,021 px"
20m,905,27021,pct_2,percent,0.02,2% of pixels,2%,2% of pixels = 540 pixels (2.0%),540,0.019984456533807038,bootstrap_mean,3.01266142127711,50,2.851834454131808,0.28655870436957015,0.10048223660191666,0.04052552061355084,2.0095752371292397,0.08143908269676231,2.7703953714350456,2.9332735368285703,2.3324858801364603,3.117618301258545,all_pairs_within_sample,3.02259285449653,-0.170758400364722,"20m / 905
n = 27,021 px","905
n = 27,021 px"
20m,905,27021,pct_3,percent,0.03,3% of pixels,3%,3% of pixels = 811 pixels (3.0%),811,0.030013693053550942,bootstrap_mean,3.01266142127711,50,2.9942628711619905,0.18338530308771298,0.061245558916657915,0.02593459827665443,2.0095752371292397,0.0521175264816594,2.942145344680331,3.04638039764365,2.355667336774554,3.1379870987439635,sampled_pairs_within_sample,3.02259285449653,-0.0283299833345394,"20m / 905
n = 27,021 px","905
n = 27,021 px"
20m,905,27021,fixed_1250,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (4.6%)",1250,0.046260316050479255,bootstrap_mean,3.01266142127711,50,2.9709220864939985,0.23281416511554728,0.07836427827371689,0.03292489498189761,2.0095752371292397,0.0661650536407022,2.904757032853296,3.037087140134701,2.290448220736491,3.128298966160205,sampled_pairs_within_sample,3.02259285449653,-0.05167076800253145,"20m / 905
n = 27,021 px","905
n = 27,021 px"
20m,905,27021,fixed_2000,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (7.4%)",2000,0.07401650568076681,bootstrap_mean,3.01266142127711,50,2.9800604660026453,0.2125607522263806,0.07132766420390878,0.03006062986267745,2.0095752371292397,0.060409097384544336,2.919651368618101,3.0404695633871897,2.288161243211208,3.101392759527353,sampled_pairs_within_sample,3.02259285449653,-0.04253238849388463,"20m / 905
n = 27,021 px","905
n = 27,021 px"
20m,905,27021,fixed_3000,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (11.1%)",3000,0.11102475852115022,bootstrap_mean,3.01266142127711,50,2.9820090852191266,0.21039628793606358,0.07055521359037142,0.02975452838721359,2.0095752371292397,0.05979396343940344,2.922215121779723,3.04180304865853,2.3387909924328016,3.08803607384187,sampled_pairs_within_sample,3.02259285449653,-0.04058376927740337,"20m / 905
n = 27,021 px","905
n = 27,021 px"
20m,905,27021,fixed_4000,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (14.8%)",4000,0.14803301136153363,bootstrap_mean,3.01266142127711,50,3.02259285449653,0.1398900985060565,0.046281489185005645,0.019783447454897334,2.0095752371292397,0.03975632611040916,2.982836528386121,3.062349180606939,2.3455632802053397,3.0899349914222194,sampled_pairs_within_sample,3.02259285449653,0,"20m / 905
n = 27,021 px","905
n = 27,021 px"
20m,912,29618,pct_1,percent,0.01,1% of pixels,1%,1% of pixels = 296 pixels (1.0%),296,0.009993922614626241,bootstrap_mean,2.95229466504588,50,2.943523737177424,0.09162656916683758,0.03112819102138421,0.012957953678945816,2.0095752371292397,0.02603998283707724,2.9174837543403465,2.9695637200145013,2.3805110786543913,3.0458512517541028,all_pairs_within_sample,2.9353425289579422,0.00818120821948165,"20m / 912
n = 29,618 px","912
n = 29,618 px"
20m,912,29618,pct_2,percent,0.02,2% of pixels,2%,2% of pixels = 592 pixels (2.0%),592,0.019987845229252482,bootstrap_mean,2.95229466504588,50,2.918926493250946,0.12983711993609484,0.044481120109156676,0.01836174159130875,2.0095752371292397,0.0368993012124601,2.8820271920384863,2.955825794463406,2.294013996306291,3.0044925879101765,all_pairs_within_sample,2.9353425289579422,-0.016416035706996013,"20m / 912
n = 29,618 px","912
n = 29,618 px"
20m,912,29618,pct_3,percent,0.03,3% of pixels,3%,3% of pixels = 889 pixels (3.0%),889,0.030015531095955162,bootstrap_mean,2.95229466504588,50,2.949643210313312,0.0209757727612223,0.007111291524304137,0.0029664222320176722,2.0095752371292397,0.005961248660332362,2.9436819616529797,2.9556044589736445,2.903804725980211,2.987202804210137,sampled_pairs_within_sample,2.9353425289579422,0.014300681355369882,"20m / 912
n = 29,618 px","912
n = 29,618 px"
20m,912,29618,fixed_1250,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (4.2%)",1250,0.042204065095550004,bootstrap_mean,2.95229466504588,50,2.9512836369793636,0.023047581503026753,0.00780934140461536,0.0032594202341479717,2.0095752371292397,0.006550050189941752,2.9447335867894218,2.9578336871693054,2.9036956730158914,2.9989515409525143,sampled_pairs_within_sample,2.9353425289579422,0.015941108021421346,"20m / 912
n = 29,618 px","912
n = 29,618 px"
20m,912,29618,fixed_2000,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (6.8%)",2000,0.06752650415288,bootstrap_mean,2.95229466504588,50,2.951971033759538,0.019113807679120732,0.006474930634660728,0.002703100604840355,2.0095752371292397,0.005432084038956247,2.946538949720582,2.9574031177984943,2.9015324429392537,2.994176109108719,sampled_pairs_within_sample,2.9353425289579422,0.016628504801595945,"20m / 912
n = 29,618 px","912
n = 29,618 px"
20m,912,29618,fixed_3000,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (10.1%)",3000,0.10128975622932,bootstrap_mean,2.95229466504588,50,2.9466516141672803,0.01428032830637024,0.004846290018715308,0.0020195433966009205,2.0095752371292397,0.004058424400117085,2.9425931897671633,2.950710038567397,2.9164681054133257,2.980775205358408,sampled_pairs_within_sample,2.9353425289579422,0.011309085209338043,"20m / 912
n = 29,618 px","912
n = 29,618 px"
20m,912,29618,fixed_4000,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (13.5%)",4000,0.13505300830576,bootstrap_mean,2.95229466504588,50,2.9353425289579422,0.10000563085800447,0.03406949269852567,0.014142931947306722,2.0095752371292397,0.028421285821711606,2.906921243136231,2.9637638147796537,2.246997331172846,2.9769098495272,sampled_pairs_within_sample,2.9353425289579422,0,"20m / 912
n = 29,618 px","912
n = 29,618 px"
50m,sub50_15,172782,pct_1,percent,0.01,1% of pixels,1%,"1% of pixels = 1,728 pixels (1.0%)",1728,0.010001041775184915,bootstrap_mean,2.82963069525012,50,2.829856895620994,0.01854761817600582,0.006554260112837141,0.0026230293174225156,2.0095752371292397,0.005271174762556299,2.8245857208584377,2.8351280703835506,2.7998409186506645,2.865099959733018,sampled_pairs_within_sample,2.8273532448944287,0.002503650726565443,"50m / sub50_15
n = 172,782 px","sub50_15
n = 172,782 px"
50m,sub50_15,172782,pct_2,percent,0.02,2% of pixels,2%,"2% of pixels = 3,456 pixels (2.0%)",3456,0.02000208355036983,bootstrap_mean,2.82963069525012,50,2.8333757959614365,0.015820938608909516,0.005583777002492911,0.0022374185950191964,2.0095752371292397,0.004496261003643072,2.8288795349577933,2.8378720569650797,2.7946331942071727,2.871525420011137,sampled_pairs_within_sample,2.8273532448944287,0.006022551067007775,"50m / sub50_15
n = 172,782 px","sub50_15
n = 172,782 px"
