"quad_id","n_pixels","boot_iter","spectral_entropy"
"sub50_1",175140,1,2.83422036664479
"sub50_1",175140,2,2.80318013191836
"sub50_1",175140,3,2.8156082271242
"sub50_1",175140,4,2.82870784962898
"sub50_1",175140,5,2.82841352374767
"sub50_1",175140,6,2.8529695193914
"sub50_1",175140,7,2.82786599352603
"sub50_1",175140,8,2.82387933100974
"sub50_1",175140,9,2.83160052068188
"sub50_1",175140,10,2.84409154707079
"sub50_1",175140,11,2.834642452523
"sub50_1",175140,12,2.84803773386101
"sub50_1",175140,13,2.81644542668576
"sub50_1",175140,14,2.81401660163275
"sub50_1",175140,15,2.80607448577051
"sub50_1",175140,16,2.82086114324806
"sub50_1",175140,17,2.81679727180765
"sub50_1",175140,18,2.8215883905875
"sub50_1",175140,19,2.82013335628456
"sub50_1",175140,20,2.81726190672244
"sub50_1",175140,21,2.80764219722945
"sub50_1",175140,22,2.82964694535733
"sub50_1",175140,23,2.82143225684321
"sub50_1",175140,24,2.82752521125364
"sub50_1",175140,25,2.8247189996391
"sub50_1",175140,26,2.82547874685357
"sub50_1",175140,27,2.7945852055805
"sub50_1",175140,28,2.81938065677868
"sub50_1",175140,29,2.81406320974096
"sub50_1",175140,30,2.83705087760517
"sub50_1",175140,31,2.81973415738067
"sub50_1",175140,32,2.836033079794
"sub50_1",175140,33,2.86170594381956
"sub50_1",175140,34,2.84505824609314
"sub50_1",175140,35,2.8408100897296
"sub50_1",175140,36,2.8182300117976
"sub50_1",175140,37,2.83531460166573
"sub50_1",175140,38,2.82191790775947
"sub50_1",175140,39,2.82545573278849
"sub50_1",175140,40,2.81517513594518
"sub50_1",175140,41,2.80041805099826
"sub50_1",175140,42,2.83666654445017
"sub50_1",175140,43,2.82647226998976
"sub50_1",175140,44,2.81052961339396
"sub50_1",175140,45,2.8339468314139
"sub50_1",175140,46,2.81358328976244
"sub50_1",175140,47,2.84306924888852
"sub50_1",175140,48,2.81850992690801
"sub50_1",175140,49,2.83316549732471
"sub50_1",175140,50,2.82785074932656
"sub50_1",175140,51,2.81735616160313
"sub50_1",175140,52,2.7986271880414
"sub50_1",175140,53,2.8384127162466
"sub50_1",175140,54,2.82959686089688
"sub50_1",175140,55,2.83125928990975
"sub50_1",175140,56,2.82031927708796
"sub50_1",175140,57,2.82207186274644
"sub50_1",175140,58,2.82851327142051
"sub50_1",175140,59,2.8109046845774
"sub50_1",175140,60,2.82212571023097
"sub50_1",175140,61,2.82630997177795
"sub50_1",175140,62,2.84103363504591
"sub50_1",175140,63,2.82222789573961
"sub50_1",175140,64,2.82854720402761
"sub50_1",175140,65,2.81496709821276
"sub50_1",175140,66,2.81598863828378
"sub50_1",175140,67,2.81640641464812
"sub50_1",175140,68,2.83668551716927
"sub50_1",175140,69,2.81939573977305
"sub50_1",175140,70,2.84913358755933
"sub50_10",190670,1,2.82390086735227
"sub50_10",190670,2,2.84801730677699
"sub50_10",190670,3,2.82765691300371
