"quad_id","n_pixels","n_pairs","method","spectral_entropy","exact_entropy","boot_mean","boot_sd","boot_cv","boot_median","boot_min","boot_max"
"sub50_1",175140,15336922230,"bootstrap_mean",2.82516356772824,NA,2.82516356772824,0.0128165116908762,0.00453655563071774,2.82429916532442,2.7945852055805,2.86170594381956
"sub50_10",190670,18177429115,"bootstrap_mean",2.82493821424302,NA,2.82493821424302,0.0128331829509422,0.00454281898493878,2.82295637502315,2.79452892287199,2.85970844438765
"sub50_11",176363,15551865703,"bootstrap_mean",2.75360494872893,NA,2.75360494872893,0.0117326453642928,0.0042608310134352,2.75281532625913,2.7248588928631,2.77923034657649
"sub50_12",169495,14364192765,"bootstrap_mean",2.81096742869172,NA,2.81096742869172,0.280609594725106,0.099826697335909,2.95062859692263,2.25520195678569,2.98994130459829
"sub50_13",203330,20671442785,"bootstrap_mean",2.92035429389884,NA,2.92035429389884,0.0142844587332628,0.0048913444382778,2.9201153498508,2.88198116917066,2.95091423361465
"sub50_14",178478,15927109003,"bootstrap_mean",2.82111058153471,NA,2.82111058153471,0.0137403496407453,0.00487054627729992,2.82201458328054,2.79009161914052,2.85169472462369
"sub50_15",172782,14926723371,"bootstrap_mean",2.82963069525012,NA,2.82963069525012,0.0131298830970402,0.00464014018475284,2.82861210974102,2.79365638898686,2.86006403508917
"sub50_16",157562,12412813141,"bootstrap_mean",2.85105553449855,NA,2.85105553449855,0.0821878815190329,0.0288271766454694,2.84262099720654,2.80222638131818,3.52139402960417
"sub50_17",170415,14520550905,"bootstrap_mean",2.91094868684144,NA,2.91094868684144,0.0122286738599357,0.00420092388272381,2.90890704203898,2.88821960132699,2.93829514323761
"sub50_18",175121,15333594760,"bootstrap_mean",2.97404641423138,NA,2.97404641423138,0.0129341544220475,0.00434900893279779,2.97416351834114,2.9325798836446,2.9979326673378
"sub50_19",200918,20183920903,"bootstrap_mean",2.88118984673403,NA,2.88118984673403,0.011414285337993,0.00396165679638628,2.88088282543183,2.85918180513413,2.90679624838874
"sub50_2",164543,13537117153,"bootstrap_mean",2.82444802259305,NA,2.82444802259305,0.0131776024154964,0.00466554962601097,2.82720005548678,2.79187979695483,2.85999868922072
"sub50_20",181089,16396522416,"bootstrap_mean",2.89709910251268,NA,2.89709910251268,0.0150327871805639,0.00518891023352493,2.89711501360961,2.85001963828181,2.93071361601141
"sub50_21",185088,17128691328,"bootstrap_mean",2.82413726619757,NA,2.82413726619757,0.012964901620898,0.00459074768640901,2.82264436270208,2.80076848170975,2.85050691838724
"sub50_22",159220,12675424590,"bootstrap_mean",2.9327514465544,NA,2.9327514465544,0.0112169454781673,0.00382471739681374,2.933430480293,2.90281903971352,2.95446392382842
"sub50_23",173628,15073254378,"bootstrap_mean",2.89152081739292,NA,2.89152081739292,0.0827613138209442,0.0286220708919413,2.90119691161554,2.2207147250483,2.93484845337501
"sub50_24",166816,13913705520,"bootstrap_mean",2.83533767525212,NA,2.83533767525212,0.0113380113547874,0.00399882224038067,2.83456714427241,2.80865669834974,2.86934063930114
"sub50_25",200712,20142553116,"bootstrap_mean",2.79410226629349,NA,2.79410226629349,0.0133701880843343,0.00478514628674295,2.79316850847735,2.76729296075967,2.82847388432686
"sub50_26",168753,14238703128,"bootstrap_mean",2.84735407739015,NA,2.84735407739015,0.0128645383455626,0.00451806765014419,2.84782493905782,2.81438300108374,2.874400128838
"sub50_27",167394,14010291921,"bootstrap_mean",2.87489149261527,NA,2.87489149261527,0.0128969517228448,0.0044860655631606,2.87478105878164,2.84845562131844,2.90740319827914
"sub50_28",178528,15936034128,"bootstrap_mean",2.87754311904105,NA,2.87754311904105,0.0115256142473009,0.00400536630399542,2.87607844163933,2.8456178944995,2.90655172244658
"sub50_29",172241,14833394920,"bootstrap_mean",2.86403216982063,NA,2.86403216982063,0.11215687947104,0.0391604817337174,2.88284183701303,2.21268152790318,2.91806152356428
"sub50_3",170209,14485466736,"bootstrap_mean",2.79296909972678,NA,2.79296909972678,0.0801255605939684,0.0286883090120139,2.80261881705662,2.14083495089286,2.83699327203273
"sub50_30",160607,12897223921,"bootstrap_mean",2.85066655187621,NA,2.85066655187621,0.0138089000823846,0.00484409517251186,2.84889793798053,2.82055671731519,2.88083988633519
"sub50_31",187329,17545983456,"bootstrap_mean",2.84753358073202,NA,2.84753358073202,0.0134074787571459,0.00470845325507951,2.84739377479248,2.81955250667032,2.8827190903117
"sub50_32",162092,13136827186,"bootstrap_mean",2.81953795035748,NA,2.81953795035748,0.0119845651744601,0.00425054224680344,2.82069908955425,2.79367279287097,2.84780042822551
"sub50_33",178883,15999474403,"bootstrap_mean",2.90194303108821,NA,2.90194303108821,0.0160065525741585,0.00551580523900089,2.90021384712779,2.87382467039863,2.94048068202025
"sub50_34",182142,16587763011,"bootstrap_mean",2.75619945231375,NA,2.75619945231375,0.15821761280027,0.0574042682823445,2.79263151437596,2.10534389819985,2.83021499832096
"sub50_35",193953,18808786128,"bootstrap_mean",2.78205722913375,NA,2.78205722913375,0.139563216953877,0.0501654730507945,2.80949300853043,2.11513933255148,2.84761183990832
"sub50_36",174203,15173255503,"bootstrap_mean",2.8808076342713,NA,2.8808076342713,0.0155552497047469,0.00539961416364464,2.88247087518885,2.8403287876145,2.91823265840041
"sub50_37",188112,17692968216,"bootstrap_mean",2.78964168057608,NA,2.78964168057608,0.0136483318108116,0.00489250354475386,2.79007949225038,2.74929215946809,2.8235131216518
"sub50_38",172053,14801031378,"bootstrap_mean",2.80796965581913,NA,2.80796965581913,0.0124323823172683,0.00442753442563168,2.80827213256674,2.77498390044703,2.83393962648238
"sub50_39",201042,20208842361,"bootstrap_mean",2.84445443273972,NA,2.84445443273972,0.011289446884281,0.00396893223330958,2.84645031300235,2.81732623492912,2.86841457221113
"sub50_4",144375,10421998125,"bootstrap_mean",2.95008960714047,NA,2.95008960714047,0.221069846935833,0.0749366549411756,3.02603119289584,2.31413482602473,3.07279673768596
"sub50_40",171408,14690265528,"bootstrap_mean",2.85368262439775,NA,2.85368262439775,0.112696464001569,0.0394915899329739,2.87155553636869,2.20472768874856,2.90751483049207
"sub50_41",183905,16910432560,"bootstrap_mean",2.79133761048867,NA,2.79133761048867,0.0138713747185741,0.00496943639724959,2.79270684142819,2.75377656910115,2.82523029088565
"sub50_42",177583,15767772153,"bootstrap_mean",2.79282811646656,NA,2.79282811646656,0.0787429673222701,0.0281947058818265,2.78497689088395,2.75021435373191,3.42815632497495
"sub50_43",180378,16268021253,"bootstrap_mean",2.88660574138243,NA,2.88660574138243,0.0133925627792344,0.00463955384943581,2.88658107693575,2.84260642869947,2.91043369518113
"sub50_44",152090,11565608005,"bootstrap_mean",3.0109348454029,NA,3.0109348454029,0.190589350265684,0.0632990616042974,3.06588087096723,2.38190851220367,3.09515443054092
"sub50_45",196375,19281472125,"bootstrap_mean",2.9308703400663,NA,2.9308703400663,0.0117728169592834,0.00401683308822766,2.92962025783957,2.9033895899457,2.95843841062894
