"quad_id","n_pixels","boot_iter","spectral_entropy"
"0_a",4447,1,3.03885860697814
"0_a",4447,2,3.04868543858237
"0_a",4447,3,3.03629208413852
"0_a",4447,4,3.03797091272995
"0_a",4447,5,3.04977005334248
"0_a",4447,6,3.04711310460441
"0_a",4447,7,3.04619857806214
"0_a",4447,8,3.05035006678225
"0_a",4447,9,3.05549034802945
"0_a",4447,10,3.04047282688737
"0_a",4447,11,3.05120697172229
"0_a",4447,12,3.04449350119267
"0_a",4447,13,3.05900024175209
"0_a",4447,14,3.04190821530153
"0_a",4447,15,3.05058494765058
"0_a",4447,16,3.04298805121657
"0_a",4447,17,3.04550937961645
"0_a",4447,18,3.04828586339284
"0_a",4447,19,3.04669980706843
"0_a",4447,20,3.05462944859052
"0_a",4447,21,3.04050387636712
"0_a",4447,22,3.04689111643092
"0_a",4447,23,3.04507673793035
"0_a",4447,24,3.04022836594816
"0_a",4447,25,3.04899176314104
"0_a",4447,26,3.04844354128716
"0_a",4447,27,3.05224185824938
"0_a",4447,28,3.03291466084786
"0_a",4447,29,3.04177998726085
"0_a",4447,30,3.0505973688799
"0_a",4447,31,3.0521088371756
"0_a",4447,32,3.0477106643367
"0_a",4447,33,3.05462864778615
"0_a",4447,34,3.04801651154423
"0_a",4447,35,3.04753031097483
"0_a",4447,36,2.36733157308543
"0_a",4447,37,3.04825179993187
"0_a",4447,38,3.02631644377687
"0_a",4447,39,3.04171557654332
"0_a",4447,40,3.02903740399406
"0_a",4447,41,3.03929100566752
"0_a",4447,42,3.04495744103176
"0_a",4447,43,3.04154358718123
"0_a",4447,44,3.04148833185554
"0_a",4447,45,3.0307299642123
"0_a",4447,46,3.03780652479156
"0_a",4447,47,3.03778106084737
"0_a",4447,48,3.04676407720877
"0_a",4447,49,3.05105456387305
"0_a",4447,50,3.05245232311305
"0_a",4447,51,3.03579916502665
"0_a",4447,52,3.05303650392872
"0_a",4447,53,3.04343816359076
"0_a",4447,54,3.04852579942085
"0_a",4447,55,3.03235032945811
"0_a",4447,56,3.0626667319257
"0_a",4447,57,3.04360918806931
"0_a",4447,58,2.37124188710991
"0_a",4447,59,3.04053686678715
"0_a",4447,60,3.04376574288447
"0_a",4447,61,3.03802664021557
"0_a",4447,62,3.04426981427995
"0_a",4447,63,3.04414949836141
"0_a",4447,64,3.02754947386718
"0_a",4447,65,3.0417227358826
"0_a",4447,66,3.05679760751571
"0_a",4447,67,3.04472647259715
"0_a",4447,68,3.04205252744388
"0_a",4447,69,3.04828200592229
"0_a",4447,70,3.05906695567545
"0_b",3350,1,2.94732412037204
"0_b",3350,2,2.93687091101223
"0_b",3350,3,2.94881004519804
"0_b",3350,4,2.95110755948458
"0_b",3350,5,2.92738688873948
"0_b",3350,6,2.94397861879468
"0_b",3350,7,2.94021546873001
"0_b",3350,8,2.94539253114407
"0_b",3350,9,2.95509396334476
"0_b",3350,10,2.95569100124087
"0_b",3350,11,2.94695586688492
"0_b",3350,12,2.94332758737541
"0_b",3350,13,2.9376336070759
"0_b",3350,14,2.94353008454605
"0_b",3350,15,2.95248342127888
"0_b",3350,16,2.94149471299883
"0_b",3350,17,2.93888519357677
"0_b",3350,18,2.94354059427646
"0_b",3350,19,2.94951001613012
"0_b",3350,20,2.94005765300954
"0_b",3350,21,2.94222724789803
"0_b",3350,22,2.9519087109057
"0_b",3350,23,2.94552190130294
"0_b",3350,24,2.93973272022992
"0_b",3350,25,2.95608628045593
"0_b",3350,26,2.94767136044613
"0_b",3350,27,2.96263826750969
"0_b",3350,28,2.95406651789601
"0_b",3350,29,2.94843953581224
"0_b",3350,30,2.95252379910944
"0_b",3350,31,2.94870065741342
"0_b",3350,32,2.94947368548669
"0_b",3350,33,2.96030814255784
"0_b",3350,34,2.95104689073316
"0_b",3350,35,2.95452261734742
"0_b",3350,36,2.94585713071014
"0_b",3350,37,2.94507728087771
"0_b",3350,38,2.95320753558988
"0_b",3350,39,2.94897643027508
"0_b",3350,40,2.93963261961221
"0_b",3350,41,2.94454739277949
"0_b",3350,42,2.96111011225428
"0_b",3350,43,2.94475647219514
"0_b",3350,44,2.96212933986654
"0_b",3350,45,2.94908006757471
"0_b",3350,46,2.95771053899349
"0_b",3350,47,2.94500929707915
"0_b",3350,48,2.95647583663543
"0_b",3350,49,2.95491140078875
"0_b",3350,50,2.94507647917286
"0_b",3350,51,2.95309914825726
"0_b",3350,52,2.9523363973605
"0_b",3350,53,2.96013929299275
"0_b",3350,54,2.95497426456063
"0_b",3350,55,2.95657714923594
"0_b",3350,56,2.94873606841937
"0_b",3350,57,2.95713517085809
"0_b",3350,58,2.95834477377894
