"quad_id","n_pixels","n_pairs","method","spectral_entropy","exact_entropy","boot_mean","boot_sd","boot_cv","boot_median","boot_min","boot_max"
"0",21506,231243265,"bootstrap_mean",2.93169469432718,NA,2.93169469432718,0.0108841088097139,0.00371256557880144,2.93088955497769,2.90607349060828,2.95610592798437
"1",30116,453471670,"bootstrap_mean",2.77962750086045,NA,2.77962750086045,0.0826021254669235,0.0297169766241533,2.76912353485673,2.74700507918537,3.45406406126601
"10",30355,460697835,"bootstrap_mean",2.8281826165553,NA,2.8281826165553,0.0835365521640893,0.0295371846482233,2.83869278661488,2.14793615548874,2.86867185919867
"100",30808,474551028,"bootstrap_mean",2.78188656943148,NA,2.78188656943148,0.0120786906616687,0.00434190624247387,2.78315167908022,2.75805517574114,2.80841445827827
"1000",29877,446302626,"bootstrap_mean",2.82510462632241,NA,2.82510462632241,0.0114317958658892,0.00404650353809041,2.82457264939712,2.79743622504089,2.85308151226269
"1001",31500,496109250,"bootstrap_mean",2.86469066399077,NA,2.86469066399077,0.013727695035917,0.00479203399113015,2.86630073382787,2.83090493134058,2.89874645728442
"1002",33370,556761765,"bootstrap_mean",2.85131045280708,NA,2.85131045280708,0.011628656311074,0.00407835502431023,2.84991078221319,2.82619606596851,2.87389920540021
"1003",33621,565169010,"bootstrap_mean",2.83717867165723,NA,2.83717867165723,0.0110976957717546,0.00391152516498804,2.83836420033082,2.81334514718663,2.86347711293659
"1004",29272,428410356,"bootstrap_mean",2.87153179702243,NA,2.87153179702243,0.0125113882828357,0.00435704326722382,2.86877006958643,2.8424568924612,2.90786457421437
"1005",30323,459727003,"bootstrap_mean",2.79708111879606,NA,2.79708111879606,0.0116366360900016,0.00416027837441137,2.79762690093836,2.77137355142916,2.81862581340944
"1006",31780,504968310,"bootstrap_mean",2.78114105428054,NA,2.78114105428054,0.0133474642250185,0.00479927625550492,2.77959989980529,2.74640777550892,2.8132804433092
"1007",30080,452388160,"bootstrap_mean",2.85570961853722,NA,2.85570961853722,0.0812867309460852,0.0284646346457742,2.86431236306785,2.19312828889414,2.89361429438584
"1008",27306,372795165,"bootstrap_mean",2.76789099256034,NA,2.76789099256034,0.0810139846763462,0.0292692107073939,2.75886370161056,2.72266146374251,3.43031665783942
"1009",29417,432665236,"bootstrap_mean",2.80849020909395,NA,2.80849020909395,0.0105171451930128,0.00374476833102642,2.80729151790953,2.78076448501952,2.83778036272156
"101",34471,594107685,"bootstrap_mean",2.79019862776734,NA,2.79019862776734,0.0122558911128128,0.00439247980084475,2.79186864047554,2.76109865234533,2.82227616374692
"1010",29966,448965595,"bootstrap_mean",2.7861859882824,NA,2.7861859882824,0.0819032976230845,0.0293962061282116,2.77734698417577,2.74604317959772,3.4558596983816
"1011",33094,547589871,"bootstrap_mean",2.77752568875323,NA,2.77752568875323,0.012118311779193,0.00436298819062684,2.77880222327037,2.7453833588844,2.80332652332405
"1012",36566,668517895,"bootstrap_mean",2.84759049210399,NA,2.84759049210399,0.0115215299827052,0.00404606280806632,2.84775326183557,2.82348032311404,2.87820313433003
"1013",32476,527329050,"bootstrap_mean",2.90002882671075,NA,2.90002882671075,0.011617892145228,0.00400612988333815,2.89886058846378,2.87524679556752,2.93054371581919
"1014",19302,186273951,"bootstrap_mean",3.08144354060703,NA,3.08144354060703,0.00948289587881484,0.00307741996692458,3.08125722521117,3.05682504801215,3.1035011479384
"1015",16484,135852886,"bootstrap_mean",3.03457948499785,NA,3.03457948499785,0.0104095858955268,0.0034303223715144,3.0360579338893,3.01052397945253,3.05827954624266
"1016",14776,109157700,"bootstrap_mean",3.00205067636279,NA,3.00205067636279,0.0109909791720224,0.0036611571078936,3.00291296275809,2.96603619972312,3.02775606727258
"1017",22304,248723056,"bootstrap_mean",2.88086259225612,NA,2.88086259225612,0.0116106789854271,0.0040302786452353,2.88017919423942,2.85536421465129,2.91688029909286
"1018",19813,196267578,"bootstrap_mean",3.10084059731594,NA,3.10084059731594,0.01072672945547,0.00345929728369624,3.10168235090321,3.07671575617685,3.12597321661001
"1019",28560,407822520,"bootstrap_mean",2.87392544468417,NA,2.87392544468417,0.0120747543064824,0.00420148488152913,2.87240698545882,2.84905624033822,2.89926560719232
"102",23038,265363203,"bootstrap_mean",2.82288530881549,NA,2.82288530881549,0.0100043779028206,0.00354402563631553,2.82358639306598,2.80201531775305,2.8444304043751
"1020",28330,401280285,"bootstrap_mean",2.78904072559041,NA,2.78904072559041,0.0133002786772751,0.00476876459896784,2.78926296404896,2.75826142342342,2.81950315333873
"1021",26283,345384903,"bootstrap_mean",2.73884460034468,NA,2.73884460034468,0.0814169537342514,0.0297267518295873,2.74825308487328,2.07604268044168,2.78151697332591
"1022",28316,400883770,"bootstrap_mean",2.80790840963952,NA,2.80790840963952,0.250925808778169,0.0893639578544455,2.70304403521807,2.67993944957668,3.40258520631498
"1023",32107,515413671,"bootstrap_mean",2.74609961492914,NA,2.74609961492914,0.179858906851056,0.0654961334516982,2.70059928713967,2.66697005248562,3.40061039231122
"1024",27618,381363153,"bootstrap_mean",2.75100522634385,NA,2.75100522634385,0.228728930744482,0.0831437645243839,2.83840699059555,2.13054796331569,2.87863132757969
"103",26936,362760580,"bootstrap_mean",2.82736431199498,NA,2.82736431199498,0.0117843454925066,0.00416796146238104,2.82638211993599,2.80674632160209,2.85670813640589
"104",26345,347016340,"bootstrap_mean",2.78386074767952,NA,2.78386074767952,0.0822498044067988,0.0295452293996234,2.77409677681012,2.75023592709541,3.45746183389309
"105",28521,406709460,"bootstrap_mean",2.92209388651197,NA,2.92209388651197,0.0102615383294368,0.00351170726471276,2.92194804772565,2.89489186425017,2.94493595080282
"106",26848,360394128,"bootstrap_mean",2.9498845671403,NA,2.9498845671403,0.0126309342516994,0.00428184017517139,2.94861580673754,2.92248978287816,2.97562302162094
"107",28007,392182021,"bootstrap_mean",2.81568053227241,NA,2.81568053227241,0.011964744835721,0.00424932612154859,2.8142423903496,2.79275899618545,2.84537608298886
"108",31352,491458276,"bootstrap_mean",2.78502989316084,NA,2.78502989316084,0.158821736457701,0.0570269413795944,2.74630032223964,2.72303393949847,3.44272485881572
"109",33711,568198905,"bootstrap_mean",2.7602981092383,NA,2.7602981092383,0.0141927505558771,0.00514174556305208,2.76134095683559,2.7289248710223,2.79465463639956
