"quad_id","n_pixels","boot_1","boot_2","boot_3","boot_4","boot_5","boot_6","boot_7","boot_8","boot_9","boot_10","boot_11","boot_12","boot_13","boot_14","boot_15","boot_16","boot_17","boot_18","boot_19","boot_20","boot_21","boot_22","boot_23","boot_24","boot_25","boot_26","boot_27","boot_28","boot_29","boot_30","boot_31","boot_32","boot_33","boot_34","boot_35","boot_36","boot_37","boot_38","boot_39","boot_40","boot_41","boot_42","boot_43","boot_44","boot_45","boot_46","boot_47","boot_48","boot_49","boot_50","boot_51","boot_52","boot_53","boot_54","boot_55","boot_56","boot_57","boot_58","boot_59","boot_60","boot_61","boot_62","boot_63","boot_64","boot_65","boot_66","boot_67","boot_68","boot_69","boot_70"
"0",21506,2.92958710283299,2.93242930522281,2.92231770225818,2.94352744124419,2.90607349060828,2.94032125113587,2.92670642058115,2.94259445219863,2.94287321026905,2.93831607304995,2.929815029706,2.92444700871645,2.93252642853589,2.94582219417088,2.91505749917406,2.95415205274887,2.92512666989025,2.93109494570089,2.91690315912959,2.93588847646112,2.92960722638696,2.93194834945933,2.9306841642545,2.92776682488257,2.94931983275999,2.94188432848761,2.9382204180172,2.95610592798437,2.95044046859799,2.93183675253082,2.91913400663491,2.92961254318796,2.94389252931484,2.93693843497505,2.94704361517912,2.94974534428361,2.92757982874397,2.93396865801226,2.91947056868549,2.93348152164518,2.91804304736346,2.92854228972137,2.92584241201984,2.93569035718821,2.9427416938506,2.93023499620753,2.92512707102262,2.91980325085224,2.93319730563319,2.92297247017393,2.92430358996799,2.93730617272178,2.90987803296126,2.9314437880938,2.92957755740449,2.91999290424054,2.91627976826756,2.94067860413671,2.91682320176811,2.91286764347547,2.92863695317328,2.93427639371694,2.94228086547824,2.95282429912856,2.93489131348817,2.92712259364462,2.94014415274824,2.92642183871936,2.92381231699312,2.92261046108224
"1",30116,2.7793844659024,2.76724573928847,2.76202789118371,2.76640059591372,2.77486401204599,2.77920793712067,3.45406406126601,2.78148870104014,2.78110222719491,2.77382060544583,2.76816559608658,2.76922626446694,2.75428094187706,2.75306387418039,2.76072214733702,2.75003845202919,2.76107348937823,2.76685376587617,2.76902080524653,2.75687869184541,2.75747252855299,2.77197778907236,2.77184168147648,2.7755168071627,2.78472340008267,2.76085155911097,2.77632576991693,2.78681480126384,2.76308368406212,2.79256290746133,2.74767185666647,2.78227716109967,2.75703739835131,2.77959038761856,2.76537687740798,2.77525910092432,2.78773423806263,2.76142405326466,2.78157630946851,2.78704072821484,2.78410987466141,2.76548931602159,2.77260560545885,2.78226198171437,2.79326439757566,2.75767287168005,2.77512675794769,2.76813762561312,2.76943983520484,2.76947828879876,2.79018342840164,2.76036655322717,2.76774482890785,2.77148208462572,2.7634996652447,2.75233360795924,2.75881972856218,2.75655688140282,2.77923161356841,2.78507442096776,2.75269484195658,2.77470760228564,2.74700507918537,2.75542302145361,2.79344306441917,2.76624703087884,2.76502676790628,2.76148873237624,2.77516822964319,2.76475201861607
"10",30355,2.84535518023855,2.82036451633486,2.86354316204024,2.8505516564567,2.83043667459167,2.8309733367489,2.8120188465673,2.83465930432316,2.83874847232531,2.83912690868728,2.83598809375248,2.84787831569783,2.83865065064933,2.84632152670877,2.83967299435292,2.82134996021651,2.84083901830836,2.84865779446185,2.85129644206466,2.81852854113277,2.82660324909769,2.83805098445401,2.84963400071189,2.80847892000439,2.82555941775619,2.84515537154134,2.82922830732457,2.84664066743607,2.85525547093692,2.86867185919867,2.83941064879121,2.84802944186416,2.82972484606341,2.85253644940707,2.82794047956561,2.82147175205301,2.85318487195679,2.81984576184696,2.81027636227248,2.85392978666414,2.85399266433058,2.85528783868538,2.83359751204917,2.14793615548874,2.83861223394164,2.83834143621081,2.81805053870097,2.83048984252625,2.83707654681095,2.83136332304408,2.8385195577045,2.84093461553194,2.83357641154893,2.82138509248851,2.84656603917839,2.85261392684926,2.83902537012291,2.83873492258042,2.85017089745635,2.8160209332153,2.84353722204202,2.85343828219513,2.83739136448331,2.845923952592,2.83767293487536,2.85192078747564,2.84086499280316,2.81913616435731,2.85679766601291,2.81921388896321
"100",30808,2.77949270858954,2.76255752492607,2.77069155888474,2.78526330573418,2.78754469444246,2.77374660466628,2.80231567622933,2.77237648846473,2.77894127360042,2.80841445827827,2.80276232727641,2.79774573018831,2.79051549437681,2.77306220701271,2.79928900505935,2.79293807120623,2.78016337885804,2.78613373587944,2.77492820291337,2.77555681139397,2.76082704317244,2.7901596028428,2.7656607493985,2.79850741295822,2.78353065111943,2.78854836738001,2.7785353080721,2.78643423250348,2.78641738485819,2.76834620507787,2.75805517574114,2.78259678253946,2.7865217655661,2.79239031199001,2.79302725065902,2.78690005040277,2.7740301063523,2.78730747520566,2.76641685131609,2.79090360357651,2.76513790216195,2.79411558929645,2.78036070566606,2.77149541804689,2.78550514354892,2.79916514819466,2.77890163099103,2.78392043146759,2.78186360710321,2.79875783744786,2.78425731412858,2.79725605754075,2.77120242955678,2.78277270704101,2.78789305764605,2.79269588515365,2.79482696523781,2.76039369481921,2.78471801879291,2.75912923629412,2.77988513229614,2.78616048229297,2.77724376143722,2.77036102841321,2.79692235141147,2.76460126573713,2.7602900204868,2.77298914561688,2.78196268426242,2.7677196194009
"1000",29877,2.83383496405813,2.84025875977508,2.83460840943952,2.85308151226269,2.8343882741714,2.82261266278132,2.82315901872736,2.83200178349257,2.82560741748258,2.80569639290732,2.83046192709354,2.83368226900101,2.81070025049914,2.84407400870123,2.8350884692099,2.82988297047877,2.80785393004755,2.82115511253168,2.83111572698506,2.82395612050278,2.83428106426537,2.82133375556774,2.81056295057418,2.8136158985221,2.82518917829146,2.83484838368576,2.81314917485516,2.82128654061626,2.83622702068887,2.81976614681713,2.84182233608629,2.81423069280247,2.81083671347429,2.83413048407868,2.82046720081923,2.79743622504089,2.8290258477681,2.82608055672757,2.84133285100294,2.81775514266911,2.80840576301668,2.82099765608987,2.81997427964784,2.84390861437007,2.83315313664887,2.81335243370586,2.81812584573797,2.81896108128309,2.83078832227243,2.83930597874369,2.81568919303455,2.84031444623539,2.8425243692455,2.81703872338475,2.82824293434784,2.80250986867845,2.82189096020678,2.81663395834941,2.81976890799077,2.82070396901867,2.84332340983142,2.83213250381485,2.83251939470089,2.82962777314806,2.82588398441216,2.81420632116908,2.82927611941469,2.81262971640722,2.81661497135561,2.81222106180381
"1001",31500,2.86028107607203,2.85172572059818,2.87604227355553,2.87852369125104,2.86544506050541,2.86900718452649,2.85552419086881,2.83090493134058,2.86082530179721,2.84495207092757,2.86921041610215,2.87792174714224,2.86866212957847,2.87962551196621,2.86852747252451,2.87982813418577,2.85417262007399,2.89068275828668,2.84942360574053,2.86723996797751,2.88619826861182,2.86583629531707,2.88771274314829,2.87211670321131,2.87623184789723,2.88621463437248,2.84389450739937,2.85800969653222,2.86511298237717,2.87035750420431,2.87085663671227,2.84356760108335,2.84846665936846,2.86804538690442,2.88178636314292,2.84525204772748,2.86269407356658,2.87387094670314,2.85240141815382,2.8651621631857,2.85678554921179,2.84235222393142,2.88203093474328,2.86628067333917,2.85267179377928,2.83965672546357,2.86209483781781,2.87652177973081,2.86140986388776,2.84676010599891,2.8709293319974,2.88442202329773,2.87590406542473,2.86995167338615,2.87197042509762,2.87029288402067,2.8602029708435,2.87191451349479,2.86816402046864,2.85384569942695,2.85539978323787,2.85485512428075,2.87095939453982,2.85664311891297,2.86307984489984,2.84995836991786,2.89874645728442,2.86693894537001,2.86632079431657,2.83896820659134
"1002",33370,2.85192814790675,2.84693715208968,2.83341371493154,2.84980244238874,2.84753956561396,2.86660542129288,2.86874231100761,2.84791761337379,2.85594276175579,2.85548875501117,2.86524077827373,2.85203841181909,2.84675416922657,2.83932702502269,2.84680297887171,2.83540955744863,2.83721554103576,2.8518362780008,2.87020304956481,2.84274768550732,2.86345204745603,2.86364389122559,2.83675866517677,2.86559647890967,2.83813034266611,2.84621900693593,2.84313619572479,2.82619606596851,2.85431501998113,2.86170554455317,2.85256805785516,2.84941656104734,2.86196945455818,2.8496139849786,2.83549629212331,2.85990543587292,2.84754696587192,2.85001912203763,2.83520172226383,2.83758605880215,2.84038403171931,2.86213813051028,2.84557042047174,2.84245285190341,2.83157979630547,2.86209819989227,2.86443757562698,2.87070917075505,2.86415335482372,2.87296721421353,2.85702800560353,2.86445285054129,2.87038171968742,2.86640025567981,2.87389920540021,2.84042554306743,2.84709081701064,2.84266251251522,2.83330298942777,2.85570578060401,2.8392608832272,2.84599746702911,2.85570285538924,2.84021202832116,2.84378698441874,2.85669217900715,2.85647824563669,2.86092319093733,2.84311343059729,2.8513537320206
"1003",33621,2.82406043516624,2.85361554524791,2.84859180375565,2.83423270547904,2.86347711293659,2.84115965389761,2.84425892429172,2.81423527989907,2.8564194923069,2.83100300238505,2.84006589987249,2.82481278184022,2.85483122708543,2.82557080405015,2.83854509472907,2.83257572735144,2.83675482238552,2.82465038325801,2.84849708937871,2.84537031687603,2.83555498265463,2.83752329261518,2.85718425667942,2.83311572291675,2.83938092382963,2.84383805446786,2.84952680671927,2.83682860012541,2.82607045783266,2.83224041076808,2.81891127097761,2.82917239448859,2.81334514718663,2.84936487617652,2.82275000164303,2.84281064874806,2.81996409471476,2.84874999189916,2.84893745558743,2.84320349700221,2.82205714891216,2.82203787356447,2.8396628281006,2.84262106101395,2.84172972849221,2.82158854737581,2.84695714186517,2.82974817182645,2.8281310223133,2.84002834621287,2.84541601020649,2.8421199867504,2.84417607848759,2.83821460735771,2.81741941750563,2.85378570124942,2.83851379330393,2.83141138219058,2.84090233730743,2.83251453523791,2.8293696215541,2.84327784132602,2.82883286540884,2.8242737404622,2.83733971534386,2.84919038896455,2.84444757949098,2.84616013246404,2.8370632027693,2.83231521972252
"1004",29272,2.88351835020663,2.86302818163409,2.87445322181141,2.87046731140886,2.8601722344076,2.8674760569144,2.87058197677775,2.90730360647302,2.87966373958944,2.87034380259442,2.86332575668787,2.86560385273906,2.86803654485053,2.88269402931889,2.87393673029915,2.87429071517837,2.87035765060923,2.9066845648854,2.85615285313902,2.86615843088553,2.86724579483259,2.88461045327375,2.86627269506053,2.85741499237302,2.87765518918092,2.8424568924612,2.8687921090997,2.86874803007316,2.89136282375034,2.86180950357183,2.86400736047627,2.88551827169184,2.88735535279983,2.85584837398443,2.89338622320019,2.87751464041506,2.86998018000508,2.88677871379609,2.86799238742499,2.86562839828643,2.85791133148801,2.86147562957804,2.86621639852288,2.86526169677915,2.85879647330143,2.87947062175127,2.87240710180631,2.86589244308867,2.86546295951196,2.86130748439127,2.87888158842486,2.87507157949593,2.88847875917206,2.86469474034411,2.86154491109238,2.87298919591197,2.86071543204314,2.87304640783033,2.86487809549978,2.85814083525878,2.88175379511149,2.87527267091371,2.86703589108851,2.88029119488052,2.90786457421437,2.88042446046078,2.8537961668543,2.87765256894083,2.86266876693342,2.85319402071221
"1005",30323,2.79754797712863,2.78048293873223,2.81583930078534,2.80512139891407,2.7844350386813,2.81259071376147,2.81399675099396,2.80173167265542,2.81193853024615,2.80140106534904,2.78129060087808,2.81862581340944,2.79819254411105,2.77866833117334,2.81687290773728,2.78205582255397,2.8161894711481,2.78932483747237,2.80051399181373,2.795751039167,2.77690355178068,2.79651740639495,2.7839428925724,2.80835300884962,2.79029514246362,2.78310338881745,2.79838266061431,2.80464004245722,2.79428362053581,2.81729450820622,2.78295109037106,2.79119099671757,2.80031083922055,2.8098663765748,2.7945511715434,2.79272986781639,2.80091676982283,2.80060657148442,2.81529395798018,2.78938669855986,2.80305784215971,2.7977058247481,2.81512180123707,2.78750397159392,2.80577364171555,2.78468627021013,2.8110779401449,2.79748079085416,2.79121682341558,2.79865108044549,2.77137355142916,2.79096481353899,2.79875202980204,2.78181195457606,2.79491042782905,2.80705557780423,2.80506347807827,2.77852622934516,2.78774445534,2.78948084261811,2.81316246863344,2.78425220533961,2.78569304703207,2.80479056570312,2.78823374566005,2.80168043833724,2.79738392973069,2.78813965458858,2.79958280846434,2.80070879585411
