"Name","n_pixels","boot_1","boot_2","boot_3","boot_4","boot_5","boot_6","boot_7","boot_8","boot_9","boot_10","boot_mean","boot_sd","boot_cv","boot_median","boot_min","boot_max"
"1116",9263,2.7227114442156,2.73704537198432,2.73492275412809,2.73959774274968,2.74180449206066,2.74091295232616,2.73953433811902,2.73529112484594,2.72975962007863,2.73208390105986,2.7353663741568,0.00559347265057501,0.0020448714670989,2.73529112484594,0.0020448714670989,2.74180449206066
"1117",14608,2.58855725781725,2.59612716765911,2.58040970579122,2.63404945791377,2.57514498112989,2.62956007267372,2.60689875974735,2.59943756890061,2.63394330599611,2.59396075509063,2.60380890327197,0.0206690651079854,0.00793801153456865,2.59612716765911,0.00793801153456865,2.63404945791377
"1118",20609,2.53254229233276,2.50006554908448,2.52498519861271,2.52398528757109,2.52542660202827,2.52917102510744,2.52929296924866,2.52441741586243,2.52278768806646,2.52553355635431,2.52382075842686,0.00840990014843629,0.00333220975394399,2.52441741586243,0.00333220975394399,2.53254229233276
"112",28911,2.42856427935702,2.45117849376204,2.45403120705613,2.42047898646242,2.41261126933214,2.47034707264456,2.4437002893794,2.41419631034015,2.4112063397244,2.43076923080448,2.43370834788627,0.0192424587993545,0.00790664124403689,2.42856427935702,0.00790664124403689,2.47034707264456
"1121",26538,2.99835634811257,2.34274759194169,3.00988114773197,2.31170900431175,2.98132040650987,2.30499167817412,3.04414751948491,3.01045381706906,2.3511573753978,3.01025828689385,2.73650231756276,0.334374197443054,0.122190357850989,2.73650231756276,0.122190357850989,3.04414751948491
"1122",27851,2.96198987444559,2.9381266459514,2.94848252006102,2.96742179792038,2.93494944522237,2.96680628417852,2.95176944412321,2.97014364053726,2.94619320621431,2.92571254326102,2.95115954019151,0.0144891334680466,0.00490964086174289,2.94848252006102,0.00490964086174289,2.97014364053726
"1123",27952,2.98808892001362,2.96413359348768,2.98320015893379,3.03025232025587,2.29417877433549,2.32069979697434,3.00706365305143,2.99702034273353,3.02606014941784,2.97401730592664,2.85847150151302,0.276291137281597,0.0966569500991537,2.97401730592664,0.0966569500991537,3.03025232025587
"1124",31237,2.90502334131677,2.91004727235693,2.89232217875662,2.87801603335458,2.91367674028888,2.91636146715522,2.23767139281845,2.90629293537108,2.92827722735781,2.90840781201266,2.8396096400789,0.201057777343538,0.0708047241796064,2.90502334131677,0.0708047241796064,2.92827722735781
"113",28697,2.30674332940273,2.3547966608551,2.31829809000793,2.29920210754979,2.31747692150352,2.32458105945925,2.3190660984496,2.33821891803244,2.3091382685733,2.29524173749964,2.31827631913333,0.016980538688597,0.00732463966803794,2.31747692150352,0.00732463966803794,2.3547966608551
"114",30286,2.44231926106435,2.44370566516184,2.46776198032479,2.4211517962479,2.4404056147467,2.40873419772726,2.44260536885811,2.45837209319891,2.46735359423957,2.46243189563355,2.4454841467203,0.0184872397613276,0.00755974631286051,2.44260536885811,0.00755974631286051,2.46776198032479
"115",33491,2.36714407844971,2.99201039694714,2.34122030638126,2.36382484263984,2.35213305440813,2.37819740048665,2.35981959583026,2.35841473399294,2.31883847339796,3.00986140056114,2.4841464283095,0.258870975669859,0.10420922563974,2.35981959583026,0.10420922563974,3.00986140056114
"116",33988,2.90421759446244,2.90346993153038,2.89823259758177,2.91502772041885,2.21923405783421,2.87245924955725,2.23462321399747,2.87958217944699,2.90851084615219,2.90939888551574,2.76447562764973,0.269090118521101,0.0973385751097662,2.87958217944699,0.0973385751097662,2.91502772041885
"117",34402,2.41521091639107,2.39068010668316,2.35636375397623,3.04776988300389,2.34650566250251,2.38415310207428,2.38662829864518,2.38534193034551,2.38289656743696,2.3909384989915,2.44864887200503,0.20050987909239,0.0818859254933544,2.38534193034551,0.0818859254933544,3.04776988300389
