"quad_id","n_pixels","manual_excluded","metric_method","pca_euclidean_mean","pca_euclidean_median","pca_euclidean_sd","rao_q_pca","rao_q_distance","alpha_hull_area","alpha_hull_method","alpha_hull_n_points","alpha_hull_alpha","pca_convex_hull_area","pca_hull_volume_3d","pca_hull_area_3d","pca_hull_3d_method","pca_hull_3d_n_points"
"0_a",4447,FALSE,"all_pixels",8.47252449331256,8.04136013218115,4.10024349678561,177.183774994502,"squared_euclidean_pc1_pc3",499.378404646183,"all_pixels",4430,1,1067.78957449128,9386.89094763867,2797.77271934471,"all_pixels",4430
"0_b",3350,FALSE,"all_pixels",7.70641369841934,7.26044738767371,3.65308587422507,145.459729805383,"squared_euclidean_pc1_pc3",416.193717133695,"all_pixels",3331,1,668.588346262698,4122.17382553314,1657.11467681275,"all_pixels",3331
"0_c",6145,FALSE,"all_pixels",8.25042454588505,7.90986339622946,3.8006753301838,165.024574879106,"squared_euclidean_pc1_pc3",572.045970591876,"all_pixels",6130,1,978.39912915129,7905.26331939086,2504.11801356547,"all_pixels",6130
"0_d",7842,FALSE,"all_pixels",7.69119317414123,6.88615141054727,4.43291756821637,157.605409547091,"squared_euclidean_pc1_pc3",665.595460684029,"all_pixels",7836,1,1196.62028843394,9720.12212082722,3041.48216543965,"all_pixels",7836
"1_a",9428,FALSE,"all_pixels",7.24997064770883,6.15544298292961,4.71728462477156,149.624976675953,"squared_euclidean_pc1_pc3",733.224235569461,"all_pixels",9428,1,1205.5109692387,10337.0597403199,3075.14565962074,"all_pixels",9428
"1_b",9385,FALSE,"all_pixels",8.1813260110423,6.97011162326193,5.03907156469358,184.647263826434,"squared_euclidean_pc1_pc3",773.41169382727,"all_pixels",9379,1,1717.55612569203,15672.3232416453,4334.66666834246,"all_pixels",9379
"1_c",4712,FALSE,"all_pixels",9.26131927597693,8.53538874191089,5.19578626007744,225.5250006972,"squared_euclidean_pc1_pc3",547.077988318259,"all_pixels",4705,1,950.482165309524,7418.8059302984,2500.07055992665,"all_pixels",4705
"1_d",7184,FALSE,"all_pixels",9.30952402331619,8.08962380617578,5.2254795834388,227.93814704327,"squared_euclidean_pc1_pc3",695.790924916234,"all_pixels",7165,1,1276.30730032947,10687.9189435659,3225.48466304232,"all_pixels",7165
"10_a",9159,FALSE,"all_pixels",8.67273662656094,8.17293521420012,4.13973505165653,184.703791582905,"squared_euclidean_pc1_pc3",695.474617792857,"all_pixels",9129,1,1240.5609422762,10331.9204371088,3198.17737134777,"all_pixels",9129
"10_b",7511,FALSE,"all_pixels",7.24029583226657,6.52865739446937,4.11746405308118,138.746273619239,"squared_euclidean_pc1_pc3",561.625408790896,"all_pixels",7419,1,1541.00733936057,10201.5294206862,3508.36012112486,"all_pixels",7419
"10_c",7047,FALSE,"all_pixels",5.81391498000572,5.09080808651543,3.42506887687466,91.0620790246534,"squared_euclidean_pc1_pc3",421.208956074945,"all_pixels",6979,1,873.11967870987,5379.95858794221,2106.49945276091,"all_pixels",6979
"10_d",7086,FALSE,"all_pixels",6.45089461395292,5.7644809481728,3.65517129773997,109.944866178362,"squared_euclidean_pc1_pc3",398.007836732777,"all_pixels",7047,1,918.892450494483,5523.36617162186,2180.84795791614,"all_pixels",7047
"100_a",7809,FALSE,"all_pixels",8.48139930260237,7.85044397901941,4.40373487347909,182.649063129538,"squared_euclidean_pc1_pc3",683.059984114998,"all_pixels",7809,1,1060.9312170105,8038.96789418264,2652.48044852101,"all_pixels",7809
"100_b",7035,FALSE,"all_pixels",7.54079141981942,6.95282455446413,3.86144902553,143.544408597821,"squared_euclidean_pc1_pc3",505.178132429449,"all_pixels",7026,1,836.021815237529,6860.61011094294,2235.99940871311,"all_pixels",7026
"100_c",8911,FALSE,"all_pixels",7.92476808631599,7.14349146867822,4.28384863843125,162.302497947494,"squared_euclidean_pc1_pc3",623.457490793797,"all_pixels",8911,1,1065.58366826218,9296.04810311999,2779.81902132873,"all_pixels",8911
"100_d",7619,FALSE,"all_pixels",9.00716184265888,8.29593605074967,4.72017215862081,206.812130790568,"squared_euclidean_pc1_pc3",678.610463622636,"all_pixels",7565,1,1444.87444848952,13415.5867507289,3686.01794649274,"all_pixels",7565
