"quad_id","n_pixels","manual_excluded","metric_method","pca_euclidean_mean","pca_euclidean_median","pca_euclidean_sd","rao_q_pca","rao_q_distance","alpha_hull_area","alpha_hull_method","alpha_hull_n_points","alpha_hull_alpha","pca_convex_hull_area","pca_hull_volume_3d","pca_hull_area_3d","pca_hull_3d_method","pca_hull_3d_n_points","standardized_PCA_n_pixels","standardized_PCA_manual_excluded","standardized_PCA_metric_method","standardized_PCA_pca_euclidean_mean","standardized_PCA_pca_euclidean_median","standardized_PCA_pca_euclidean_sd","standardized_PCA_rao_q_pca","standardized_PCA_rao_q_distance","standardized_PCA_alpha_hull_area","standardized_PCA_alpha_hull_method","standardized_PCA_alpha_hull_n_points","standardized_PCA_alpha_hull_alpha","standardized_PCA_pca_convex_hull_area","standardized_PCA_pca_hull_volume_3d","standardized_PCA_pca_hull_area_3d","standardized_PCA_pca_hull_3d_method","standardized_PCA_pca_hull_3d_n_points","sa_n_pixels","sa_n_pairs","sa_method","sa_entropy","sa_exact_entropy","sa_boot_mean","sa_boot_sd","sa_boot_cv","sa_boot_median","sa_boot_min","sa_boot_max","scale"
"sub50_1",175140,FALSE,"all_pixels",9.42032369018245,8.60048154672661,5.08913944673799,229.283381716459,"squared_euclidean_pc1_pc3",824.733938162173,"sampled_pixels",10000,1,1893.60301891728,17887.20478823,4644.4535650931,"sampled_pixels",10000,175140,FALSE,"all_pixels",7.32612832570273,6.41919179788318,4.43776928734269,146.731680092648,"squared_euclidean_pc1_pc3",748.713336785807,"sampled_pixels",10000,1,2621.97577632116,39290.1443533046,6748.82284916304,"sampled_pixels",10000,175140,15336922230,"bootstrap_mean",2.82516356772824,NA,2.82516356772824,0.0128165116908762,0.00453655563071774,2.82429916532442,2.7945852055805,2.86170594381956,"50m"
"sub50_10",190670,FALSE,"all_pixels",9.23233816222803,8.38855701446812,5.1370963151834,223.251376175596,"squared_euclidean_pc1_pc3",794.476156508792,"sampled_pixels",10000,1,1650.32268901209,21349.7923709492,4766.15795630788,"sampled_pixels",10000,190670,FALSE,"all_pixels",6.98219124036181,6.11593665976419,4.23182239440795,133.318442743361,"squared_euclidean_pc1_pc3",651.028426233409,"sampled_pixels",10000,1,2753.8296109451,37895.1175367291,6698.95403718927,"sampled_pixels",10000,190670,18177429115,"bootstrap_mean",2.82493821424302,NA,2.82493821424302,0.0128331829509422,0.00454281898493878,2.82295637502315,2.79452892287199,2.85970844438765,"50m"
"sub50_11",176363,FALSE,"all_pixels",7.86512294389251,6.96814897743371,4.42532059968248,162.887020583734,"squared_euclidean_pc1_pc3",627.094309655388,"sampled_pixels",10000,1,1237.15827142777,13074.4488371919,3430.46999054778,"sampled_pixels",10000,176363,FALSE,"all_pixels",6.44814617275558,5.91009454273122,3.33831620441557,105.445761912032,"squared_euclidean_pc1_pc3",563.745965638832,"sampled_pixels",10000,1,1894.46737250446,22365.6292271188,4570.1266695206,"sampled_pixels",10000,176363,15551865703,"bootstrap_mean",2.75360494872893,NA,2.75360494872893,0.0117326453642928,0.0042608310134352,2.75281532625913,2.7248588928631,2.77923034657649,"50m"
"sub50_12",169495,FALSE,"all_pixels",10.4535767065349,9.47887272757232,7.09797123784907,319.316328819562,"squared_euclidean_pc1_pc3",878.864032619285,"sampled_pixels",10000,1,4008.00087984457,48408.0075733477,9862.05147451608,"sampled_pixels",10000,169495,FALSE,"all_pixels",9.30138517745539,7.52302810421332,9.89614679342539,368.897819558599,"squared_euclidean_pc1_pc3",817.380315371005,"sampled_pixels",10000,1,7744.28210207835,132442.909465245,18281.5255891386,"sampled_pixels",10000,169495,14364192765,"bootstrap_mean",2.81096742869172,NA,2.81096742869172,0.280609594725106,0.099826697335909,2.95062859692263,2.25520195678569,2.98994130459829,"50m"
"sub50_13",203330,FALSE,"all_pixels",8.69258468326426,7.45628979141161,5.89307875511052,220.578469783115,"squared_euclidean_pc1_pc3",912.75594014436,"sampled_pixels",10000,1,2427.35003504097,32525.9101182223,7452.53659205598,"sampled_pixels",10000,203330,FALSE,"all_pixels",8.72050184462044,7.06012779617267,7.31895528609759,259.227990905639,"squared_euclidean_pc1_pc3",909.462187020793,"sampled_pixels",10000,1,4778.39882012142,110429.132077085,15172.3367796364,"sampled_pixels",10000,203330,20671442785,"bootstrap_mean",2.92035429389884,NA,2.92035429389884,0.0142844587332628,0.0048913444382778,2.9201153498508,2.88198116917066,2.95091423361465,"50m"
"sub50_14",178478,FALSE,"all_pixels",7.12433651283447,6.49201787864955,3.98396269050086,133.256081075825,"squared_euclidean_pc1_pc3",584.697509304831,"sampled_pixels",10000,1,1526.87421296045,10020.9939969454,2975.12513506345,"sampled_pixels",10000,178478,FALSE,"all_pixels",6.31630238567498,5.53655277493296,3.97043311437437,111.319853232985,"squared_euclidean_pc1_pc3",634.343316139819,"sampled_pixels",10000,1,2930.21894492042,39964.1645273183,7245.96368376868,"sampled_pixels",10000,178478,15927109003,"bootstrap_mean",2.82111058153471,NA,2.82111058153471,0.0137403496407453,0.00487054627729992,2.82201458328054,2.79009161914052,2.85169472462369,"50m"
"sub50_15",172782,FALSE,"all_pixels",7.39140643493068,6.73904533124322,4.01790810594964,141.552762401861,"squared_euclidean_pc1_pc3",668.082315195168,"sampled_pixels",10000,1,1419.05690624684,11331.3809671227,3325.92874649181,"sampled_pixels",10000,172782,FALSE,"all_pixels",6.79336049035095,6.02479444245195,4.07849827615707,125.567597336035,"squared_euclidean_pc1_pc3",650.050187629565,"sampled_pixels",10000,1,2394.80222752736,47745.0575211304,7570.75686332931,"sampled_pixels",10000,172782,14926723371,"bootstrap_mean",2.82963069525012,NA,2.82963069525012,0.0131298830970402,0.00464014018475284,2.82861210974102,2.79365638898686,2.86006403508917,"50m"
"sub50_16",157562,FALSE,"all_pixels",7.55154664664936,6.92109978901796,4.10387515899456,147.735082374406,"squared_euclidean_pc1_pc3",607.442104982433,"sampled_pixels",10000,1,1362.62078233497,13060.3337732371,3836.57041479639,"sampled_pixels",10000,157562,FALSE,"all_pixels",6.73064751994651,6.09448517602805,3.80787993739936,119.60294725693,"squared_euclidean_pc1_pc3",632.459667349762,"sampled_pixels",10000,1,2285.40251491549,36119.0775740868,6423.07021212006,"sampled_pixels",10000,157562,12412813141,"bootstrap_mean",2.85105553449855,NA,2.85105553449855,0.0821878815190329,0.0288271766454694,2.84262099720654,2.80222638131818,3.52139402960417,"50m"
"sub50_17",170415,FALSE,"all_pixels",9.41328156380383,8.81672945513873,4.68276672867136,221.076090717392,"squared_euclidean_pc1_pc3",911.094481554724,"sampled_pixels",10000,1,1781.73095971392,18422.5271014079,4589.47373722367,"sampled_pixels",10000,170415,FALSE,"all_pixels",8.8379004230835,7.94051121545608,4.93642340716664,204.953233898869,"squared_euclidean_pc1_pc3",894.209432815716,"sampled_pixels",10000,1,2782.09001145233,52547.1496112677,8283.22682152364,"sampled_pixels",10000,170415,14520550905,"bootstrap_mean",2.91094868684144,NA,2.91094868684144,0.0122286738599357,0.00420092388272381,2.90890704203898,2.88821960132699,2.93829514323761,"50m"
"sub50_18",175121,FALSE,"all_pixels",9.46805831497133,8.65205838151254,5.29930492715823,235.453201210785,"squared_euclidean_pc1_pc3",855.142750849555,"sampled_pixels",10000,1,2320.98201104084,23777.0222214337,5525.49764848328,"sampled_pixels",10000,175121,FALSE,"all_pixels",8.255780706098,7.31942973083018,4.8004159334482,182.403553224614,"squared_euclidean_pc1_pc3",839.576652195317,"sampled_pixels",10000,1,2716.72657255171,60113.9290302696,9246.42661462839,"sampled_pixels",10000,175121,15333594760,"bootstrap_mean",2.97404641423138,NA,2.97404641423138,0.0129341544220475,0.00434900893279779,2.97416351834114,2.9325798836446,2.9979326673378,"50m"
