"","Name","spectral_entropy"
"95","1309",1.50500452726209
"96","1310",1.51887997159558
"97","1311",1.58905146018342
"98","1312",1.55179792023842
"99","1323",1.51118616848742
"100","1324",1.5415690264436
"101","14",1.5810434990609
"102","1400",1.57707292588493
"103","1401",1.69439261640447
"104","1402",1.63654431760051
"105","1403",1.53409388362535
"106","1404",1.59594330811775
"107","1405",1.66447829071539
"108","1406",1.73072035324499
"109","1407",1.59700784092599
"110","1408",1.530185481158
"111","1409",1.55410856623274
"112","1410",1.38476508034127
"113","1411",1.5483784634105
"114","1412",1.58347349890929
"115","1413",1.52221019063246
"116","1415",1.55888729051019
"117","1416",1.57286382395668
"118","1417",1.61837637968322
"119","15",1.57560980816275
"120","1500",1.57941189158587
"121","1501",1.5397824929538
"122","1502",1.5295106468864
"123","1503",1.53147279299913
"124","1504",1.59418708455681
"125","1505",1.65593166913067
"126","1506",1.63776425479216
"127","1507",1.55924250143106
"128","1508",1.65448615132635
"129","1509",1.60302806267287
"130","1510",1.53261316961704
"131","1511",1.61770470359189
"132","1512",1.5051639837235
"133","1513",1.55975795695153
"134","1514",1.6087686569723
"135","1515",1.50999390898132
"136","1516",1.42405399115118
"137","1517",1.47247299092442
"138","1518",1.63144683779913
"139","16",1.60375573314588
"140","1600",1.53270852301248
"141","1601",1.54376857624811
"142","1602",1.53789680604251
"143","1603",1.47475214027539
"144","1604",1.56661040257203
"145","1605",1.6638308913732
"146","1606",1.62050177482044
"147","1607",1.52213159875142
"148","1608",1.52729972241843
"149","1609",1.51194645430342
"150","1610",1.45252156868039
"151","1611",1.55049632904507
"152","1612",1.58793505998878
"153","1613",1.53574027735641
"154","1614",1.59446874548918
"155","1615",1.59205750306009
"156","1616",1.55847957247558
"157","1617",1.45532457611075
"158","1618",1.46549796564424
"159","1619",1.46467103581909
"160","17",1.47926512691499
"161","1700",1.40526119506086
"162","1701",1.45572016541148
"163","1702",1.48074059013244
"164","1703",1.5794855265261
"165","1704",1.5058583611963
"166","1705",1.5325255244606
"167","1706",1.53523412951211
"168","1707",1.54704354178252
"169","1708",1.53347504626851
"170","1709",1.54443154329938
"171","1710",1.46036643694482
"172","1711",1.53108319342792
"173","1712",1.56566523684878
"174","1713",1.60718991462954
"175","1714",1.45981961007217
"176","1715",1.56949157364115
"177","1716",1.55093876474792
"178","1717",1.51950097732978
"179","1718",1.46477986352428
"180","1719",1.51835021558828
"181","1720",1.54594420747635
"182","18",1.48942081385461
"183","1800",1.47333197796039
"184","1801",1.4500314125993
"185","1802",1.45240389204727
"186","1803",1.60399956779758
"187","1804",1.50635852914834
"188","1805",1.54751448925458
"189","1806",1.48182646240441
"190","1807",1.65258578945182
"191","1808",1.54022580329225
"192","1809",1.54932638324616
"193","1810",1.51107390867111
"194","1811",1.63164352213363
"195","1812",1.65378960205563
"196","1813",1.60380483586926
"197","1814",1.45005545510534
"198","1815",1.55695941652802
"199","1816",1.5864149934295
"200","1817",1.48735583067089
"201","1818",1.54550468966644
"202","1819",1.56674173881027
"203","1820",1.56983923656288
"204","1821",1.67832386760276
"205","19",1.55819614883051
"206","1900",1.45855800150155
"207","1901",1.56436029884666
"208","1902",1.46689446238544
"209","1903",1.59542156678215
"210","1904",1.60205888154776
"211","1905",1.61854459323993
"212","1906",1.50271029401232
"213","1907",1.630670474371
"214","1908",1.57347922538427
"215","1909",1.48050419626124
"216","1910",1.54689694900764
"217","1911",1.51882959879327
"218","1912",1.62021333791557
"219","1913",1.52844971159953
"220","1914",1.48618150070919
"221","1915",1.55279598427333
"222","1916",1.55342335599427
"223","1917",1.59581373442553
"224","1918",1.51924432039729
"225","1919",1.59768344165325
"226","1920",1.52881056979468
"227","2",1.53775271070408
"228","20",1.41952221953737
"229","200",1.44901197819435
"230","201",1.58963051603298
"231","202",1.6719349655723
"232","203",1.58189592270073
"233","204",1.47188862780663
"234","205",1.63389598131859
"235","206",1.68012681538774
"236","207",1.5662698510511
"237","208",1.47409017194409
"238","209",1.38711082405779
"239","21",1.3849346521812
"240","210",1.44651354625561
"241","211",1.46175420748493
"242","212",1.48650936794525
"243","213",1.54498749931164
"244","214",1.44334144956096
"245","215",1.55973374306321
"246","216",1.52916773578264
"247","217",1.53002792711912
"248","218",1.30611025095781
"249","219",1.58248218024167
"250","22",1.40569362355399
"251","220",1.54323608043228
"252","221",1.42434772541219
"253","222",1.33110527393964
"254","223",1.34691580366612
"255","224",1.46621116194483
"256","23",1.55974412945432
"257","3",1.45575271935259
"258","300",1.53132710237326
"259","301",1.52282602623837
"260","302",1.60882770812127
"261","303",1.5644879528855
"262","304",1.49028656029113
"263","305",1.61410397721837
"264","306",1.78384159645325
"265","307",1.69005570795386
"266","308",1.54651280487539
"267","309",1.41232473520976
"268","310",1.43467358938509
"269","311",1.53768255423616
"270","312",1.58058787578516
"271","313",1.44745770824378
"272","314",1.38516854439886
"273","315",1.54855172783202
"274","316",1.57567831233463
"275","317",1.51358523328385
"276","318",1.48650338981967
