"quad_id","n_pixels","manual_excluded","metric_method","pca_euclidean_mean","pca_euclidean_median","pca_euclidean_sd","rao_q_pca","rao_q_distance","alpha_hull_area","alpha_hull_method","alpha_hull_n_points","alpha_hull_alpha","pca_convex_hull_area","pca_hull_volume_3d","pca_hull_area_3d","pca_hull_3d_method","pca_hull_3d_n_points"
"sub50_1",175140,FALSE,"all_pixels",9.42032369018245,8.60048154672661,5.08913944673799,229.283381716459,"squared_euclidean_pc1_pc3",824.733938162173,"sampled_pixels",10000,1,1893.60301891728,17887.20478823,4644.4535650931,"sampled_pixels",10000
"sub50_10",190670,FALSE,"all_pixels",9.23233816222803,8.38855701446812,5.1370963151834,223.251376175596,"squared_euclidean_pc1_pc3",794.476156508792,"sampled_pixels",10000,1,1650.32268901209,21349.7923709492,4766.15795630788,"sampled_pixels",10000
"sub50_11",176363,FALSE,"all_pixels",7.86512294389251,6.96814897743371,4.42532059968248,162.887020583734,"squared_euclidean_pc1_pc3",627.094309655388,"sampled_pixels",10000,1,1237.15827142777,13074.4488371919,3430.46999054778,"sampled_pixels",10000
"sub50_12",169495,FALSE,"all_pixels",10.4535767065349,9.47887272757232,7.09797123784907,319.316328819562,"squared_euclidean_pc1_pc3",878.864032619285,"sampled_pixels",10000,1,4008.00087984457,48408.0075733477,9862.05147451608,"sampled_pixels",10000
"sub50_13",203330,FALSE,"all_pixels",8.69258468326426,7.45628979141161,5.89307875511052,220.578469783115,"squared_euclidean_pc1_pc3",912.75594014436,"sampled_pixels",10000,1,2427.35003504097,32525.9101182223,7452.53659205598,"sampled_pixels",10000
"sub50_14",178478,FALSE,"all_pixels",7.12433651283447,6.49201787864955,3.98396269050086,133.256081075825,"squared_euclidean_pc1_pc3",584.697509304831,"sampled_pixels",10000,1,1526.87421296045,10020.9939969454,2975.12513506345,"sampled_pixels",10000
"sub50_15",172782,FALSE,"all_pixels",7.39140643493068,6.73904533124322,4.01790810594964,141.552762401861,"squared_euclidean_pc1_pc3",668.082315195168,"sampled_pixels",10000,1,1419.05690624684,11331.3809671227,3325.92874649181,"sampled_pixels",10000
"sub50_16",157562,FALSE,"all_pixels",7.55154664664936,6.92109978901796,4.10387515899456,147.735082374406,"squared_euclidean_pc1_pc3",607.442104982433,"sampled_pixels",10000,1,1362.62078233497,13060.3337732371,3836.57041479639,"sampled_pixels",10000
"sub50_17",170415,FALSE,"all_pixels",9.41328156380383,8.81672945513873,4.68276672867136,221.076090717392,"squared_euclidean_pc1_pc3",911.094481554724,"sampled_pixels",10000,1,1781.73095971392,18422.5271014079,4589.47373722367,"sampled_pixels",10000
"sub50_18",175121,FALSE,"all_pixels",9.46805831497133,8.65205838151254,5.29930492715823,235.453201210785,"squared_euclidean_pc1_pc3",855.142750849555,"sampled_pixels",10000,1,2320.98201104084,23777.0222214337,5525.49764848328,"sampled_pixels",10000
"sub50_19",200918,FALSE,"all_pixels",11.1554597688317,10.0697510348771,6.15070629120412,324.550564486001,"squared_euclidean_pc1_pc3",1160.49748641862,"sampled_pixels",10000,1,2450.81513346469,35516.0114312786,7806.33036854598,"sampled_pixels",10000
"sub50_2",164543,FALSE,"all_pixels",8.09683445507267,7.39791400401634,4.38580682510219,169.587825597197,"squared_euclidean_pc1_pc3",636.763505251206,"sampled_pixels",10000,1,1425.89785814197,14679.464320778,3758.82293173658,"sampled_pixels",10000
"sub50_20",181089,FALSE,"all_pixels",9.12095242566818,8.35491894812139,6.01751023068484,238.804005136801,"squared_euclidean_pc1_pc3",787.708517928511,"sampled_pixels",10000,1,4034.97834349051,44236.382978536,10053.0043739771,"sampled_pixels",10000
"sub50_21",185088,FALSE,"all_pixels",8.21054620123301,7.53728713012598,4.50567920046385,175.428208592658,"squared_euclidean_pc1_pc3",724.8590000388,"sampled_pixels",10000,1,2022.7830201455,19502.6211419545,5026.58465464283,"sampled_pixels",10000
"sub50_22",159220,FALSE,"all_pixels",7.6226069034942,7.13896595204113,3.87046941445597,146.169150812856,"squared_euclidean_pc1_pc3",585.085437509392,"sampled_pixels",10000,1,1293.38750945743,12660.8129916062,3648.40312910946,"sampled_pixels",10000
"sub50_23",173628,FALSE,"all_pixels",7.78823067778284,7.14847422469486,4.23698961471943,157.217029383339,"squared_euclidean_pc1_pc3",697.942540283066,"sampled_pixels",10000,1,1638.15331804591,17755.0639468195,4792.73212153603,"sampled_pixels",10000
"sub50_24",166816,FALSE,"all_pixels",7.87473866841697,7.26698600660368,4.21451811847434,159.547131178472,"squared_euclidean_pc1_pc3",671.105723539666,"sampled_pixels",10000,1,2184.02789485865,14370.1434377605,3785.97655754556,"sampled_pixels",10000
"sub50_25",200712,FALSE,"all_pixels",7.8721985383222,7.04547497671967,4.43065700247192,163.204266989791,"squared_euclidean_pc1_pc3",697.211019179044,"sampled_pixels",10000,1,1606.97707303622,14745.8226380748,4068.38717286574,"sampled_pixels",10000
"sub50_26",168753,FALSE,"all_pixels",8.45514029055577,7.85417681582046,4.40158984487187,181.726551377303,"squared_euclidean_pc1_pc3",723.041123234273,"sampled_pixels",10000,1,1603.44695028079,14545.519440807,3680.65856892981,"sampled_pixels",10000
"sub50_27",167394,FALSE,"all_pixels",8.87421837403455,8.28169388501324,4.55913519938949,199.074682687941,"squared_euclidean_pc1_pc3",867.346209776455,"sampled_pixels",10000,1,1430.75044121244,13280.4953100446,3718.04108191533,"sampled_pixels",10000
"sub50_28",178528,FALSE,"all_pixels",8.34669357900921,7.78199130084818,4.28932105236194,176.13093147341,"squared_euclidean_pc1_pc3",691.94013871382,"sampled_pixels",10000,1,1249.55437362233,14154.0582375871,3775.89196835767,"sampled_pixels",10000
"sub50_29",172241,FALSE,"all_pixels",9.40741196240366,8.58152688893595,5.4494554433479,236.391584093085,"squared_euclidean_pc1_pc3",832.265214203409,"sampled_pixels",10000,1,2620.65691529557,36891.2200332444,7251.49732153695,"sampled_pixels",10000
"sub50_3",170209,FALSE,"all_pixels",8.1297433820658,7.28235506349517,4.59013205896606,174.323831984084,"squared_euclidean_pc1_pc3",672.056980775768,"sampled_pixels",10000,1,1359.6300401292,16293.2993956125,4060.84744443424,"sampled_pixels",10000
"sub50_30",160607,FALSE,"all_pixels",7.89554514032565,7.17354044232609,4.97483256528695,174.176876038337,"squared_euclidean_pc1_pc3",641.372415844799,"sampled_pixels",10000,1,2738.63543275171,30546.4551218791,7090.98205379071,"sampled_pixels",10000
"sub50_31",187329,FALSE,"all_pixels",9.69747193471279,8.72629612426367,5.40788392387207,246.572028683584,"squared_euclidean_pc1_pc3",916.84925520759,"sampled_pixels",10000,1,2185.72253523369,18926.6092772642,5041.89567123262,"sampled_pixels",10000
"sub50_32",162092,FALSE,"all_pixels",8.07227645733304,7.44536310177897,4.33064126707405,167.831970570345,"squared_euclidean_pc1_pc3",714.323749550994,"sampled_pixels",10000,1,1507.81495935046,12828.9416242482,3607.45976159675,"sampled_pixels",10000
"sub50_33",178883,FALSE,"all_pixels",8.91006952644005,7.43550478889058,6.60632547402282,246.065262513217,"squared_euclidean_pc1_pc3",851.566786316172,"sampled_pixels",10000,1,3385.86008965426,37621.0586411938,9850.96696878824,"sampled_pixels",10000
"sub50_34",182142,FALSE,"all_pixels",8.00761481995522,6.92965536891383,4.99395901423165,178.122769633015,"squared_euclidean_pc1_pc3",728.820757016565,"sampled_pixels",10000,1,2335.8184848894,25282.9656843202,6445.07281312863,"sampled_pixels",10000
"sub50_35",193953,FALSE,"all_pixels",8.63953257372125,7.77940949719919,4.90266332439287,197.355013674503,"squared_euclidean_pc1_pc3",785.826142752542,"sampled_pixels",10000,1,2532.00627104112,20701.6607411656,5396.29806828502,"sampled_pixels",10000
