"source","scale","quad_id","metric_id","metric_label","sample_rule","n_boot","metric_value","metric_sd","metric_cv","metric_se"
"sample_size_fixed4000","20m","1402","pca_mean_distance","Raw PCA mean distance","fixed_4000",50,7.02882044414562,0.0507094025183497,0.00721449678808996,0.00717139247812865
"sample_size_fixed4000","20m","1512","pca_mean_distance","Raw PCA mean distance","fixed_4000",50,9.74236769825236,0.0879214394835988,0.00902464803287713,0.0124339692141071
"sample_size_fixed4000","20m","1518","pca_mean_distance","Raw PCA mean distance","fixed_4000",50,9.7670234354912,0.0993199445021016,0.0101689061317489,0.0140459612529015
"sample_size_fixed4000","20m","1800","pca_mean_distance","Raw PCA mean distance","fixed_4000",50,8.3310071489342,0.0724809617870669,0.00870014399115472,0.0102503559173116
"sample_size_fixed4000","20m","1805","pca_mean_distance","Raw PCA mean distance","fixed_4000",50,8.2368189241804,0.0661181947117799,0.00802715166138717,0.00935052476810242
"sample_size_fixed4000","20m","1910","pca_mean_distance","Raw PCA mean distance","fixed_4000",50,6.52338298420393,0.0554155010764908,0.00849490229389826,0.00783693531880741
"sample_size_fixed4000","20m","206","pca_mean_distance","Raw PCA mean distance","fixed_4000",50,8.19531625162378,0.0625572977373828,0.00763329880344618,0.00884693788856184
"sample_size_fixed4000","20m","219","pca_mean_distance","Raw PCA mean distance","fixed_4000",50,8.88551622346005,0.0634229684939683,0.00713779221138727,0.00896936222101315
"sample_size_fixed4000","20m","302","pca_mean_distance","Raw PCA mean distance","fixed_4000",50,7.0396210285025,0.0531130408081828,0.00754487217325125,0.00751131826498078
"sample_size_fixed4000","20m","317","pca_mean_distance","Raw PCA mean distance","fixed_4000",50,7.75266250986912,0.0561761914218724,0.00724605145011282,0.00794451317912791
"sample_size_fixed4000","20m","405","pca_mean_distance","Raw PCA mean distance","fixed_4000",50,8.36578162948487,0.0938593975955242,0.0112194415002085,0.0132737233035759
