"quad_id","n_pixels","manual_excluded","metric_method","pca_euclidean_mean","pca_euclidean_median","pca_euclidean_sd","rao_q_pca","rao_q_distance","alpha_hull_area","alpha_hull_method","alpha_hull_n_points","alpha_hull_alpha","pca_convex_hull_area","pca_hull_volume_3d","pca_hull_area_3d","pca_hull_3d_method","pca_hull_3d_n_points","sa_n_pixels","sa_n_pairs","sa_method","sa_entropy","sa_exact_entropy","sa_boot_mean","sa_boot_sd","sa_boot_cv","sa_boot_median","sa_boot_min","sa_boot_max","scale"
"sub50_37",188112,FALSE,"all_pixels",7.67998985016128,6.94538541704738,4.31160884620868,155.144232234671,"squared_euclidean_pc1_pc3",633.604000584347,"sampled_pixels",10000,1,1731.50837028408,22008.5277827201,4954.37142409878,"sampled_pixels",10000,188112,17692968216,"bootstrap_mean",2.78964168057608,NA,2.78964168057608,0.0136483318108116,0.00489250354475386,2.79007949225038,2.74929215946809,2.8235131216518,"50m"
"sub50_38",172053,FALSE,"all_pixels",8.19114983010264,7.62315727833427,4.21196401327241,169.670946553609,"squared_euclidean_pc1_pc3",627.043640755838,"sampled_pixels",10000,1,1608.64258170873,17298.7145095989,4196.12477670607,"sampled_pixels",10000,172053,14801031378,"bootstrap_mean",2.80796965581913,NA,2.80796965581913,0.0124323823172683,0.00442753442563168,2.80827213256674,2.77498390044703,2.83393962648238,"50m"
"sub50_39",201042,FALSE,"all_pixels",9.74770200001624,8.97837254083403,5.12365210520947,242.538749195197,"squared_euclidean_pc1_pc3",889.934761404478,"sampled_pixels",10000,1,1843.59671772276,23556.5326512667,5070.74080185786,"sampled_pixels",10000,201042,20208842361,"bootstrap_mean",2.84445443273972,NA,2.84445443273972,0.011289446884281,0.00396893223330958,2.84645031300235,2.81732623492912,2.86841457221113,"50m"
"sub50_4",144375,FALSE,"all_pixels",9.54714494913814,8.19587096378585,8.76582693014707,335.974332451929,"squared_euclidean_pc1_pc3",704.085166554205,"sampled_pixels",10000,1,4155.30484203523,43954.8068316224,9379.60781993374,"sampled_pixels",10000,144375,10421998125,"bootstrap_mean",2.95008960714047,NA,2.95008960714047,0.221069846935833,0.0749366549411756,3.02603119289584,2.31413482602473,3.07279673768596,"50m"
"sub50_40",171408,FALSE,"all_pixels",8.35468334834966,7.43694937332253,5.27209621095241,195.19114030356,"squared_euclidean_pc1_pc3",693.426487633832,"sampled_pixels",10000,1,3426.72738736799,29630.1135387231,8144.43700776587,"sampled_pixels",10000,171408,14690265528,"bootstrap_mean",2.85368262439775,NA,2.85368262439775,0.112696464001569,0.0394915899329739,2.87155553636869,2.20472768874856,2.90751483049207,"50m"
"sub50_41",183905,FALSE,"all_pixels",7.45467983819401,6.72365607138884,4.2594810157421,147.430662716553,"squared_euclidean_pc1_pc3",583.466798079118,"sampled_pixels",10000,1,1702.82013271727,11940.4578250673,4090.21471542303,"sampled_pixels",10000,183905,16910432560,"bootstrap_mean",2.79133761048867,NA,2.79133761048867,0.0138713747185741,0.00496943639724959,2.79270684142819,2.75377656910115,2.82523029088565,"50m"
"sub50_42",177583,FALSE,"all_pixels",7.36881845255225,6.66969453808185,4.05990910790497,141.564509066664,"squared_euclidean_pc1_pc3",537.90830984249,"sampled_pixels",10000,1,1567.81514319577,12253.4924663382,3446.58809038716,"sampled_pixels",10000,177583,15767772153,"bootstrap_mean",2.79282811646656,NA,2.79282811646656,0.0787429673222701,0.0281947058818265,2.78497689088395,2.75021435373191,3.42815632497495,"50m"
"sub50_43",180378,FALSE,"all_pixels",9.50787144425239,8.74169305357134,5.19314649662014,234.736480846523,"squared_euclidean_pc1_pc3",818.99178861154,"sampled_pixels",10000,1,2819.81173636625,29724.3111672085,6649.61183596007,"sampled_pixels",10000,180378,16268021253,"bootstrap_mean",2.88660574138243,NA,2.88660574138243,0.0133925627792344,0.00463955384943581,2.88658107693575,2.84260642869947,2.91043369518113,"50m"
"sub50_44",152090,FALSE,"all_pixels",9.41301037365591,8.02741365326987,7.75415739257402,297.462651650722,"squared_euclidean_pc1_pc3",787.054369198194,"sampled_pixels",10000,1,3415.18860054884,36774.6774569267,8378.58176299262,"sampled_pixels",10000,152090,11565608005,"bootstrap_mean",3.0109348454029,NA,3.0109348454029,0.190589350265684,0.0632990616042974,3.06588087096723,2.38190851220367,3.09515443054092,"50m"
"sub50_45",196375,FALSE,"all_pixels",10.4262179092773,9.14412732631869,5.99051371457568,289.18418342551,"squared_euclidean_pc1_pc3",1115.17765462715,"sampled_pixels",10000,1,2448.04374909587,29809.9196407576,6723.12081346895,"sampled_pixels",10000,196375,19281472125,"bootstrap_mean",2.9308703400663,NA,2.9308703400663,0.0117728169592834,0.00401683308822766,2.92962025783957,2.9033895899457,2.95843841062894,"50m"
