"pc_axis","variance","pct_variance","cumulative_pct_variance"
95,0.000523182930607019,4.32382587278528e-06,0.999953869598395
96,0.000491636317052937,4.06311005828874e-06,0.999957932708453
97,0.000463376291080859,3.8295561246352e-06,0.999961762264578
98,0.000421302481869843,3.4818386931392e-06,0.999965244103271
99,0.000396594056173637,3.2776368278813e-06,0.999968521740099
100,0.000373865576169612,3.08979815016209e-06,0.999971611538249
101,0.000347617741890368,2.8728738999204e-06,0.999974484412149
102,0.000324348504164379,2.68056615011884e-06,0.999977164978299
103,0.000315035554227439,2.60359962171437e-06,0.999979768577921
104,0.000289506105026304,2.39261243823392e-06,0.999982161190359
105,0.000273316055940233,2.25881037967135e-06,0.999984420000739
106,0.000240352856015706,1.98638723979923e-06,0.999986406387979
107,0.000227212707230656,1.8777909688484e-06,0.999988284178948
108,0.00020664081425794,1.70777532444578e-06,0.999989991954272
109,0.000168037621771278,1.38874067579569e-06,0.999991380694948
110,0.000163303728856834,1.34961759385813e-06,0.999992730312542
111,0.000152873394102647,1.26341648018717e-06,0.999993993729022
112,0.000133444964930271,1.10285094983695e-06,0.999995096579972
113,0.000125487948005117,1.03709047938113e-06,0.999996133670451
114,0.000118934770542797,9.82931987957004e-07,0.999997116602439
115,8.95846689505147e-05,7.40369164880288e-07,0.999997856971604
116,5.86299737634965e-05,4.84545237714847e-07,0.999998341516842
117,5.71960402828647e-05,4.72694547792271e-07,0.999998814211389
118,4.06006973135967e-05,3.35542953004931e-07,0.999999149754343
119,3.78771819720769e-05,3.13034561752702e-07,0.999999462788904
120,3.39406599234631e-05,2.80501321681513e-07,0.999999743290226
121,3.1061882659342e-05,2.56709774044149e-07,1
