"scale","x_metric","x_label","y_metric","y_label","x_transform","y_transform","n","pearson_r","spearman_r","r_squared","f_statistic","f_p_value","slope","intercept","residual_shapiro_p","residual_abs_cor_fitted","spectral_group","biodiversity_group"
"10m","sp_even","Species evenness","spec_sa","Spectral angle entropy","identity","identity",1903,-0.0268981528544264,-0.0210234393251991,0.00072351062698008,1.37638953434409,0.240864075318933,-0.0130133302719656,2.85280711613779,1.72432540157807e-25,-0.00225387723669752,"non_pca","species"
"20m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","identity","identity",436,0.116581265416051,0.111886714152731,0.0135911914460077,5.97985037888525,0.0148666880349928,0.0609210413685166,606.395755498412,4.19429110828594e-13,0.0753709876768674,"raw_pca","phylogenetic"
"20m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","identity","identity",436,0.155617117607741,0.154596096447189,0.0242166872925414,10.7708772512222,0.00111438194624287,0.400624761475503,579.883451920306,4.40083061245617e-13,0.0932226151713337,"raw_pca","phylogenetic"
"20m","phy_afaith","Abundance-weighted Faith's PD","spec_alpha","Raw PCA alpha hull","identity","identity",436,0.217047789473394,0.165161649016149,0.0471097429152866,21.4564355897457,4.79147154409325e-06,0.0758948013112461,587.723441396906,5.87771387074888e-13,0.08998405403315,"raw_pca","phylogenetic"
"20m","sp_rich","Species richness","spec_alpha","Raw PCA alpha hull","identity","identity",436,-0.128204816256347,-0.138160606027162,0.0164364749113238,7.25263791260599,0.00735387286877455,-8.78740357892716,718.157044467605,1.26953607670792e-12,0.0906457371764389,"raw_pca","species"
"20m","sp_shannon","Shannon diversity","spec_alpha","Raw PCA alpha hull","identity","identity",436,-0.0969434453870789,-0.111890843569041,0.00939803160351753,4.11744156185052,0.0430530486252948,-40.3890989160574,717.201600123222,9.91153508777134e-13,0.0813282397678085,"raw_pca","species"
"20m","sp_simpson","Simpson diversity","spec_alpha","Raw PCA alpha hull","identity","identity",436,-0.0625470201298074,-0.0992288018231348,0.00391212972711854,1.70453265443772,0.192387923139898,-80.986090077135,712.465067949148,7.38622646151369e-13,0.0803216959958112,"raw_pca","species"
"20m","sp_even","Species evenness","spec_alpha","Raw PCA alpha hull","identity","identity",436,0.0134385295075997,0.00746280650114344,0.000180594075326627,0.0783919858199481,0.779621882119262,18.5276211040157,637.230243540944,3.7403234496315e-13,-0.00552288340580396,"raw_pca","species"
"20m","phy_faith","Faith's PD","spec_rao_q","Raw PCA Rao's Q","identity","identity",436,0.102762974176994,0.0521005729699567,0.0105602288617015,4.63205488567111,0.031930767512012,0.0246274647383882,156.53245613623,1.30209625162382e-24,0.149449217150117,"raw_pca","phylogenetic"
"20m","phy_rao","Phylogenetic Rao's Q","spec_rao_q","Raw PCA Rao's Q","identity","identity",436,0.100197130134142,0.088836122740175,0.0100394648871182,4.4013146044377,0.0364889040462233,0.118298759685399,153.700494345001,8.64615376261996e-25,0.122679327687604,"raw_pca","phylogenetic"
"20m","phy_afaith","Abundance-weighted Faith's PD","spec_rao_q","Raw PCA Rao's Q","identity","identity",436,0.12459495523136,0.0691191343005465,0.0155239028691046,6.84361343543681,0.00920605869547105,0.0199802816953343,158.081903407635,6.71697815855301e-25,0.0945103852908984,"raw_pca","phylogenetic"
"20m","sp_rich","Species richness","spec_rao_q","Raw PCA Rao's Q","identity","identity",436,-0.123736181632776,-0.160573322495482,0.0153106426450593,6.74813722553572,0.00970361529787535,-3.88953272154756,204.241244073898,7.17462799374924e-25,0.0806252893674054,"raw_pca","species"
"20m","sp_shannon","Shannon diversity","spec_rao_q","Raw PCA Rao's Q","identity","identity",436,-0.0797017315765266,-0.132811575863444,0.00635236601629669,2.77455181976308,0.096495052177263,-15.2285291068624,199.558886780055,5.86986514905577e-25,0.0619476248988751,"raw_pca","species"
"20m","sp_simpson","Simpson diversity","spec_rao_q","Raw PCA Rao's Q","identity","identity",436,-0.0434186921856003,-0.11923637408722,0.00188518283110791,0.819714660705602,0.365765940550163,-25.7825004260296,194.239162636836,5.83228241411502e-25,0.050336645184084,"raw_pca","species"
"20m","sp_even","Species evenness","spec_rao_q","Raw PCA Rao's Q","identity","identity",436,0.0272884372427278,-0.00131826891962034,0.000744658807150294,0.323422761911318,0.569852070993423,17.2540504628845,161.081022337454,5.34200394214249e-25,0.00474971196500478,"raw_pca","species"
"20m","phy_faith","Faith's PD","spec_pca_mean","Raw PCA mean distance","identity","identity",436,0.0973377455337454,0.0717500440238523,0.00947463670559219,4.15132462287574,0.0422080300486148,0.000419206696652885,7.70501991764119,8.179295451418e-11,0.145066430612803,"raw_pca","phylogenetic"
"20m","phy_rao","Phylogenetic Rao's Q","spec_pca_mean","Raw PCA mean distance","identity","identity",436,0.117851258951857,0.111858846047763,0.0138889192365377,6.11268960084147,0.0138038188873437,0.00250047791280108,7.56887880759986,6.71188858220761e-11,0.13759773867592,"raw_pca","phylogenetic"
"20m","phy_afaith","Abundance-weighted Faith's PD","spec_pca_mean","Raw PCA mean distance","identity","identity",436,0.163686367540231,0.0924687825087939,0.0267932269185155,11.9483965836129,0.000600851126840495,0.000471712676556099,7.61949568617567,9.58263766613069e-11,0.100871118862761,"raw_pca","phylogenetic"
"20m","sp_rich","Species richness","spec_pca_mean","Raw PCA mean distance","identity","identity",436,-0.129889415381605,-0.149340330538861,0.0168712602281752,7.4477803799403,0.00660961036071927,-0.0733733535793161,8.57086035133348,4.92169230963523e-11,0.0501221947001613,"raw_pca","species"
"20m","sp_shannon","Shannon diversity","spec_pca_mean","Raw PCA mean distance","identity","identity",436,-0.082700753060714,-0.124585461976882,0.00683941455680919,2.98874719875296,0.0845561730881264,-0.283964175016073,8.47720560848821,3.64941385285705e-11,0.0534629916429128,"raw_pca","species"
"20m","sp_simpson","Simpson diversity","spec_pca_mean","Raw PCA mean distance","identity","identity",436,-0.0408310502690222,-0.112078195571456,0.00166717466607143,0.724762110103893,0.395055757701178,-0.435715223980413,8.34451657941596,3.60776240082344e-11,0.0589861881785689,"raw_pca","species"
"20m","sp_even","Species evenness","spec_pca_mean","Raw PCA mean distance","identity","identity",436,0.0348281351181984,0.000189089424384862,0.00121299899581148,0.52708091280012,0.46822802501085,0.395736863308905,7.69971642489863,2.86877769117905e-11,-0.0235118042747028,"raw_pca","species"
"20m","phy_faith","Faith's PD","spec_convex","Raw PCA convex hull","identity","identity",436,0.00150356981971066,-0.0304941831581947,2.26072220274468e-06,0.000981155654111563,0.975026025140543,0.00336325943812401,1457.01225761831,2.49847262219642e-22,-0.0154066496834752,"raw_pca","phylogenetic"
"20m","phy_rao","Phylogenetic Rao's Q","spec_convex","Raw PCA convex hull","identity","identity",436,0.00911104653227919,-0.0158132908437138,8.30111689133571e-05,0.0360298381873806,0.849542631148884,0.100403049221162,1441.40720176366,2.50989386621062e-22,-0.00328059047643637,"raw_pca","phylogenetic"
"20m","phy_afaith","Abundance-weighted Faith's PD","spec_convex","Raw PCA convex hull","identity","identity",436,0.0291427999514758,-0.0057465231652643,0.000849302789011741,0.368910727340722,0.543916262339023,0.0436200493643563,1422.45671312138,2.30266011330806e-22,-0.0208368914388289,"raw_pca","phylogenetic"
"20m","sp_rich","Species richness","spec_convex","Raw PCA convex hull","identity","identity",436,-0.144057358086604,-0.148466539567353,0.020752522418892,9.19746533536834,0.00256884169559668,-42.2658779239665,1776.53789471529,9.24407947361588e-22,0.151524821853953,"raw_pca","species"
"20m","sp_shannon","Shannon diversity","spec_convex","Raw PCA convex hull","identity","identity",436,-0.092893086373838,-0.0858021496253322,0.00862912549605732,3.77763817921603,0.0525879632251521,-165.66368690198,1725.94911319903,5.26625759358852e-22,0.119751201717801,"raw_pca","species"
"20m","sp_simpson","Simpson diversity","spec_convex","Raw PCA convex hull","identity","identity",436,-0.0571227410180936,-0.0692049919028897,0.00326300754142019,1.42078129305029,0.233926209387905,-316.600111517809,1694.93752702313,3.66665135736777e-22,0.0838895734320876,"raw_pca","species"
"20m","sp_even","Species evenness","spec_convex","Raw PCA convex hull","identity","identity",436,0.0153706627584949,0.0326655600253953,0.000236257273635385,0.10255988727711,0.748933155862773,90.7107424945105,1386.00004998368,2.3871536828273e-22,-0.0060271851844065,"raw_pca","species"
"20m","phy_faith","Faith's PD","spec_hull3d_v","Raw PCA 3D hull volume","identity","identity",436,0.0801297830426322,0.0495019655516239,0.00642078213045929,2.80462734576361,0.0947130547905841,2.06480845625183,10778.2896442542,1.81216647192126e-25,0.067962914503038,"raw_pca","phylogenetic"
"20m","phy_rao","Phylogenetic Rao's Q","spec_hull3d_v","Raw PCA 3D hull volume","identity","identity",436,0.070079749376791,0.0546119504226641,0.00491117127271383,2.141967903593,0.144041809113537,8.89652106195308,10725.437727725,1.52170880749293e-25,0.0522548520983104,"raw_pca","phylogenetic"
"20m","phy_afaith","Abundance-weighted Faith's PD","spec_hull3d_v","Raw PCA 3D hull volume","identity","identity",436,0.0891911633661981,0.0666367926611296,0.00795506362261585,3.48018268690796,0.0627823649000953,1.53789165295364,11024.9253056662,1.29496855680839e-25,0.037314032494542,"raw_pca","phylogenetic"
"20m","sp_rich","Species richness","spec_hull3d_v","Raw PCA 3D hull volume","identity","identity",436,-0.107138668072185,-0.124635796886688,0.0114786941962819,5.0396013236517,0.0252770898006654,-362.117676399143,15048.370295305,2.30619484926801e-25,0.092044212791176,"raw_pca","species"
"20m","sp_shannon","Shannon diversity","spec_hull3d_v","Raw PCA 3D hull volume","identity","identity",436,-0.0717096843715014,-0.0896605294648668,0.00514227883266034,2.24328460833164,0.134922584359644,-1473.23074765511,14701.6036760253,1.9676291815264e-25,0.0786705787940552,"raw_pca","species"
"20m","sp_simpson","Simpson diversity","spec_hull3d_v","Raw PCA 3D hull volume","identity","identity",436,-0.0419416475067778,-0.0763569446565949,0.0017591017955828,0.764795532477372,0.382315606671435,-2677.91349711891,14323.5293810354,1.66932288719437e-25,0.065209235152027,"raw_pca","species"
"20m","sp_even","Species evenness","spec_hull3d_v","Raw PCA 3D hull volume","identity","identity",436,0.00765150894233649,0.0119964643462914,5.85455890946553e-05,0.0254102733265014,0.87342316698116,520.190302145179,11910.7432867543,1.30579561674843e-25,-0.0233555236540156,"raw_pca","species"
"20m","phy_faith","Faith's PD","spec_hull3d_a","Raw PCA 3D hull area","identity","identity",436,0.0374963309571924,0.00985466989755961,0.0014059748352513,0.611052202518833,0.434818142074602,0.20614191321277,3462.20793070667,2.15231982520332e-23,0.0240538986729772,"raw_pca","phylogenetic"
"20m","phy_rao","Phylogenetic Rao's Q","spec_hull3d_a","Raw PCA 3D hull area","identity","identity",436,0.0365105842078686,0.0141355203614996,0.00133302275919986,0.5793041030466,0.446998564544988,0.9888676710376,3438.74551818808,2.13750667146678e-23,0.0224811821964173,"raw_pca","phylogenetic"
"20m","phy_afaith","Abundance-weighted Faith's PD","spec_hull3d_a","Raw PCA 3D hull area","identity","identity",436,0.0548347890571015,0.0293895061160873,0.00300685409093682,1.30891037799131,0.253222638739223,0.201721325660305,3445.86299413743,1.75774161685723e-23,-0.00188285634609296,"raw_pca","phylogenetic"
"20m","sp_rich","Species richness","spec_hull3d_a","Raw PCA 3D hull area","identity","identity",436,-0.133692848322848,-0.14298262684481,0.017873777692676,7.89839365086619,0.00517174395028802,-96.4058489418124,4340.41648839921,5.53255634672656e-23,0.120817869812886,"raw_pca","species"
"20m","sp_shannon","Shannon diversity","spec_hull3d_a","Raw PCA 3D hull area","identity","identity",436,-0.0911703169692436,-0.096114907297679,0.00831202669627234,3.63765587895996,0.0571462921592051,-399.611661618318,4259.99182022004,3.83379731804205e-23,0.0985163536179715,"raw_pca","species"
"20m","sp_simpson","Simpson diversity","spec_hull3d_a","Raw PCA 3D hull area","identity","identity",436,-0.0556713482087572,-0.0786095122404997,0.00309929901138069,1.34927758562643,0.246042882355578,-758.358436365281,4181.21579277206,2.86229213152928e-23,0.075265064248656,"raw_pca","species"
"20m","sp_even","Species evenness","spec_hull3d_a","Raw PCA 3D hull area","identity","identity",436,0.00682916547979959,0.0143068012106935,4.66375011504868e-05,0.0202416195178648,0.886930359094578,99.05457136613,3537.06409940068,2.01278792429261e-23,-0.0204216478984733,"raw_pca","species"
"20m","phy_faith","Faith's PD","spec_spca_alpha","Std PCA alpha hull","identity","identity",436,0.284820247835823,0.305831465150141,0.0811225735772597,38.3154443891336,1.39520168956579e-09,0.139060754389837,544.796327293856,5.21228155376185e-12,0.0879669352200113,"standardized_pca","phylogenetic"
"20m","phy_rao","Phylogenetic Rao's Q","spec_spca_alpha","Std PCA alpha hull","identity","identity",436,0.335667375712764,0.295289631862002,0.112672587117894,55.1091988134745,6.07745949936524e-13,0.807392521104055,503.622694941829,3.84531094500971e-11,0.0790392085209418,"standardized_pca","phylogenetic"
"20m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_alpha","Std PCA alpha hull","identity","identity",436,0.383532746134409,0.295930740568875,0.147097367357401,74.8505808163727,9.97076235920757e-17,0.125300925526208,542.933814596823,1.14608267122306e-11,0.0399190221578402,"standardized_pca","phylogenetic"
"20m","sp_rich","Species richness","spec_spca_alpha","Std PCA alpha hull","identity","identity",436,-0.0117257246096542,0.0256372992948453,0.000137492617621448,0.059680001607349,0.807117876297014,-0.750915536232061,655.10035192861,7.17368737468903e-12,0.115080727949308,"standardized_pca","species"
"20m","sp_shannon","Shannon diversity","spec_spca_alpha","Std PCA alpha hull","identity","identity",436,-0.0243352970022209,-0.00472824910577063,0.000592206680186302,0.257169996991017,0.612328674783974,-9.47278176680439,664.701753138693,8.25926719508963e-12,0.107607905599204,"standardized_pca","species"
"20m","sp_simpson","Simpson diversity","spec_spca_alpha","Std PCA alpha hull","identity","identity",436,-0.0212100944926629,-0.021694319426477,0.000449868108387698,0.195330632062217,0.658736662663412,-25.6591094534689,668.546157595526,7.53801262229264e-12,0.0949081047912085,"standardized_pca","species"
"20m","sp_even","Species evenness","spec_spca_alpha","Std PCA alpha hull","identity","identity",436,-0.0119997142693878,-0.028496760793915,0.000143993142546953,0.0625020237281899,0.802702512858819,-15.4573123893887,662.000505827107,6.1506375633642e-12,0.0355088510564752,"standardized_pca","species"
"20m","phy_faith","Faith's PD","spec_spca_rao","Std PCA Rao's Q","identity","identity",436,0.123120431377605,0.224419388133682,0.0151586406226075,6.68011143883188,0.010074930010526,0.046011242012297,118.923292744523,1.8044913417327e-32,0.0685535492049752,"standardized_pca","phylogenetic"
"20m","phy_rao","Phylogenetic Rao's Q","spec_spca_rao","Std PCA Rao's Q","identity","identity",436,0.132208893059991,0.227524528416622,0.0174791914041481,7.72092458809252,0.00569535277703338,0.243408850356179,109.587433912291,1.62500928130926e-32,0.0583975236034123,"standardized_pca","phylogenetic"
"20m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","identity","identity",436,0.132961948408866,0.230348418258278,0.017678879724682,7.81071855439855,0.0054239641441916,0.0332490550131326,125.286966658901,8.17276118562415e-33,0.0155963272466163,"standardized_pca","phylogenetic"
"20m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","identity","identity",436,-0.0860098150477906,-0.0289012473485251,0.00739768828455515,3.23452472113256,0.072795957493857,-4.2159895001661,185.176249175386,5.5737746401599e-32,0.145464576063278,"standardized_pca","species"
"20m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","identity","identity",436,-0.0608583228509165,-0.0420505343658446,0.00370373546022638,1.61339678462087,0.204695517881925,-18.1326370269709,182.7155887744,3.50830905092398e-32,0.105760633458124,"standardized_pca","species"
"20m","sp_simpson","Simpson diversity","spec_spca_rao","Std PCA Rao's Q","identity","identity",436,-0.0412127401911592,-0.0482681884552654,0.00169848995406399,0.73839880301278,0.39064865564632,-38.1619514195965,181.929923686797,2.78614845691272e-32,0.078141432395288,"standardized_pca","species"
"20m","sp_even","Species evenness","spec_spca_rao","Std PCA Rao's Q","identity","identity",436,0.00920236063087431,-0.0189070602313522,8.46834411806655e-05,0.0367557260737758,0.848052903490436,9.07324075664999,146.200195397626,2.22016231378999e-32,0.00861015315246578,"standardized_pca","species"
"20m","phy_faith","Faith's PD","spec_spca_mean","Std PCA mean distance","identity","identity",436,0.240127222391164,0.291783522016023,0.0576610829332954,26.5561673616826,3.89463083274921e-07,0.00116235428175076,6.20529881075271,1.21290744793839e-21,0.100276150502643,"standardized_pca","phylogenetic"
"20m","phy_rao","Phylogenetic Rao's Q","spec_spca_mean","Std PCA mean distance","identity","identity",436,0.273805906821417,0.29506333265043,0.0749696746102984,35.1738076988581,6.16341983438988e-09,0.00652952822208481,5.9007312268599,2.06624308279636e-21,0.116187393316083,"standardized_pca","phylogenetic"
"20m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_mean","Std PCA mean distance","identity","identity",436,0.301183817758065,0.284024187809524,0.0907116920793236,43.2963604826874,1.35797770799476e-10,0.000975544004707486,6.25077502510027,5.12860417760179e-22,0.0633574937654024,"standardized_pca","phylogenetic"
"20m","sp_rich","Species richness","spec_spca_mean","Std PCA mean distance","identity","identity",436,-0.0385724589646704,0.0183985608421327,0.00148783459058119,0.64668236870952,0.421741582066619,-0.0244901884391184,7.26388872280133,5.34553008338252e-21,0.143738955440102,"standardized_pca","species"
"20m","sp_shannon","Shannon diversity","spec_spca_mean","Std PCA mean distance","identity","identity",436,-0.0358714206984152,-0.0160087508153215,0.00128675882292269,0.559172849746397,0.454998687429412,-0.138437216954731,7.3028344749747,4.68926881321382e-21,0.129963148313187,"standardized_pca","species"
"20m","sp_simpson","Simpson diversity","spec_spca_mean","Std PCA mean distance","identity","identity",436,-0.022836488060163,-0.0304675764483765,0.000521505186921966,0.22645134667601,0.634407121005034,-0.273899786368309,7.28385812762776,3.79455980452491e-21,0.11150060557803,"standardized_pca","species"
"20m","sp_even","Species evenness","spec_spca_mean","Std PCA mean distance","identity","identity",436,0.00419454305809307,-0.0307089333170209,1.75941914661965e-05,0.0076360134458119,0.930406363055685,0.0535687037309677,7.03678146770759,2.92677530037272e-21,-0.0423566768761464,"standardized_pca","species"
"20m","phy_faith","Faith's PD","spec_spca_convex","Std PCA convex hull","identity","identity",436,-0.0290925242545193,-0.046924713972059,0.000846374967499792,0.367637895406686,0.544611647519704,-0.127951721629066,2652.71013503475,1.53323852505848e-20,0.066652903800666,"standardized_pca","phylogenetic"
"20m","phy_rao","Phylogenetic Rao's Q","spec_spca_convex","Std PCA convex hull","identity","identity",436,-0.020569197741309,-0.0443433522253842,0.000423091895721071,0.18369960455688,0.668425591616276,-0.445680825618769,2636.90674016447,1.42189773842514e-20,0.071655884548507,"standardized_pca","phylogenetic"
"20m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_convex","Std PCA convex hull","identity","identity",436,-0.0200592121109149,-0.0307966731264981,0.000402371990510674,0.174699738163019,0.676175056895222,-0.0590332518847643,2606.59170834144,1.52575020387393e-20,0.0938175794457017,"standardized_pca","phylogenetic"
"20m","sp_rich","Species richness","spec_spca_convex","Std PCA convex hull","identity","identity",436,-0.142679311957515,-0.126636618701785,0.02035738606067,9.01870276426944,0.00282680713864849,-82.3082586771832,3173.71177609393,1.01665047264299e-19,0.181773249896386,"standardized_pca","species"
"20m","sp_shannon","Shannon diversity","spec_spca_convex","Std PCA convex hull","identity","identity",436,-0.0994853223757828,-0.0965321781407703,0.00989732936821344,4.33837931480753,0.0378472779096342,-348.84371309404,3117.37862861715,3.0653636340541e-20,0.117378963981981,"standardized_pca","species"
"20m","sp_simpson","Simpson diversity","spec_spca_convex","Std PCA convex hull","identity","identity",436,-0.0720975535744964,-0.0902597952592994,0.00519805723142738,2.2677447052034,0.13281945562386,-785.688709155527,3140.56319767729,1.91294538781269e-20,0.072765090074404,"standardized_pca","species"
"20m","sp_even","Species evenness","spec_spca_convex","Std PCA convex hull","identity","identity",436,-0.00203373772100209,-0.00886374774949561,4.13608911782684e-06,0.00179507010170676,0.966224609126185,-23.5987516900018,2575.53253066605,1.16407741679523e-20,-0.00977067888023948,"standardized_pca","species"
"20m","phy_faith","Faith's PD","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",436,-0.012025527444744,-0.014455731065572,0.000144613310324292,0.0627712542396116,0.802286852620799,-1.20672454361913,44287.2128469655,2.98949824917541e-23,0.0393100651808009,"standardized_pca","phylogenetic"
"20m","phy_rao","Phylogenetic Rao's Q","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",436,0.00709310994203065,-0.0146568917376174,5.03122086497342e-05,0.0218365972014192,0.882591245781255,3.50657047274692,42745.4815271486,2.61696792962537e-23,-0.0420571741251136,"standardized_pca","phylogenetic"
"20m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",436,0.00303972676652973,-0.00341533723722398,9.23993881515729e-06,0.00401017049950832,0.949536141359928,0.204106421099605,43205.3639839704,2.64193116331944e-23,-0.0687814119432258,"standardized_pca","phylogenetic"
"20m","sp_rich","Species richness","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",436,-0.142905284856244,-0.121214900111363,0.0204219204398442,9.04788873478266,0.00278295183720021,-1880.91851194704,57485.7903317021,2.09739029716173e-22,0.16666268795924,"standardized_pca","species"
"20m","sp_shannon","Shannon diversity","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",436,-0.0998358962565277,-0.0968078490933191,0.00996720618134416,4.36931736979989,0.0371729979825873,-7987.26131702897,56223.2900868751,6.90985691967116e-23,0.107095312996526,"standardized_pca","species"
"20m","sp_simpson","Simpson diversity","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",436,-0.0765751572380339,-0.0889518060863339,0.00586375470602962,2.55988005111344,0.110334563400994,-19039.571249773,57534.9149568077,4.90605071518341e-23,0.0795304573698823,"standardized_pca","species"
"20m","sp_even","Species evenness","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",436,-0.00184915125262427,-0.00294217932076936,3.41936035508185e-06,0.00148400746846183,0.969288552754274,-489.55986479009,43775.8122918506,2.71506651328778e-23,-0.00125668496302788,"standardized_pca","species"
"20m","phy_faith","Faith's PD","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",436,-0.0142561337738979,-0.0309314349078807,0.000203237350179273,0.0882229401743906,0.766590697176102,-0.167135331126034,7320.92531329288,8.3856673321205e-20,0.0401516383908876,"standardized_pca","phylogenetic"
"20m","phy_rao","Phylogenetic Rao's Q","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",436,-0.0036468810364136,-0.0297604457066493,1.3299741293753e-05,0.00577216448978321,0.939474186025672,-0.210634724340237,7233.16983409963,7.69815797575318e-20,0.0559477963248993,"standardized_pca","phylogenetic"
"20m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",436,-0.00401615067328621,-0.0153424494898857,1.61294662305373e-05,0.0070003012551759,0.933359134188068,-0.0315060972884255,7221.90863890074,7.88645167918661e-20,0.0877166665842931,"standardized_pca","phylogenetic"
"20m","sp_rich","Species richness","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",436,-0.148220780190902,-0.131197058316691,0.0219693996803997,9.74889687314253,0.0019143138141216,-227.925689763305,8904.56386670934,7.18928508793519e-19,0.173938899579187,"standardized_pca","species"
"20m","sp_shannon","Shannon diversity","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",436,-0.106864964616389,-0.101430115458929,0.011420120662462,5.01358814912339,0.0256550810448557,-998.870093913962,8801.41340463052,2.23129619904248e-19,0.118550549259547,"standardized_pca","species"
"20m","sp_simpson","Simpson diversity","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",436,-0.0826088624835342,-0.0923717764488108,0.00682422416082346,2.98206355596511,0.0849034134770861,-2399.7080096865,8979.31572448775,1.48396628990052e-19,0.0888695395826087,"standardized_pca","species"
"20m","sp_even","Species evenness","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",436,-0.00868462196058756,-0.00257051580438656,7.54226585983193e-05,0.0327359028604959,0.856506465416445,-268.625217788503,7412.90916528147,7.44517289075048e-20,0.00689245050671582,"standardized_pca","species"
"20m","phy_faith","Faith's PD","spec_sa","Spectral angle entropy","identity","identity",485,0.169797814012205,0.218147084775239,0.0288312976433233,14.3389266230809,0.000171910148243026,5.80564424218147e-05,2.79126846063049,5.32207941659552e-14,-0.0365055862370908,"non_pca","phylogenetic"
"20m","phy_rao","Phylogenetic Rao's Q","spec_sa","Spectral angle entropy","identity","identity",485,0.202725653945516,0.192017225256838,0.0410976907676371,20.7009457059912,6.79990770260317e-06,0.00034595548155215,2.77310608643914,3.59884649553979e-14,-0.0530350769314077,"non_pca","phylogenetic"
"20m","phy_afaith","Abundance-weighted Faith's PD","spec_sa","Spectral angle entropy","identity","identity",485,0.181424373062246,0.136392667695386,0.0329148031410289,16.4389342001637,5.85589040106418e-05,4.18286265166158e-05,2.79956109013171,3.02018343123345e-14,-0.0557557581286066,"non_pca","phylogenetic"
"20m","sp_rich","Species richness","spec_sa","Spectral angle entropy","identity","identity",485,0.0089868388987992,0.0535731165593662,8.07632733929699e-05,0.039011811770424,0.843508357246559,0.000385895255695438,2.83204109638046,1.80914801960772e-13,-0.138939584267875,"non_pca","species"
"20m","sp_shannon","Shannon diversity","spec_sa","Spectral angle entropy","identity","identity",485,-0.020837844875669,0.0166422109252475,0.000434215779062445,0.209817327281387,0.647116623701876,-0.0053256266193269,2.84339563065015,2.622489390069e-13,0.157332983085202,"non_pca","species"
"20m","sp_simpson","Simpson diversity","spec_sa","Spectral angle entropy","identity","identity",485,-0.0460305998868879,-0.00449238821622452,0.00211881612594674,1.02556116436548,0.311710538515421,-0.0355482833190688,2.86111028717317,3.38977101752801e-13,0.148332365098688,"non_pca","species"
"20m","sp_even","Species evenness","spec_sa","Spectral angle entropy","identity","identity",485,-0.032510389183223,-0.0202875364074989,0.00105692540484463,0.511035096516231,0.475036487734065,-0.0276538170010089,2.8572042146769,2.51473473620859e-13,0.078080911965442,"non_pca","species"
"50m","phy_faith","Faith's PD","spec_alpha","Raw PCA alpha hull","identity","identity",74,0.148933630246046,0.110492410218438,0.0221812262182658,1.63327636013627,0.205355410936057,0.0467206559994537,666.3200854229,0.000330507240733053,0.26047424000358,"raw_pca","phylogenetic"
"50m","phy_rao","Phylogenetic Rao's Q","spec_alpha","Raw PCA alpha hull","identity","identity",74,0.332476010826451,0.237497223250648,0.11054029777507,8.94801801576434,0.00380132293466773,0.823820466563553,556.775499503187,0.00830329885617142,0.279684622277591,"raw_pca","phylogenetic"
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_alpha","Raw PCA alpha hull","identity","identity",74,0.412349720991812,0.268922621251388,0.170032292402025,14.7503631055437,0.000261595134354656,0.0282087588841585,620.645373088475,0.0033783929925034,0.157074885683684,"raw_pca","phylogenetic"
"50m","sp_rich","Species richness","spec_alpha","Raw PCA alpha hull","identity","identity",74,-0.023224014936866,-0.0740993028021529,0.00053935486978777,0.0388545069922789,0.844292569543604,-0.76154208797595,741.469707939878,0.000190441560904062,-0.0166373759681072,"raw_pca","species"
"50m","sp_shannon","Shannon diversity","spec_alpha","Raw PCA alpha hull","identity","identity",74,-0.157318640207792,-0.17251388374676,0.0247491545568287,1.82715978808705,0.180694804491216,-55.2467926302235,853.243107351627,0.00025940768492539,0.175176682531564,"raw_pca","species"
"50m","sp_simpson","Simpson diversity","spec_alpha","Raw PCA alpha hull","identity","identity",74,-0.12716258856782,-0.164309514994446,0.0161703239312686,1.18339927262979,0.280293217495425,-225.591601267918,921.110111266461,0.000249956655378036,0.178861203036416,"raw_pca","species"
