"scale","x_metric","x_label","y_metric","y_label","x_transform","y_transform","n","pearson_r","spearman_r","r_squared","f_statistic","f_p_value","slope","intercept","residual_shapiro_p","residual_abs_cor_fitted","abs_r"
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","log","yeojohnson",74,0.338821404765934,0.287315808959645,0.114799944327571,9.33754572044881,0.00314797173052705,0.000126253154034175,0.6652561487212,0.265775634064366,-0.0339217558435429,0.338821404765934
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","log1p","identity",74,0.278999291137724,0.287315808959645,0.0778406044553527,6.07760821812724,0.016075706650037,47.8696401647973,-226.975512800716,2.56119198907316e-09,0.214670019671249,0.278999291137724
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","log1p","log",74,0.31235496150385,0.287315808959645,0.0975656219760715,7.78419456676648,0.00674083864437921,0.261842929097046,2.90073911046398,1.35952441584191e-05,0.155929236871295,0.31235496150385
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","log1p","log1p",74,0.312199415549254,0.287315808959645,0.0974684750692957,7.77560673631662,0.0067697669274106,0.260260574946993,2.92042546747174,1.29189614126544e-05,0.156473763138623,0.312199415549254
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","log1p","sqrt",74,0.297001613198507,0.287315808959645,0.0882099582425154,6.96554766184907,0.0101794383519294,1.74475010452303,-1.64847694125845,1.64166170685905e-07,0.19344985183951,0.297001613198507
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","log1p","power_0.25",74,0.305054863714612,0.287315808959645,0.0930584698759404,7.38769767236394,0.00822188555870963,0.238138699848993,1.59193898019244,1.43007884751524e-06,0.176793584515877,0.305054863714612
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","log1p","power_0.5",74,0.297001613198507,0.287315808959645,0.0882099582425154,6.96554766184907,0.0101794383519294,1.74475010452303,-1.64847694125845,1.64166170685905e-07,0.19344985183951,0.297001613198507
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","log1p","power_2",74,0.239240466046287,0.287315808959645,0.0572360005940448,4.37118095872128,0.0400820686924924,19783.7331262736,-130265.614306072,3.02563511173362e-12,0.232743284262725,0.239240466046287
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","log1p","boxcox",74,0.338960117104554,0.287315808959645,0.114893960987556,9.34618545856259,0.00313488423057755,0.000128469682691647,0.665233731890949,0.276787334267497,-0.0361412037654737,0.338960117104554
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","log1p","yeojohnson",74,0.338824894180431,0.287315808959645,0.114802308916361,9.33776299377743,0.00314764190764287,0.000126290186951663,0.665255807736634,0.265797844065493,-0.0339235839774737,0.338824894180431
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","sqrt","identity",74,0.278419108335721,0.287315808959645,0.0775171998864583,6.0502357237859,0.0163066693370375,1.5047544326202,72.9559275197225,1.71440435607699e-09,0.196771533194558,0.278419108335721
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","sqrt","log",74,0.31450211678481,0.287315808959645,0.0989115814621266,7.90336854714972,0.00635248249500146,0.00830473052062854,4.53684139902435,8.89209094902996e-06,0.139635333880241,0.31450211678481
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","sqrt","log1p",74,0.314341629060318,0.287315808959645,0.0988106597602948,7.89442038989153,0.00638081278495376,0.00825444215948679,4.54664674984802,8.44632582924011e-06,0.140172177563427,0.314341629060318
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","sqrt","sqrt",74,0.298000568406502,0.287315808959645,0.0888043387705982,7.01705754706546,0.00991639902681725,0.0551443532074595,9.26518974776804,1.07021825889808e-07,0.176661901715383,0.298000568406502
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","sqrt","power_0.25",74,0.306687626812796,0.287315808959645,0.0940573004400647,7.47522512734442,0.0078679226107093,0.00754150128598329,3.08062269859399,9.3871611583832e-07,0.160307044153786,0.306687626812796
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","sqrt","power_0.5",74,0.298000568406502,0.287315808959645,0.0888043387705982,7.01705754706546,0.00991639902681725,0.0551443532074595,9.26518974776804,1.07021825889808e-07,0.176661901715383,0.298000568406502
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","sqrt","power_2",74,0.234777364879195,0.287315808959645,0.0551204110596186,4.20018555035476,0.0440635696775423,611.56040418665,-5679.78601686223,2.23682957726071e-12,0.211164669617817,0.234777364879195
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","sqrt","boxcox",74,0.341669469913298,0.287315808959645,0.11673802667084,9.51601922657231,0.00288880692470516,4.07913195356108e-06,0.66603618749595,0.266169475919469,-0.044646845768731,0.341669469913298
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","sqrt","yeojohnson",74,0.341556914691882,0.287315808959645,0.116661125973826,9.50892269897613,0.00289867561667659,4.01020807050992e-06,0.66604463265354,0.255180525282106,-0.0424875900507114,0.341556914691882
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_0.25","identity",74,0.279496759337596,0.287315808959645,0.0781184384802181,6.10113902408819,0.015879918592524,24.2433222364111,-23.6700918925022,2.11978070809427e-09,0.206846627840026,0.279496759337596
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_0.25","log",74,0.314238699043352,0.287315808959645,0.0987459599764586,7.88868487970307,0.00639904115433528,0.133171227897688,4.00843618516183,1.11030760024791e-05,0.148719017946879,0.314238699043352
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_0.25","log1p",74,0.314080523026336,0.287315808959645,0.0986465749444966,7.87987619347693,0.00642714270562137,0.13236574210649,4.0214341084383,1.05544909104067e-05,0.149261141635786,0.314080523026336
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_0.25","sqrt",74,0.298301441921279,0.287315808959645,0.0889837502523141,7.03261881436368,0.00983834515918545,0.88590687429059,5.74382355677309,1.34158294424375e-07,0.186126479811385,0.298301441921279
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_0.25","power_0.25",74,0.306676876238059,0.287315808959645,0.0940507064191337,7.47464666086544,0.00787020879339325,0.121029530824383,2.60002517681707,1.18088433446833e-06,0.169564097166998,0.306676876238059
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_0.25","power_0.5",74,0.298301441921279,0.287315808959645,0.0889837502523141,7.03261881436368,0.00983834515918545,0.88590687429059,5.74382355677309,1.34158294424375e-07,0.186126479811385,0.298301441921279
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_0.25","power_2",74,0.237763983592176,0.287315808959645,0.0565317118936208,4.31417071209685,0.0413647708011656,9939.80736797011,-45625.0026827605,2.65172070090009e-12,0.223218820830643,0.237763983592176
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_0.25","boxcox",74,0.341138655886649,0.287315808959645,0.116375582540175,9.48258307186672,0.00293561246511945,6.53643999419592e-05,0.665777008527739,0.276493480313049,-0.0400944462137358,0.341138655886649
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_0.25","yeojohnson",74,0.341014575788895,0.287315808959645,0.116290940900478,9.47477867134942,0.00294665067245461,6.42577524632953e-05,0.665789850075968,0.265457732440167,-0.037895451290084,0.341014575788895
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_0.5","identity",74,0.278419108335721,0.287315808959645,0.0775171998864583,6.0502357237859,0.0163066693370375,1.5047544326202,72.9559275197225,1.71440435607699e-09,0.196771533194558,0.278419108335721
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_0.5","log",74,0.31450211678481,0.287315808959645,0.0989115814621266,7.90336854714972,0.00635248249500146,0.00830473052062854,4.53684139902435,8.89209094902996e-06,0.139635333880241,0.31450211678481
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_0.5","log1p",74,0.314341629060318,0.287315808959645,0.0988106597602948,7.89442038989153,0.00638081278495376,0.00825444215948679,4.54664674984802,8.44632582924011e-06,0.140172177563427,0.314341629060318
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_0.5","sqrt",74,0.298000568406502,0.287315808959645,0.0888043387705982,7.01705754706546,0.00991639902681725,0.0551443532074595,9.26518974776804,1.07021825889808e-07,0.176661901715383,0.298000568406502
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_0.5","power_0.25",74,0.306687626812796,0.287315808959645,0.0940573004400647,7.47522512734442,0.0078679226107093,0.00754150128598329,3.08062269859399,9.3871611583832e-07,0.160307044153786,0.306687626812796
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_0.5","power_0.5",74,0.298000568406502,0.287315808959645,0.0888043387705982,7.01705754706546,0.00991639902681725,0.0551443532074595,9.26518974776804,1.07021825889808e-07,0.176661901715383,0.298000568406502
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_0.5","power_2",74,0.234777364879195,0.287315808959645,0.0551204110596186,4.20018555035476,0.0440635696775423,611.56040418665,-5679.78601686223,2.23682957726071e-12,0.211164669617817,0.234777364879195
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_0.5","boxcox",74,0.341669469913298,0.287315808959645,0.11673802667084,9.51601922657231,0.00288880692470516,4.07913195356108e-06,0.66603618749595,0.266169475919469,-0.044646845768731,0.341669469913298
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_0.5","yeojohnson",74,0.341556914691882,0.287315808959645,0.116661125973826,9.50892269897613,0.00289867561667659,4.01020807050992e-06,0.66604463265354,0.255180525282106,-0.0424875900507114,0.341556914691882
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_2","identity",74,0.245753244781176,0.287315808959645,0.0603946573204768,4.62791677479581,0.0348117005846894,9.26789166792849e-07,148.207965754277,4.79335710998399e-10,0.108335201560003,0.245753244781176
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_2","log",74,0.287300211269689,0.287315808959645,0.082541411395608,6.47765653327639,0.0130668994966036,5.29362304254983e-09,4.94899685506197,3.51357814532629e-06,0.0635991343308475,0.287300211269689
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_2","log1p",74,0.287135983485168,0.287315808959645,0.0824470730119944,6.4695878376738,0.0131213313684579,5.26124523185465e-09,4.95631215514625,3.32912614408236e-06,0.0640098544059505,0.287135983485168
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_2","sqrt",74,0.268541542224284,0.287315808959645,0.072114559900197,5.59578595419679,0.0206994070805007,3.46745256350255e-08,12.0103624497282,3.34750949288108e-08,0.0911234038044849,0.268541542224284
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_2","power_0.25",74,0.278489912296519,0.287315808959645,0.0775566312509229,6.05357210994861,0.0162783312300629,4.77843978728136e-09,3.4554071456839,3.32702123029632e-07,0.0787173053537018,0.278489912296519
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_2","power_0.5",74,0.268541542224284,0.287315808959645,0.072114559900197,5.59578595419679,0.0206994070805007,3.46745256350255e-08,12.0103624497282,3.34750949288108e-08,0.0911234038044849,0.268541542224284
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_2","power_2",74,0.194154732765615,0.287315808959645,0.0376960602552875,2.82043565061234,0.0974059309733991,0.000352895574090359,25324.4245812996,6.65380436391301e-13,0.116251914077915,0.194154732765615
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_2","boxcox",74,0.314766203907245,0.287315808959645,0.099077763122172,7.9181073047082,0.00630610533937332,2.62219371323738e-12,0.666238240531168,0.148151020838489,-0.0856090347468258,0.314766203907245
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","power_2","yeojohnson",74,0.314722592585366,0.287315808959645,0.0990503102836472,7.91567212001356,0.00631374343309112,2.57837950190206e-12,0.666243262953269,0.14183658232931,-0.0840313067302595,0.314722592585366
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","boxcox","identity",74,0.276323133887988,0.287315808959645,0.0763544743216799,5.95198265819953,0.0171649844429558,556.494607352021,-1529.85489313245,3.06593744809636e-09,0.220722811699995,0.276323133887988
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","boxcox","log",74,0.307994302069516,0.287315808959645,0.0948604901072891,7.54574870843324,0.00759434932681071,3.03055224407274,-4.18501951899082,1.63615004930197e-05,0.159303869829603,0.307994302069516
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","boxcox","log1p",74,0.307842226983329,0.287315808959645,0.0947668367140566,7.53751908364053,0.0076257534304577,3.0122508990649,-4.12255162565568,1.55538871086428e-05,0.159879681170723,0.307842226983329
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","boxcox","sqrt",74,0.293350537549347,0.287315808959645,0.0860545378804923,6.77931778667255,0.0111932366232442,20.2277680298463,-48.9673196675044,2.01395607121189e-07,0.198288239037693,0.293350537549347
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","boxcox","power_0.25",74,0.301012382287854,0.287315808959645,0.0906084542906102,7.17381719645843,0.00915888874907158,2.75818274237235,-4.85839086627666,1.73464107272115e-06,0.180973369005987,0.301012382287854
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","boxcox","power_0.5",74,0.293350537549347,0.287315808959645,0.0860545378804923,6.77931778667255,0.0111932366232442,20.2277680298463,-48.9673196675044,2.01395607121189e-07,0.198288239037693,0.293350537549347
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","boxcox","power_2",74,0.238967864152151,0.287315808959645,0.057105640097442,4.36062220951319,0.0403163746863991,231952.87429568,-674700.737541363,3.34503025196638e-12,0.24001990362329,0.238967864152151
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","boxcox","boxcox",74,0.334228640925198,0.287315808959645,0.11170878441471,9.05449962438234,0.00360977976137277,0.001486902065672,0.661757192277847,0.275877195951376,-0.0322985091489552,0.334228640925198
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","boxcox","yeojohnson",74,0.334080661416244,0.287315808959645,0.111609888332271,9.04547659230257,0.00362561352960151,0.00146161261596251,0.661838442903317,0.264332635230837,-0.0300864188542001,0.334080661416244
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","yeojohnson","identity",74,0.276328823731962,0.287315808959645,0.0763576188250906,5.95224804259542,0.0171626028943399,556.724429636418,-1530.56981623092,3.06557946977432e-09,0.220724385674245,0.276328823731962
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","yeojohnson","log",74,0.308001706511764,0.287315808959645,0.0948650512141601,7.54614955104955,0.00759282318204174,3.03181426596686,-4.18894468356181,1.63590836806661e-05,0.159306346004721,0.308001706511764
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","yeojohnson","log1p",74,0.307849628343533,0.287315808959645,0.0947713936712524,7.53791947870911,0.00762422238659578,3.01350530529394,-4.12645310347283,1.5551438272849e-05,0.159882152243199,0.307849628343533
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","yeojohnson","sqrt",74,0.293357238530643,0.287315808959645,0.0860584693983257,6.77965667300435,0.0111912983547637,20.2361672986154,-48.9934448169209,2.01370643115666e-07,0.198290610140256,0.293357238530643
"50m","phy_afaith","Abundance-weighted Faith's PD","spec_spca_rao","Std PCA Rao's Q","yeojohnson","power_0.25",74,0.301019477034728,0.287315808959645,0.0906127255542623,7.17418906470103,0.00915716576392039,2.75933004039307,-4.86195929940124,1.73432001126587e-06,0.180975829187133,0.301019477034728
