"scale","x_metric","x_label","y_metric","y_label","x_transform","y_transform","n","pearson_r","spearman_r","r_squared","f_statistic","f_p_value","slope","intercept","residual_shapiro_p","residual_abs_cor_fitted","metric_group"
"10m","spec_spca_hull3d_v","Std PCA 3D hull volume","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",1744,0.980159162977666,0.992172052248546,0.960711984769079,42597.2212551622,0,0.121042404317989,1818.65773365317,2.38190468304866e-43,0.539396821909726,"spectral"
"10m","spec_spca_hull3d_v","Std PCA 3D hull volume","spec_sa","Spectral angle entropy","identity","identity",1744,0.227327805418298,0.267329153557076,0.0516779311162998,94.9286734522198,7.05988143298519e-22,1.01227978252575e-06,2.81304459557631,2.55333775997996e-25,0.243259023160872,"spectral"
"10m","spec_spca_hull3d_a","Std PCA 3D hull area","spec_sa","Spectral angle entropy","identity","identity",1744,0.216326610069877,0.238193832535337,0.0467972022243247,85.5229616037683,6.48209033114922e-20,7.80040246876624e-06,2.80084279134546,4.46776307977998e-24,0.229000613892007,"spectral"
"20m","spec_alpha","Raw PCA alpha hull","spec_rao_q","Raw PCA Rao's Q","identity","identity",436,0.814037811960992,0.882425035671445,0.662657559302239,852.526531029753,1.83315035684326e-104,0.373326712196543,-68.4331659380987,4.93739824216458e-30,0.287411209419423,"spectral"
"20m","spec_alpha","Raw PCA alpha hull","spec_pca_mean","Raw PCA mean distance","identity","identity",436,0.88732398407637,0.86436873306466,0.787343852717161,1606.85330024703,5.50436820125737e-148,0.00731291617930465,3.25069952326797,1.00679195779327e-09,0.154063216400859,"spectral"
"20m","spec_alpha","Raw PCA alpha hull","spec_convex","Raw PCA convex hull","identity","identity",436,0.711178296572245,0.713108921155067,0.5057745695154,444.14178152357,2.04994745969268e-68,3.04422473889204,-526.056395650345,5.06479949531424e-22,0.320742195117558,"spectral"
"20m","spec_alpha","Raw PCA alpha hull","spec_hull3d_v","Raw PCA 3D hull volume","identity","identity",436,0.730469380843038,0.797442080504895,0.533585516349212,496.502836453386,6.95035088744549e-74,36.0204609502602,-11161.9125980712,5.54103305817466e-26,0.379968292103083,"spectral"
"20m","spec_alpha","Raw PCA alpha hull","spec_hull3d_a","Raw PCA 3D hull area","identity","identity",436,0.720715217856296,0.755380252896246,0.519430425249648,469.095041390117,4.62781044577026e-71,7.58232974679795,-1328.21346315147,7.11667268048806e-24,0.370209256870239,"spectral"
"20m","spec_alpha","Raw PCA alpha hull","spec_spca_alpha","Std PCA alpha hull","identity","identity",436,0.748367129465571,0.725785151847061,0.560053360464538,552.483270921807,2.11764110986375e-79,0.69921360711465,193.405349021833,1.55928485384592e-15,-0.125544177243296,"spectral"
"20m","spec_alpha","Raw PCA alpha hull","spec_spca_rao","Std PCA Rao's Q","identity","identity",436,0.639556271025138,0.728189309497834,0.40903222380758,300.388603717521,1.60318461920856e-51,0.457376699663889,-144.768318558243,5.11390573921691e-30,0.329105237901507,"spectral"
