"scale","x_metric","x_label","y_metric","y_label","x_transform","y_transform","n","pearson_r","spearman_r","r_squared","f_statistic","f_p_value","slope","intercept","residual_shapiro_p","residual_abs_cor_fitted","metric_group"
"20m","phy_faith","Faith's PD","phy_rao","Phylogenetic Rao's Q","identity","identity",500,0.735511716677292,0.81498984146954,0.540977485369577,586.914103616375,3.03701419627858e-86,0.146998002136141,68.2859798120448,1.61268079149464e-16,0.292597043896819,"biodiversity"
"20m","phy_faith","Faith's PD","phy_afaith","Abundance-weighted Faith's PD","identity","identity",500,0.623095686750042,0.657482524672818,0.388248234846506,316.055681351483,4.11554295082167e-55,0.921576508088389,150.239456876805,2.63508936260785e-22,0.250902174085515,"biodiversity"
"20m","phy_faith","Faith's PD","sp_rich","Species richness","identity","identity",500,0.726617922078965,0.7116344204815,0.527973604686353,557.025746323137,3.22576726215377e-83,0.00584258002816445,3.06117383859196,0.795033103602543,0.105602207373319,"biodiversity"
"20m","phy_faith","Faith's PD","sp_shannon","Shannon diversity","identity","identity",500,0.583190322205333,0.578543057343925,0.34011095191396,256.672321725012,6.8216119926967e-47,0.000785162912072161,1.00148696959391,5.42482851684019e-08,-0.142133922048905,"biodiversity"
"20m","phy_faith","Faith's PD","sp_simpson","Simpson diversity","identity","identity",500,0.479724898181526,0.506832234216086,0.230135977935275,148.867480135514,3.85787686758023e-30,0.000213778368841934,0.57648543018465,2.64399020752416e-20,-0.285811343408584,"biodiversity"
"20m","phy_faith","Faith's PD","sp_even","Species evenness","identity","identity",500,0.169953096010537,0.0904437809425009,0.0288840548435666,14.8120926073138,0.000134227661787302,6.88440775315659e-05,0.755050846219583,1.09982252600759e-17,-0.253264751747536,"biodiversity"
"20m","phy_rao","Phylogenetic Rao's Q","phy_afaith","Abundance-weighted Faith's PD","identity","identity",500,0.742186628802179,0.696235392941572,0.550840991972744,610.738756431174,1.34746419625636e-88,5.49247311382386,-138.961132459979,1.12587125677574e-15,0.258862230976339,"biodiversity"
"20m","phy_rao","Phylogenetic Rao's Q","sp_rich","Species richness","identity","identity",500,0.412158384992238,0.495969949931197,0.16987453431941,101.909315625811,6.31957358521999e-22,0.0165821510544606,4.48897044219702,0.536774809914768,0.161863281869664,"biodiversity"
"20m","phy_rao","Phylogenetic Rao's Q","sp_shannon","Shannon diversity","identity","identity",500,0.470385279318557,0.531886671546686,0.221262310999597,141.496465927107,6.82426240346355e-29,0.00316870167833578,1.02523197982756,9.40568501693329e-08,0.0363326223190669,"biodiversity"
"20m","phy_rao","Phylogenetic Rao's Q","sp_simpson","Simpson diversity","identity","identity",500,0.487617323463089,0.524173616694467,0.237770654141306,155.346663580599,3.17407714328834e-31,0.00108724842980036,0.542808449668149,3.94760884741794e-19,-0.134363240298044,"biodiversity"
"20m","phy_rao","Phylogenetic Rao's Q","sp_even","Species evenness","identity","identity",500,0.348572132816155,0.312822051288205,0.121502531776003,68.8769894201008,9.9113776824414e-16,0.00070649376182845,0.680485146604567,2.05338003017845e-15,-0.181979409606569,"biodiversity"
"20m","phy_afaith","Abundance-weighted Faith's PD","sp_rich","Species richness","identity","identity",500,0.236461022930609,0.304679272785819,0.0559138153653902,29.494214093114,8.78308770009379e-08,0.00128552781403685,6.37012040457651,0.140422326653071,0.144098961206507,"biodiversity"
"20m","phy_afaith","Abundance-weighted Faith's PD","sp_shannon","Shannon diversity","identity","identity",500,0.152207284114095,0.220343825375302,0.0231670573373889,11.8108164151099,0.000638156009877323,0.000138550550199791,1.47500529827377,8.84639605158449e-10,0.0243842583936205,"biodiversity"
"20m","phy_afaith","Abundance-weighted Faith's PD","sp_simpson","Simpson diversity","identity","identity",500,0.12058469785122,0.176679298717195,0.0145406693558701,7.34809962628308,0.0069451320791339,3.6331811185319e-05,0.706584916514758,5.1523341856811e-23,-0.0666590908075983,"biodiversity"
"20m","phy_afaith","Abundance-weighted Faith's PD","sp_even","Species evenness","identity","identity",500,-0.0179633680086031,-0.00640245760983044,0.000322682590212505,0.160747800442445,0.688640927655107,-4.91981328741228e-06,0.810960326586942,5.79230435519909e-20,0.0820074810557942,"biodiversity"
"20m","sp_rich","Species richness","sp_shannon","Shannon diversity","identity","identity",500,0.85572291556057,0.859120656865096,0.732261708215483,1362.02531308,1.31937654639229e-144,0.143279503070904,0.523817358175291,1.03942728309631e-10,-0.111937784534897,"biodiversity"
"20m","sp_rich","Species richness","sp_simpson","Simpson diversity","identity","identity",500,0.711792374743583,0.763450168079603,0.506648384743109,511.422052344328,1.97648882078448e-78,0.0394481160022689,0.443171453911546,4.69953963774258e-20,-0.320761472338902,"biodiversity"
"20m","sp_rich","Species richness","sp_even","Species evenness","identity","identity",500,0.318274427228396,0.232760082848151,0.101298611027564,56.1328923163308,3.11280104714117e-13,0.0160339559290117,0.687295128963432,2.18263145318079e-14,-0.374573688141176,"biodiversity"
"20m","sp_shannon","Shannon diversity","sp_simpson","Simpson diversity","identity","identity",500,0.949030930346041,0.974845019380078,0.900659706753472,4515.07157171498,7.24377969858584e-252,0.314124925054219,0.237186500989436,6.78987255529298e-16,-0.436415096512967,"biodiversity"
"20m","sp_shannon","Shannon diversity","sp_even","Species evenness","identity","identity",500,0.727672511848551,0.648194784779139,0.52950728449998,560.464846731467,1.43243867477823e-83,0.2189394412858,0.458299447678304,1.38508010913502e-11,-0.488041699371401,"biodiversity"
"20m","sp_simpson","Simpson diversity","sp_even","Species evenness","identity","identity",500,0.83360043112204,0.738920235680943,0.694889678766851,1134.19650514364,1.82615139988104e-130,0.757746493712397,0.24818810115417,7.21235640700503e-15,-0.34597872558915,"biodiversity"
"50m","phy_faith","Faith's PD","phy_rao","Phylogenetic Rao's Q","identity","identity",80,0.654801688560665,0.76390060947023,0.428765251341898,58.5463151239157,4.43813375318686e-11,0.0823368156526364,98.1280450302496,3.16270978956194e-05,0.378046715206638,"biodiversity"
"50m","phy_faith","Faith's PD","phy_afaith","Abundance-weighted Faith's PD","identity","identity",80,0.364379885805551,0.43202062822316,0.132772701179667,11.9418181439876,0.00089105648729706,1.66207763121583,1559.7904469988,5.50620214214006e-07,0.137759049520677,"biodiversity"
"50m","phy_faith","Faith's PD","sp_rich","Species richness","identity","identity",80,0.761361840132073,0.69117390425504,0.579671851609296,107.569299364404,2.44910241489583e-16,0.00754837598224703,5.35253002679015,0.762731960965924,-0.0534831858430792,"biodiversity"
"50m","phy_faith","Faith's PD","sp_shannon","Shannon diversity","identity","identity",80,0.583465338194334,0.582372245663385,0.340431800874229,40.2591885166471,1.34788916288584e-08,0.000551510555883447,1.48808353621487,0.00030620843215145,-0.0405519282401369,"biodiversity"
"50m","phy_faith","Faith's PD","sp_simpson","Simpson diversity","identity","identity",80,0.449726223210368,0.544866385372714,0.202253675843062,19.7754426915483,2.85087567929973e-05,8.45899615484077e-05,0.732858995533756,2.04167351139251e-08,-0.174560809814721,"biodiversity"
"50m","phy_faith","Faith's PD","sp_even","Species evenness","identity","identity",80,0.199111545518202,0.247913736521331,0.0396454075586468,3.22000000199228,0.0766181746572373,4.19386354165652e-05,0.763068214715929,2.02724126420916e-06,-0.0729895371142298,"biodiversity"
"50m","phy_rao","Phylogenetic Rao's Q","phy_afaith","Abundance-weighted Faith's PD","identity","identity",80,0.688241682865176,0.611392405063291,0.47367661403309,70.1978610103102,1.73689291579737e-12,24.966266667335,-1418.52834953257,0.000188791534183199,0.377706965982192,"biodiversity"
"50m","phy_rao","Phylogenetic Rao's Q","sp_rich","Species richness","identity","identity",80,0.386313153106712,0.519443582365415,0.14923785226325,13.6824992831432,0.000401090377452542,0.0304591400086077,9.1313131635363,0.221811221167883,-0.0922949049400946,"biodiversity"
"50m","phy_rao","Phylogenetic Rao's Q","sp_shannon","Shannon diversity","identity","identity",80,0.352022039543946,0.541631504922644,0.12391951632468,11.0329158718107,0.00136389699887998,0.00264621024688366,1.67637077725002,0.000467692361348913,0.0415989339399609,"biodiversity"
"50m","phy_rao","Phylogenetic Rao's Q","sp_simpson","Simpson diversity","identity","identity",80,0.361064706983555,0.545124238162213,0.130367722629121,11.6930829612419,0.00100051545466807,0.000540096520248069,0.733728437535664,1.16281604139817e-07,-0.0593873762744749,"biodiversity"
"50m","phy_rao","Phylogenetic Rao's Q","sp_even","Species evenness","identity","identity",80,0.194472638394368,0.37892639474918,0.0378196070840667,3.06587971889273,0.0838833514514172,0.000325755743925549,0.75139949262132,2.46639641791917e-06,-0.0126543914832296,"biodiversity"
"50m","phy_afaith","Abundance-weighted Faith's PD","sp_rich","Species richness","identity","identity",80,0.00922264337459469,0.0173756499373849,8.50571508149562e-05,0.00663502211964368,0.935288251905002,2.00456860539605e-05,15.4114985762759,0.0490370106582059,-0.0976725638250029,"biodiversity"
"50m","phy_afaith","Abundance-weighted Faith's PD","sp_shannon","Shannon diversity","identity","identity",80,-0.11984432965618,0.00745428973277075,0.0143626633507392,1.13661252440593,0.289658183418717,-2.48347246615504e-05,2.32273826405313,0.00126616707571976,-0.084451471111326,"biodiversity"
"50m","phy_afaith","Abundance-weighted Faith's PD","sp_simpson","Simpson diversity","identity","identity",80,-0.0984720864280949,0.033778715424285,0.00969675180550218,0.763752559842782,0.384839512425451,-4.06056854856465e-06,0.861830591534568,1.96909581996156e-07,-0.0470885802185644,"biodiversity"
"50m","phy_afaith","Abundance-weighted Faith's PD","sp_even","Species evenness","identity","identity",80,-0.223130118676506,-0.0069620253164557,0.0497870498605917,4.0868627275143,0.046647682962188,-1.03033662834301e-05,0.858442208514658,3.06876567341361e-05,-0.146760119508268,"biodiversity"
"50m","sp_rich","Species richness","sp_shannon","Shannon diversity","identity","identity",80,0.847369684619188,0.873671239055017,0.718035382411623,198.630453377904,3.81865923775935e-23,0.0807884494006052,0.977368519181027,0.000105838500661293,-0.176451798297162,"biodiversity"
"50m","sp_rich","Species richness","sp_simpson","Simpson diversity","identity","identity",80,0.679899939373575,0.786168643980512,0.462263927560191,67.0525713220231,4.05646271771159e-12,0.0128989155714868,0.646663354564493,1.49798453146103e-08,-0.263983567351235,"biodiversity"
"50m","sp_rich","Species richness","sp_even","Species evenness","identity","identity",80,0.414477144477681,0.455136007444612,0.171791303294372,16.1791607722319,0.00013222746302781,0.00880554054519871,0.683002108650883,3.5188327088484e-05,-0.315768780942712,"biodiversity"
"50m","sp_shannon","Shannon diversity","sp_simpson","Simpson diversity","identity","identity",80,0.939444763812773,0.964767932489452,0.882556464255237,586.14894191806,5.06110856615903e-38,0.186940369967122,0.429823809080426,1.20641491061965e-07,-0.444338748088242,"biodiversity"
"50m","sp_shannon","Shannon diversity","sp_even","Species evenness","identity","identity",80,0.829203277408209,0.801383028598219,0.687578075264516,171.662375859311,2.12973174558628e-21,0.184773673819521,0.407595072344549,0.0395821109583923,-0.47968880849011,"biodiversity"
"50m","sp_simpson","Simpson diversity","sp_even","Species evenness","identity","identity",80,0.902244535512642,0.861111111111111,0.814045201862423,341.456775416422,3.19766617432563e-30,1.010349187667,-0.0358173094990115,0.406184948531942,-0.228014470371512,"biodiversity"
