"scale","x_metric","y_metric","n","x_label","y_label","x_transform","y_transform","pearson_r","spearman_r","r_squared","f_statistic","f_p_value","slope","intercept","residual_shapiro_p","residual_abs_cor_fitted","abs_r","identity_pearson_r","identity_spearman_r","identity_r_squared","identity_residual_abs_cor_fitted","delta_abs_r","delta_r_squared","best_transform_pair"
"50m","sp_rich","spec_convex",74,"Species richness","Raw PCA convex hull","power_2","power_2",-0.0950227407032086,-0.0581124303213349,0.00902932125074923,0.656034677912448,0.420632262571669,-3201.52523735205,5390179.36937965,3.27914648180322e-09,0.141241464306326,0.0950227407032086,-0.0766646499857883,-0.0581124303213349,0.00587746855744343,0.138591570940386,0.0183580907174203,0.0031518526933058,"power_2 x / power_2 y"
"50m","phy_rao","spec_hull3d_v",74,"Phylogenetic Rao's Q","Raw PCA 3D hull volume","log","power_2",0.322606704999427,0.234801925212884,0.104075086110588,8.36387746762364,0.00505837327240422,719197007.235825,-3368947909.09498,1.20330178531701e-07,0.422999402200542,0.322606704999427,0.304342827455767,0.234801925212884,0.0926245566237707,0.365970155069463,0.0182638775436605,0.0114505294868169,"log x / power_2 y"
"20m","phy_faith","spec_spca_hull3d_v",436,"Faith's PD","Std PCA 3D hull volume","power_2","boxcox",0.0301872671914339,-0.014455731065572,0.000911271100487011,0.395852386451195,0.529570094638191,1.43001428382692e-09,3.18831166275451,0.337595638678208,-0.100759231893648,0.0301872671914339,-0.012025527444744,-0.014455731065572,0.000144613310324292,0.0393100651808009,0.0181617397466899,0.000766657790162719,"power_2 x / boxcox y"
"20m","sp_shannon","spec_pca_mean",436,"Shannon diversity","Raw PCA mean distance","power_2","power_2",-0.100672685090321,-0.124585461976882,0.0101349895232949,4.44362151056505,0.0356046372713217,-1.96244563448931,71.1603789046155,3.10038087359915e-17,0.0624172912298892,0.100672685090321,-0.082700753060714,-0.124585461976882,0.00683941455680919,0.0534629916429128,0.0179719320296067,0.00329557496648571,"power_2 x / power_2 y"
"10m","phy_rao","spec_hull3d_v",1744,"Phylogenetic Rao's Q","Raw PCA 3D hull volume","power_2","log",0.0444252359947531,0.00997156506338828,0.00197360159318951,3.44481266309625,0.0636193790874503,1.01734475952016e-06,8.7753672446471,1.07861195892246e-18,-0.0146657294273688,0.0444252359947531,0.0265066499305351,0.00997156506338828,0.000702602490539934,0.0177272039814624,0.017918586064218,0.00127099910264957,"power_2 x / log y"
"10m","sp_even","spec_spca_convex",1744,"Species evenness","Std PCA convex hull","power_0.25","power_0.25",-0.0535824037143191,-0.0202586172056729,0.00287107398780427,5.01581165312004,0.0252425787822173,-0.254333636042459,6.66110460560804,4.61195474177744e-22,0.0353371719546523,0.0535824037143191,-0.0359305389229685,-0.0202586172056729,0.00129100362729495,0.0391492127651979,0.0176518647913506,0.00158007036050932,"power_0.25 x / power_0.25 y"
"10m","sp_even","spec_rao_q",1744,"Species evenness","Raw PCA Rao's Q","power_0.25","identity",-0.0249686476430021,0.00914421727635193,0.000623433365120393,1.0866984060839,0.297348541474353,-13.2117753077488,171.345297449408,6.84622868917339e-54,0.0391962779979339,0.0249686476430021,-0.00740247270503513,0.00914421727635193,5.47966021487902e-05,0.0208956990753173,0.017566174937967,0.000568636762971603,"power_0.25 x / identity y"
"20m","phy_afaith","spec_spca_convex",436,"Abundance-weighted Faith's PD","Std PCA convex hull","power_2","boxcox",0.0374776961419958,-0.0307966731264981,0.00140457770811175,0.610444141553774,0.43504661857382,6.16443231245493e-10,2.38522935819866,0.393612441826959,-0.1547643523516,0.0374776961419958,-0.0200592121109149,-0.0307966731264981,0.000402371990510674,0.0938175794457017,0.0174184840310809,0.00100220571760108,"power_2 x / boxcox y"
"20m","phy_faith","spec_convex",436,"Faith's PD","Raw PCA convex hull","log","power_2",0.0188089988948515,-0.0304941831581947,0.000353778439426525,0.153594181020779,0.695316392473848,110428.09818876,1814285.80457325,8.45565711529878e-32,0.0271035593001594,0.0188089988948515,0.00150356981971066,-0.0304941831581947,2.26072220274468e-06,-0.0154066496834752,0.0173054290751409,0.000351517717223781,"log x / power_2 y"
"20m","phy_rao","spec_hull3d_a",436,"Phylogenetic Rao's Q","Raw PCA 3D hull area","log1p","power_0.25",0.0534667688857159,0.0141355203614996,0.00285869537507856,1.24423066924379,0.265274506507021,0.0930228449647895,7.17202270079686,1.18422730007652e-12,0.0353934640806064,0.0534667688857159,0.0365105842078686,0.0141355203614996,0.00133302275919986,0.0224811821964173,0.0169561846778473,0.00152567261587869,"log1p x / power_0.25 y"
"50m","sp_shannon","spec_spca_convex",74,"Shannon diversity","Std PCA convex hull","log","boxcox",0.0601713917693032,0.0210440577563865,0.00362059638745494,0.261630197243746,0.610567546292125,0.0123948135290961,3.02370598275313,0.270536570609924,-0.0576912608273304,0.0601713917693032,0.0432852374630419,0.0210440577563865,0.00187361178223193,0.053006030164806,0.0168861543062613,0.00174698460522301,"log x / boxcox y"
"10m","phy_faith","spec_pca_mean",1744,"Faith's PD","Raw PCA mean distance","power_2","identity",0.0494127315331488,0.0208143920228733,0.00244161803756705,4.2637089701703,0.0390825053401779,2.97385011097055e-07,7.5290477546169,9.39029142508107e-33,0.0565698983345797,0.0494127315331488,0.032578858499392,0.0208143920228733,0.0010613820211234,0.0509283232129427,0.0168338730337568,0.00138023601644364,"power_2 x / identity y"
"10m","sp_even","spec_hull3d_a",1744,"Species evenness","Raw PCA 3D hull area","power_0.25","identity",-0.0278858318426254,0.000607191962634448,0.000777619617555179,1.35566756747648,0.244449175715036,-197.426297007273,2809.92194404832,4.07981225250613e-41,0.0351011760210206,0.0278858318426254,-0.0112380409752712,0.000607191962634448,0.000126293564961875,0.0179121458981747,0.0166477908673541,0.000651326052593305,"power_0.25 x / identity y"
"50m","sp_simpson","spec_rao_q",74,"Simpson diversity","Raw PCA Rao's Q","boxcox","boxcox",-0.0944826145965619,-0.15027027027027,0.00892696446100224,0.648530853069375,0.423289973190975,-0.00200072643972362,0.994297549633505,0.818957436758039,-0.0387768561362194,0.0944826145965619,-0.0779005985234394,-0.15027027027027,0.00606850325031008,-0.00333176372850103,0.0165820160731225,0.00285846121069217,"boxcox x / boxcox y"
"20m","sp_even","spec_spca_hull3d_v",436,"Species evenness","Std PCA 3D hull volume","power_0.25","power_2",0.0183616417766212,-0.00294217932076936,0.000337149888732962,0.146372401148866,0.702213701833887,1529379294.17602,1252693973.72915,2.68915127403534e-33,0.0312158463527951,0.0183616417766212,-0.00184915125262427,-0.00294217932076936,3.41936035508185e-06,-0.00125668496302788,0.016512490523997,0.00033373052837788,"power_0.25 x / power_2 y"
"20m","phy_rao","spec_hull3d_v",436,"Phylogenetic Rao's Q","Raw PCA 3D hull volume","log1p","power_0.25",0.0864904187986156,0.0546119504226641,0.00748059254395991,3.27104653036459,0.0712045741603965,0.268616452657508,8.90798577380554,1.38182612921708e-11,0.0718673172125958,0.0864904187986156,0.070079749376791,0.0546119504226641,0.00491117127271383,0.0522548520983104,0.0164106694218246,0.00256942127124608,"log1p x / power_0.25 y"
"10m","sp_even","spec_spca_hull3d_a",1744,"Species evenness","Std PCA 3D hull area","power_0.25","power_0.25",-0.0522980184107366,-0.0233187471946427,0.00273508272968974,4.77758119493549,0.0289653304159166,-0.301327424562268,8.64310785704907,3.90757396854047e-22,0.0369672447140938,0.0522980184107366,-0.0359315932163089,-0.0233187471946427,0.0012910793910623,0.0401690102311819,0.0163664251944276,0.00144400333862745,"power_0.25 x / power_0.25 y"
"20m","sp_simpson","spec_hull3d_a",436,"Simpson diversity","Raw PCA 3D hull area","power_2","identity",-0.0719150640179987,-0.0786095122404997,0.00517177643271285,2.25621963533442,0.133805789452918,-769.307983352707,4052.81640241977,3.20139723607686e-23,0.0835563489115523,0.0719150640179987,-0.0556713482087572,-0.0786095122404997,0.00309929901138069,0.075265064248656,0.0162437158092414,0.00207247742133216,"power_2 x / identity y"
"10m","sp_simpson","spec_spca_rao",1744,"Simpson diversity","Std PCA Rao's Q","power_0.25","power_0.25",-0.068023346853697,-0.00955033685879449,0.00462717571717837,8.09801101927054,0.00448323607758131,-0.177279054605556,3.49984000953224,2.65565140761507e-43,0.0712625287888191,0.068023346853697,-0.0518602044973615,-0.00955033685879449,0.00268948081050815,0.078608471986227,0.0161631423563355,0.00193769490667022,"power_0.25 x / power_0.25 y"
"50m","sp_simpson","spec_alpha",74,"Simpson diversity","Raw PCA alpha hull","power_2","power_2",-0.14324928992715,-0.164309514994446,0.0205203590646328,1.50841915534113,0.223380226306026,-256434.747513851,731139.164115004,6.8360847494067e-07,0.180114102361087,0.14324928992715,-0.12716258856782,-0.164309514994446,0.0161703239312686,0.178861203036416,0.0160867013593306,0.00435003513336423,"power_2 x / power_2 y"
"10m","phy_afaith","spec_alpha",1741,"Abundance-weighted Faith's PD","Raw PCA alpha hull","power_2","log1p",0.0734179782824496,0.0363631889286604,0.00539019953508226,9.42435615165515,0.00217434450022714,1.3502656938992e-07,6.22488432686317,2.98760821612952e-26,-0.0176144996919436,0.0734179782824496,0.0573613355193954,0.0363631889286604,0.00329032281256866,0.000954176979805896,0.0160566427630543,0.0020998767225136,"power_2 x / log1p y"
"10m","sp_even","spec_hull3d_v",1744,"Species evenness","Raw PCA 3D hull volume","power_0.25","identity",-0.0239841411866404,-0.00367399680219297,0.000575239028460696,1.00264314704833,0.316810855096479,-713.258535347576,8379.20881625927,1.46111102471135e-45,0.029836989429768,0.0239841411866404,-0.00808207851741381,-0.00367399680219297,6.53199931616412e-05,0.0134503478117699,0.0159020626692266,0.000509919035299055,"power_0.25 x / identity y"
"20m","sp_shannon","spec_alpha",436,"Shannon diversity","Raw PCA alpha hull","power_2","power_2",-0.112684379035808,-0.111890843569041,0.0126977692786856,5.58170709583363,0.0185893498548257,-23596.2616066587,511630.043568147,1.03393505946818e-22,0.105864297829074,0.112684379035808,-0.0969434453870789,-0.111890843569041,0.00939803160351753,0.0813282397678085,0.0157409336487289,0.00329973767516802,"power_2 x / power_2 y"
"20m","sp_simpson","spec_convex",436,"Simpson diversity","Raw PCA convex hull","power_2","identity",-0.0726898743500971,-0.0692049919028897,0.00528381783303291,2.3053580314142,0.129656662231359,-316.383282218016,1638.62310708476,4.18245816952919e-22,0.095857853067705,0.0726898743500971,-0.0571227410180936,-0.0692049919028897,0.00326300754142019,0.0838895734320876,0.0155671333320035,0.00202081029161272,"power_2 x / identity y"
"20m","sp_simpson","spec_hull3d_v",436,"Simpson diversity","Raw PCA 3D hull volume","power_2","identity",-0.0573246895544248,-0.0763569446565949,0.00328612003251119,1.43087813140154,0.232274272227962,-2874.28847816005,13959.3927719667,1.80931750554407e-25,0.0719375382056635,0.0573246895544248,-0.0419416475067778,-0.0763569446565949,0.0017591017955828,0.065209235152027,0.015383042047647,0.00152701823692838,"power_2 x / identity y"
"50m","sp_even","spec_convex",74,"Species evenness","Raw PCA convex hull","log","boxcox",-0.0172413339518126,-0.0171343946686412,0.000297263596437649,0.0214093431618564,0.884078219418192,-0.000129898065141064,1.24690840945547,0.358354668579321,-0.0442500944342779,0.0172413339518126,-0.00194142105000617,-0.0171343946686412,3.76911569340683e-06,-0.0153062661592259,0.0152999129018064,0.000293494480744242,"log x / boxcox y"
"20m","sp_shannon","spec_hull3d_v",436,"Shannon diversity","Raw PCA 3D hull volume","power_2","sqrt",-0.0870094481554235,-0.0896605294648668,0.00757064406831132,3.31072383742876,0.0695179908740937,-2.25313057321654,113.618012190373,1.62006386255297e-16,0.0543906166831116,0.0870094481554235,-0.0717096843715014,-0.0896605294648668,0.00514227883266034,0.0786705787940552,0.0152997637839222,0.00242836523565098,"power_2 x / sqrt y"
"20m","sp_shannon","spec_hull3d_a",436,"Shannon diversity","Raw PCA 3D hull area","power_2","sqrt",-0.10645924353623,-0.096114907297679,0.0113335705343062,4.97515589211131,0.0262243524600086,-1.13546178769755,62.1221672267667,4.75346317696468e-16,0.0819752291180056,0.10645924353623,-0.0911703169692436,-0.096114907297679,0.00831202669627234,0.0985163536179715,0.015288926566986,0.00302154383803388,"power_2 x / sqrt y"
"50m","phy_afaith","spec_hull3d_v",74,"Abundance-weighted Faith's PD","Raw PCA 3D hull volume","yeojohnson","power_2",0.251672715600012,0.140851536467975,0.0633391557774853,4.86880522881723,0.0305366233561189,3417474700.43773,-9945361429.87164,1.38187139144426e-08,0.356752448632308,0.251672715600012,0.236428644802004,0.140851536467975,0.0558985040829122,0.225334282951012,0.0152440707980077,0.00744065169457309,"yeojohnson x / power_2 y"
"50m","sp_shannon","spec_rao_q",74,"Shannon diversity","Raw PCA Rao's Q","identity","boxcox",-0.125645653101265,-0.168426508700481,0.0157868301432441,1.15488372349153,0.286117387769697,-0.00041947438623777,0.995511650211288,0.77823782970424,-0.0585550750875128,0.125645653101265,-0.110523126720012,-0.168426508700481,0.0122153615399678,-0.0249790426250495,0.0151225263812533,0.00357146860327627,"identity x / boxcox y"
"50m","sp_even","spec_alpha",74,"Species evenness","Raw PCA alpha hull","log1p","power_2",-0.276608010632887,-0.243835616438356,0.0765119915462835,5.9652787485096,0.0170460940833988,-1203114.52982947,1265211.57434755,5.86758184768869e-06,0.337497382457368,0.276608010632887,-0.261798530362481,-0.243835616438356,0.068538470499955,0.297081523326809,0.0148094802704059,0.00797352104632848,"log1p x / power_2 y"
"10m","sp_rich","spec_spca_alpha",1744,"Species richness","Std PCA alpha hull","log1p","power_2",-0.0469086384411484,-0.0188531881381563,0.00220042036040241,3.84158537048644,0.050155440223393,-29070.6731012514,367882.684285999,1.68303729476487e-44,0.0371232389614355,0.0469086384411484,-0.0323210510994041,-0.0188531881381563,0.00104465034417031,0.0146487175648173,0.0145875873417443,0.00115577001623211,"log1p x / power_2 y"
"20m","sp_shannon","spec_convex",436,"Shannon diversity","Raw PCA convex hull","power_2","identity",-0.107462035136723,-0.0858021496253322,0.0115480889957262,5.070424335619,0.0248367104081826,-63.6835038338286,1632.3622943632,6.1549573553665e-22,0.128823329524172,0.107462035136723,-0.092893086373838,-0.0858021496253322,0.00862912549605732,0.119751201717801,0.0145689487628846,0.00291896349966888,"power_2 x / identity y"
"50m","sp_simpson","spec_pca_mean",74,"Simpson diversity","Raw PCA mean distance","power_2","power_2",-0.122213374772229,-0.170973713439467,0.0149361089732172,1.0917056810911,0.299588895278796,-16.904493718486,84.4553076859843,0.00099561585387929,0.0231604929492202,0.122213374772229,-0.108103594903406,-0.170973713439467,0.0116863872310397,0.010994008548072,0.0141097798688226,0.00324972174217756,"power_2 x / power_2 y"
"50m","phy_rao","spec_spca_alpha",74,"Phylogenetic Rao's Q","Std PCA alpha hull","boxcox","boxcox",0.501438072360008,0.479718622732321,0.251440140411868,24.1846926171214,5.34169319636695e-06,0.00759959916847042,0.659740001572336,0.731665319740455,0.0171786886542868,0.501438072360008,0.487492851705372,0.479718622732321,0.237649280463836,0.227242559626104,0.0139452206546363,0.0137908599480324,"boxcox x / boxcox y"
"20m","sp_even","spec_spca_hull3d_a",436,"Species evenness","Std PCA 3D hull area","power_2","boxcox",-0.0225969220933322,-0.00257051580438656,0.000510620888092137,0.221722681664609,0.637967020531564,-0.000711734858841467,1.97534325499762,0.27511422152512,-0.00704116050623289,0.0225969220933322,-0.00868462196058756,-0.00257051580438656,7.54226585983193e-05,0.00689245050671582,0.0139123001327446,0.000435198229493818,"power_2 x / boxcox y"
"50m","sp_even","spec_spca_hull3d_v",74,"Species evenness","Std PCA 3D hull volume","log","power_2",0.0343949146918043,-0.00377637911884487,0.0011830101566565,0.085277615564616,0.771108588331651,1330054277.39193,4480252152.70565,1.14595958515731e-08,0.101639721648961,0.0343949146918043,0.0204951997072021,-0.00377637911884487,0.000420053211038105,0.0952010232541056,0.0138997149846022,0.00076295694561839,"log x / power_2 y"
"20m","sp_simpson","spec_spca_rao",436,"Simpson diversity","Std PCA Rao's Q","power_2","sqrt",-0.0550635092296844,-0.0482681884552654,0.00303199004868754,1.3198855610168,0.251245362539793,-1.16701471339513,12.6575058210713,2.62866175355935e-26,0.0979563725792358,0.0550635092296844,-0.0412127401911592,-0.0482681884552654,0.00169848995406399,0.078141432395288,0.0138507690385252,0.00133350009462356,"power_2 x / sqrt y"
"20m","sp_simpson","spec_spca_hull3d_v",436,"Simpson diversity","Std PCA 3D hull volume","power_2","sqrt",-0.0902615627895958,-0.0889518060863339,0.00814714971722015,3.56490680675612,0.0596798177030146,-36.4895208289145,220.34194212588,1.28450690447535e-14,0.0996783074988885,0.0902615627895958,-0.0765751572380339,-0.0889518060863339,0.00586375470602962,0.0795304573698823,0.0136864055515619,0.00228339501119053,"power_2 x / sqrt y"
"50m","phy_rao","spec_pca_mean",74,"Phylogenetic Rao's Q","Raw PCA mean distance","identity","power_2",0.305251194837437,0.205746019992595,0.0931782919496827,7.39818749465236,0.00817859840693121,0.0939373590909802,52.4964554052819,0.0520709431063043,0.275331839961079,0.305251194837437,0.291630971162552,0.205746019992595,0.085048623341213,0.257863165599168,0.013620223674885,0.00812966860846967,"identity x / power_2 y"
"10m","phy_afaith","spec_pca_mean",1744,"Abundance-weighted Faith's PD","Raw PCA mean distance","power_2","log",0.0675178405561261,0.0370384447474673,0.00455865879336246,7.97755054899709,0.00479002629896135,8.06533259148923e-08,2.00038158769211,1.33571835784082e-24,-0.0181615362708389,0.0675178405561261,0.0539579291933256,0.0370384447474673,0.00291145812283194,-0.00110993459893795,0.0135599113628005,0.00164720067053053,"power_2 x / log y"
"20m","sp_shannon","spec_spca_convex",436,"Shannon diversity","Std PCA convex hull","power_2","identity",-0.113011025853688,-0.0965321781407703,0.012771491964503,5.61453348184208,0.0182487513809752,-131.680256903558,2913.74170653162,3.63818732708488e-20,0.13503965994012,0.113011025853688,-0.0994853223757828,-0.0965321781407703,0.00989732936821344,0.117378963981981,0.0135257034779055,0.00287416259628957,"power_2 x / identity y"
"20m","sp_simpson","spec_spca_convex",436,"Simpson diversity","Std PCA convex hull","power_2","sqrt",-0.0853424352392635,-0.0902597952592994,0.0072833312525679,3.18415703405367,0.0750537839949043,-6.493865791456,52.993772162822,2.24172709667893e-13,0.0859938265361953,0.0853424352392635,-0.0720975535744964,-0.0902597952592994,0.00519805723142738,0.072765090074404,0.0132448816647671,0.00208527402114052,"power_2 x / sqrt y"
"50m","phy_rao","spec_hull3d_a",74,"Phylogenetic Rao's Q","Raw PCA 3D hull area","log1p","power_2",0.25358079307416,0.188685671973343,0.0643032186161199,4.94800434550302,0.0292564011149986,26950439.9342187,-115660523.771025,1.70123395592337e-07,0.345945732868365,0.25358079307416,0.240353015160973,0.188685671973343,0.057769571896971,0.307358388537556,0.013227777913187,0.00653364671914883,"log1p x / power_2 y"
"50m","phy_faith","spec_pca_mean",74,"Faith's PD","Raw PCA mean distance","power_2","power_2",0.140161348223693,0.0573861532765642,0.0196452035358833,1.44279872928165,0.233623479911399,2.0492961063805e-06,68.1737955118958,0.00452624429633279,0.321237744961583,0.140161348223693,0.126983982170555,0.0573861532765642,0.0161249317278919,0.330804294446096,0.0131773660531378,0.00352027180799146,"power_2 x / power_2 y"
"50m","phy_rao","spec_alpha",74,"Phylogenetic Rao's Q","Raw PCA alpha hull","identity","power_2",0.345597344085439,0.237497223250648,0.119437524238909,9.7659189233208,0.00256267771578835,1376.42430695601,256524.312697103,1.98060509647032e-05,0.305987080485726,0.345597344085439,0.332476010826451,0.237497223250648,0.11054029777507,0.279684622277591,0.0131213332589876,0.00889722646383878,"identity x / power_2 y"
"50m","sp_even","spec_pca_mean",74,"Species evenness","Raw PCA mean distance","boxcox","power_2",-0.251525117929349,-0.24952239911144,0.0632648849493728,4.86271053915669,0.0306375866502185,-62.4477449179363,62.1848833048395,0.00378505757045698,0.169117264568822,0.251525117929349,-0.238822068903824,-0.24952239911144,0.0570359805955028,0.159440588871787,0.012703049025525,0.00622890435386994,"boxcox x / power_2 y"
"20m","sp_shannon","spec_spca_hull3d_v",436,"Shannon diversity","Std PCA 3D hull volume","power_2","sqrt",-0.11237539318135,-0.0968078490933191,0.0126282289926631,5.55074749324087,0.0189166213458036,-6.18541461168261,216.473553921296,1.79331452215392e-14,0.118275650632705,0.11237539318135,-0.0998358962565277,-0.0968078490933191,0.00996720618134416,0.107095312996526,0.0125394969248226,0.00266102281131892,"power_2 x / sqrt y"
"20m","phy_faith","spec_pca_mean",436,"Faith's PD","Raw PCA mean distance","power_2","power_2",0.109875327191726,0.0717500440238523,0.0120725875254889,5.30353032004501,0.0217543771651768,4.73312590658637e-06,62.7690512666208,7.38999383833872e-17,0.15632519673376,0.109875327191726,0.0973377455337454,0.0717500440238523,0.00947463670559219,0.145066430612803,0.0125375816579809,0.00259795081989671,"power_2 x / power_2 y"
"10m","sp_shannon","spec_spca_rao",1744,"Shannon diversity","Std PCA Rao's Q","power_0.25","power_0.25",-0.072673455219745,-0.011807395563581,0.00528143109357628,9.24910145703269,0.0023912576455266,-0.162056538498498,3.50867183163895,2.93040725089607e-43,0.0778558171422229,0.072673455219745,-0.0602378151594359,-0.011807395563581,0.00362859437518237,0.0910269504882353,0.0124356400603091,0.00165283671839391,"power_0.25 x / power_0.25 y"
"10m","sp_even","spec_pca_mean",1744,"Species evenness","Raw PCA mean distance","power_2","log",0.020182960828141,0.0167627035168753,0.000407351907790277,0.709896200942449,0.399593935265689,0.0160963330262046,2.00033765149611,1.11941655833616e-24,-0.0211572201242717,0.020182960828141,0.00780893284765786,0.0167627035168753,6.09794322192304e-05,-0.0228859513715406,0.0123740279804832,0.000346372475571047,"power_2 x / log y"
"20m","sp_simpson","spec_spca_hull3d_a",436,"Simpson diversity","Std PCA 3D hull area","power_2","sqrt",-0.0949632414404548,-0.0923717764488108,0.00901801722487812,3.94943555344663,0.0475152171683115,-11.5882548486059,89.4801841699185,5.37463425999265e-13,0.0984947764039537,0.0949632414404548,-0.0826088624835342,-0.0923717764488108,0.00682422416082346,0.0888695395826087,0.0123543789569206,0.00219379306405466,"power_2 x / sqrt y"
"50m","phy_rao","spec_convex",74,"Phylogenetic Rao's Q","Raw PCA convex hull","log1p","power_2",0.185097563485753,0.114046649389115,0.0342611080083623,2.55431338331505,0.114373265482091,3296564.22753573,-12996249.2951721,8.82353157437180e-09,0.222595677300678,0.185097563485753,0.172792744222523,0.114046649389115,0.0298573324559503,0.155989288583295,0.0123048192632301,0.004403775552412,"log1p x / power_2 y"
"50m","sp_shannon","spec_alpha",74,"Shannon diversity","Raw PCA alpha hull","log","power_2",-0.169613699534967,-0.17251388374676,0.028768807069938,2.13270962064817,0.148535708679476,-201845.266561075,705591.687795217,8.33706891276226e-07,0.207436003064915,0.169613699534967,-0.157318640207792,-0.17251388374676,0.0247491545568287,0.175176682531564,0.0122950593271752,0.00401965251310938,"log x / power_2 y"
"20m","sp_even","spec_spca_alpha",436,"Species evenness","Std PCA alpha hull","power_2","power_2",-0.0239165887997908,-0.028496760793915,0.000572003219818276,0.248391478126395,0.618462445520606,-31328.2993492399,462115.863481114,2.29496389349624e-19,0.0412552223400028,0.0239165887997908,-0.0119997142693878,-0.028496760793915,0.000143993142546953,0.0355088510564752,0.0119168745304029,0.000428010077271322,"power_2 x / power_2 y"
"20m","sp_shannon","spec_spca_hull3d_a",436,"Shannon diversity","Std PCA 3D hull area","power_2","sqrt",-0.118430554232511,-0.101430115458929,0.0140257961758196,6.17378783004266,0.0133416222621838,-1.96769847494846,88.2607596563436,7.94490048248445e-13,0.121590286757757,0.118430554232511,-0.106864964616389,-0.101430115458929,0.011420120662462,0.118550549259547,0.0115655896161219,0.00260567551335764,"power_2 x / sqrt y"
"50m","phy_afaith","spec_hull3d_a",74,"Abundance-weighted Faith's PD","Raw PCA 3D hull area","boxcox","power_2",0.172490603787707,0.0784746390225842,0.0297530083950481,2.2079085253332,0.141670468924215,111104610.572392,-310325458.572954,1.70346887069827e-08,0.251373540394082,0.172490603787707,0.161271154475,0.0784746390225842,0.0260083852656995,0.155221333569631,0.011219449312706,0.00374462312934863,"boxcox x / power_2 y"
"50m","phy_faith","spec_alpha",74,"Faith's PD","Raw PCA alpha hull","log","power_2",0.159975150100175,0.110492410218438,0.0255920486495735,1.89102264633166,0.173350580814617,99192.9458768186,-165992.516984828,9.7429603114438e-07,0.2759717053921,0.159975150100175,0.148933630246046,0.110492410218438,0.0221812262182658,0.26047424000358,0.0110415198541291,0.00341082243130764,"log x / power_2 y"
"10m","sp_rich","spec_spca_mean",1744,"Species richness","Std PCA mean distance","yeojohnson","power_2",-0.0624215756811802,-0.00671978948607114,0.00389645311052132,6.81417242185691,0.00912125979594378,-2.45800014322522,58.3856917394096,2.05822712866726e-60,0.0938837221654957,0.0624215756811802,-0.0516658583962656,-0.00671978948607114,0.002669360923823,0.0864559684861271,0.0107557172849147,0.00122709218669832,"yeojohnson x / power_2 y"
"20m","phy_faith","spec_spca_alpha",436,"Faith's PD","Std PCA alpha hull","identity","yeojohnson",0.295293492377295,0.305831465150141,0.0871982466403817,41.4592094095334,3.19533719077627e-10,4.33404914302867e-06,1.62851933337577,0.409598002765972,-0.0199281028582859,0.295293492377295,0.284820247835823,0.305831465150141,0.0811225735772597,0.0879669352200113,0.0104732445414722,0.006075673063122,"identity x / yeojohnson y"
"20m","sp_rich","spec_rao_q",436,"Species richness","Raw PCA Rao's Q","power_2","log1p",-0.133728697715404,-0.160573322495482,0.0178833645926577,7.9027072278379,0.00515964919600835,-0.00126978486614552,5.19157570824474,9.30711448624114e-13,0.0268528515537163,0.133728697715404,-0.123736181632776,-0.160573322495482,0.0153106426450593,0.0806252893674054,0.00999251608262804,0.00257272194759845,"power_2 x / log1p y"
"20m","phy_faith","spec_hull3d_a",436,"Faith's PD","Raw PCA 3D hull area","power_2","yeojohnson",0.0471210687043877,0.00985466989755961,0.00222039511584364,0.965795928839437,0.326278430101504,6.89041294382619e-09,4.00789645101946,7.92114716508403e-09,-0.00892206175106059,0.0471210687043877,0.0374963309571924,0.00985466989755961,0.0014059748352513,0.0240538986729772,0.00962473774719525,0.000814420280592336,"power_2 x / yeojohnson y"
"10m","sp_simpson","spec_convex",1744,"Simpson diversity","Raw PCA convex hull","power_0.25","power_2",-0.0447295152224414,-0.017109517487325,0.00200072953203461,3.49225790833498,0.0618241495423274,-468015.827762517,1778568.3403615,4.40568447462704e-56,0.0645596675482023,0.0447295152224414,-0.0351230425189105,-0.017109517487325,0.0012336281157852,0.0464401784807947,0.00960647270353086,0.000767101416249416,"power_0.25 x / power_2 y"
"20m","sp_shannon","spec_spca_rao",436,"Shannon diversity","Std PCA Rao's Q","power_2","sqrt",-0.0701282155416796,-0.0420505343658446,0.00491796661506026,2.14494628515766,0.143764021460484,-0.202365984345591,12.5461143875232,3.32804322841663e-26,0.116344855768678,0.0701282155416796,-0.0608583228509165,-0.0420505343658446,0.00370373546022638,0.105760633458124,0.00926989269076304,0.00121423115483388,"power_2 x / sqrt y"
"20m","phy_rao","spec_pca_mean",436,"Phylogenetic Rao's Q","Raw PCA mean distance","power_0.25","power_2",0.127083559979102,0.111858846047763,0.0161502312169621,7.12425877462114,0.00788991837596605,7.89414026508155,37.2094851979413,4.49763990255941e-17,0.140891133985662,0.127083559979102,0.117851258951857,0.111858846047763,0.0138889192365377,0.13759773867592,0.00923230102724498,0.00226131198042438,"power_0.25 x / power_2 y"
"10m","sp_shannon","spec_convex",1744,"Shannon diversity","Raw PCA convex hull","sqrt","power_2",-0.0518952801329475,-0.0219144031976354,0.00269312010007709,4.70408387717637,0.0302259360934786,-356361.979222553,1735068.69969165,4.95626916705307e-56,0.076429876688853,0.0518952801329475,-0.0426775394031702,-0.0219144031976354,0.00182137236950915,0.0566688403929548,0.00921774072977727,0.000871747730567947,"sqrt x / power_2 y"
