"scale","x_metric","y_metric","n","x_label","y_label","x_transform","y_transform","pearson_r","spearman_r","r_squared","f_statistic","f_p_value","slope","intercept","residual_shapiro_p","residual_abs_cor_fitted","abs_r","identity_pearson_r","identity_spearman_r","identity_r_squared","identity_residual_abs_cor_fitted","delta_abs_r","delta_r_squared","best_transform_pair"
"20m","phy_rao","spec_spca_alpha",436,"Phylogenetic Rao's Q","Std PCA alpha hull","power_2","identity",0.344755338586005,0.295289631862002,0.118856243483551,58.5416503157144,1.29863525865477e-13,0.00192257413377346,580.305127928698,3.23709806518721e-11,0.0891573426117492,0.344755338586005,0.335667375712764,0.295289631862002,0.112672587117894,0.0790392085209418,0.00908796287324048,0.0061836563656567,"power_2 x / identity y"
"20m","phy_afaith","spec_rao_q",436,"Abundance-weighted Faith's PD","Raw PCA Rao's Q","identity","power_0.25",0.13365651834989,0.0691191343005465,0.0178640648974145,7.89402351383067,0.00518402688176339,9.47185529180704e-05,3.51744773499092,1.32302137596838e-14,0.065750150222449,0.13365651834989,0.12459495523136,0.0691191343005465,0.0155239028691046,0.0945103852908984,0.00906156311853001,0.00234016202830988,"identity x / power_0.25 y"
"50m","sp_simpson","spec_convex",74,"Simpson diversity","Raw PCA convex hull","boxcox","boxcox",-0.0179791366614286,-0.00576082932247316,0.000323249355089726,0.0232814792896262,0.879154159763593,-0.000260540041515942,1.24689880978868,0.367353409032458,0.00171909880950985,0.0179791366614286,-0.00923131185936296,-0.00576082932247316,8.52171186448149e-05,0.014995655126416,0.00874782480206568,0.000238032236444911,"boxcox x / boxcox y"
"10m","sp_rich","spec_pca_mean",1744,"Species richness","Raw PCA mean distance","yeojohnson","power_2",-0.0687631029151479,-0.0566309340834802,0.00472836432251928,8.27594232023078,0.00406628149464144,-1.83242752710431,66.435964343957,2.80919171522497e-48,0.0687861594694413,0.0687631029151479,-0.0605955784071762,-0.0566309340834802,0.00367182412250029,0.0572802116953728,0.00816752450797165,0.00105654020001898,"yeojohnson x / power_2 y"
"10m","sp_simpson","spec_pca_mean",1744,"Simpson diversity","Raw PCA mean distance","power_2","power_2",-0.0342812426224897,-0.0343918175712077,0.001175203595742,2.04961337679286,0.152424232652162,-5.77325981983105,62.254432618465,2.12907639414514e-48,0.0363858405996078,0.0342812426224897,-0.0261745624674905,-0.0343918175712077,0.000685107720364561,0.0410558755810308,0.00810668015499922,0.000490095875377441,"power_2 x / power_2 y"
"10m","sp_simpson","spec_spca_convex",1744,"Simpson diversity","Std PCA convex hull","power_0.25","identity",-0.0612237120645473,-0.0313698488149636,0.0037483429189626,6.55418068158026,0.0105475063848032,-394.567327887142,2215.08175069741,1.74714309337109e-41,0.0721193691029711,0.0612237120645473,-0.0533320818457041,-0.0313698488149636,0.00284431095399688,0.072222883800585,0.00789163021884325,0.000904031964965728,"power_0.25 x / identity y"
"10m","sp_rich","spec_convex",1744,"Species richness","Raw PCA convex hull","identity","power_2",-0.0717756375092276,-0.0388029967785598,0.00515174213985607,9.02080768270379,0.00270726653119492,-85031.5994338678,1742766.71504792,6.86155732763027e-56,0.104481860552518,0.0717756375092276,-0.0638947516586205,-0.0388029967785598,0.00408253928951682,0.0807232926938375,0.00788088585060714,0.00106920285033924,"identity x / power_2 y"
"20m","phy_rao","spec_spca_convex",436,"Phylogenetic Rao's Q","Std PCA convex hull","power_2","power_2",-0.0284055220985782,-0.0443433522253842,0.000806873685692816,0.350465961352629,0.554157744390607,-11.0010682908674,8500983.28751945,6.61016184996352e-30,0.0605192033317713,0.0284055220985782,-0.020569197741309,-0.0443433522253842,0.000423091895721071,0.071655884548507,0.00783632435726922,0.000383781789971745,"power_2 x / power_2 y"
"10m","sp_simpson","spec_spca_hull3d_v",1744,"Simpson diversity","Std PCA 3D hull volume","power_0.25","sqrt",-0.0510327226925481,-0.0237950120930591,0.00260433878541452,4.54860427071382,0.0330850508939259,-16.7463678990013,175.451362980736,1.24382825494027e-32,0.0526804421657047,0.0510327226925481,-0.0432557661862949,-0.0237950120930591,0.00187106130836342,0.0648577128337044,0.00777695650625315,0.000733277477051108,"power_0.25 x / sqrt y"
"10m","sp_simpson","spec_spca_hull3d_a",1744,"Simpson diversity","Std PCA 3D hull area","power_0.25","identity",-0.0583197912330022,-0.02836217426087,0.00340119804946097,5.94510749016039,0.014857537146874,-988.016756080221,6169.42469514796,9.42907814243691e-41,0.0707809287777267,0.0583197912330022,-0.0505447377847437,-0.02836217426087,0.00255477051772849,0.0733681145976326,0.00777505344825858,0.000846427531732482,"power_0.25 x / identity y"
"10m","sp_rich","spec_hull3d_a",1744,"Species richness","Raw PCA 3D hull area","identity","power_2",-0.0669697687909169,-0.0344075169704017,0.00448494993190891,7.84798058135931,0.00514398894175999,-479847.960576508,10364965.1773895,5.40143908056162e-57,0.0972051317910194,0.0669697687909169,-0.0593546047456014,-0.0344075169704017,0.00352296910450662,0.0776150263821234,0.00761516404531557,0.000961980827402294,"identity x / power_2 y"
"10m","sp_shannon","spec_pca_mean",1744,"Shannon diversity","Raw PCA mean distance","identity","power_2",-0.0414055261349968,-0.0376515494598126,0.00171441759451591,2.99164437740386,0.0838722769537564,-3.02857055146206,63.3285533141634,2.24006314871051e-48,0.0460663393129975,0.0414055261349968,-0.0338442458988579,-0.0376515494598126,0.00114543298046236,0.0430061730443785,0.00756128023613892,0.000568984614053546,"identity x / power_2 y"
"10m","sp_rich","spec_spca_hull3d_a",1744,"Species richness","Std PCA 3D hull area","identity","power_2",-0.081036776684813,-0.0339726653482606,0.00656695917546432,11.5152631466375,0.000705736526038004,-2759338.01586151,48233088.8823029,1.45884083349502e-54,0.127281427953862,0.081036776684813,-0.0735929835400136,-0.0339726653482606,0.00541592722632082,0.110976731931657,0.00744379314479936,0.0011510319491435,"identity x / power_2 y"
"10m","sp_shannon","spec_hull3d_v",1744,"Shannon diversity","Raw PCA 3D hull volume","power_2","power_2",-0.0387323402144836,-0.0155147587007457,0.00150019417849051,2.61726466414318,0.105887557733379,-9307235.86841683,96142488.6462942,1.38426542845812e-61,0.0582626797617938,0.0387323402144836,-0.0313121088401184,-0.0155147587007457,0.000980448160015423,0.0453305031962092,0.00742023137436518,0.000519746018475083,"power_2 x / power_2 y"
"20m","phy_faith","spec_spca_hull3d_a",436,"Faith's PD","Std PCA 3D hull area","power_2","boxcox",0.0216200120136676,-0.0309314349078807,0.000467424919471113,0.202957282341818,0.652569296636777,2.16861596615899e-10,1.97472665162565,0.213548520184027,-0.101667026411982,0.0216200120136676,-0.0142561337738979,-0.0309314349078807,0.000203237350179273,0.0401516383908876,0.00736387823976973,0.00026418756929184,"power_2 x / boxcox y"
"50m","sp_simpson","spec_spca_convex",74,"Simpson diversity","Std PCA convex hull","boxcox","boxcox",0.0358960845037461,0.0359422436134765,0.00128852888270009,0.0928937758676348,0.761409331082775,0.022246093983612,3.0366118446087,0.335856900368561,-0.0636315957277952,0.0358960845037461,0.0285484917893097,0.0359422436134765,0.000815016383444283,0.0540744002569644,0.00734759271443646,0.000473512499255804,"boxcox x / boxcox y"
"10m","sp_simpson","spec_hull3d_a",1744,"Simpson diversity","Raw PCA 3D hull area","power_0.25","power_2",-0.0365602489483783,-0.0157616614353361,0.0013366518031674,2.33156393024918,0.126955989529803,-2313646.78549665,10294055.2241198,3.4984472304253e-57,0.0523096497049796,0.0365602489483783,-0.0294310871178859,-0.0157616614353361,0.000866188888940587,0.0426471238986482,0.00712916183049241,0.000470462914226812,"power_0.25 x / power_2 y"
"10m","sp_rich","spec_hull3d_v",1744,"Species richness","Raw PCA 3D hull volume","identity","power_2",-0.0590524731976021,-0.029259401262106,0.00348719459075353,6.09595074355106,0.0136445258200125,-7065447.76178739,114616335.936318,1.90531780216582e-61,0.087807925482987,0.0590524731976021,-0.0519890797330326,-0.029259401262106,0.00270286441148768,0.0695116859794622,0.00706339346456949,0.000784330179265849,"identity x / power_2 y"
"10m","sp_rich","spec_spca_convex",1744,"Species richness","Std PCA convex hull","identity","power_2",-0.0836342512216206,-0.0410356856698914,0.0069946879774012,12.2705753021748,0.000471773237027839,-397159.863968227,6393051.87876066,3.64224090376837e-55,0.130555869152581,0.0836342512216206,-0.0765894411256898,-0.0410356856698914,0.00586594249194561,0.109020594598979,0.00704481009593076,0.00112874548545559,"identity x / power_2 y"
"10m","sp_shannon","spec_hull3d_a",1744,"Shannon diversity","Raw PCA 3D hull area","yeojohnson","power_2",-0.0447746975772811,-0.0187772075849639,0.00200477354313699,3.49933087810774,0.0615611831611145,-677095.007043349,9398389.96406172,3.95856718821939e-57,0.0672894706687018,0.0447746975772811,-0.0379488212171679,-0.0187772075849639,0.00144011303177257,0.0536606757708991,0.00682587636011325,0.000564660511364413,"yeojohnson x / power_2 y"
"10m","sp_simpson","spec_hull3d_v",1744,"Simpson diversity","Raw PCA 3D hull volume","power_0.25","identity",-0.0285661617316566,-0.0140131265789646,0.000816025596079161,1.42267752964906,0.233125633480016,-851.412656378699,8451.03389746584,1.52619023452099e-45,0.0374521899806486,0.0285661617316566,-0.0221187314520141,-0.0140131265789646,0.000489238281046319,0.0336219557413094,0.00644743027964244,0.000326787315032842,"power_0.25 x / identity y"
"20m","phy_rao","spec_rao_q",436,"Phylogenetic Rao's Q","Raw PCA Rao's Q","power_0.25","sqrt",0.106560645948509,0.088836122740175,0.0113551712649635,4.98474698471814,0.0260810634141951,0.714457270515053,10.4457696198519,6.5251655533056e-18,0.112211769226575,0.106560645948509,0.100197130134142,0.088836122740175,0.0100394648871182,0.122679327687604,0.00636351581436703,0.00131570637784531,"power_0.25 x / sqrt y"
"20m","phy_faith","spec_rao_q",436,"Faith's PD","Raw PCA Rao's Q","power_2","power_2",0.108743933059388,0.0521005729699567,0.0118252429772247,5.19357068741357,0.0231554859085411,0.0089421580825144,29519.0013635501,8.24244891999088e-34,0.162565371386281,0.108743933059388,0.102762974176994,0.0521005729699567,0.0105602288617015,0.149449217150117,0.00598095888239417,0.00126501411552317,"power_2 x / power_2 y"
"10m","sp_shannon","spec_spca_convex",1744,"Shannon diversity","Std PCA convex hull","power_0.25","identity",-0.0665157898421829,-0.038761312086885,0.00442435029832943,7.74146919121553,0.0054548835125299,-366.790039569658,2240.63646958631,1.91036542820931e-41,0.0782904329453644,0.0665157898421829,-0.0606062947022863,-0.038761312086885,0.00367312295754038,0.081878700514396,0.00590949513989656,0.00075122734078905,"power_0.25 x / identity y"
"50m","sp_even","spec_spca_mean",74,"Species evenness","Std PCA mean distance","log","power_2",-0.113165922786867,-0.082088115512773,0.0128065260802032,0.934031577532031,0.337052628780777,-17.7885707506102,51.1103784017682,7.00234783254827e-07,0.133748046563872,0.113165922786867,-0.107336341944514,-0.082088115512773,0.0115210903020297,0.121331564553658,0.0058295808423532,0.00128543577817355,"log x / power_2 y"
"20m","phy_faith","spec_hull3d_v",436,"Faith's PD","Raw PCA 3D hull volume","power_2","sqrt",0.0859045954650816,0.0495019655516239,0.00737959952201931,3.22655689024138,0.0731482046661618,4.91584563772214e-06,104.319495914201,1.30209410741288e-16,0.0488038293796785,0.0859045954650816,0.0801297830426322,0.0495019655516239,0.00642078213045929,0.067962914503038,0.00577481242244944,0.000958817391560025,"power_2 x / sqrt y"
"10m","sp_simpson","spec_alpha",1741,"Simpson diversity","Raw PCA alpha hull","power_0.25","identity",-0.0430031982134359,-0.0460935184832903,0.00184927505658405,3.22184740544267,0.0728351787202133,-39.3378327719286,567.356566838961,3.71841906313739e-23,0.0240153527252556,0.0430031982134359,-0.0372343031977777,-0.0460935184832903,0.00138639333462404,0.0152738833340508,0.00576889501565819,0.000462881721960009,"power_0.25 x / identity y"
"50m","phy_afaith","spec_spca_alpha",74,"Abundance-weighted Faith's PD","Std PCA alpha hull","power_2","power_2",0.502105092791751,0.44299148463532,0.252109524207413,24.2707807232029,5.16614870782592e-06,0.00485603496173694,408409.170272737,2.36457479576688e-06,0.131229582784581,0.502105092791751,0.49661711716589,0.44299148463532,0.246628561062159,0.0322920516634099,0.00548797562586151,0.00548096314525409,"power_2 x / power_2 y"
"20m","phy_faith","spec_alpha",436,"Faith's PD","Raw PCA alpha hull","power_2","identity",0.1219053451101,0.111886714152731,0.0148609131664126,6.54692966751868,0.0108448343151852,3.72956615097352e-05,628.093730665314,4.229244173448e-13,0.0656914287478548,0.1219053451101,0.116581265416051,0.111886714152731,0.0135911914460077,0.0753709876768674,0.00532407969404944,0.00126972172040493,"power_2 x / identity y"
"10m","sp_shannon","spec_spca_hull3d_a",1744,"Shannon diversity","Std PCA 3D hull area","power_0.25","identity",-0.0638316726672435,-0.0344921801314841,0.00407448243549812,7.1267863685178,0.00766462494372912,-925.285789964825,6240.0101492771,1.03074622160487e-40,0.0771523914412478,0.0638316726672435,-0.0585217079803112,-0.0344921801314841,0.00342479030493281,0.08404927905158,0.00530996468693238,0.000649692130565305,"power_0.25 x / identity y"
"20m","sp_rich","spec_hull3d_v",436,"Species richness","Raw PCA 3D hull volume","power_2","sqrt",-0.112130183816798,-0.124635796886688,0.012573178122789,5.52624172687197,0.0191799045013697,-0.0904810156392147,113.020108551014,1.63665433997045e-16,0.0607754758938924,0.112130183816798,-0.107138668072185,-0.124635796886688,0.0114786941962819,0.092044212791176,0.0049915157446133,0.00109448392650712,"power_2 x / sqrt y"
"50m","sp_shannon","spec_convex",74,"Shannon diversity","Raw PCA convex hull","boxcox","identity",-0.0419775676623248,-0.0397038134024435,0.00176211618684506,0.127096323942552,0.722504501880649,-43.0257016814275,2103.2148222461,4.79718391453703e-06,0.0664249373378273,0.0419775676623248,-0.0371144198346164,-0.0397038134024435,0.00137748015966016,0.0588948014831651,0.00486314782770839,0.000384636027184894,"boxcox x / identity y"
"10m","sp_shannon","spec_alpha",1741,"Shannon diversity","Raw PCA alpha hull","sqrt","power_2",-0.0494567602179713,-0.0539126699080307,0.00244597113125791,4.26397335298335,0.0390766942295878,-37280.3442920645,345821.846499256,4.58520508912882e-42,0.0386706890057481,0.0494567602179713,-0.0447627850412115,-0.0539126699080307,0.00200370692464571,0.0181692770205743,0.00469397517675973,0.000442264206612197,"sqrt x / power_2 y"
"20m","sp_rich","spec_alpha",436,"Species richness","Raw PCA alpha hull","yeojohnson","power_2",-0.132453330923721,-0.138160606027162,0.0175438848727886,7.75001134152884,0.00560595248558354,-21000.9795062008,566008.040677867,1.25023367495318e-22,0.124350565663499,0.132453330923721,-0.128204816256347,-0.138160606027162,0.0164364749113238,0.0906457371764389,0.0042485146673735,0.00110740996146481,"yeojohnson x / power_2 y"
"10m","sp_rich","spec_alpha",1741,"Species richness","Raw PCA alpha hull","yeojohnson","power_2",-0.0690553130237583,-0.0711348040586918,0.0047686362568093,8.33239260004994,0.00394251088400422,-12409.8524082964,351363.427172432,5.35888411039203e-42,0.0503321505477851,0.0690553130237583,-0.065746611298696,-0.0711348040586918,0.00432261689726178,0.022914520727429,0.00330870172506224,0.000446019359547519,"yeojohnson x / power_2 y"
"50m","sp_simpson","spec_spca_mean",74,"Simpson diversity","Std PCA mean distance","log1p","power_2",-0.0119678892219117,0.0103813402443539,0.00014323037242795,0.010314064102055,0.919389671607237,-5.1597111244674,57.8725728271525,3.27969654134158e-07,0.0320040183354414,0.0119678892219117,-0.00896748545516929,0.0103813402443539,8.04157953886715e-05,0.0415853676207968,0.00300040376674243,6.28145770392789e-05,"log1p x / power_2 y"
"10m","sp_shannon","spec_spca_hull3d_v",1744,"Shannon diversity","Std PCA 3D hull volume","power_0.25","sqrt",-0.0566860835365246,-0.0301116671918811,0.00321331206670984,5.6156344060076,0.0179093588302195,-15.9162099502226,176.873005004694,1.34086245536121e-32,0.0593430864272583,0.0566860835365246,-0.0536947196895886,-0.0301116671918811,0.0028831229225435,0.0799000298192997,0.00299136384693597,0.000330189144166345,"power_0.25 x / sqrt y"
"20m","sp_rich","spec_spca_hull3d_a",436,"Species richness","Std PCA 3D hull area","power_2","identity",-0.150972418028699,-0.131197058316691,0.0227926710054321,10.1227435804593,0.00156966222989515,-14.6121533237533,8085.99334864971,7.06297491520834e-19,0.176816650863508,0.150972418028699,-0.148220780190902,-0.131197058316691,0.0219693996803997,0.173938899579187,0.00275163783779661,0.000823271325032442,"power_2 x / identity y"
"10m","sp_simpson","spec_rao_q",1744,"Simpson diversity","Raw PCA Rao's Q","power_2","power_2",-0.0515867286721187,-0.0452491254668189,0.0026611905750908,4.64816363105461,0.0312233302627649,-29147.5722745413,43494.2005004822,2.44774677938025e-66,0.0735369397041758,0.0515867286721187,-0.0490058300801318,-0.0452491254668189,0.00240157138184276,0.057715190241104,0.00258089859198687,0.000259619193248034,"power_2 x / power_2 y"
"50m","sp_shannon","spec_pca_mean",74,"Shannon diversity","Raw PCA mean distance","identity","power_2",-0.159636881222711,-0.182465753424658,0.0254839338465139,1.88282502533931,0.174273434637607,-6.96255810349381,87.7854059996157,0.000835052359682212,0.0300599100585526,0.159636881222711,-0.157317534937267,-0.182465753424658,0.0247488067987383,0.00547196714910431,0.0023193462854437,0.000735127047775605,"identity x / power_2 y"
"20m","sp_rich","spec_hull3d_a",436,"Species richness","Raw PCA 3D hull area","identity","sqrt",-0.135971922232852,-0.14298262684481,0.0184883636356968,8.17509392717396,0.00445165242785914,-0.717994213340063,64.4258111937997,6.28109786342509e-16,0.0966307406158659,0.135971922232852,-0.133692848322848,-0.14298262684481,0.017873777692676,0.120817869812886,0.00227907391000426,0.000614585943020791,"identity x / sqrt y"
"20m","sp_rich","spec_spca_convex",436,"Species richness","Std PCA convex hull","power_2","identity",-0.144723231499968,-0.126636618701785,0.0209448137357934,9.28451152587156,0.00245204600244445,-5.2547624218022,2876.77161284153,9.15658576821992e-20,0.176336949228116,0.144723231499968,-0.142679311957515,-0.126636618701785,0.02035738606067,0.181773249896386,0.00204391954245298,0.000587427675123466,"power_2 x / identity y"
"20m","sp_rich","spec_spca_hull3d_v",436,"Species richness","Std PCA 3D hull volume","power_2","identity",-0.144806470748761,-0.121214900111363,0.0209689139707118,9.29542360110175,0.00243779129970049,-119.961554982881,50692.7043695188,1.94225794726765e-22,0.17131934676233,0.144806470748761,-0.142905284856244,-0.121214900111363,0.0204219204398442,0.16666268795924,0.00190118589251737,0.000546993530867658,"power_2 x / identity y"
"20m","phy_afaith","spec_pca_mean",436,"Abundance-weighted Faith's PD","Raw PCA mean distance","identity","power_2",0.16534356620074,0.0924687825087939,0.0273384948839784,12.1983924697743,0.000527375896782201,0.00814059729657027,58.9134886821713,6.00816097032462e-17,0.129057502995045,0.16534356620074,0.163686367540231,0.0924687825087939,0.0267932269185155,0.100871118862761,0.00165719866050906,0.000545267965462927,"identity x / power_2 y"
"20m","phy_afaith","spec_spca_alpha",436,"Abundance-weighted Faith's PD","Std PCA alpha hull","power_2","power_2",0.385184498438725,0.295930740568875,0.148367097837492,75.6092446615978,7.18641746675346e-17,0.0687335084023147,379011.135948694,2.60236597922476e-19,0.125192479670495,0.385184498438725,0.383532746134409,0.295930740568875,0.147097367357401,0.0399190221578402,0.00165175230431647,0.00126973048009157,"power_2 x / power_2 y"
"10m","sp_rich","spec_spca_rao",1744,"Species richness","Std PCA Rao's Q","yeojohnson","identity",-0.0825489680385211,-0.0194271108448491,0.00681433212422479,11.9520115365623,0.000558999850124981,-11.2714902438876,181.279039458005,6.66004946305451e-61,0.12376445163071,0.0825489680385211,-0.0816976109520962,-0.0194271108448491,0.00667449963528009,0.121930486015696,0.000851357086424878,0.000139832488944697,"yeojohnson x / identity y"
"20m","phy_faith","spec_spca_convex",436,"Faith's PD","Std PCA convex hull","identity","power_2",-0.0298375824914485,-0.046924713972059,0.000890281328933997,0.386726392043597,0.534351724216744,-1011.71302977742,8866751.59721565,6.29019661721065e-30,0.0335823043716133,0.0298375824914485,-0.0290925242545193,-0.046924713972059,0.000846374967499792,0.066652903800666,0.000745058236929264,4.39063614342049e-05,"identity x / power_2 y"
"50m","sp_even","spec_rao_q",74,"Species evenness","Raw PCA Rao's Q","boxcox","power_0.25",-0.181551139376092,-0.217267678637542,0.0329608162087572,2.45406681219116,0.121605638860793,-0.631408062855401,3.60774122927576,0.0170108464878228,0.0670247519545402,0.181551139376092,-0.180931182663698,-0.217267678637542,0.0327360928600846,0.11468969542798,0.000619956712393871,0.000224723348672608,"boxcox x / power_0.25 y"
"10m","sp_rich","spec_rao_q",1744,"Species richness","Raw PCA Rao's Q","yeojohnson","identity",-0.0822299855189143,-0.0651580962168156,0.00676177051844088,11.859193387343,0.000587359277183312,-6.82308736449025,182.51313515655,1.08382876034551e-53,0.087773791659423,0.0822299855189143,-0.0818538587998546,-0.0651580962168156,0.00670005420042659,0.0864365217247846,0.000376126719059677,6.17163180142927e-05,"yeojohnson x / identity y"
"20m","sp_rich","spec_convex",436,"Species richness","Raw PCA convex hull","identity","sqrt",-0.144349549225016,-0.148466539567353,0.0208367923614653,9.23560833814978,0.002516980246985,-0.49337856120665,41.1760358172393,1.66985087440766e-14,0.134574033150251,0.144349549225016,-0.144057358086604,-0.148466539567353,0.020752522418892,0.151524821853953,0.000292191138412085,8.42699425733021e-05,"identity x / sqrt y"
"20m","phy_afaith","spec_alpha",436,"Abundance-weighted Faith's PD","Raw PCA alpha hull","identity","identity",0.217047789473394,0.165161649016149,0.0471097429152866,21.4564355897457,4.79147154409325e-06,0.0758948013112461,587.723441396906,5.87771387074888e-13,0.08998405403315,0.217047789473394,0.217047789473394,0.165161649016149,0.0471097429152866,0.08998405403315,0,0,"identity x / identity y"
"20m","phy_rao","spec_alpha",436,"Phylogenetic Rao's Q","Raw PCA alpha hull","identity","identity",0.155617117607741,0.154596096447189,0.0242166872925414,10.7708772512222,0.00111438194624287,0.400624761475503,579.883451920306,4.40083061245617e-13,0.0932226151713337,0.155617117607741,0.155617117607741,0.154596096447189,0.0242166872925414,0.0932226151713337,0,0,"identity x / identity y"
"20m","sp_rich","spec_pca_mean",436,"Species richness","Raw PCA mean distance","identity","identity",-0.129889415381605,-0.149340330538861,0.0168712602281752,7.4477803799403,0.00660961036071927,-0.0733733535793161,8.57086035133348,4.92169230963523e-11,0.0501221947001613,0.129889415381605,-0.129889415381605,-0.149340330538861,0.0168712602281752,0.0501221947001613,0,0,"identity x / identity y"
"10m","sp_shannon","spec_rao_q",1744,"Shannon diversity","Raw PCA Rao's Q","identity","identity",-0.0571243888431012,-0.0476930302179801,0.00326319580069783,5.70309740832945,0.0170409783672351,-13.0100909114291,172.696618175479,8.55599786147081e-54,0.0642010886480101,0.0571243888431012,-0.0571243888431012,-0.0476930302179801,0.00326319580069783,0.0642010886480101,0,0,"identity x / identity y"
"10m","sp_rich","spec_spca_hull3d_v",1744,"Species richness","Std PCA 3D hull volume","identity","identity",-0.0717366212877083,-0.0313097884762949,0.00514614283377619,9.01095246489082,0.00272182664959864,-1114.25674111628,33783.1685097362,1.91509234299125e-46,0.111758029297855,0.0717366212877083,-0.0717366212877083,-0.0313097884762949,0.00514614283377619,0.111758029297855,0,0,"identity x / identity y"
"20m","sp_rich","spec_spca_rao",436,"Species richness","Std PCA Rao's Q","identity","identity",-0.0860098150477906,-0.0289012473485251,0.00739768828455515,3.23452472113256,0.072795957493857,-4.2159895001661,185.176249175386,5.5737746401599e-32,0.145464576063278,0.0860098150477906,-0.0860098150477906,-0.0289012473485251,0.00739768828455515,0.145464576063278,0,0,"identity x / identity y"
