"scale","x_metric","x_label","y_metric","y_label","x_transform","y_transform","n","pearson_r","spearman_r","r_squared","f_statistic","f_p_value","slope","intercept","residual_shapiro_p","residual_abs_cor_fitted","target_group","driver_metric","target_metric"
"10m","env_tri21","TRI 21x21","spec_spca_mean","Std PCA mean distance","identity","identity",1744,-0.112039458848839,-0.166081738242292,0.0125528403391408,22.1450309080776,2.72771873675344e-06,-0.0170649582090376,7.38452791640561,7.11671862800963e-49,0.0384517719053523,"spectral","env_tri21","spec_spca_mean"
"10m","brightness_n_pixels","brightness_n_pixels","spec_spca_mean","Std PCA mean distance","identity","identity",1744,-0.0834523803120113,-0.0764005562110795,0.00696429977974058,12.2168923167789,0.000485445129727693,-0.00011787773488734,7.69662339658255,9.55821484579235e-49,0.00496581259971389,"spectral","brightness_n_pixels","spec_spca_mean"
"10m","mean_pixel_brightness","563 nm brightness","spec_spca_mean","Std PCA mean distance","identity","identity",1744,0.242340924111859,0.203375644929891,0.0587291234993896,108.689364230925,9.96457541123169e-25,61.0740443063042,3.4075627613377,1.87146637034191e-47,0.171979678080533,"spectral","mean_pixel_brightness","spec_spca_mean"
"10m","mean_blue_pixel_brightness","Blue brightness","spec_spca_mean","Std PCA mean distance","identity","identity",1744,0.284547498170004,0.136474539812805,0.0809672787148081,153.47114009603,7.68591292806249e-34,168.224471142213,3.57278717567234,5.24945119015055e-45,0.330156695837622,"spectral","mean_blue_pixel_brightness","spec_spca_mean"
"10m","mean_green_pixel_brightness","Green brightness","spec_spca_mean","Std PCA mean distance","identity","identity",1744,0.27788921559819,0.22515928212431,0.0772224161457772,145.778843439261,2.71690180022913e-32,88.1473580506065,2.84689287762591,4.79694704662662e-47,0.200297429953886,"spectral","mean_green_pixel_brightness","spec_spca_mean"
"10m","mean_red_pixel_brightness","Red brightness","spec_spca_mean","Std PCA mean distance","identity","identity",1744,-0.0543233810114701,-0.145244756076886,0.00295102972451736,5.15590902088678,0.0232890287595146,-8.51001998356845,7.75976191378128,5.20260603342437e-49,-0.0577659948611517,"spectral","mean_red_pixel_brightness","spec_spca_mean"
"10m","mean_nir_pixel_brightness","NIR brightness","spec_spca_mean","Std PCA mean distance","identity","identity",1744,-0.35249532437145,-0.433674259238639,0.124252953703734,247.158864271726,3.50182039466156e-52,-12.6171082445207,12.7450516196968,2.48713693668138e-48,0.235838949109222,"spectral","mean_nir_pixel_brightness","spec_spca_mean"
"10m","env_elev","Mean elevation","spec_spca_convex","Std PCA convex hull","identity","identity",1744,0.0820263947925596,0.0759594288633502,0.00672832944266484,11.800145153184,0.00060615331438587,5.059071052264,739.168583980691,1.78717508906151e-41,0.0515843234726549,"spectral","env_elev","spec_spca_convex"
"10m","env_tri5","TRI 5x5","spec_spca_convex","Std PCA convex hull","identity","identity",1744,0.0366730279263615,0.0256440521348897,0.00134491097728769,2.34599007023322,0.125787308386434,46.6756708352911,1794.23865409147,1.72666682321487e-41,0.067567060494342,"spectral","env_tri5","spec_spca_convex"
"10m","env_tri11","TRI 11x11","spec_spca_convex","Std PCA convex hull","identity","identity",1744,0.0193550120889316,0.0138748589991748,0.000374616492962692,0.652826490311322,0.419214262384041,5.53898039952864,1835.86305127551,1.35911769600316e-41,0.0475431435140499,"spectral","env_tri11","spec_spca_convex"
"10m","env_tri21","TRI 21x21","spec_spca_convex","Std PCA convex hull","identity","identity",1744,0.00619842832617677,-0.00217639306734047,3.84205137147512e-05,0.0669311064185887,0.795889206317225,0.56522129038306,1868.21867424643,1.21109530501176e-41,0.0336615876824035,"spectral","env_tri21","spec_spca_convex"
"10m","brightness_n_pixels","brightness_n_pixels","spec_spca_convex","Std PCA convex hull","identity","identity",1744,0.101451919334748,0.173167552952715,0.0102924919367043,18.1159795269455,2.18911024639502e-05,0.0857938234884485,1264.16227159195,5.22378695828885e-42,0.00350499727571501,"spectral","brightness_n_pixels","spec_spca_convex"
"10m","mean_pixel_brightness","563 nm brightness","spec_spca_convex","Std PCA convex hull","identity","identity",1744,0.295186092890308,0.284224919747563,0.0871348294358453,166.277428224626,2.10313924738894e-36,44537.7747820667,-618.333837187968,7.59345131667723e-40,0.21077551437029,"spectral","mean_pixel_brightness","spec_spca_convex"
"10m","mean_blue_pixel_brightness","Blue brightness","spec_spca_convex","Std PCA convex hull","identity","identity",1744,0.377725586391993,0.386110096991556,0.142676618615175,289.905390456244,2.96278118814871e-60,133694.48915996,-711.965539033713,6.33776550109697e-39,0.267281745871715,"spectral","mean_blue_pixel_brightness","spec_spca_convex"
"10m","mean_green_pixel_brightness","Green brightness","spec_spca_convex","Std PCA convex hull","identity","identity",1744,0.320820781648193,0.311665991232125,0.102925973937358,199.868730327453,4.85714481032377e-43,60926.0190339527,-875.150776270172,6.4521495556682e-40,0.212674345045144,"spectral","mean_green_pixel_brightness","spec_spca_convex"
"10m","mean_red_pixel_brightness","Red brightness","spec_spca_convex","Std PCA convex hull","identity","identity",1744,0.187931134415254,0.175403628506448,0.0353181112826042,63.7766196026512,2.50826520896564e-15,17625.6533791554,-14.6876084808969,1.71381919518742e-40,0.152339203090489,"spectral","mean_red_pixel_brightness","spec_spca_convex"
"10m","mean_nir_pixel_brightness","NIR brightness","spec_spca_convex","Std PCA convex hull","identity","identity",1744,-0.0146763792409276,-0.0106375262020265,0.000215396107623528,0.375300857824149,0.540208891288171,-314.505392086893,2033.33405335863,1.23308856588552e-41,0.029181650599364,"spectral","mean_nir_pixel_brightness","spec_spca_convex"
"10m","env_elev","Mean elevation","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",1744,0.0653002777784304,0.0599080252256138,0.00426412627794016,7.45991800858344,0.00637241830717437,85.7310480022828,9702.80787035091,1.05992168308859e-46,0.0533104162185424,"spectral","env_elev","spec_spca_hull3d_v"
"10m","env_tri5","TRI 5x5","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",1744,0.0406792793278761,0.0229257783781707,0.00165480376663537,2.88744631852267,0.0894508672105938,1102.10506600406,26969.0941659522,1.26200971462957e-46,0.0731212045477653,"spectral","env_tri5","spec_spca_hull3d_v"
"10m","env_tri11","TRI 11x11","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",1744,0.0211673384770537,0.0117617163762208,0.00044805621820216,0.780863802990662,0.376999024011232,128.946210915347,27968.6472396327,9.31883602296982e-47,0.047724316733955,"spectral","env_tri11","spec_spca_hull3d_v"
"10m","env_tri21","TRI 21x21","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",1744,0.00727097449421809,-0.00430518372219194,5.28670700955699e-05,0.0920993051269027,0.761561337985455,14.1135250592898,28691.5068671326,8.21109496838305e-47,0.0321813154316178,"spectral","env_tri21","spec_spca_hull3d_v"
"10m","brightness_n_pixels","brightness_n_pixels","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",1744,0.0659524592504355,0.15051221342079,0.00434972688118037,7.61032707125261,0.00586417572044915,1.18722408533893,20532.5497363725,4.7514981986947e-47,-0.00947309279519638,"spectral","brightness_n_pixels","spec_spca_hull3d_v"
"10m","mean_pixel_brightness","563 nm brightness","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",1744,0.27143753321843,0.267834634530793,0.0736783344397063,138.556252504724,7.83707784428263e-31,871783.150720212,-19883.3488539068,5.22379379184888e-45,0.222591736493457,"spectral","mean_pixel_brightness","spec_spca_hull3d_v"
"10m","mean_blue_pixel_brightness","Blue brightness","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",1744,0.339946418522045,0.358241083393083,0.115563567465966,227.615832094259,1.97100365914686e-48,2561259.13975712,-20634.057821152,3.48095036881656e-44,0.276470815569189,"spectral","mean_blue_pixel_brightness","spec_spca_hull3d_v"
"10m","mean_green_pixel_brightness","Green brightness","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",1744,0.293421443674197,0.292504907174843,0.0860961436078503,164.108599734938,5.69641488557804e-36,1186145.8884944,-24619.2686742691,5.45087077412405e-45,0.226507549042828,"spectral","mean_green_pixel_brightness","spec_spca_hull3d_v"
"10m","mean_red_pixel_brightness","Red brightness","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",1744,0.160810575326754,0.150080350845299,0.0258600411369216,46.2440650859793,1.42994911120649e-11,321045.838322688,-5483.65805923649,7.12551641104668e-46,0.154448443244248,"spectral","mean_red_pixel_brightness","spec_spca_hull3d_v"
"10m","mean_nir_pixel_brightness","NIR brightness","spec_spca_hull3d_v","Std PCA 3D hull volume","identity","identity",1744,-0.0399731767249351,-0.0415522526401784,0.00159785485748289,2.78791784981379,0.0951572286415298,-18234.0769331649,37671.2588709584,1.00372007776574e-46,0.0473380913352881,"spectral","mean_nir_pixel_brightness","spec_spca_hull3d_v"
"10m","env_elev","Mean elevation","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",1744,0.0791522711301072,0.0738545887237074,0.00626508202505399,10.982579649998,0.00093858375390128,12.832977182955,2436.29727007733,9.24855892219909e-41,0.0546942389946311,"spectral","env_elev","spec_spca_hull3d_a"
"10m","env_tri5","TRI 5x5","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",1744,0.0361302087737432,0.0268424058813977,0.00130539198603427,2.27696517175939,0.131489932375872,120.881866401594,5107.72505733599,9.44147814243902e-41,0.0679713725365555,"spectral","env_tri5","spec_spca_hull3d_a"
"10m","env_tri11","TRI 11x11","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",1744,0.0187404638990682,0.0158523860997698,0.000351204987152277,0.612014029998809,0.434136822836888,14.0981979800124,5217.76734231137,7.43428377986101e-41,0.0474909084459637,"spectral","env_tri11","spec_spca_hull3d_a"
"10m","env_tri21","TRI 21x21","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",1744,0.00552110809130306,0.000636357067591851,3.04826345558521e-05,0.0531023680963751,0.81777732005833,1.32345769893231,5303.78313849236,6.6563206312966e-41,0.0326405778786607,"spectral","env_tri21","spec_spca_hull3d_a"
"10m","brightness_n_pixels","brightness_n_pixels","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",1744,0.0860677410291683,0.154445799659245,0.00740765604586402,13.0004396170231,0.000320185781904446,0.191329988854878,3958.66999558035,3.17445968652536e-41,-0.00369103509902587,"spectral","brightness_n_pixels","spec_spca_hull3d_a"
"10m","mean_pixel_brightness","563 nm brightness","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",1744,0.285155418731513,0.267278467688251,0.0813136128319445,154.185710740629,5.52337563148715e-34,113099.617809348,-1014.14692160979,4.1368833729696e-39,0.202748687644091,"spectral","mean_pixel_brightness","spec_spca_hull3d_a"
"10m","mean_blue_pixel_brightness","Blue brightness","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",1744,0.364009009064682,0.3675399303071,0.132502558680252,266.07508705714,8.91724232761309e-56,338685.123447842,-1235.98370254114,3.41586945386759e-38,0.2560410471013,"spectral","mean_blue_pixel_brightness","spec_spca_hull3d_a"
"10m","mean_green_pixel_brightness","Green brightness","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",1744,0.309639516715783,0.293005807078068,0.0958766303119835,184.728208121761,4.59729322348707e-40,154576.538107669,-1659.98615365812,3.66667990512057e-39,0.204278493371416,"spectral","mean_green_pixel_brightness","spec_spca_hull3d_a"
"10m","mean_red_pixel_brightness","Red brightness","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",1744,0.174449872540963,0.158927517782358,0.0304327580295582,54.6778626511255,2.1951423859574e-13,43009.4642512348,707.411977165505,8.12887113662276e-40,0.149308362399233,"spectral","mean_red_pixel_brightness","spec_spca_hull3d_a"
"10m","mean_nir_pixel_brightness","NIR brightness","spec_spca_hull3d_a","Std PCA 3D hull area","identity","identity",1744,-0.028901760707354,-0.0277852829411658,0.000835311771985146,1.4563295960536,0.227678873315898,-1628.09730572951,6107.58549857978,7.24636896525003e-41,0.0325895965560826,"spectral","mean_nir_pixel_brightness","spec_spca_hull3d_a"
"10m","env_elev","Mean elevation","spec_sa","Spectral angle entropy","identity","identity",1903,-0.183175275987192,-0.189817966569903,0.0335531817329839,65.9990775165237,8.0322068191615e-16,-0.00112393154648506,3.09710323491257,1.12112383414012e-26,-0.0256243600675676,"spectral","env_elev","spec_sa"
"10m","env_tri5","TRI 5x5","spec_sa","Spectral angle entropy","identity","identity",1903,-0.052325421013337,-0.0518875830202317,0.00273794968422301,5.21913207071287,0.0224494527591318,-0.00662130951495948,2.85661895645642,8.8391053696932e-26,-0.121098453168931,"spectral","env_tri5","spec_sa"
"10m","env_tri11","TRI 11x11","spec_sa","Spectral angle entropy","identity","identity",1903,-0.0523479574875165,-0.0605253570120184,0.00274030865311484,5.22364113858415,0.0223914837501774,-0.00149224604557929,2.8571330514017,8.27107399165811e-26,-0.11341820989505,"spectral","env_tri11","spec_sa"
"10m","env_tri21","TRI 21x21","spec_sa","Spectral angle entropy","identity","identity",1903,-0.0644504231068199,-0.0792467892004037,0.00415385703864813,7.92941990716386,0.0049139230842167,-0.000587277915217881,2.86222099903777,6.7396939102835e-26,-0.104466716810919,"spectral","env_tri21","spec_sa"
"10m","brightness_n_pixels","brightness_n_pixels","spec_sa","Spectral angle entropy","identity","identity",1903,-0.2465742814118,-0.274054697151542,0.0607988762537458,123.060610593559,9.41976618701138e-28,-1.74419014509327e-05,2.96808317286767,1.5917866552379e-28,0.195337852290374,"spectral","brightness_n_pixels","spec_sa"
"10m","mean_pixel_brightness","563 nm brightness","spec_sa","Spectral angle entropy","identity","identity",1903,-0.149548306664277,-0.154236123252569,0.0223646960261528,43.4878803710365,5.51152119226168e-11,-2.20332433357694,2.96756838018658,2.92359903315047e-26,0.0536689891593533,"spectral","mean_pixel_brightness","spec_sa"
"10m","mean_blue_pixel_brightness","Blue brightness","spec_sa","Spectral angle entropy","identity","identity",1903,-0.107988211044135,-0.157826527439162,0.0116614537245125,22.4299898186093,2.34078158038909e-06,-3.65125976299217,2.91461092959892,8.20621839660157e-27,-0.0714747821345662,"spectral","mean_blue_pixel_brightness","spec_sa"
"10m","mean_green_pixel_brightness","Green brightness","spec_sa","Spectral angle entropy","identity","identity",1903,-0.132884359699697,-0.148271103034177,0.0176582530527987,34.1717525063856,5.92433673805045e-09,-2.44558968769355,2.95459570616071,2.56801215235358e-26,0.0321824405789076,"spectral","mean_green_pixel_brightness","spec_sa"
"10m","mean_red_pixel_brightness","Red brightness","spec_sa","Spectral angle entropy","identity","identity",1903,-0.329483086355402,-0.334839044519409,0.108559104194281,231.502568531818,2.02151533670026e-49,-3.03632602536412,3.17061723663169,7.97774672982225e-30,0.0415838656832268,"spectral","mean_red_pixel_brightness","spec_sa"
"10m","mean_nir_pixel_brightness","NIR brightness","spec_sa","Spectral angle entropy","identity","identity",1903,-0.445369302410225,-0.452131085421764,0.198353815529372,470.370358676797,2.23017439167202e-93,-0.933451321992175,3.27936324501663,2.64703731329841e-32,0.0685745955964107,"spectral","mean_nir_pixel_brightness","spec_sa"
"10m","present_species_count","Present species count","phy_faith","Faith's PD","identity","identity",2000,0.709815152448792,0.754901827413617,0.503837550645902,2028.90691849209,2.1305811378061e-306,103.957861262223,25.9009576759298,1.50384947628735e-37,0.206863554082543,"biodiversity","present_species_count","phy_faith"
"10m","crown_equivalent_individuals","Crown-equivalent individuals","phy_faith","Faith's PD","identity","identity",2000,0.40859059318756,0.409625555720215,0.166946272841362,400.404730526488,2.46355076482009e-81,90.1250372603782,277.067609817065,9.08600616376887e-22,0.100026887962616,"biodiversity","crown_equivalent_individuals","phy_faith"
"10m","sp_even","Species evenness","phy_faith","Faith's PD","identity","identity",2000,0.302735319781925,0.124113289077201,0.0916486738434645,201.58945670729,1.1587758017704e-43,299.034579983764,242.782184873105,7.95186280417754e-26,0.0246724594879914,"biodiversity","sp_even","phy_faith"
"10m","sp_simpson","Simpson diversity","phy_faith","Faith's PD","identity","identity",2000,0.546768429190398,0.573793458921814,0.298955715159335,852.033932526973,2.58812059791641e-156,623.150164328749,113.7342096349,7.22361587800104e-32,0.0548155021974091,"biodiversity","sp_simpson","phy_faith"
"10m","present_species_count","Present species count","phy_rao","Phylogenetic Rao's Q","identity","identity",2000,0.501402237331727,0.564417172297548,0.251404203601262,670.997087095274,8.39255522635774e-128,22.820434947924,37.5841952288092,2.89840550389247e-34,-0.0408501693032906,"biodiversity","present_species_count","phy_rao"
"10m","crown_equivalent_individuals","Crown-equivalent individuals","phy_rao","Phylogenetic Rao's Q","identity","identity",2000,0.38884457953296,0.423541765709022,0.151200107032165,355.911701159596,3.44438873173931e-73,26.6537747225949,79.074058771108,1.57688307038105e-28,0.000944685816571003,"biodiversity","crown_equivalent_individuals","phy_rao"
"10m","sp_even","Species evenness","phy_rao","Phylogenetic Rao's Q","identity","identity",2000,0.574816104739801,0.521182892306496,0.330413554268237,985.931369483548,2.96802268097967e-176,176.446410292324,6.15885913344407,7.75408411422214e-40,0.145269050038683,"biodiversity","sp_even","phy_rao"
"10m","sp_simpson","Simpson diversity","phy_rao","Phylogenetic Rao's Q","identity","identity",2000,0.681283501040295,0.742301445219006,0.464147208789721,1730.63598505722,5.42577190208477e-273,241.29189561619,-0.545066611536777,9.18330000010004e-48,0.172304039814166,"biodiversity","sp_simpson","phy_rao"
"10m","present_species_count","Present species count","phy_afaith","Abundance-weighted Faith's PD","identity","identity",2000,0.452469992294788,0.526642863873517,0.204729093927246,514.351432377454,1.62083312043377e-101,52.7787995857671,57.1720594906163,6.37997734736498e-42,0.0514388823697173,"biodiversity","present_species_count","phy_afaith"
"10m","crown_equivalent_individuals","Crown-equivalent individuals","phy_afaith","Abundance-weighted Faith's PD","identity","identity",2000,0.717521115139303,0.816606413956647,0.514836550670749,2120.19975878702,3.96037117621875e-316,126.05191136499,25.1999518902722,2.86462692859933e-46,0.29309989088366,"biodiversity","crown_equivalent_individuals","phy_afaith"
"10m","sp_even","Species evenness","phy_afaith","Abundance-weighted Faith's PD","identity","identity",2000,0.260756249187083,0.196336908356362,0.0679938214901164,145.762612383596,1.91336880657219e-32,205.140165379736,129.247657004522,2.16966849826297e-37,0.0204860247727895,"biodiversity","sp_even","phy_afaith"
"10m","sp_simpson","Simpson diversity","phy_afaith","Abundance-weighted Faith's PD","identity","identity",2000,0.397654532019775,0.470108614711218,0.158129126835866,375.285575839686,9.35776709445896e-77,360.954845454176,77.2704361860178,6.13857744500119e-41,0.0280902826071174,"biodiversity","sp_simpson","phy_afaith"
"10m","present_species_count","Present species count","sp_rich","Species richness","identity","identity",2000,1,1,1,1.27860556235258e+32,0,0.999999999999996,1.52526898375512e-14,1.42814848259172e-72,-0.0300674434819827,"biodiversity","present_species_count","sp_rich"
"10m","crown_equivalent_individuals","Crown-equivalent individuals","sp_rich","Species richness","identity","identity",2000,0.462568472869995,0.446271262630734,0.21396959209328,543.886395108912,1.34749061008807e-106,0.696660284349929,2.75425756326624,8.68611375050692e-05,0.0629469605557603,"biodiversity","crown_equivalent_individuals","sp_rich"
"10m","sp_even","Species evenness","sp_rich","Species richness","identity","identity",2000,0.346709041701013,0.126507788830485,0.120207159597235,272.989155907799,1.39987998601476e-57,2.33836023731103,2.47008645342605,1.33949250129624e-12,0.104446120987733,"biodiversity","sp_even","sp_rich"
"10m","sp_simpson","Simpson diversity","sp_rich","Species richness","identity","identity",2000,0.718968334135465,0.733012629550681,0.516915465489526,2137.92209492826,5.41735075614593e-318,5.59483105187978,1.06432841038985,3.50420951270652e-18,0.0933559459613423,"biodiversity","sp_simpson","sp_rich"
"10m","present_species_count","Present species count","sp_shannon","Shannon diversity","identity","identity",2000,0.823942944525134,0.816865289920173,0.678881975832748,4224.01137784579,0,0.218087343096504,0.0982511169160919,2.93808813840634e-22,-0.0545872386008483,"biodiversity","present_species_count","sp_shannon"
"10m","crown_equivalent_individuals","Crown-equivalent individuals","sp_shannon","Shannon diversity","identity","identity",2000,0.473738949926686,0.461010729897358,0.224428592677639,578.165110183782,2.02987661275458e-112,0.188850195531914,0.62559258507731,1.03963635636713e-16,-0.0551711235836931,"biodiversity","crown_equivalent_individuals","sp_shannon"
"10m","sp_even","Species evenness","sp_shannon","Shannon diversity","identity","identity",2000,0.762750382628541,0.600185399339262,0.581788146199986,2779.48294756712,0,1.36163907670264,0.029461988905764,2.61803026842054e-22,0.368909535363555,"biodiversity","sp_even","sp_shannon"
"10m","sp_simpson","Simpson diversity","sp_shannon","Shannon diversity","identity","identity",2000,0.968876790522518,0.981064057261296,0.938722235213215,30607.6279459934,0,1.99562570146934,-0.0956543507419266,6.59052792762853e-11,-0.0102979104834363,"biodiversity","sp_simpson","sp_shannon"
"10m","present_species_count","Present species count","sp_simpson","Simpson diversity","identity","identity",2000,0.718968334135465,0.733012629550681,0.516915465489526,2137.92209492825,5.41735075614593e-318,0.0923916130257136,0.167060521532715,5.36172047950055e-28,-0.315247334109622,"biodiversity","present_species_count","sp_simpson"
"10m","crown_equivalent_individuals","Crown-equivalent individuals","sp_simpson","Simpson diversity","identity","identity",2000,0.441243837361348,0.450644323317074,0.194696124009368,483.051016353535,4.56925454209322e-96,0.0853977567264021,0.379755605857396,1.74623926766137e-32,-0.217460219612109,"biodiversity","crown_equivalent_individuals","sp_simpson"
"10m","sp_even","Species evenness","sp_simpson","Simpson diversity","identity","identity",2000,0.860451658542588,0.686056566824376,0.74037705668869,5697.77593766137,0,0.745753863954706,0.0174431626493656,2.42219286281093e-28,0.225984779842777,"biodiversity","sp_even","sp_simpson"
"10m","present_species_count","Present species count","sp_even","Species evenness","identity","identity",2000,0.346709041701013,0.126507788830485,0.120207159597235,272.989155907799,1.39987998601498e-57,0.0514066043713885,0.500562873711244,2.00901460090524e-24,-0.526204816628106,"biodiversity","present_species_count","sp_even"
"10m","crown_equivalent_individuals","Crown-equivalent individuals","sp_even","Species evenness","identity","identity",2000,0.314309301876841,0.239748426804736,0.0987903372463069,219.020170306438,4.20035150308799e-47,0.0701868913533332,0.573874594247136,1.78028668624136e-32,-0.321463936627426,"biodiversity","crown_equivalent_individuals","sp_even"
"10m","sp_simpson","Simpson diversity","sp_even","Species evenness","identity","identity",2000,0.860451658542588,0.686056566824376,0.74037705668869,5697.77593766137,0,0.992790104716985,0.167867337124871,2.36482604733647e-29,-0.253228918494056,"biodiversity","sp_simpson","sp_even"
"20m","env_elev","Mean elevation","spec_alpha","Raw PCA alpha hull","identity","identity",436,-0.0919708032124135,-0.138967406687772,0.00845862864353648,3.70236173430939,0.0549890791322076,-0.77928829914576,828.936014627396,6.81881813619383e-13,0.14341389650571,"spectral","env_elev","spec_alpha"
"20m","env_tri5","TRI 5x5","spec_alpha","Raw PCA alpha hull","identity","identity",436,-0.0981167780238572,-0.0749224132501591,0.00962690212978289,4.21868842490842,0.0405795626745396,-20.3454360165842,692.331560199354,6.69329677517515e-13,0.022165705009191,"spectral","env_tri5","spec_alpha"
"20m","env_tri11","TRI 11x11","spec_alpha","Raw PCA alpha hull","identity","identity",436,-0.117405333975147,-0.0999895030755989,0.0137840124458159,6.0658734769856,0.0141691445013788,-5.26205106614775,700.06110745811,7.33731901459329e-13,0.0298029035949921,"spectral","env_tri11","spec_alpha"
"20m","env_tri21","TRI 21x21","spec_alpha","Raw PCA alpha hull","identity","identity",436,-0.13546179305057,-0.126707722913049,0.0183498973764753,8.11272309767642,0.00460446894152946,-1.8269391071937,710.335501436247,6.54144556963554e-13,0.0390426608297963,"spectral","env_tri21","spec_alpha"
"20m","brightness_n_pixels","brightness_n_pixels","spec_alpha","Raw PCA alpha hull","identity","identity",436,0.387072351792729,0.360364428694078,0.149825005522354,76.4831391408458,4.93150940869787e-17,0.0141599344383366,248.127378478493,6.01684598951824e-16,-0.0250288912129818,"spectral","brightness_n_pixels","spec_alpha"
"20m","mean_pixel_brightness","563 nm brightness","spec_alpha","Raw PCA alpha hull","identity","identity",436,0.697295232977834,0.693445792796504,0.486220641933611,410.72058518147,9.48452292655586e-65,17484.7798285046,-334.788830800004,4.94972594105876e-15,0.223638812382435,"spectral","mean_pixel_brightness","spec_alpha"
"20m","mean_blue_pixel_brightness","Blue brightness","spec_alpha","Raw PCA alpha hull","identity","identity",436,0.591928594177683,0.556968401361849,0.350379460605168,234.082324497163,1.43223178932108e-42,34254.5701721784,-15.7724385049479,3.74418946387257e-12,0.236726545661103,"spectral","mean_blue_pixel_brightness","spec_alpha"
"20m","mean_green_pixel_brightness","Green brightness","spec_alpha","Raw PCA alpha hull","identity","identity",436,0.719597562957299,0.715096821458899,0.517820652614084,466.080026971054,9.57634836212489e-71,22435.7099255494,-368.392815944307,2.31318721273208e-15,0.219838318390208,"spectral","mean_green_pixel_brightness","spec_alpha"
"20m","mean_red_pixel_brightness","Red brightness","spec_alpha","Raw PCA alpha hull","identity","identity",436,0.489481776086679,0.441184139943548,0.23959240912097,136.746538048491,1.19448501392246e-27,7469.88258709325,-156.117381978453,7.86892386834628e-15,0.142746927923101,"spectral","mean_red_pixel_brightness","spec_alpha"
"20m","mean_nir_pixel_brightness","NIR brightness","spec_alpha","Raw PCA alpha hull","identity","identity",436,0.202247097182432,0.133263450360768,0.0409038883187203,18.5093937032078,2.0907660850403e-05,693.859800451192,326.63517457999,1.01914424643466e-14,-0.12937020154245,"spectral","mean_nir_pixel_brightness","spec_alpha"
"20m","env_elev","Mean elevation","spec_rao_q","Raw PCA Rao's Q","identity","identity",436,-0.0802583915710757,-0.0946089968053154,0.00644140941757611,2.81369585420148,0.0941828163801164,-0.311876832921602,245.78016663168,1.40564530731696e-24,0.176509432560045,"spectral","env_elev","spec_rao_q"
"20m","env_tri5","TRI 5x5","spec_rao_q","Raw PCA Rao's Q","identity","identity",436,-0.0511192421740857,-0.0363332578037394,0.00261317692045282,1.13709020134716,0.286860859191665,-4.86130217581605,184.646402512891,6.06475346348157e-25,0.0344547185901699,"spectral","env_tri5","spec_rao_q"
"20m","env_tri11","TRI 11x11","spec_rao_q","Raw PCA Rao's Q","identity","identity",436,-0.0655727262413901,-0.060100176855078,0.00429978242672828,1.8741640709371,0.171707010713067,-1.34782950026368,187.31576732719,5.95987151169937e-25,0.0406477826889884,"spectral","env_tri11","spec_rao_q"
"20m","env_tri21","TRI 21x21","spec_rao_q","Raw PCA Rao's Q","identity","identity",436,-0.0807511111042612,-0.0857420637822084,0.00652074194457275,2.84857683841718,0.0921733035195371,-0.499459463728803,190.949093130337,5.79452800507946e-25,0.0493352072309453,"spectral","env_tri21","spec_rao_q"
"20m","brightness_n_pixels","brightness_n_pixels","spec_rao_q","Raw PCA Rao's Q","identity","identity",436,0.202607847952237,0.296646344012615,0.0410499400518369,18.5783126010339,2.01952328689141e-05,0.00339914618378057,78.0582101316764,8.55238279632761e-27,-0.0655674855817059,"spectral","brightness_n_pixels","spec_rao_q"
"20m","mean_pixel_brightness","563 nm brightness","spec_rao_q","Raw PCA Rao's Q","identity","identity",436,0.598921354810972,0.743273896610362,0.35870678924861,242.75751547641,8.61199121521988e-44,6887.43887234041,-213.735837166851,7.06596498878622e-28,0.322290811055607,"spectral","mean_pixel_brightness","spec_rao_q"
"20m","mean_blue_pixel_brightness","Blue brightness","spec_rao_q","Raw PCA Rao's Q","identity","identity",436,0.461857894705945,0.550572227165027,0.213312714902208,117.680455781168,2.01325959278023e-24,12257.5045002628,-63.9730011779832,3.14394669850845e-26,0.238373407656931,"spectral","mean_blue_pixel_brightness","spec_rao_q"
"20m","mean_green_pixel_brightness","Green brightness","spec_rao_q","Raw PCA Rao's Q","identity","identity",436,0.596730117999815,0.750215186950224,0.356086833728074,240.003922784708,2.09367517109718e-43,8532.4269298894,-213.087043634,3.86873661906545e-28,0.322826509139699,"spectral","mean_green_pixel_brightness","spec_rao_q"
