"scale","composition_cluster","quad_id","cluster_size","composition_type","mean_silhouette_width"
"10m","10m_C5","1716_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1117_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1824_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1416_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1417_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1417_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1015_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1418_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","605_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1116_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","100_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1010_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1618_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1117_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1016_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1817_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1514_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1008_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1008_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1620_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","500_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1204_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1213_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1722_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","105_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1716_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","606_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","401_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1114_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1000_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1219_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1916_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","705_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1818_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1116_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1116_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1214_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1214_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","105_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","704_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","915_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1012_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1117_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1615_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1814_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1212_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1512_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1512_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1213_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1519_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1116_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","203_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","606_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","606_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1514_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1514_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","711_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1619_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1515_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1515_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1512_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1714_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1014_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1617_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1715_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","400_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1218_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1218_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1123_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1924_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","505_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1114_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1717_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1515_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1624_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1404_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1519_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1520_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","811_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1108_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1624_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1615_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1416_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1824_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1824_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1213_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1014_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","605_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1313_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1314_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1314_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1617_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1722_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1816_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1817_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","204_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1817_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1102_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","503_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1008_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1620_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1620_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1208_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","400_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1620_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1621_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","401_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1924_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1621_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1114_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1319_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","506_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1219_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1519_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1414_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1623_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1415_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1520_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1624_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","811_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1416_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","300_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1212_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1417_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1616_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1313_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1014_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1815_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1721_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","406_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1314_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1314_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1016_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1618_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1420_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1618_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","205_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","205_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1619_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1714_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1009_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","206_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","206_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","105_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1318_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1318_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","105_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1318_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","106_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1413_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","600_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1612_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","810_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1915_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1811_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1916_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","706_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1718_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1823_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","2_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","300_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1416_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1719_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","4_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1521_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1919_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1313_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1720_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1418_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1418_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1512_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","407_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1816_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1419_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","710_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1722_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1102_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1723_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1713_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","205_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","206_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1714_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","104_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1714_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1715_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","609_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1715_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1715_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","610_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","704_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1518_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1518_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","914_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1821_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1821_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","507_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1718_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1415_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1822_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1415_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1117_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1823_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1520_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1719_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1720_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1720_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1109_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1522_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","604_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","406_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","6_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1418_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1617_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1816_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1722_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1215_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1723_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1316_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","304_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","503_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","3_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","305_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1923_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1411_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1113_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1113_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1113_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1412_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1114_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","505_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1319_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","600_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1821_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1518_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1414_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1623_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1415_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1906_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","507_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1614_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1012_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","801_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1823_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","801_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1521_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","802_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1521_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1710_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","406_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","803_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1616_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","803_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1419_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","407_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1419_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","407_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","103_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","408_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1316_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","409_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","305_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","104_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1411_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","0_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1317_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","0_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1122_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","5_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1318_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1517_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1517_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1413_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1518_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1319_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","913_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1613_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1916_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1822_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","308_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1613_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1718_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1718_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1012_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","509_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","509_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1814_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1814_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1824_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","802_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1616_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","803_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1516_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","406_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","303_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","407_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1214_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","408_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1315_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","408_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","711_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1713_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","409_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","3_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","608_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1519_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1923_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1009_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1611_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1924_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1924_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","5_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","912_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1413_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1115_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","506_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1623_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1717_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1616_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1317_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","24_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","804_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","403_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1517_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1614_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","508_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1615_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1615_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","802_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","301_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1316_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1515_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1523_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1516_c",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1419_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","804_a",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1315_b",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1523_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1315_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1514_d",431,"LITU+LIST2+ACNE2",0.12926561435567
"10m","10m_C5","1420_d",431,"LITU+LIST2+ACNE2",0.12926561435567
