"scale","composition_cluster","cluster_size","species_metric","species_label","phylo_metric","phylo_label","n","mean_abs_phylo_residual_z","sd_phylo_residual","mean_species_value","mean_phylo_value"
"20m","20m_C3",96,"sp_shannon","Shannon diversity","phy_faith","Faith's PD",96,0.612099073387356,186.397308473568,1.83527959370863,896.403324125
"20m","20m_C3",96,"sp_rich","Species richness","phy_faith","Faith's PD",96,0.576904223956385,154.413105100126,9.20833333333333,896.403324125
"20m","20m_C6",34,"sp_simpson","Simpson diversity","phy_faith","Faith's PD",34,0.552499447748767,165.769938087318,0.578134155586544,541.470057794118
"20m","20m_C6",34,"sp_shannon","Shannon diversity","phy_faith","Faith's PD",34,0.424923630690314,119.645193875061,1.13127072057586,541.470057794118
"20m","20m_C6",34,"sp_rich","Species richness","phy_faith","Faith's PD",34,0.247570910598508,63.9034568859656,4.94117647058824,541.470057794118
"20m","20m_C4",81,"sp_rich","Species richness","phy_rao","Phylogenetic Rao's Q",81,0.956533948360519,65.4171225800161,6.45679012345679,209.175066947179
"20m","20m_C4",81,"sp_shannon","Shannon diversity","phy_rao","Phylogenetic Rao's Q",81,0.930969143748709,63.4658557364863,1.40814540431151,209.175066947179
"20m","20m_C4",81,"sp_even","Species evenness","phy_rao","Phylogenetic Rao's Q",81,0.876843912931663,66.7350943383069,0.768444714314785,209.175066947179
"20m","20m_C4",81,"sp_simpson","Simpson diversity","phy_rao","Phylogenetic Rao's Q",81,0.848500339752902,62.5386708348283,0.687955185589461,209.175066947179
"20m","20m_C2",97,"sp_even","Species evenness","phy_rao","Phylogenetic Rao's Q",97,0.846108162012393,49.249855389171,0.818001810366158,156.067323613903
"20m","20m_C2",97,"sp_simpson","Simpson diversity","phy_rao","Phylogenetic Rao's Q",97,0.822697438637488,44.1233542896062,0.743067528645066,156.067323613903
"20m","20m_C2",97,"sp_shannon","Shannon diversity","phy_rao","Phylogenetic Rao's Q",97,0.78185422327854,43.2245656684312,1.589595098181,156.067323613903
"20m","20m_C2",97,"sp_rich","Species richness","phy_rao","Phylogenetic Rao's Q",97,0.718277414373796,43.0614534195829,7.19587628865979,156.067323613903
"20m","20m_C5",111,"sp_simpson","Simpson diversity","phy_rao","Phylogenetic Rao's Q",111,0.683197210196066,46.608987926724,0.735762440735913,171.982715345756
"20m","20m_C5",111,"sp_even","Species evenness","phy_rao","Phylogenetic Rao's Q",111,0.682394088115832,49.6039410652644,0.807781377193856,171.982715345756
"20m","20m_C5",111,"sp_shannon","Shannon diversity","phy_rao","Phylogenetic Rao's Q",111,0.658845632071851,46.4982502129472,1.57527058801675,171.982715345756
"20m","20m_C5",111,"sp_rich","Species richness","phy_rao","Phylogenetic Rao's Q",111,0.6522514998148,48.6260004558823,7.18018018018018,171.982715345756
"20m","20m_C6",34,"sp_even","Species evenness","phy_rao","Phylogenetic Rao's Q",34,0.625157070231214,30.3743487863191,0.732389312624692,135.62220326792
"20m","20m_C1",81,"sp_even","Species evenness","phy_rao","Phylogenetic Rao's Q",81,0.610921781385664,50.8293764495641,0.828604731176683,189.548106816027
"20m","20m_C1",81,"sp_simpson","Simpson diversity","phy_rao","Phylogenetic Rao's Q",81,0.608448582127535,48.8404195599907,0.773548319027075,189.548106816027
"20m","20m_C1",81,"sp_rich","Species richness","phy_rao","Phylogenetic Rao's Q",81,0.602406152122527,48.607317343092,8.11111111111111,189.548106816027
"20m","20m_C1",81,"sp_shannon","Shannon diversity","phy_rao","Phylogenetic Rao's Q",81,0.602145176841312,48.7241915939275,1.70562720981049,189.548106816027
"20m","20m_C6",34,"sp_rich","Species richness","phy_rao","Phylogenetic Rao's Q",34,0.565281927547395,37.8058761917697,4.94117647058824,135.62220326792
"20m","20m_C3",96,"sp_rich","Species richness","phy_rao","Phylogenetic Rao's Q",96,0.477446631208703,35.6186568013558,9.20833333333333,190.290690101426
