"scale","x_metric","x_label","y_metric","y_label","moderator","moderator_label","moderator_is_plotted_metric","n","base_r2","additive_r2","full_interaction_r2","moderator_incremental_r2_after_metric","interaction_incremental_r2_after_additive","full_incremental_r2_after_metric","moderator_main_slope","moderator_main_p_value","interaction_slope","interaction_f","interaction_p_value","full_partial_f","full_partial_p_value","interaction_q_value","full_partial_q_value","moderator_main_q_value"
"20m","sp_simpson","Simpson diversity","sp_even","Species evenness","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,500,0.694889678766851,0.710696988133612,0.711116824365374,0.0158073093667602,0.000419836231762893,0.0162271455985231,-0.132052746087582,2.75631129219405e-07,0.0152092291624109,0.72084077065715,0.39627783763545,13.9306558770443,1.2995916163404e-06,0.536892554215771,2.0993403033191e-06,4.88002655011406e-07
"20m","sp_simpson","Simpson diversity","phy_faith","Faith's PD","present_species_count","Number of species",FALSE,500,0.230135977935275,0.530820388564363,0.533408683917298,0.300684410629088,0.00258829535293537,0.303272705982023,0.780687415765655,2.04284969880246e-55,-0.0473036232008861,2.75143246521201,0.0977995153222842,161.193808138107,1.16308538804554e-54,0.162141301718524,5.35341543511669e-54,9.19282364461109e-55
"20m","sp_simpson","Simpson diversity","phy_faith","Faith's PD","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,500,0.230135977935275,0.292696124543744,0.304996353860459,0.0625601466084688,0.0123002293167151,0.0748603759251839,0.26270439550908,8.75948113356727e-11,0.0823235045014834,8.77824709982285,0.00319483823237484,26.7126270956543,9.59662579659175e-12,0.00789312975057313,2.08478422477683e-11,2.05657383135927e-10
"20m","sp_simpson","Simpson diversity","phy_rao","Phylogenetic Rao's Q","present_species_count","Number of species",FALSE,500,0.237770654141306,0.246354588328743,0.251896813251468,0.00858393418743669,0.00554222492272521,0.0141261591101619,0.131906109853215,0.017725037441305,-0.0692196762656217,3.67455133244313,0.0558233394823026,4.68289337804645,0.0096651417618741,0.104981205593584,0.0125547202267643,0.0220034947547235
"20m","sp_simpson","Simpson diversity","phy_rao","Phylogenetic Rao's Q","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,500,0.237770654141306,0.267380129869189,0.267487096582163,0.0296094757278822,0.000106966712974277,0.0297164424408565,0.180731485952537,9.19549496003681e-06,-0.0076770005391885,0.072429426686855,0.787943745898647,10.0608162544935,5.21127895764218e-05,0.843866651299595,7.91109817666162e-05,1.48225888908056e-05
"20m","sp_simpson","Simpson diversity","phy_afaith","Abundance-weighted Faith's PD","present_species_count","Number of species",FALSE,500,0.0145406693558701,0.0605308358737358,0.0889114115091489,0.0459901665178657,0.028380575635413,0.0743707421532787,0.305319268917196,1.10883684485672e-06,-0.156638346593156,15.4504904275905,9.67320711543775e-05,20.2438536570457,3.53697094717969e-09,0.000290196213463133,6.75239908097941e-09,1.87116217569571e-06
"20m","sp_simpson","Simpson diversity","phy_afaith","Abundance-weighted Faith's PD","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,500,0.0145406693558701,0.430849075877361,0.435314801717836,0.416308406521491,0.00446572584047439,0.420774132361965,0.677682156602029,3.12086561972064e-61,-0.0496036088955875,3.92253953815955,0.0481949058898995,184.796741871786,1.06069160955302e-60,0.0934239714173437,5.56863095015334e-60,1.68526743464914e-60
"20m","sp_even","Species evenness","phy_faith","Faith's PD","present_species_count","Number of species",FALSE,500,0.0288840548435666,0.532156323323887,0.534920144886457,0.50327226848032,0.0027638215625706,0.506036090042891,0.748331098675031,7.56218541283405e-81,-0.0448999219755104,2.94757014298189,0.0866310740352802,269.839574754315,5.05356640638164e-80,0.14750696389791,3.35131245896887e-79,5.83368588990055e-80
"20m","sp_even","Species evenness","phy_faith","Faith's PD","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,500,0.0288840548435666,0.162262984595989,0.163262758959572,0.133378929752423,0.000999774363582756,0.134378704116005,0.368595393458741,1.08325449119943e-17,0.0230387672330898,0.592644930827311,0.44176463433655,39.8284156437578,9.09635499579885e-17,0.579816082566721,2.20411678744357e-16,3.34261385855823e-17
"20m","sp_even","Species evenness","phy_rao","Phylogenetic Rao's Q","present_species_count","Number of species",FALSE,500,0.121502531776003,0.222461042725703,0.231963575094292,0.1009585109497,0.0095025323685887,0.110461043318289,0.335168936833183,6.94732413233239e-15,-0.0832549884208532,6.13676109879635,0.0135720843481655,35.6680202326325,3.36545030389563e-15,0.0285013771311475,8.00088185454433e-15,1.78645477688547e-14
"20m","sp_even","Species evenness","phy_rao","Phylogenetic Rao's Q","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,500,0.121502531776003,0.193474693976362,0.194239374945629,0.0719721622003591,0.000764680969266851,0.0727368431696259,0.270762530434586,7.28830117747735e-11,-0.0201487625971882,0.470712701716837,0.492980047727719,22.3872159363086,4.91417522113282e-10,0.621154860136925,9.82835044226564e-10,1.74919228259456e-10
"20m","sp_even","Species evenness","phy_afaith","Abundance-weighted Faith's PD","present_species_count","Number of species",FALSE,500,0.000322682590212518,0.0655838821962774,0.0779750349435344,0.0652611996060649,0.012391152747257,0.0776523523533219,0.269475830978234,7.05617562216423e-09,-0.0950706451930859,6.66577586894631,0.0101139337159401,20.8864012510165,1.9540913637811e-09,0.0219716491070423,3.78793095132951e-09,1.41123512443285e-08
"20m","sp_even","Species evenness","phy_afaith","Abundance-weighted Faith's PD","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,500,0.000322682590212518,0.43549031096815,0.444225249834177,0.435167628377937,0.0087349388660275,0.443902567243965,0.665785879052511,1.14339545712702e-63,-0.0680985984539729,7.79547771153145,0.00543989738662622,198.079953512924,5.88390365449331e-64,0.0124623103766346,3.36987209302799e-63,6.86037274276212e-63
"20m","phy_faith","Faith's PD","phy_rao","Phylogenetic Rao's Q","present_species_count","Number of species",FALSE,500,0.540977485369576,0.572653285950988,0.611763155105791,0.0316758005814115,0.0391098691548032,0.0707856697362147,-0.259048247001735,2.54819126693516e-09,-0.156316270159734,49.9656211302363,5.33857200260877e-12,45.2168472040947,9.14460089972236e-19,2.80275030136961e-11,2.35146880278575e-18,5.19254069488675e-09
"20m","phy_faith","Faith's PD","phy_rao","Phylogenetic Rao's Q","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,500,0.540977485369576,0.542026240424644,0.544755115478132,0.00104875505506807,0.00272887505348773,0.00377763010855581,0.0350866881933757,0.286566875251576,-0.0470385930376092,2.97317349969014,0.0852786809880191,2.05790838903288,0.128809971380187,0.14719333978754,0.153311642464596,0.31580839313439
"20m","phy_faith","Faith's PD","phy_afaith","Abundance-weighted Faith's PD","present_species_count","Number of species",FALSE,500,0.388248234846506,0.48735709943461,0.499452897473069,0.0991088645881043,0.0120957980384582,0.111204662626563,-0.45821901567253,7.40377243346998e-21,-0.0869317186582896,11.9859166036276,0.000582377392775375,55.0972250007254,2.46428374317179e-22,0.00159520764108038,6.74999460086187e-22,2.49877319629612e-20
"20m","phy_faith","Faith's PD","phy_afaith","Abundance-weighted Faith's PD","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,500,0.388248234846506,0.586918215955895,0.602180559938845,0.198669981109389,0.0152623439829498,0.213932325092339,0.482915860297987,2.61207514104789e-44,0.111243108584518,19.0290414525228,1.56690423128217e-05,133.365067867835,4.48199241734137e-47,5.3359441389609e-05,1.66097366054415e-46,1.04483005641916e-43
"20m","phy_rao","Phylogenetic Rao's Q","phy_afaith","Abundance-weighted Faith's PD","present_species_count","Number of species",FALSE,500,0.550840991972743,0.556649216640722,0.561327085219128,0.00580822466797892,0.00467786857840524,0.0104860932463842,-0.0836468970415226,0.0110187507675232,0.0629632063467361,5.28918639995814,0.0218726382170157,5.92822359776259,0.00285558551949533,0.0444508454087739,0.00386885780060658,0.014000295092853
"20m","phy_rao","Phylogenetic Rao's Q","phy_afaith","Abundance-weighted Faith's PD","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,500,0.550840991972743,0.745392118543696,0.80327251730919,0.194551126570952,0.0578803987654941,0.252431525336446,0.464405501440786,2.96360039251565e-63,0.198995234122361,145.931200841956,1.24464831261657e-29,318.222026872726,1.21143565440306e-89,9.80160546185552e-29,8.97887602675209e-89,1.6845728546931e-62
"50m","sp_rich","Species richness","sp_shannon","Shannon diversity","present_species_count","Number of species",TRUE,80,0.718035382411621,0.718035382411621,0.719291860606555,0,0.00125647819493369,0.00125647819493369,NA,NA,-0.0315234207955426,0.344659835012108,0.558869245706258,0.344659835012108,0.558869245706258,0.67064309484751,0.586812707991571,NA
"50m","sp_rich","Species richness","sp_shannon","Shannon diversity","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,80,0.718035382411621,0.725479324520107,0.732434712473761,0.00744394210848542,0.00695538795365436,0.0143993300621398,-0.0930875288208292,0.152523259106346,-0.0669389950247213,1.97562803966449,0.163926677947026,2.04501319068774,0.136438178059292,0.258184517766565,0.160665518088512,0.171588666494639
"50m","sp_rich","Species richness","sp_simpson","Simpson diversity","present_species_count","Number of species",TRUE,80,0.46226392756019,0.46226392756019,0.464990698164132,0,0.00272677060394172,0.00272677060394172,NA,NA,-0.0464387116813536,0.39244427299308,0.532870227191039,0.39244427299308,0.532870227191039,0.658251457118342,0.573860244667273,NA
"50m","sp_rich","Species richness","sp_simpson","Simpson diversity","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,80,0.46226392756019,0.465578092346841,0.487167095704746,0.00331416478665075,0.0215890033579054,0.0249031681445561,-0.0621122207362513,0.491631337749825,-0.117932853107846,3.19941298902336,0.0776496164692954,1.84528017131347,0.164989020802305,0.135886828821267,0.1907212534045,0.50567794739982
"50m","sp_rich","Species richness","sp_even","Species evenness","present_species_count","Number of species",TRUE,80,0.171791303294372,0.171791303294372,0.1747190072282,0,0.00292770393382732,0.00292770393382732,NA,NA,0.048119315329363,0.273159329827233,0.602720892297597,0.273159329827233,0.602720892297597,0.709746097471937,0.612442197012074,NA
"50m","sp_rich","Species richness","sp_even","Species evenness","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,80,0.171791303294372,0.191857157417487,0.20105489563824,0.0200658541231143,0.00919773822075326,0.0292635923438676,-0.152833596516124,0.170751807063087,-0.0769766542670594,0.874938842432314,0.35255432124009,1.39185596481664,0.254877692835059,0.499121848047768,0.286737404439442,0.190115414049623
"50m","sp_rich","Species richness","phy_faith","Faith's PD","present_species_count","Number of species",TRUE,80,0.579671851609296,0.579671851609296,0.5813161774804,0,0.00164432587110375,0.00164432587110375,NA,NA,-0.0360619997554045,0.302407414055391,0.583968735832728,0.302407414055391,0.583968735832728,0.694151516178526,0.60311525176167,NA
"50m","sp_rich","Species richness","phy_faith","Faith's PD","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,80,0.579671851609296,0.591121619311901,0.608735342849808,0.0114497677026053,0.0176137235379067,0.029063491240512,0.115448513573016,0.146066997501542,0.106523173470371,3.42132355789819,0.0682470144332183,2.82267423585747,0.0656933669083245,0.124624982878051,0.0803627595189212,0.166055112949121
"50m","sp_rich","Species richness","phy_rao","Phylogenetic Rao's Q","present_species_count","Number of species",TRUE,80,0.14923785226325,0.14923785226325,0.153269071361547,0,0.00403121909829665,0.00403121909829665,NA,NA,-0.0564643148398162,0.366590920527715,0.546648880628131,0.366590920527715,0.546648880628131,0.668716106399461,0.578804697135668,NA
"50m","sp_rich","Species richness","phy_rao","Phylogenetic Rao's Q","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,80,0.14923785226325,0.182338256979229,0.186564165013794,0.0331004047159787,0.00422590803456474,0.0373263127505435,0.196293834931423,0.0814390863954224,0.0521769308249402,0.39483017198568,0.531655160304783,1.74371452979412,0.181792261218206,0.658251457118342,0.208234771940855,0.0945744229108131
"50m","sp_rich","Species richness","phy_afaith","Abundance-weighted Faith's PD","present_species_count","Number of species",TRUE,80,8.50571508149484e-05,8.50571508149484e-05,0.00626597051868174,0,0.00618091336786679,0.00618091336786679,NA,NA,-0.0699169040713061,0.478931298724021,0.490988439185656,0.478931298724021,0.490988439185656,0.621154860136925,0.533315028770627,NA
"50m","sp_rich","Species richness","phy_afaith","Abundance-weighted Faith's PD","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,80,8.50571508149484e-05,0.3227827006039,0.324023288076078,0.322697643453085,0.00124058747217798,0.323938230925263,0.612897577497505,4.74731362480983e-08,0.0282704163173901,0.139479136222274,0.709839122492748,18.2101728625015,3.45787809251519e-07,0.798569012804341,5.96839232406731e-07,8.99491002595547e-08
"50m","sp_shannon","Shannon diversity","sp_simpson","Simpson diversity","present_species_count","Number of species",FALSE,80,0.882556464255238,0.930408091605137,0.93335253810115,0.0478516273498991,0.00294444649601322,0.0507960738459123,-0.411956205175972,2.48128232826216e-10,-0.0601041005494742,3.35763624482253,0.0708112054298325,28.9621052497723,4.46962310226535e-10,0.125664956114914,9.08342759492637e-10,5.58288523858986e-10
"50m","sp_shannon","Shannon diversity","sp_simpson","Simpson diversity","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,80,0.882556464255238,0.88306221159516,0.883877919005636,0.000505747339921703,0.000815707410476429,0.00132145475039813,-0.0231550934514781,0.565570013943741,-0.0223319236794574,0.533867139353306,0.467232104389454,0.432435244745339,0.65051350233598,0.606920053124446,0.655717610354668,0.576241146282303
"50m","sp_shannon","Shannon diversity","sp_even","Species evenness","present_species_count","Number of species",FALSE,80,0.687578075264517,0.982078935343079,0.98809653038633,0.294500860078562,0.00601759504325106,0.300518455121813,-1.02198842411349,1.50223169934539e-49,0.0859238539021382,38.4204973953048,2.71919584474301e-08,959.35904952574,1.18964787447038e-54,1.18144371185386e-07,5.35341543511669e-54,6.24003936651161e-49
"50m","sp_shannon","Shannon diversity","sp_even","Species evenness","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,80,0.687578075264517,0.719368571262218,0.722145732179861,0.0317904959977001,0.00277716091764368,0.0345676569153438,-0.183581276970701,0.0041658866430457,0.0412059046760798,0.759622054384092,0.386191807538294,4.72755366721006,0.0116110526574281,0.528914866845924,0.0149284962738361,0.00548677752986508
"50m","sp_shannon","Shannon diversity","phy_faith","Faith's PD","present_species_count","Number of species",FALSE,80,0.340431800874229,0.593168606251423,0.59320771678641,0.252736805377194,3.91105349876186e-05,0.252775915912181,0.946753542353375,1.1969874960548e-09,-0.00692706315453513,0.00730692488947558,0.932104146538955,23.6127507847032,1.05753296413385e-08,0.962664938228757,1.93114715189659e-08,2.58549299147836e-09
"50m","sp_shannon","Shannon diversity","phy_faith","Faith's PD","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,80,0.340431800874229,0.404615680340484,0.41201920618344,0.064183879466255,0.00740352584295567,0.0715874053092106,0.260851126334203,0.00513139086849834,0.0672787988737693,0.956949563628398,0.331060324505631,4.62654806136184,0.012703705604806,0.47401819190579,0.0161683525879349,0.00659750254521215
"50m","sp_shannon","Shannon diversity","phy_rao","Phylogenetic Rao's Q","present_species_count","Number of species",FALSE,80,0.12391951632468,0.151396658005404,0.153046640326186,0.0274771416807241,0.00164998232078148,0.0291271240015056,0.312168062901601,0.118438429223241,-0.0449926853316067,0.148058514612533,0.701472340614574,1.30683785525509,0.276686899393622,0.798569012804341,0.308518135607048,0.136078195277766
"50m","sp_shannon","Shannon diversity","phy_rao","Phylogenetic Rao's Q","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,80,0.12391951632468,0.17991386355667,0.179917075436856,0.0559943472319899,3.21188018603813e-06,0.0559975591121759,0.243641815819568,0.0245832494737555,-0.00140132412621767,0.000297656355017312,0.986280216634374,2.59474643664384,0.0812686443588681,0.994170458367449,0.0984600883578595,0.029831358911973
"50m","sp_shannon","Shannon diversity","phy_afaith","Abundance-weighted Faith's PD","present_species_count","Number of species",FALSE,80,0.0143626633507393,0.0578827398101409,0.0621788354920687,0.0435200764594016,0.00429609568192776,0.0478161721413293,0.392868779587315,0.0630683116966542,-0.0726004381130003,0.348150888658846,0.556912045272933,1.93748510924669,0.151115688987693,0.67064309484751,0.176301637152308,0.0748503039916335
"50m","sp_shannon","Shannon diversity","phy_afaith","Abundance-weighted Faith's PD","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,80,0.0143626633507393,0.34506014070364,0.346816432070882,0.330697477352901,0.00175629136724231,0.332453768720143,0.592100156007984,2.23758863036333e-08,-0.0327685492454632,0.204350125239084,0.652519806959737,19.3410303498884,1.6221386006005e-07,0.761273108119693,2.87872484050229e-07,4.31534950141499e-08
"50m","sp_simpson","Simpson diversity","sp_even","Species evenness","present_species_count","Number of species",FALSE,80,0.814045201862424,0.887658690350969,0.902295979511234,0.0736134884885451,0.0146372891602651,0.0882507776488102,-0.369993516735431,5.29745573059732e-10,0.151811520602823,11.3857543488506,0.00116770239547125,34.3233526509832,2.39437275040739e-11,0.00300266330264037,5.02818277585551e-11,1.16760248756023e-09
"50m","sp_simpson","Simpson diversity","sp_even","Species evenness","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,80,0.814045201862424,0.840019129669049,0.845900282180687,0.0259739278066252,0.00588115251163801,0.0318550803182632,-0.164552948842653,0.00069201709980593,0.0593616916880223,2.90050882123334,0.0926381059363906,7.85525807070813,0.000792481762426107,0.155632017973136,0.00110947446739655,0.000958177522808211
"50m","sp_simpson","Simpson diversity","phy_faith","Faith's PD","present_species_count","Number of species",FALSE,80,0.202253675843062,0.588251565499872,0.589178130208343,0.385997889656811,0.000926564708470301,0.386924454365281,0.847242786167433,1.12402642138995e-12,0.0381955071983387,0.171409856732949,0.680027957970738,35.789548578164,1.11679185909341e-11,0.786087364259752,2.38501312280966e-11,2.7589739434117e-12
"50m","sp_simpson","Simpson diversity","phy_faith","Faith's PD","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,80,0.202253675843062,0.29249491862057,0.296976703013705,0.0902412427775083,0.00448178439313474,0.094723027170643,0.306718088295596,0.00244099387573442,0.0518203722060815,0.484501175620174,0.488513752091779,5.11999395740451,0.00820325857775941,0.621154860136925,0.0109958572425286,0.00325465850097923
"50m","sp_simpson","Simpson diversity","phy_rao","Phylogenetic Rao's Q","present_species_count","Number of species",FALSE,80,0.130367722629121,0.167247821818873,0.167507215897703,0.0368800991897526,0.000259394078830022,0.0371394932685826,0.261885500966496,0.0686408168499201,0.0202094471571952,0.0236806256673345,0.878108222104488,1.69527084337192,0.190415996591694,0.914393685827814,0.216147888023005,0.0805783502151236
"50m","sp_simpson","Simpson diversity","phy_rao","Phylogenetic Rao's Q","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,80,0.130367722629121,0.190797453089262,0.191555078122914,0.0604297304601413,0.000757625033652565,0.0611873554937938,0.250993331677762,0.0189085274368956,0.0213060139099048,0.0712225421911272,0.790287816296446,2.87603947510189,0.062511784341683,0.843866651299595,0.0772204394809025,0.0232059200361901
"50m","sp_simpson","Simpson diversity","phy_afaith","Abundance-weighted Faith's PD","present_species_count","Number of species",FALSE,80,0.00969675180550237,0.0204872668368284,0.0288230123315065,0.0107905150313261,0.00833574549467804,0.0191262605260041,0.14165649818029,0.359925075621036,-0.114563593418313,0.652318440036766,0.421805698222391,0.748368123644459,0.47659208321261,0.565399127404482,0.522179152041642,0.384870377891801
"50m","sp_simpson","Simpson diversity","phy_afaith","Abundance-weighted Faith's PD","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,80,0.00969675180550237,0.324885207129679,0.32489314758561,0.315188455324177,7.94045593044412e-06,0.315196395780107,0.573220885614017,6.14839976179277e-08,0.00218121144572467,0.000893895016111259,0.976226714227387,17.7415811983081,4.75295693497791e-07,0.991972306392345,7.98496765076288e-07,1.14487443840279e-07
"50m","sp_even","Species evenness","phy_faith","Faith's PD","present_species_count","Number of species",FALSE,80,0.0396454075586469,0.596046820737617,0.600170316117408,0.55640141317897,0.00412349537979129,0.560524908558762,0.819642027442306,3.90866092806424e-16,0.0897087681948871,0.783797855679386,0.378774695743182,53.272549247463,3.45819763791057e-15,0.524457271029021,8.06912782179133e-15,1.08239841084856e-15
"50m","sp_even","Species evenness","phy_faith","Faith's PD","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,80,0.0396454075586469,0.184261969005953,0.18453833844218,0.144616561447306,0.000276369436227608,0.144892930883533,0.380397304365554,0.000409818080746996,-0.0154694836620641,0.0257572834425647,0.87292032368409,6.75191935210785,0.00199955497489387,0.914393685827814,0.00273852094387638,0.000582373062114153
"50m","sp_even","Species evenness","phy_rao","Phylogenetic Rao's Q","present_species_count","Number of species",FALSE,80,0.0378196070840666,0.150662907407364,0.150662912467637,0.112843300323297,5.06027275637422e-09,0.11284330538357,0.369120356357032,0.00200614414006218,9.93777363391739e-05,4.5280103775489e-07,0.999464862758068,5.04869699854273,0.00873567088665933,0.999464862758068,0.0115862582286218,0.00270829458908394
"50m","sp_even","Species evenness","phy_rao","Phylogenetic Rao's Q","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,80,0.0378196070840666,0.133314714163295,0.14942094129958,0.0954951070792286,0.0161062271362847,0.111601334215513,0.309114213639593,0.00468583473000445,-0.118093969691135,1.43910580661117,0.234010613814123,4.98583953697263,0.0092344486600378,0.364016510377525,0.0121202138662996,0.00609723073301783
"50m","sp_even","Species evenness","phy_afaith","Abundance-weighted Faith's PD","present_species_count","Number of species",FALSE,80,0.0497870498605921,0.0622765377790351,0.0626112542807856,0.0124894879184431,0.000334716501750459,0.0128242044201935,0.122801146878983,0.314375746367951,-0.0255588140984078,0.0271375715243072,0.869590052242912,0.519869446046584,0.596697232798651,0.914393685827814,0.611250823842521,0.339525806077387
"50m","sp_even","Species evenness","phy_afaith","Abundance-weighted Faith's PD","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,80,0.0497870498605921,0.336609025823325,0.34489328801352,0.286821975962733,0.0082842621901949,0.295106238152928,0.535716011609456,1.57577631040236e-07,-0.0846949916577498,0.961070791880106,0.330027728032733,17.1178784229014,7.28889939227263e-07,0.47401819190579,1.19272899146279e-06,2.83639735872424e-07
"50m","phy_faith","Faith's PD","phy_rao","Phylogenetic Rao's Q","present_species_count","Number of species",FALSE,80,0.428765251341899,0.458730158104327,0.458738672347022,0.0299649067624282,8.51424269504575e-06,0.0299734210051233,-0.267000594290693,0.0423238707936571,0.00271711982378158,0.00119550836493571,0.972508391720106,2.10432547090254,0.12897646112101,0.991972306392345,0.153311642464596,0.0507886449523885
"50m","phy_faith","Faith's PD","phy_rao","Phylogenetic Rao's Q","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,80,0.428765251341899,0.433213302159285,0.437808265525942,0.00444805081738658,0.00459496336665699,0.00904301418404357,0.0722645196732508,0.43933008511447,0.0633967381044342,0.62117102485086,0.433063889703242,0.611240823942624,0.545323042485529,0.574379474764299,0.578804697135668,0.465173031297674
"50m","phy_faith","Faith's PD","phy_afaith","Abundance-weighted Faith's PD","present_species_count","Number of species",FALSE,80,0.132772701179666,0.303906783885796,0.304879086999311,0.171134082706129,0.00097230311351576,0.172106385819645,-0.638078363336578,4.11322829652276e-05,-0.02903598855568,0.106305299186302,0.745286439361703,9.40849647713019,0.000223481586936782,0.830147379541385,0.000323662987977408,6.2567416341473e-05
"50m","phy_faith","Faith's PD","phy_afaith","Abundance-weighted Faith's PD","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,80,0.132772701179666,0.311052774477118,0.322696792869991,0.178280073297452,0.0116440183928732,0.189924091690325,0.457500583405238,2.71441391208695e-05,0.100920019978268,1.30657198805866,0.256604236070665,10.6556641224453,8.33119478943817e-05,0.384906354105997,0.000123497710996378,4.18795289293415e-05
"50m","phy_rao","Phylogenetic Rao's Q","phy_afaith","Abundance-weighted Faith's PD","present_species_count","Number of species",FALSE,80,0.473676614033089,0.551102912072192,0.572854068355681,0.0774262980391025,0.0217511562834894,0.099177454322592,-0.301675588077454,0.000484561070882224,-0.189461233811572,3.87007754277691,0.0528038868094739,8.82308125878792,0.000358341464547285,0.100807420272632,0.000507314882392785,0.000679644099419224
"50m","phy_rao","Phylogenetic Rao's Q","phy_afaith","Abundance-weighted Faith's PD","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,80,0.473676614033089,0.583100937838972,0.614311680913746,0.109424323805883,0.031210743074774,0.140635066880657,0.34837404440859,2.41211476107936e-05,0.175216754233394,6.15008636845016,0.0153540585241722,13.8560912451948,7.40261414091014e-06,0.0317149405581263,1.15151775525269e-05,3.77548397386335e-05
