quad_id,n_pixels,n_pairs,method,spectral_entropy,exact_entropy,boot_mean,boot_sd,boot_cv,boot_median,boot_min,boot_max,scale,boot_se,valid_entropy,boot_range,outlier_reps
1018_b,4436,9836830,bootstrap_mean,3.19511935884301,NA,3.19511935884301,0.00673667138394276,0.00210842557893743,3.1942471914963,3.17785605033736,3.21445451969296,10 m,8.05186236977271e-4,TRUE,0.036598469355600294,1
1018_c,4161,8654880,bootstrap_mean,3.12950407414604,NA,3.12950407414604,0.00686991550208975,0.00219520899775929,3.12916846281268,3.11180247656802,3.14805755171018,10 m,8.211119551807524e-4,TRUE,0.036255075142159754,5
1018_d,6240,19465680,bootstrap_mean,2.8932964171842,NA,2.8932964171842,0.00691528027196375,0.00239010432214678,2.89379462217376,2.88092181889352,2.91186091846066,10 m,8.265340822616801e-4,TRUE,0.030939099567139916,2
1019_a,6534,21343311,bootstrap_mean,2.92391293926913,NA,2.92391293926913,0.00798267791171646,0.00273013529387501,2.92410515910829,2.9049670488201,2.94165098514366,10 m,9.541125019185246e-4,TRUE,0.03668393632356004,0
1019_b,7882,31059021,bootstrap_mean,2.84162910216819,NA,2.84162910216819,0.00984391572000021,0.00346418035784093,2.84221207974753,2.81752040945123,2.86296413453704,10 m,0.0011765729696420829,TRUE,0.04544372508581018,3
1019_c,7598,28861003,bootstrap_mean,2.85535179738726,NA,2.85535179738726,0.00926081338950231,0.00324331782793848,2.85497474415596,2.83776173001712,2.8789623428792,10 m,0.001106878910884018,TRUE,0.0412006128620801,0
1019_d,6989,24419566,bootstrap_mean,2.8835792336629398,NA,2.8835792336629398,0.00865505771259106,0.00300149814215327,2.88171589694379,2.86140749712508,2.90243166412443,10 m,0.001034477259352913,TRUE,0.041024166999350076,0
102_a,5286,13968255,bootstrap_mean,2.87886431455721,NA,2.87886431455721,0.00843466065314706,0.00292985696147489,2.8791185497979,2.86279534866263,2.90645852812785,10 m,0.001008134772266849,TRUE,0.043663179465220026,1
102_b,5853,17125878,bootstrap_mean,2.8625639888642,NA,2.8625639888642,0.00853248401461096,0.0029807138103475,2.86290620963589,2.84273389393652,2.88338707828754,10 m,0.0010198269002951402,TRUE,0.040653184351020055,0
102_c,5277,13920726,bootstrap_mean,2.78967697185516,NA,2.78967697185516,0.00823388017045361,0.00295155326352284,2.7894372113171,2.76848474607099,2.80692509572417,10 m,9.841369145557309e-4,TRUE,0.03844034965318022,0
102_d,7148,25543378,bootstrap_mean,2.80271981295096,NA,2.80271981295096,0.231294063586277,0.0825248612142752,2.71444583306861,2.69468564104971,3.41698496299503,10 m,0.027644928196752665,TRUE,0.7222993219453202,10
1020_a,7266,26393745,bootstrap_mean,2.76442731911433,NA,2.76442731911433,0.00864374367688622,0.00312677552313276,2.76279838290006,2.74543443575258,2.78281915205931,10 m,0.0010331249734367675,TRUE,0.03738471630672979,0
1020_b,7202,25930801,bootstrap_mean,2.82059080049043,NA,2.82059080049043,0.00991740864751364,0.00351607494635141,2.81944685516895,2.79413002166388,2.84353727534397,10 m,0.001185357054596862,TRUE,0.0494072536800898,3
1020_c,7382,27243271,bootstrap_mean,2.7554470415512,NA,2.7554470415512,0.00932147781067979,0.00338292758674549,2.7554994783461,2.73696595953006,2.77489933671968,10 m,0.0011141296960600214,TRUE,0.0379333771896202,0
1020_d,6971,24293935,bootstrap_mean,2.81424667867297,NA,2.81424667867297,0.00826291511944547,0.00293610193522259,2.81438174597188,2.79669747953513,2.83003673091474,10 m,9.876072547262945e-4,TRUE,0.033339251379610246,0
1021_a,6804,23143806,bootstrap_mean,2.81339299677194,NA,2.81339299677194,0.114829072933486,0.0408151556022353,2.83254929773855,2.15001221876103,2.85419470962033,10 m,0.013724699315344813,TRUE,0.7041824908593002,2
1021_b,6499,21115251,bootstrap_mean,2.75768788029689,NA,2.75768788029689,0.0825121458344002,0.0299207703757674,2.74844802114396,2.72168880229304,3.4343524992496,10 m,0.009862087731884683,TRUE,0.7126636969565601,3
1021_c,7396,27346710,bootstrap_mean,2.82256488367107,NA,2.82256488367107,0.290536993006349,0.102933680882642,2.66929000202025,2.64153720196572,3.36445447084151,10 m,0.0347258126111175,TRUE,0.7229172688757899,16
1021_d,6058,18346653,bootstrap_mean,2.75022438829374,NA,2.75022438829374,0.114481060930654,0.0416260801911071,2.7317613958732,2.71162786016539,3.41738631594864,10 m,0.013683103925127156,TRUE,0.7057584557832501,5
1022_a,7025,24671800,bootstrap_mean,2.87245163627917,NA,2.87245163627917,0.297686562543375,0.103635012956731,2.70851191985872,2.67680712014227,3.40778924425532,10 m,0.03558034961662541,TRUE,0.7309821241130501,17
1022_b,6887,23711941,bootstrap_mean,2.75507659054856,NA,2.75507659054856,0.11616623921317,0.0421644318752098,2.73519513958515,2.71763548788582,3.43360154223371,10 m,0.013884521254636368,TRUE,0.7159660543478896,2
1022_c,7643,29203903,bootstrap_mean,2.73484782987417,NA,2.73484782987417,0.113264519468914,0.041415291275685,2.71579074026218,2.68870216425115,3.39190860573817,10 m,0.013537699409175843,TRUE,0.70320644148702,3
1022_d,7136,25457680,bootstrap_mean,2.91181223364855,NA,2.91181223364855,0.332187825091971,0.114082845471026,2.66291851538065,2.64385220493129,3.35544563355069,10 m,0.03970403922224933,TRUE,0.7115934286194001,0
1023_a,8477,35925526,bootstrap_mean,3.18306549631088,NA,3.18306549631088,0.231652845765114,0.0727766506952482,3.27093399749909,2.57453105075113,3.28812876183033,10 m,0.027687810869219197,TRUE,0.7135977110792,9
1023_b,8864,39280816,bootstrap_mean,2.81749044961789,NA,2.81749044961789,0.307605875464628,0.109177255776092,2.63653074181846,2.60747922072998,3.32815432738721,10 m,0.03676593427546759,TRUE,0.7206751066572297,0
1023_c,8166,33337695,bootstrap_mean,2.73439639370514,NA,2.73439639370514,0.192960734051807,0.0705679449022177,2.67860895683256,2.64508355718226,3.37037216425731,10 m,0.023063218981688505,TRUE,0.7252886070750502,7
1023_d,7237,26183466,bootstrap_mean,2.82061977402042,NA,2.82061977402042,0.00929154598812646,0.00329415048199941,2.81962517006947,2.80536144786399,2.84299337338231,10 m,0.0011105521589954953,TRUE,0.03763192551831995,0
1024_a,7733,29895778,bootstrap_mean,2.73340197013786,NA,2.73340197013786,0.0102223194621573,0.0037397790642705,2.73340743646965,2.71221965949933,2.75490946487992,10 m,0.0012218008674926178,TRUE,0.042689805380589974,0
1024_b,6282,19728621,bootstrap_mean,2.90287216759859,NA,2.90287216759859,0.193403405087497,0.0666248439205269,2.9611417474382,2.26348232331737,2.98055894418854,10 m,0.023116128290326544,TRUE,0.7170766208711701,6
1024_c,6205,19247910,bootstrap_mean,2.63532749390031,NA,2.63532749390031,0.331409597352898,0.125756513420049,2.8793551592971798,2.17980955416801,2.90726976788007,10 m,0.03961102321641756,TRUE,0.7274602137120603,0
