"scenario","scale","spectral_metric","spectral_label","spectral_transform","biodiversity_metric","biodiversity_label","biodiversity_transform","model_formula","x_axis","y_axis","n","pearson_r","spearman_r","r_squared","f_statistic","f_p_value","slope","intercept","spectral_group","biodiversity_group","abs_pearson_r"
"spectral_power2_biodiversity_identity","50m","spec_hull3d_v","Raw PCA 3D hull volume","power_2","phy_rao","Phylogenetic Rao's Q","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",74,0.314544700368757,0.234801925212884,0.0989383685300714,7.90574394178149,0.00634498400243759,3086155.53823804,-186904823.557141,"raw_pca","phylogenetic",0.314544700368757
"spectral_power2_biodiversity_identity","10m","spec_hull3d_v","Raw PCA 3D hull volume","power_2","phy_afaith","Abundance-weighted Faith's PD","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",1744,0.00734917928000621,0.0369406541596033,5.4010436089673e-05,0.0940912615782804,0.759075665478476,7182.12680983726,83152612.4576764,"raw_pca","phylogenetic",0.00734917928000621
"spectral_power2_biodiversity_identity","20m","spec_hull3d_v","Raw PCA 3D hull volume","power_2","phy_afaith","Abundance-weighted Faith's PD","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",436,0.0626242328876367,0.0666367926611296,0.00392179454476495,1.70876023901166,0.191838430810288,52942.4252288448,160972768.390256,"raw_pca","phylogenetic",0.0626242328876367
"spectral_power2_biodiversity_identity","50m","spec_hull3d_v","Raw PCA 3D hull volume","power_2","phy_afaith","Abundance-weighted Faith's PD","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",74,0.237307245413734,0.140851536467975,0.0563147287258541,4.29662366435683,0.0417683892193464,64282.4539843975,212225543.813242,"raw_pca","phylogenetic",0.237307245413734
"spectral_power2_biodiversity_identity","10m","spec_hull3d_v","Raw PCA 3D hull volume","power_2","sp_shannon","Shannon diversity","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",1744,-0.0373295439903575,-0.0155147587007457,0.00139349485452803,2.43085542110925,0.119149605504382,-16941214.5901537,102320788.201342,"raw_pca","shannon",0.0373295439903575
"spectral_power2_biodiversity_identity","20m","spec_hull3d_v","Raw PCA 3D hull volume","power_2","sp_shannon","Shannon diversity","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",436,-0.0670990474577009,-0.0896605294648668,0.0045022821697308,1.96282766566454,0.161925845945881,-67587568.1007472,314674225.673992,"raw_pca","shannon",0.0670990474577009
"spectral_power2_biodiversity_identity","50m","spec_hull3d_v","Raw PCA 3D hull volume","power_2","sp_shannon","Shannon diversity","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",74,-0.03587754520409,0.0524990744168826,0.00128719824987152,0.0927977230574609,0.761528895837827,-49889917.0831202,572158408.229737,"raw_pca","shannon",0.03587754520409
"spectral_power2_biodiversity_identity","10m","spec_hull3d_a","Raw PCA 3D hull area","power_2","phy_faith","Faith's PD","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",1744,-0.00568059514857253,-0.00433292282763507,3.22691612419862e-05,0.0562146928845289,0.812609900029506,-268.052680768556,8488440.14700051,"raw_pca","phylogenetic",0.00568059514857253
"spectral_power2_biodiversity_identity","20m","spec_hull3d_a","Raw PCA 3D hull area","power_2","phy_faith","Faith's PD","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",436,0.0355905518284015,0.00985466989755961,0.00126668737945013,0.550439557522019,0.458539452224546,2274.0199838116,13826941.1076004,"raw_pca","phylogenetic",0.0355905518284015
"spectral_power2_biodiversity_identity","50m","spec_hull3d_a","Raw PCA 3D hull area","power_2","phy_faith","Faith's PD","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",74,0.19772509717765,0.126279155868197,0.039095214053911,2.92938015613081,0.091285739857941,11654.9112907974,12189439.2887488,"raw_pca","phylogenetic",0.19772509717765
"spectral_power2_biodiversity_identity","10m","spec_hull3d_a","Raw PCA 3D hull area","power_2","phy_rao","Phylogenetic Rao's Q","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",1744,0.01087229766946,-0.00569383079673034,0.000118206856613345,0.205940687821803,0.650024357666528,1636.33272117268,8146906.06039984,"raw_pca","phylogenetic",0.01087229766946
"spectral_power2_biodiversity_identity","20m","spec_hull3d_a","Raw PCA 3D hull area","power_2","phy_rao","Phylogenetic Rao's Q","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",436,0.0330420282221137,0.0141355203614996,0.00109177562903096,0.474348505137012,0.491361425849179,10400.8329441672,13659828.4778388,"raw_pca","phylogenetic",0.0330420282221137
"spectral_power2_biodiversity_identity","50m","spec_hull3d_a","Raw PCA 3D hull area","power_2","phy_rao","Phylogenetic Rao's Q","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",74,0.2474504774263,0.188685671973343,0.0612317387785039,4.69624440254918,0.0335376579029669,115210.371304662,3805218.56677246,"raw_pca","phylogenetic",0.2474504774263
"spectral_power2_biodiversity_identity","10m","spec_hull3d_a","Raw PCA 3D hull area","power_2","phy_afaith","Abundance-weighted Faith's PD","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",1744,-0.00167817021684163,0.0328281037557798,2.81625527669414e-06,0.00490593050835388,0.944167992942275,-98.214020861045,8393171.14645131,"raw_pca","phylogenetic",0.00167817021684163
"spectral_power2_biodiversity_identity","20m","spec_hull3d_a","Raw PCA 3D hull area","power_2","phy_afaith","Abundance-weighted Faith's PD","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",436,0.0392662715691245,0.0293895061160873,0.00154184008294024,0.670191924768936,0.413433975317581,1678.79369240252,14111252.7692848,"raw_pca","phylogenetic",0.0392662715691245
"spectral_power2_biodiversity_identity","50m","spec_hull3d_a","Raw PCA 3D hull area","power_2","phy_afaith","Abundance-weighted Faith's PD","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",74,0.161794017879982,0.0784746390225842,0.0261773042217479,1.93543025043136,0.168449644839989,2079.75296401317,19941199.507137,"raw_pca","phylogenetic",0.161794017879982
"spectral_power2_biodiversity_identity","10m","spec_hull3d_a","Raw PCA 3D hull area","power_2","sp_shannon","Shannon diversity","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",1744,-0.0445311205404438,-0.0187772075849639,0.00198302069658754,3.46128585494265,0.0629898462315349,-1210260.16083233,9590337.33640313,"raw_pca","shannon",0.0445311205404438
"spectral_power2_biodiversity_identity","20m","spec_hull3d_a","Raw PCA 3D hull area","power_2","sp_shannon","Shannon diversity","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",436,-0.0851187030211744,-0.096114907297679,0.00724519360400688,3.16736217632044,0.0758233308857677,-4336024.35373187,22511415.1566618,"raw_pca","shannon",0.0851187030211744
"spectral_power2_biodiversity_identity","50m","spec_hull3d_a","Raw PCA 3D hull area","power_2","sp_shannon","Shannon diversity","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",74,-0.0612543818722091,0.0182302850796001,0.00375209929854642,0.271168601012991,0.60414674715841,-4041988.42902841,37020143.7282516,"raw_pca","shannon",0.0612543818722091
"spectral_power2_biodiversity_identity","10m","spec_spca_alpha","Std PCA alpha hull","power_2","phy_faith","Faith's PD","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",1744,0.142387205654514,0.113944659485636,0.0202741163341007,36.0483592837762,2.33709734684653e-09,123.806342353032,264700.091269339,"standardized_pca","phylogenetic",0.142387205654514
"spectral_power2_biodiversity_identity","20m","spec_spca_alpha","Std PCA alpha hull","power_2","phy_faith","Faith's PD","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",436,0.265942890511684,0.305831465150141,0.0707256210137097,33.0310618844715,1.71068304198314e-08,189.490187897912,298527.158681173,"standardized_pca","phylogenetic",0.265942890511684
"spectral_power2_biodiversity_identity","50m","spec_spca_alpha","Std PCA alpha hull","power_2","phy_faith","Faith's PD","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",74,0.291563135611914,0.344450203628286,0.0850090620478515,6.68930391938527,0.0117207808616826,137.804167787157,307664.068383338,"standardized_pca","phylogenetic",0.291563135611914
"spectral_power2_biodiversity_identity","10m","spec_spca_alpha","Std PCA alpha hull","power_2","phy_rao","Phylogenetic Rao's Q","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",1744,0.17296855133457,0.112107227401663,0.0299181197507796,53.724706818015,3.51371456722947e-13,479.692621737892,257396.553030116,"standardized_pca","phylogenetic",0.17296855133457
"spectral_power2_biodiversity_identity","20m","spec_spca_alpha","Std PCA alpha hull","power_2","phy_rao","Phylogenetic Rao's Q","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",436,0.32798992568452,0.295289631862002,0.107577391350537,52.3166797811056,2.15274463556305e-12,1151.33236709866,233183.555573227,"standardized_pca","phylogenetic",0.32798992568452
"spectral_power2_biodiversity_identity","50m","spec_spca_alpha","Std PCA alpha hull","power_2","phy_rao","Phylogenetic Rao's Q","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",74,0.481287444766363,0.479718622732321,0.231637604489735,21.7057831313897,1.41919344761646e-05,1796.76127389425,117373.455038418,"standardized_pca","phylogenetic",0.481287444766363
"spectral_power2_biodiversity_identity","10m","spec_spca_alpha","Std PCA alpha hull","power_2","phy_afaith","Abundance-weighted Faith's PD","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",1744,0.170186968671041,0.132439292794359,0.0289636043054378,51.9595340852115,8.40569086777448e-13,183.530984711703,269784.006873497,"standardized_pca","phylogenetic",0.170186968671041
"spectral_power2_biodiversity_identity","20m","spec_spca_alpha","Std PCA alpha hull","power_2","phy_afaith","Abundance-weighted Faith's PD","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",436,0.379854457653935,0.295930740568875,0.144289408999565,73.1808209041784,2.05374724284061e-16,181.106349503754,287175.815217106,"standardized_pca","phylogenetic",0.379854457653935
"spectral_power2_biodiversity_identity","50m","spec_spca_alpha","Std PCA alpha hull","power_2","phy_afaith","Abundance-weighted Faith's PD","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",74,0.490335594429512,0.44299148463532,0.240428995164542,22.7903481592179,9.22165136109711e-06,50.5388410286324,299099.897381136,"standardized_pca","phylogenetic",0.490335594429512
"spectral_power2_biodiversity_identity","10m","spec_spca_alpha","Std PCA alpha hull","power_2","sp_shannon","Shannon diversity","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",1744,-0.028251832287494,-0.0160589552763287,0.000798166027600687,1.39151588078331,0.238310341810418,-14148.4004483869,335798.36384446,"standardized_pca","shannon",0.028251832287494
"spectral_power2_biodiversity_identity","20m","spec_spca_alpha","Std PCA alpha hull","power_2","sp_shannon","Shannon diversity","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",436,-0.039391775091382,-0.00472824910577063,0.00155171194485002,0.67448959763023,0.411941595703237,-22377.4736001205,477143.382256109,"standardized_pca","shannon",0.039391775091382
"spectral_power2_biodiversity_identity","50m","spec_spca_alpha","Std PCA alpha hull","power_2","sp_shannon","Shannon diversity","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",74,-0.00979682480604536,0.0564087375046279,9.59777762803463e-05,0.00691106320066266,0.93397663737625,-5183.5323327268,505893.355661656,"standardized_pca","shannon",0.00979682480604536
"spectral_power2_biodiversity_identity","10m","spec_spca_rao","Std PCA Rao's Q","power_2","phy_faith","Faith's PD","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",1744,-0.0144232292945572,0.115342166389447,0.000208029543283374,0.362462867384397,0.547219943324551,-17.5061291976185,50210.930392306,"standardized_pca","phylogenetic",0.0144232292945572
"spectral_power2_biodiversity_identity","20m","spec_spca_rao","Std PCA Rao's Q","power_2","phy_faith","Faith's PD","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",436,0.0643773933952724,0.224419388133682,0.00414444878036966,1.80617637615974,0.179669730746123,20.896196661971,19186.5736058633,"standardized_pca","phylogenetic",0.0643773933952724
"spectral_power2_biodiversity_identity","50m","spec_spca_rao","Std PCA Rao's Q","power_2","phy_faith","Faith's PD","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",74,0.196088359476718,0.237171417993336,0.0384506447222705,2.87915165748704,0.0940527068657282,17.4177721596743,7976.80840308147,"standardized_pca","phylogenetic",0.196088359476718
"spectral_power2_biodiversity_identity","10m","spec_spca_rao","Std PCA Rao's Q","power_2","phy_rao","Phylogenetic Rao's Q","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",1744,-0.000812333314737444,0.115416500911364,6.5988541423237e-07,0.00114952115014503,0.972957118122944,-3.14474800482794,42602.45656394,"standardized_pca","phylogenetic",0.000812333314737444
"spectral_power2_biodiversity_identity","20m","spec_spca_rao","Std PCA Rao's Q","power_2","phy_rao","Phylogenetic Rao's Q","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",436,0.0591544316743863,0.227524528416622,0.00349924678671964,1.52400597845939,0.217682266960742,94.5938741737158,17828.0597627254,"standardized_pca","phylogenetic",0.0591544316743863
"spectral_power2_biodiversity_identity","50m","spec_spca_rao","Std PCA Rao's Q","power_2","phy_rao","Phylogenetic Rao's Q","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",74,0.313388684534822,0.336956682710107,0.0982124675944663,7.84142318749824,0.00655133605538942,219.877205719884,-14559.4365878708,"standardized_pca","phylogenetic",0.313388684534822
"spectral_power2_biodiversity_identity","10m","spec_spca_rao","Std PCA Rao's Q","power_2","phy_afaith","Abundance-weighted Faith's PD","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",1744,-0.0163953316650704,0.118184761008124,0.00026880690040766,0.46838752630928,0.493820955949922,-24.6807864195096,49134.2414961494,"standardized_pca","phylogenetic",0.0163953316650704
"spectral_power2_biodiversity_identity","20m","spec_spca_rao","Std PCA Rao's Q","power_2","phy_afaith","Abundance-weighted Faith's PD","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",436,0.0473879933694646,0.230348418258278,0.00224562191558442,0.976793420074756,0.323542419960472,10.2924860100156,26164.3246654652,"standardized_pca","phylogenetic",0.0473879933694646
"spectral_power2_biodiversity_identity","50m","spec_spca_rao","Std PCA Rao's Q","power_2","phy_afaith","Abundance-weighted Faith's PD","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",74,0.224732751130877,0.287315808959645,0.0505048094308527,3.8297679810697,0.0542276788281726,4.35320658730021,14752.6235216922,"standardized_pca","phylogenetic",0.224732751130877
"spectral_power2_biodiversity_identity","10m","spec_spca_rao","Std PCA Rao's Q","power_2","sp_shannon","Shannon diversity","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",1744,-0.0517967529779894,-0.011807395563581,0.00268290361906285,4.68619070240259,0.0305414105166458,-36209.2020943057,78827.4649685559,"standardized_pca","shannon",0.0517967529779894
"spectral_power2_biodiversity_identity","20m","spec_spca_rao","Std PCA Rao's Q","power_2","sp_shannon","Shannon diversity","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",436,-0.0489017998400962,-0.0420505343658446,0.00239138602760084,1.0403494130289,0.308308448705557,-12655.1081914893,55266.1065844669,"standardized_pca","shannon",0.0489017998400962
"spectral_power2_biodiversity_identity","50m","spec_spca_rao","Std PCA Rao's Q","power_2","sp_shannon","Shannon diversity","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",74,0.0522999618578155,0.00383561643835616,0.00273528601032896,0.197480759101364,0.658094926729549,5200.59332092854,19926.0707516474,"standardized_pca","shannon",0.0522999618578155
"spectral_power2_biodiversity_identity","10m","spec_spca_mean","Std PCA mean distance","power_2","phy_faith","Faith's PD","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",1744,0.0690705415904939,0.151305306975585,0.00477073971560415,8.35046648669433,0.00390359061567697,0.0129616200503871,44.1616354484407,"standardized_pca","phylogenetic",0.0690705415904939
"spectral_power2_biodiversity_identity","20m","spec_spca_mean","Std PCA mean distance","power_2","phy_faith","Faith's PD","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",436,0.201836400274694,0.291783522016023,0.0407379324758465,18.431107924605,2.17477392588127e-05,0.0170895013643243,39.1678550220839,"standardized_pca","phylogenetic",0.201836400274694
"spectral_power2_biodiversity_identity","50m","spec_spca_mean","Std PCA mean distance","power_2","phy_faith","Faith's PD","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",74,0.262978284691071,0.32768604220659,0.069157578219058,5.34928954166636,0.023591640501804,0.0111977441879214,39.5394795252784,"standardized_pca","phylogenetic",0.262978284691071
"spectral_power2_biodiversity_identity","10m","spec_spca_mean","Std PCA mean distance","power_2","phy_rao","Phylogenetic Rao's Q","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",1744,0.0911002682595514,0.150817761532645,0.00829925887696224,14.5782980330298,0.000139160784429693,0.0545268042971203,42.8216959548851,"standardized_pca","phylogenetic",0.0911002682595514
"spectral_power2_biodiversity_identity","20m","spec_spca_mean","Std PCA mean distance","power_2","phy_rao","Phylogenetic Rao's Q","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",436,0.237533217560493,0.29506333265043,0.0564220294446407,25.9513909216869,5.23233031002599e-07,0.0990823089790794,34.1332287435152,"standardized_pca","phylogenetic",0.237533217560493
"spectral_power2_biodiversity_identity","50m","spec_spca_mean","Std PCA mean distance","power_2","phy_rao","Phylogenetic Rao's Q","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",74,0.433607886085776,0.4546908552388,0.188015798875775,16.6716760009778,0.00011373680010302,0.145835727099671,24.1116349423272,"standardized_pca","phylogenetic",0.433607886085776
"spectral_power2_biodiversity_identity","10m","spec_spca_mean","Std PCA mean distance","power_2","phy_afaith","Abundance-weighted Faith's PD","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",1744,0.064707549367687,0.141681513445298,0.00418706694517165,7.32453895342954,0.00686831994447271,0.0150602625584574,45.8639774787544,"standardized_pca","phylogenetic",0.064707549367687
"spectral_power2_biodiversity_identity","20m","spec_spca_mean","Std PCA mean distance","power_2","phy_afaith","Abundance-weighted Faith's PD","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",436,0.262128563529849,0.284024187809524,0.068711383818222,32.020943946863,2.77417802092173e-08,0.0148512276210714,39.4042944039534,"standardized_pca","phylogenetic",0.262128563529849
"spectral_power2_biodiversity_identity","50m","spec_spca_mean","Std PCA mean distance","power_2","phy_afaith","Abundance-weighted Faith's PD","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",74,0.406361287201376,0.416719733432062,0.165129495735959,14.2409195585006,0.000327548778968544,0.00377333268933531,40.1311241302144,"standardized_pca","phylogenetic",0.406361287201376
"spectral_power2_biodiversity_identity","10m","spec_spca_mean","Std PCA mean distance","power_2","sp_shannon","Shannon diversity","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",1744,-0.0397047386449299,0.00131225684884877,0.00157646627086219,2.75054037797446,0.0974015944209573,-4.29138584704365,54.4490882435435,"standardized_pca","shannon",0.0397047386449299
"spectral_power2_biodiversity_identity","20m","spec_spca_mean","Std PCA mean distance","power_2","sp_shannon","Shannon diversity","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",436,-0.0493233484943294,-0.0160087508153215,0.00243279270669307,1.05840691933887,0.304151821951373,-3.32958120863848,57.3855916085966,"standardized_pca","shannon",0.0493233484943294
"spectral_power2_biodiversity_identity","50m","spec_spca_mean","Std PCA mean distance","power_2","sp_shannon","Shannon diversity","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",74,0.000983239089450496,0.0394076268048871,9.66759107023491e-07,6.96067229986247e-05,0.993366348854523,0.0468684422268142,54.5996624974835,"standardized_pca","shannon",0.000983239089450496
"spectral_power2_biodiversity_identity","10m","spec_spca_convex","Std PCA convex hull","power_2","phy_faith","Faith's PD","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",1744,-0.0392589539516354,-0.019998330455969,0.00154126546537663,2.68902894813926,0.101221925355014,-1227.78229537387,5301223.52287712,"standardized_pca","phylogenetic",0.0392589539516354
"spectral_power2_biodiversity_identity","20m","spec_spca_convex","Std PCA convex hull","power_2","phy_faith","Faith's PD","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",436,-0.0298375824914485,-0.046924713972059,0.000890281328933997,0.386726392043597,0.534351724216744,-1011.71302977742,8866751.59721565,"standardized_pca","phylogenetic",0.0298375824914485
"spectral_power2_biodiversity_identity","50m","spec_spca_convex","Std PCA convex hull","power_2","phy_faith","Faith's PD","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",74,0.125051829509292,0.0296334690855239,0.015637960063621,1.14382013822219,0.288418976921908,3516.11293277799,7960000.19408757,"standardized_pca","phylogenetic",0.125051829509292
"spectral_power2_biodiversity_identity","10m","spec_spca_convex","Std PCA convex hull","power_2","phy_rao","Phylogenetic Rao's Q","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",1744,-0.0318937430970191,-0.0259149586661782,0.00101721084873866,1.77378561247108,0.183088500954419,-3181.35474396648,5163146.62807251,"standardized_pca","phylogenetic",0.0318937430970191
"spectral_power2_biodiversity_identity","20m","spec_spca_convex","Std PCA convex hull","power_2","phy_rao","Phylogenetic Rao's Q","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",436,-0.024529468771065,-0.0443433522253842,0.00060169483819065,0.261292778290696,0.609493327466681,-4097.54490224956,8845399.40982442,"standardized_pca","phylogenetic",0.024529468771065
"spectral_power2_biodiversity_identity","50m","spec_spca_convex","Std PCA convex hull","power_2","phy_rao","Phylogenetic Rao's Q","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",74,0.138768642641409,0.098407997038134,0.019256736180539,1.41370841498233,0.238348374292154,30819.118419739,6256733.94087277,"standardized_pca","phylogenetic",0.138768642641409
"spectral_power2_biodiversity_identity","10m","spec_spca_convex","Std PCA convex hull","power_2","phy_afaith","Abundance-weighted Faith's PD","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",1744,-0.0306658196600002,0.0167348026080911,0.000940392495419652,1.63970569395032,0.200536322383342,-1189.45601248346,5073180.21157199,"standardized_pca","phylogenetic",0.0306658196600002
"spectral_power2_biodiversity_identity","20m","spec_spca_convex","Std PCA convex hull","power_2","phy_afaith","Abundance-weighted Faith's PD","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",436,-0.033932658938601,-0.0307966731264981,0.00115142534264342,0.500294650646786,0.479750305378107,-769.891828871431,8759812.51949267,"standardized_pca","phylogenetic",0.033932658938601
"spectral_power2_biodiversity_identity","50m","spec_spca_convex","Std PCA convex hull","power_2","phy_afaith","Abundance-weighted Faith's PD","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",74,0.00411329417543572,-0.0522917437985931,1.69191889736732e-05,0.00121820221709799,0.972253868354632,25.221136550186,12624454.7162009,"standardized_pca","phylogenetic",0.00411329417543572
"spectral_power2_biodiversity_identity","10m","spec_spca_convex","Std PCA convex hull","power_2","sp_shannon","Shannon diversity","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",1744,-0.0628056175790795,-0.038761312086885,0.00394454559948958,6.89861031728047,0.00870188365944595,-1131279.5355953,5883042.11196865,"standardized_pca","shannon",0.0628056175790795
"spectral_power2_biodiversity_identity","20m","spec_spca_convex","Std PCA convex hull","power_2","sp_shannon","Shannon diversity","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",436,-0.0912530018328913,-0.0965321781407703,0.00832711034351367,3.64431248124248,0.0569202665366735,-2466880.03693304,12072239.5318343,"standardized_pca","shannon",0.0912530018328913
"spectral_power2_biodiversity_identity","50m","spec_spca_convex","Std PCA convex hull","power_2","sp_shannon","Shannon diversity","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",74,0.0370495087201179,0.0210440577563865,0.0013726660964021,0.098967808696584,0.753981670905718,1166180.96638872,10111803.1251998,"standardized_pca","shannon",0.0370495087201179
"spectral_power2_biodiversity_identity","10m","spec_spca_hull3d_v","Std PCA 3D hull volume","power_2","phy_faith","Faith's PD","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",1744,-0.0337438575277609,0.00163778224717385,0.00113864792085383,1.98578578898726,0.15896069053986,-491188.996568376,1609296472.31908,"standardized_pca","phylogenetic",0.0337438575277609
"spectral_power2_biodiversity_identity","20m","spec_spca_hull3d_v","Std PCA 3D hull volume","power_2","phy_faith","Faith's PD","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",436,-0.0223854184095138,-0.014455731065572,0.000501106957369002,0.217589455087942,0.641116853885383,-363293.085965326,2972500974.7911,"standardized_pca","phylogenetic",0.0223854184095138
"spectral_power2_biodiversity_identity","50m","spec_spca_hull3d_v","Std PCA 3D hull volume","power_2","phy_faith","Faith's PD","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",74,-0.0250270062578408,-0.086442058496853,0.000626351042230003,0.045125539469238,0.832373611139328,-262161.731632058,4566559679.09007,"standardized_pca","phylogenetic",0.0250270062578408
"spectral_power2_biodiversity_identity","10m","spec_spca_hull3d_v","Std PCA 3D hull volume","power_2","phy_rao","Phylogenetic Rao's Q","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",1744,-0.0213596390605786,-0.00333596725636153,0.000456234180798198,0.795122705106459,0.372678760863055,-991680.502156086,1516509998.45647,"standardized_pca","phylogenetic",0.0213596390605786
"spectral_power2_biodiversity_identity","20m","spec_spca_hull3d_v","Std PCA 3D hull volume","power_2","phy_rao","Phylogenetic Rao's Q","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",436,-0.00306422281907355,-0.0146568917376174,9.38946148493105e-06,0.00407506454712169,0.949130018835247,-244993.254393596,2743302418.99713,"standardized_pca","phylogenetic",0.00306422281907355
"spectral_power2_biodiversity_identity","50m","spec_spca_hull3d_v","Std PCA 3D hull volume","power_2","phy_rao","Phylogenetic Rao's Q","identity","spectral_metric^2 ~ biodiversity_metric","biodiversity_identity","spectral_power_2",74,0.135163152155637,0.0111810440577564,0.018269077700648,1.33985144459529,0.250885749556904,11183424.5425868,1865493681.08446,"standardized_pca","phylogenetic",0.135163152155637
