scale,quad_id,n_pixels,sample_rule,rule_type,rule_value,rule_label,rule_axis_label,sample_size,sample_fraction,bootstrap_iter,metric_value,metric_method,metric_n_points,selection_note,source_n_pixels,source_method,sample_label,plot_sample_label
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,1,113.27087824300246,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,2,128.35723501665808,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,3,173.7984179046907,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,4,175.42178823962584,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,5,156.35734903919504,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,6,152.91094380601285,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,7,211.57822684344538,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,8,133.3389132618068,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,9,181.994908689961,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,10,113.55455296881753,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,11,132.5181718891171,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,12,202.18011330523981,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,13,139.287184180026,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,14,165.17165667853922,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,15,176.0280058917869,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,16,159.21809706641955,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,17,129.79696473127677,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,18,106.55888434070435,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,19,114.36459960791147,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,20,119.89315375579316,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,21,166.33084580560694,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,22,227.21183057930304,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,23,222.73994046862768,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,24,152.47399094730403,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,25,161.87545779339874,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,26,158.00236868910847,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,27,116.37199296006989,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,28,188.09812894798233,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,29,143.54826008888452,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,30,313.015596659031,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,31,128.66597009209056,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,32,165.44381446219649,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,33,140.42859303780418,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,34,97.9448410750962,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,35,162.20300807395827,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,36,119.54259285535217,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,37,162.47761149279043,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,38,108.53856393856597,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,39,135.98872969137759,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,40,125.73211198958057,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,41,136.9295075233926,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,42,159.89699982469543,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,43,162.49728675945263,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,44,159.3080840982903,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,45,113.14158029979828,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,46,109.50713256790826,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,47,159.4229285871522,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,48,156.56414664475085,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,49,105.03882649319463,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_1,percent,0.01,1% of pixels,1%,94,0.009975591637482755,50,145.31292854166563,squared_euclidean_pc1_pc3,94,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,1% of pixels = 94 pixels (1.0%),"1%
94 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,1,119.02452511204622,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,2,133.42454878386206,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,3,113.59260184547809,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,4,164.72425846795863,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,5,110.59257766705447,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,6,156.21086852227006,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,7,106.17673257551952,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,8,143.89792354087496,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,9,189.16173084105077,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,10,157.6219900905728,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,11,130.69635493139543,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,12,123.80814088861993,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,13,197.75879755420704,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,14,134.74338587899092,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,15,131.14181537423295,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,16,146.45595434295987,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,17,165.9790758183214,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,18,133.27310163973956,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,19,118.18710727496615,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,20,150.67320738429518,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,21,172.53098660544646,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,22,161.4671808850606,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,23,124.41126652146389,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,24,127.72231940518982,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,25,200.77312007390407,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,26,141.83082268780544,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,27,148.56549060807933,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,28,148.73959772489297,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,29,149.80162641483548,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,30,170.24245235965637,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,31,132.66139223879765,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,32,117.59958830781032,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,33,129.82170711062682,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,34,112.18187024659791,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,35,154.34053926510103,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,36,126.07291257449914,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,37,144.3766866437238,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,38,123.62288128705312,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,39,150.78928823710214,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,40,129.20452912552517,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,41,127.30944675939827,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,42,142.14144961756892,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,43,150.28157658713533,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,44,126.28751819075792,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,45,173.49638478799758,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,46,132.97401592573848,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,47,199.96049583929835,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,48,146.78342026752253,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,49,139.65313861393392,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
10m,1104_b,9423,pct_2,percent,0.02,2% of pixels,2%,188,0.01995118327496551,50,136.72771073908157,squared_euclidean_pc1_pc3,188,Additional random bootstrap-mean quadrat selected with seed 20260703,9423,bootstrap_mean,2% of pixels = 188 pixels (2.0%),"2%
188 px"
