"","Name","shannon","spctrl_","geometry"
"1","0",1.52255375513565,15.6239717063565,list(c(-86.3059343861387, -86.306083906449, -86.306243307124, -86.3060937868372, -86.3059343861387, 34.7696589131625, 34.7695273769662, 34.7696507599815, 34.7697822963713, 34.7696589131625))
"2","1",1.68168520620971,14.0989312601187,list(c(-86.3060937868372, -86.306243307124, -86.3064027082739, -86.3062531880107, -86.3060937868372, 34.7697822963713, 34.7696507599815, 34.7697741427912, 34.7699056793746, 34.7697822963713))
"3","100",1.60366468406542,14.915165634986,list(c(-86.3057848642682, -86.3059343861387, -86.3060937868372, -86.3059442660755, -86.3057848642682, 34.7697904482588, 34.7696589131625, 34.7697822963713, 34.769913832569, 34.7697904482588))
"4","2",1.49817270349111,14.5960011353839,list(c(-86.3062531880107, -86.3064027082739, -86.3065621109991, -86.3064125896591, -86.3062531880107, 34.7699056793746, 34.7697741427912, 34.7698975244999, 34.7700290621722, 34.7699056793746))
"5","101",1.3661481218802,14.4331078400815,list(c(-86.3059442660755, -86.3060937868372, -86.3062531880107, -86.3061036672725, -86.3059442660755, 34.769913832569, 34.7697822963713, 34.7699056793746, 34.7700372157657, 34.769913832569))
"6","200",1.65177394588854,15.2585409389501,list(c(-86.3056353430079, -86.3057848642682, -86.3059442660755, -86.3057947448388, -86.3056353430079, 34.7699219840709, 34.7697904482588, 34.769913832569, 34.7700453685746, 34.7699219840709))
"7","3",1.67832785777739,14.9175616994619,list(c(-86.3064125896591, -86.3065621109991, -86.3067215130989, -86.3065719906973, -86.3064125896591, 34.7700290621722, 34.7698975244999, 34.7700209068986, 34.7701524438564, 34.7700290621722))
"8","102",1.81627074855756,14.1521853657143,list(c(-86.3061036672725, -86.3062531880107, -86.3064125896591, -86.3062630689445, -86.3061036672725, 34.7700372157657, 34.7699056793746, 34.7700290621722, 34.7701605987569, 34.7700372157657))
"9","201",1.9276673404518,14.5467785027414,list(c(-86.3057947448388, -86.3059442660755, -86.3061036672725, -86.3059541460594, -86.3057947448388, 34.7700453685746, 34.769913832569, 34.7700372157657, 34.7701687519649, 34.7700453685746))
"10","300",1.75483075272655,15.1916090472669,list(c(-86.3054858212804, -86.3056353430079, -86.3057947448388, -86.3056452231347, -86.3054858212804, 34.7700535187892, 34.7699219840709, 34.7700453685746, 34.7701769034864, 34.7700535187892))
"11","4",1.6067767254931,15.0974102330778,list(c(-86.3065719906973, -86.3067215130989, -86.3068809156736, -86.3067313943808, -86.3065719906973, 34.7701524438564, 34.7700209068986, 34.7701442890916, 34.7702758271508, 34.7701524438564))
